first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Pervis,Estupiñán Tenorio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Ferdi,Kadıoğlu,1,2,118,3130,41,444.8,505.0,284.0,7,514,123.7,10,0,6,1.4,45,DEF,26.2
Igor Julio,dos Santos de Paulo,0,0,6,103,3,10.6,25.8,0.0,0,10,3.6,0,0,0,0.1,45,DEF,1.3
Tariq,Lamptey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF,0.0
Jan Paul,van Hecke,3,3,148,3210,44,240.4,980.6,295.0,8,575,152.0,10,0,9,10.7,47,DEF,31.5
Joël,Veltman,1,0,46,1047,13,80.5,247.0,68.0,1,176,39.6,2,0,5,0.1,43,DEF,10.7
Adam,Webster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF,0.0
Eiran,Cashin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Jacob,Slater,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Charlie,Tasker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Mitoma,Kaoru,3,1,62,1714,20,422.3,288.4,416.0,2,247,112.3,5,0,5,1.9,61,MID,10.2
Georginio,Rutter,3,5,87,1776,20,349.5,338.6,448.0,2,290,113.5,7,0,2,0.3,56,MID,15.5
Solly,March,0,0,4,38,1,2.2,7.4,23.0,0,18,3.2,0,0,0,0.0,58,MID,0.7
Yankuba,Minteh,3,8,117,2389,33,691.4,491.8,617.0,9,466,180.3,11,0,3,2.5,55,MID,21.3
Julio,Enciso Espínola,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Brajan,Gruda,1,1,35,708,11,217.1,134.4,152.0,2,114,50.0,2,0,2,0.0,54,MID,6.5
Jack,Hinshelwood,4,5,91,1736,23,228.0,312.6,412.0,2,317,94.8,7,0,0,1.6,52,MID,17.5
Matt,O'Riley,1,0,16,202,3,67.7,65.4,63.0,2,48,19.6,1,0,0,0.3,55,MID,2.9
Abdallah,Sima,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Yasin,Ayari,3,4,98,1921,24,251.3,359.8,231.0,7,406,84.5,6,0,1,0.4,48,MID,20.4
Carlos,Baleba,0,0,56,1646,19,156.3,166.8,44.0,0,231,36.8,7,0,5,1.5,45,MID,12.4
Diego,Gómez Amarilla,5,1,97,2117,29,319.7,438.2,432.0,9,361,119.0,8,0,9,0.4,49,MID,19.8
James,Milner,1,1,35,772,17,151.4,139.0,59.0,0,158,34.7,2,0,2,0.1,49,MID,7.1
Jeremy,Sarmiento Morante,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Tom,Watson,0,0,5,57,2,2.4,6.0,7.0,0,15,1.6,0,0,1,0.0,48,MID,1.0
Mats,Wieffer,2,4,94,1901,26,291.1,477.0,209.0,6,398,97.7,6,0,8,0.3,48,MID,19.6
Malick,Yalcouyé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Joe,Knight,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,44,MID,0.2
Adrian,Mazilu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Andrew,Moran,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Danny,Welbeck,13,1,126,2249,28,309.7,578.8,803.0,18,511,168.2,10,0,5,8.4,63,FWD,20.0
Evan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD,0.0
Stefanos,Tzimas,1,1,16,132,2,65.7,66.6,44.0,0,55,17.7,0,0,0,0.1,52,FWD,3.1
Charalampos,Kostoulas,2,1,35,351,9,126.5,143.6,255.0,3,140,52.4,1,0,2,0.3,48,FWD,7.3
Nehemiah,Oriola,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID,0.2
Freddie,Simmonds,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Pascal,Groß,1,6,78,1636,17,668.2,397.2,220.0,10,389,128.5,6,0,2,3.0,56,MID,13.9
Harry,Howell,0,0,4,92,2,5.1,10.2,2.0,0,11,1.8,0,0,0,0.0,45,MID,0.9
Robert,Lynch Sánchez,0,1,113,3040,49,50.0,822.2,0.0,7,509,86.7,9,1,3,10.3,48,GK,23.5
Filip,Jörgensen,0,0,9,378,5,0.0,79.8,0.0,0,50,7.9,0,0,0,0.2,43,GK,2.1
Mike,Penders,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Gabriel,Słonina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,GK,0.0
Marc,Cucurella Saseta,1,4,104,2706,39,577.8,562.8,309.0,5,468,145.1,9,1,8,14.6,61,DEF,17.0
Reece,James,2,6,115,1957,20,483.7,459.0,116.0,11,493,106.1,8,0,4,6.0,56,DEF,20.5
Trevoh,Chalobah,3,1,136,2780,40,111.2,719.2,160.0,7,516,99.1,9,1,3,8.8,54,DEF,25.2
Levi,Samuels Colwill,0,0,8,225,4,7.6,66.0,6.0,0,30,8.0,0,0,0,0.2,47,DEF,1.7
Malo,Gusto,2,3,96,2255,36,448.5,443.6,205.0,7,406,109.8,7,1,3,1.7,48,DEF,20.0
Benoît,Badiashile Mukinayi,0,0,7,470,10,7.9,102.8,2.0,0,48,11.4,0,0,2,0.0,44,DEF,1.6
Wesley,Fofana,0,2,65,1718,25,65.6,463.6,74.0,3,288,60.4,4,2,5,0.4,44,DEF,14.8
Mamadou,Sarr,0,0,3,100,3,0.1,6.4,7.0,0,4,1.3,0,0,0,0.0,45,DEF,0.7
Tosin,Adarabioyo,0,0,34,788,14,33.3,240.4,19.0,2,130,29.3,2,0,2,0.3,40,DEF,8.5
Josh,Acheampong,1,0,39,657,13,40.9,132.6,70.0,5,118,24.4,2,0,1,1.8,37,DEF,10.5
Aarón,Anselmino,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Cole,Palmer,10,2,114,1954,33,393.6,536.6,547.0,11,430,147.7,3,0,5,12.6,103,MID,11.1
Pedro,Lomba Neto,5,7,125,2629,33,836.2,523.0,505.0,9,543,186.7,11,1,2,3.9,70,MID,17.9
Enzo,Fernández,10,5,157,3114,46,1063.2,835.6,747.0,19,700,264.6,8,0,10,12.3,65,MID,24.2
Estêvão,Almeida de Oliveira Gonçalves,2,5,58,839,11,230.9,183.4,314.0,4,172,72.6,4,0,4,1.7,64,MID,9.1
Jamie,Bynoe-Gittens,0,2,25,486,7,130.4,93.0,91.0,0,99,31.3,1,0,0,0.1,60,MID,4.2
Christopher,Nkunku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID,0.0
Moisés,Caicedo Corozo,3,1,110,2796,47,403.1,562.4,128.0,10,580,109.2,6,1,11,7.1,57,MID,19.3
Roméo,Lavia,0,0,13,374,10,46.6,34.4,14.0,0,81,9.5,0,0,0,0.0,49,MID,2.7
Mykhailo,Mudryk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Andrey,Nascimento dos Santos,1,0,47,1247,18,153.9,229.6,91.0,3,257,47.5,1,0,4,0.3,44,MID,10.7
Dário,Luís Essugo,0,0,1,26,1,2.1,11.4,2.0,0,7,1.6,0,0,2,0.1,43,MID,0.2
Kendry,Páez Andrade,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
João Pedro,Junqueira de Jesus,15,9,177,2658,36,456.6,758.4,909.0,30,715,212.1,10,0,5,34.8,74,FWD,23.9
Liam,Delap,1,2,45,1092,18,73.7,67.8,349.0,1,123,47.3,2,0,4,0.9,62,FWD,7.3
Nicolas,Jackson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD,0.0
Marc,Guiu Paz,0,1,13,265,3,40.1,24.6,86.0,0,19,13.1,0,0,1,5.2,40,FWD,3.2
Alejandro,Garnacho Ferreyra,1,4,56,1261,20,405.3,211.4,399.0,3,222,100.5,4,0,2,0.4,64,MID,8.8
Jorrel,Hato,0,0,19,1139,27,114.9,233.2,36.0,0,93,38.4,0,0,7,0.2,46,DEF,4.1
Landon,Emenalo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Max,Merrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Teddy,Sharman-Lowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Jesse,Derry,0,0,1,45,2,6.4,4.6,25.0,0,5,3.6,0,0,0,0.0,45,MID,0.2
Mathis,Eboué,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Ryan,Kavuma-McQueen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Shumaira,Mheuka,0,0,1,1,0,0.3,2.0,0.0,0,3,0.2,0,0,0,0.0,45,FWD,0.2
Dean,Henderson,0,0,131,3330,51,10.0,837.8,0.0,7,538,84.7,11,0,5,9.0,51,GK,25.7
Walter,Benítez,0,0,7,90,0,0.0,22.8,0.0,0,29,2.3,1,0,0,0.3,39,GK,1.8
Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Daniel,Muñoz Mejía,4,4,136,2400,33,396.6,595.0,404.0,9,469,139.5,10,0,7,9.2,59,DEF,23.1
Maxence,Lacroix,1,2,154,3085,47,106.4,822.0,316.0,11,529,124.3,11,1,4,7.1,52,DEF,29.6
Tyrick,Mitchell,1,3,135,3253,47,467.3,649.0,241.0,8,498,136.0,12,0,6,2.3,50,DEF,27.0
Borna,Sosa,0,0,6,99,2,24.1,12.6,8.0,0,9,4.5,0,0,1,0.1,48,DEF,1.2
Chris,Richards,1,0,128,2825,42,159.6,727.2,185.0,5,453,107.6,11,0,4,2.2,44,DEF,29.1
Chadi,Riad Dnanou,0,1,20,550,8,23.9,117.8,41.0,0,84,18.3,1,0,2,0.1,40,DEF,5.0
Nathaniel,Clyne,0,1,17,592,12,55.0,105.2,33.0,2,50,19.2,0,0,1,0.5,38,DEF,4.5
Rob,Holding,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Caleb,Kporha,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Ismaïla,Sarr,9,2,117,2173,29,269.4,479.8,601.0,9,359,135.1,9,0,2,5.6,64,MID,18.3
Cheick,Doucouré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Romain,Esse,0,0,4,40,0,2.7,6.8,6.0,0,12,1.5,0,0,0,0.1,47,MID,0.9
Will,Hughes,0,1,45,1560,18,322.9,198.0,90.0,0,217,60.9,5,0,7,0.1,47,MID,9.6
Daichi,Kamada,0,2,67,1899,28,350.1,239.2,155.0,0,331,74.5,6,0,3,0.1,50,MID,13.4
Jefferson,Lerma Solís,0,5,69,1722,25,207.2,287.6,233.0,3,296,72.5,7,0,7,0.1,49,MID,14.1
Adam,Wharton,1,6,112,2552,43,720.0,494.4,180.0,8,511,139.6,8,1,4,0.7,50,MID,22.4
Asher,Agbinone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Naouirou,Ahamada,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID,0.0
Justin,Devenny,1,0,36,785,15,101.8,115.0,168.0,0,108,38.4,1,0,0,1.1,43,MID,8.4
Malcolm,Ebiowei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Matheus,França de Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
David,Ozoh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Kaden,Rodney,0,0,1,3,0,0.1,0.0,0.0,0,2,0.0,0,0,0,0.1,44,MID,0.2
Franco,Umeh-Chibueze,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jean-Philippe,Mateta,12,0,114,2210,29,160.6,567.2,786.0,13,397,150.8,8,0,2,8.1,76,FWD,15.0
Eddie,Nketiah,2,0,23,414,12,84.6,120.0,173.0,3,100,37.8,0,0,2,0.3,54,FWD,4.3
Odsonne,Édouard,0,0,1,2,0,0.0,2.0,0.0,0,6,0.2,0,0,0,0.2,50,FWD,0.2
Zach,Marsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,FWD,0.0
Brennan,Johnson,2,1,65,1710,24,311.1,223.4,230.0,2,217,75.8,6,0,6,2.4,65,MID,10.0
Jørgen,Strand Larsen,4,1,75,2301,41,203.1,265.2,469.0,3,215,91.5,5,0,4,1.4,58,FWD,12.9
Evann,Guessand,1,3,44,909,15,76.6,159.4,187.0,0,143,42.0,2,0,0,0.0,62,MID,7.1
Rio,Cardines,0,0,2,90,2,30.0,15.2,4.0,0,21,4.9,0,0,0,0.3,44,MID,0.5
Yéremy,Pino Santos,2,2,77,2074,28,718.4,325.8,371.0,3,331,141.4,7,0,4,0.2,58,MID,13.3
Jaydee,Canvot,0,0,72,1331,23,63.8,362.4,56.0,9,216,48.1,5,0,3,0.5,45,DEF,16.0
Christantus,Uche,0,1,17,159,4,7.1,13.2,73.0,0,42,8.8,0,0,0,0.1,55,FWD,3.1
Joél,Drakes-Thomas,0,0,2,7,1,1.0,1.4,0.0,0,6,0.3,0,0,0,0.0,45,MID,0.4
Dean,Benamar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Ben,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
George,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Danny,Imray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Kiernan,Dewsbury-Hall,8,7,151,2629,39,601.1,619.4,438.0,18,598,166.0,8,0,6,7.9,53,MID,28.5
Tyrique,George,0,0,16,351,9,66.2,44.2,132.0,0,55,23.9,1,0,2,0.1,48,MID,3.3
Jordan,Pickford,0,0,135,3420,50,20.3,885.2,2.0,11,545,90.8,11,0,4,13.0,56,GK,24.1
Mark,Travers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,GK,0.0
Harry,Tyrer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Jarrad,Branthwaite,1,1,32,678,9,42.8,175.0,75.0,0,108,29.3,1,0,1,0.3,53,DEF,6.0
James,Tarkowski,2,3,170,3330,48,235.6,995.6,422.0,12,592,165.7,11,0,8,12.6,58,DEF,29.3
Vitalii,Mykolenko,0,1,95,2959,47,394.1,559.2,71.0,2,350,102.3,9,0,6,0.7,49,DEF,19.4
Jake,O'Brien,1,3,116,3118,46,282.9,582.8,206.0,2,368,107.5,10,1,6,0.7,49,DEF,23.7
Séamus,Coleman,0,0,5,19,1,19.3,7.0,0.0,0,13,2.7,0,0,0,0.1,42,DEF,1.2
Michael,Keane,3,1,131,2588,42,47.4,770.4,299.0,8,404,111.7,7,1,1,3.1,45,DEF,29.1
Nathan,Patterson,0,0,22,238,2,6.4,65.6,17.0,0,67,8.8,2,0,0,0.0,44,DEF,5.0
Roman,Dixon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Reece,Welch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,DEF,0.0
Iliman,Ndiaye,6,3,128,2781,44,479.2,605.8,578.0,7,540,166.5,8,0,2,4.7,63,MID,20.3
Dwight,McNeil,0,3,53,1161,9,242.4,140.6,138.0,1,186,52.2,6,0,1,0.1,55,MID,9.6
Carlos,Alcaraz Durán,0,1,29,679,10,161.9,93.8,162.0,0,121,41.8,3,0,4,0.1,52,MID,5.6
Idrissa Gana,Gueye,2,3,83,2094,26,259.2,382.6,208.0,4,419,85.1,5,1,1,0.1,54,MID,15.4
James,Garner,2,7,159,3413,50,958.0,887.0,237.0,13,818,208.4,11,0,12,3.6,52,MID,30.6
Tim,Iroegbunam,0,3,68,1477,18,125.2,255.0,81.0,1,225,45.9,8,0,9,0.0,48,MID,14.2
Harrison,Armstrong,0,0,21,524,11,69.7,60.0,78.0,0,84,21.0,1,0,0,0.1,45,MID,4.7
Callum,Bates,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Coby,Ebere,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Isaac,Heath,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jenson,Metcalfe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Thierno,Barry,8,0,95,1898,34,207.7,341.0,501.0,9,295,102.5,7,0,3,0.8,57,FWD,16.7
Norberto Bercique,Gomes Betuncal,9,1,104,1551,19,159.8,445.8,655.0,15,343,124.5,5,0,3,3.3,51,FWD,20.4
Youssef,Ramalho Chermiti,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,FWD,0.0
Martin,Sherif,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Jack,Grealish,2,6,79,1627,23,520.5,374.2,397.0,12,356,129.2,7,1,3,5.6,63,MID,12.5
Tom,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,39,GK,0.0
Adam,Aznou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,DEF,0.0
Tyler,Onyango,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Elijah,Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Tyler,Dibling,0,0,18,349,2,61.0,46.0,32.0,0,49,13.6,2,0,2,0.0,53,MID,3.4
Merlin,Röhl,1,1,36,675,13,87.4,113.0,62.0,2,98,26.3,2,0,0,0.0,50,MID,7.2
Braiden,Graham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Bernd,Leno,0,0,122,3420,51,0.0,816.2,0.0,8,556,81.5,9,0,3,2.3,50,GK,24.4
Steven,Benda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Antonee,Robinson,1,0,65,1487,19,334.6,375.0,82.0,7,280,79.3,4,0,5,0.9,49,DEF,13.3
Joachim,Andersen,0,1,123,2882,45,131.0,790.6,148.0,8,424,107.0,8,1,7,2.8,44,DEF,28.0
Calvin,Bassey,1,1,103,2532,40,152.2,574.0,115.0,9,392,84.5,7,0,5,0.8,44,DEF,23.4
Timothy,Castagne,0,2,61,1838,31,292.2,373.0,195.0,3,294,86.2,3,0,4,0.2,43,DEF,14.2
Issa,Diop,1,0,31,812,13,8.0,190.8,31.0,3,103,23.0,1,0,2,0.1,43,DEF,7.2
Jorge,Cuenca Barreno,0,0,39,935,11,47.2,249.6,14.0,1,155,31.2,2,0,6,0.1,43,DEF,9.1
Kenny,Tete,1,0,81,1791,25,214.1,416.0,108.0,5,318,73.9,6,0,2,0.2,45,DEF,18.0
Samuel,Amissah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,DEF,0.0
Alex,Iwobi,4,3,103,2420,40,739.4,511.2,343.0,13,508,159.4,5,0,3,1.1,61,MID,16.9
Emile,Smith Rowe,3,1,80,1909,27,330.0,291.6,404.0,1,351,102.6,6,0,1,0.5,56,MID,14.3
Andreas,Hoelgebaum Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53,MID,0.0
Ryan,Sessegnon,3,3,95,1816,29,225.0,413.8,229.0,8,332,86.7,6,0,0,0.1,54,MID,17.6
Harry,Wilson,10,9,168,2674,38,661.1,707.2,601.0,21,637,196.9,9,0,7,17.4,58,MID,29.0
Sander,Berge,0,3,91,2904,45,365.1,437.8,105.0,3,503,91.0,8,0,5,0.1,49,MID,18.6
Tom,Cairney,2,0,41,756,10,195.6,153.4,64.0,1,181,41.4,2,0,3,0.0,48,MID,8.5
Saša,Lukić,1,4,67,1730,22,441.6,317.6,176.0,4,314,93.4,6,0,9,0.1,49,MID,13.7
Martial,Godo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Luke,Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Josh,King,1,3,63,1290,18,198.7,207.4,336.0,3,225,73.3,5,0,4,1.6,44,MID,14.3
Harrison,Reed,1,0,15,89,4,44.4,42.0,11.0,2,48,9.7,0,0,0,0.3,43,MID,3.5
Raúl,Jiménez Rodríguez,9,5,112,2183,28,331.5,479.4,729.0,7,410,153.1,9,0,5,1.8,59,FWD,19.0
Rodrigo,Muniz Carvalho,1,1,36,987,13,93.2,113.2,287.0,3,94,47.3,3,0,2,0.7,53,FWD,6.8
Oscar,Bobb,0,2,42,1030,13,315.4,140.4,205.0,0,182,66.4,4,0,1,0.2,51,MID,8.2
Benjamin,Lecomte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,GK,0.0
Samuel,Chukwueze,3,4,62,1067,20,346.7,274.0,243.0,1,242,85.8,2,0,0,0.1,53,MID,11.7
Kevin,Santos Lopes de Macedo,1,3,49,1030,15,246.6,216.0,243.0,0,183,70.4,4,0,1,0.1,57,MID,8.6
Jonah,Kusi-Asare,0,0,6,49,2,12.0,3.2,8.0,0,19,2.3,0,0,1,0.1,45,FWD,1.3
Seth,Ridgeon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Alfie,McNally,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Facundo,Buonanotte,0,0,3,81,4,40.0,13.2,21.0,0,9,7.4,0,0,1,0.1,46,MID,0.7
Illan,Meslier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,41,GK,0.0
Alex,Cairns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Karl,Darlow,0,0,71,1980,27,0.0,531.4,0.0,3,334,53.4,5,0,1,6.9,40,GK,17.8
Jayden,Bogle,1,5,96,2795,44,346.1,436.0,218.0,1,311,100.3,6,0,6,0.4,44,DEF,21.8
Pascal,Struijk,0,1,108,2935,48,161.5,697.4,272.0,4,412,113.1,7,0,5,1.9,42,DEF,25.7
Jaka,Bijol,1,3,99,1888,26,84.5,531.8,243.0,6,323,86.0,5,0,4,1.3,39,DEF,25.4
Sebastiaan,Bornauw,0,0,25,429,5,6.3,98.6,19.0,0,73,12.2,2,0,1,0.1,38,DEF,6.6
Sam,Byram,0,0,2,8,1,0.0,5.4,0.0,0,1,0.5,0,0,0,0.4,37,DEF,0.5
Gabriel,Gudmundsson,0,0,68,2637,45,363.7,442.6,158.0,8,286,96.4,5,1,4,2.5,38,DEF,17.9
Joe,Rodon,2,0,109,2952,53,137.3,707.2,242.0,5,373,109.1,6,0,3,3.0,39,DEF,27.9
Isaac,Schmidt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Brenden,Aaronson,4,8,126,2449,32,486.7,482.8,498.0,5,446,146.7,9,0,3,0.8,54,MID,23.3
Wilfried,Gnonto,0,3,32,521,14,129.3,85.2,61.0,0,134,27.5,1,0,3,0.1,51,MID,6.3
Jack,Harrison,0,0,12,262,5,49.4,30.0,35.0,0,51,11.5,0,0,0,0.0,51,MID,2.4
Daniel,James,0,0,23,547,16,133.1,70.8,133.0,0,93,33.9,1,0,0,0.1,52,MID,4.4
Ethan,Ampadu,1,4,134,3119,49,384.8,592.2,166.0,11,586,114.7,8,0,10,0.6,49,MID,27.3
Sam,Greenwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Ilia,Gruev,0,4,56,1318,23,171.0,199.4,64.0,3,245,43.2,5,0,3,0.1,47,MID,11.9
Largie,Ramazani,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Tanaka,Ao,2,1,67,1307,22,307.6,224.2,104.0,4,288,63.6,3,0,1,0.2,48,MID,14.0
Charlie,Crew,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Joe,Gelhardt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Darko,Gyabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Joël,Piroe,0,0,17,244,9,38.1,13.6,120.0,0,42,16.5,1,0,0,0.3,49,FWD,3.5
Patrick,Bamford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,49,FWD,0.0
Mateo,Joseph Fernández-Regatillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD,0.0
Lukas,Nmecha,6,1,73,1065,23,153.5,290.4,434.0,8,268,87.8,3,0,0,0.5,50,FWD,14.6
Sean,Longstaff,2,2,56,1003,20,403.7,291.8,116.0,5,273,81.2,1,0,2,0.2,48,MID,11.7
Anton,Stach,5,6,137,2369,36,921.4,650.0,315.0,14,550,188.8,7,0,3,1.7,48,MID,28.5
Lucas Estella,Perri,0,0,43,1440,29,0.0,322.4,0.0,3,153,32.2,3,0,2,0.3,44,GK,9.8
Dominic,Calvert-Lewin,14,2,142,2721,34,311.1,619.6,1026.0,20,472,194.7,8,0,3,13.7,58,FWD,24.5
Noah,Okafor,8,3,109,1553,26,275.0,438.8,435.0,11,354,115.0,6,0,3,0.9,55,MID,19.8
James,Justin,2,1,94,1893,26,190.9,469.8,220.0,9,338,88.3,6,0,4,2.3,40,DEF,23.5
Harry,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Sam,Chambers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Jayden,Lienou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Rhys,Chadwick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Alfie,Cresswell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
