,name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW,Position
6700,Siem de Jong,0,0,0,0,0,0,0,0,0,0.0,0,0,466,0,0,18,0,0,0,0.0,977,0.0,0,2017-08-20T12:30:00Z,20 Aug 13:30,0,0,0,0,0,8,0,0,0,0,0,0,2,0,9672,0,0,0,0,1,0,0,-1554,256,1810,50,False,0,0,2,
6701,Simon Francis,0,0,0,0,0,0,0,0,0,0.0,0,0,32,0,0,11,0,0,0,0.0,543,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,18,0,0,0,0,0,0,2,0,116700,0,0,0,2,0,0,0,-21319,1169,22488,45,True,0,0,2,DEF
6702,Simon Mignolet,0,23,0,0,0,22,1,0,18,0.0,0,0,213,0,0,14,0,0,0,1.1,724,10.6,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,0,6,0,0,0,0,7,0,2,1,77246,0,0,0,0,1,0,6,-4017,2449,6466,50,True,0,0,2,GK
6703,Sofiane Boufal,0,0,0,0,0,0,0,0,0,0.0,0,0,322,0,0,15,0,0,0,0.0,833,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,20,0,0,0,0,0,0,2,0,9019,0,0,0,2,3,0,0,-1461,345,1806,60,True,0,0,2,MID
6704,Sofiane Feghouli,0,0,0,0,0,0,0,0,0,0.0,0,0,455,0,0,15,0,0,0,0.0,966,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,14,0,0,0,0,0,0,2,0,1370,0,0,0,2,3,0,0,-569,48,617,55,False,0,0,2,
6705,Solomon March,0,41,1,0,0,14,0,2,34,8.7,1,0,66,0,0,13,1,2,0,4.0,577,14.4,1,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,1,9,0,0,0,0,2,0,2,0,7454,2,0,0,0,2,17,2,-275,371,646,50,False,0,0,2,MID
6706,Stefano Okaka,0,0,0,0,0,0,0,0,0,0.0,0,0,418,0,0,11,0,0,0,0.0,929,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,2,0,0,0,0,0,0,2,0,45133,0,0,0,2,0,0,0,19553,24233,4680,55,False,0,0,2,FWD
6707,Stephen Kingsley,0,0,0,0,0,0,0,0,0,0.0,0,0,355,0,0,17,0,0,0,0.0,866,0.0,0,2017-08-19T11:30:00Z,19 Aug 12:30,0,0,0,0,0,12,0,0,0,0,0,0,2,0,6545,0,0,0,4,0,0,0,-752,97,849,45,True,0,0,2,
6708,Stephen Ward,0,38,0,0,0,16,0,5,29,12.0,0,0,78,0,0,12,2,1,0,3.2,589,17.2,1,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,0,19,0,0,0,0,1,0,2,0,196051,0,4,1,1,0,3,2,49366,59481,10115,45,True,0,0,2,DEF
6709,Steven Berghuis,0,0,0,0,0,0,0,0,0,0.0,0,0,411,0,0,11,0,0,0,0.0,922,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,2,0,0,0,0,0,0,2,0,271,0,0,0,2,0,0,0,-81,3,84,50,False,0,0,2,
6710,Steven Davis,1,63,0,0,0,25,0,1,58,18.7,1,0,316,0,0,15,1,2,0,3.6,827,9.4,1,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,79,0,0,20,0,0,0,0,3,0,2,0,12053,1,2,1,2,3,8,5,1129,2101,972,50,True,0,0,2,MID
6711,Steven Defour,0,69,0,0,0,16,0,1,62,31.5,1,0,85,0,0,12,0,1,0,5.1,596,16.8,2,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,1,19,0,0,0,0,3,0,2,0,21148,0,1,1,1,0,3,2,6566,7891,1325,55,True,0,0,2,MID
6712,Steve Cook,0,63,0,0,0,9,0,5,51,10.8,0,0,33,0,0,11,0,2,0,5.3,544,22.8,1,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,0,18,0,0,0,0,0,0,2,0,35810,1,0,0,2,0,19,0,-2219,633,2852,50,True,0,1,2,DEF
6713,Steve Mounie,0,24,0,0,0,0,1,4,12,23.3,0,0,188,0,0,18,2,0,0,3.4,699,6.2,2,2017-08-20T12:30:00Z,20 Aug 13:30,0,0,90,4,0,13,0,0,0,0,1,0,2,0,210581,1,0,0,0,1,4,1,148215,160044,11829,61,True,0,1,2,FWD
6714,Steve Sidwell,0,0,0,0,0,0,0,0,0,0.0,0,0,65,0,0,13,0,0,0,0.0,576,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,9,0,0,0,0,0,0,2,0,20624,0,0,0,0,2,0,0,-2305,328,2633,45,False,0,0,2,MID
6715,Stuart Taylor,0,0,0,0,0,0,0,0,0,0.0,0,0,506,0,0,15,0,0,0,0.0,1017,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,20,0,0,0,0,0,0,2,0,8250,0,0,0,2,3,0,0,1255,1527,272,40,True,0,0,2,GK
6716,Sullay Kaikai,0,6,0,0,0,5,0,1,4,0.3,2,0,515,0,0,14,0,0,0,0.6,1026,5.2,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,13,0,0,10,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,45,False,0,0,2,FWD
6717,Sung-yueng Ki,0,0,0,0,0,0,0,0,0,0.0,0,0,363,0,0,17,0,0,0,0.0,874,0.0,0,2017-08-19T11:30:00Z,19 Aug 12:30,0,0,0,0,0,12,0,0,0,0,0,0,2,0,428,0,0,0,4,0,0,0,-82,26,108,50,True,0,0,2,MID
6718,Tammy Abraham,0,12,0,1,0,-1,0,0,12,3.3,1,0,374,0,0,17,0,3,0,0.6,885,0.0,0,2017-08-19T11:30:00Z,19 Aug 12:30,0,0,82,0,0,12,0,0,0,0,3,0,2,0,114618,5,0,1,4,0,4,2,-8695,5098,13793,55,True,0,0,2,FWD
6719,Theo Walcott,0,3,0,0,0,1,0,0,3,0.4,0,0,15,0,0,16,1,0,0,0.0,526,0.0,0,2017-08-19T16:30:00Z,19 Aug 17:30,0,0,12,0,0,15,0,0,0,0,0,0,2,0,98396,1,0,0,0,1,0,1,-31690,2762,34452,74,False,0,0,2,FWD
6720,Thibaut Courtois,0,29,0,0,2,23,0,0,14,0.0,0,0,94,0,0,19,0,1,0,3.4,605,34.0,0,2017-08-20T15:00:00Z,20 Aug 16:00,0,0,90,0,0,17,0,0,0,0,15,0,2,6,695553,0,0,0,2,1,0,6,-70003,3914,73917,55,False,0,0,2,GK
6721,Tiemoue Bakayoko,0,16,0,0,0,2,0,6,10,2.0,1,0,463,0,0,19,6,1,0,1.1,974,5.0,0,2017-08-20T15:00:00Z,20 Aug 16:00,0,0,90,0,0,17,0,0,0,0,2,0,2,0,21784,4,1,0,2,1,4,2,-3861,1170,5031,50,False,0,0,2,MID
6722,Timothy Fosu-Mensah,0,22,0,0,0,14,0,9,14,0.3,2,0,269,0,0,14,1,1,0,2.4,780,23.6,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,0,10,0,0,0,0,7,0,2,0,80902,1,1,0,0,1,0,2,1197,7127,5930,45,False,0,0,2,DEF
6723,Toby Alderweireld,0,76,0,0,0,10,0,4,69,1.3,0,0,377,0,0,19,1,2,0,2.2,888,14.4,0,2017-08-20T15:00:00Z,20 Aug 16:00,0,0,90,0,0,5,0,0,0,0,3,0,2,0,708691,0,0,1,2,1,6,0,16661,36712,20051,60,True,0,1,2,DEF
6724,Tomer Hemed,0,4,0,0,0,2,0,1,3,1.3,0,0,72,0,0,13,0,0,0,1.3,583,5.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,24,1,0,9,0,0,0,0,0,0,2,0,13005,0,0,0,0,2,7,1,-1464,816,2280,50,False,0,0,2,FWD
6725,Tommy Smith,0,37,0,0,0,18,1,3,22,2.4,0,0,166,0,0,18,0,0,0,0.7,677,3.8,0,2017-08-20T12:30:00Z,20 Aug 13:30,0,0,90,0,0,13,0,0,0,0,2,0,2,0,22058,0,0,1,0,1,1,6,-2479,542,3021,50,True,0,0,2,DEF
6726,Tom Carroll,0,63,1,0,0,17,0,3,55,37.0,0,0,367,1,0,17,1,4,0,5.4,878,17.2,2,2017-08-19T11:30:00Z,19 Aug 12:30,0,0,90,0,1,12,0,0,0,0,9,0,2,0,285540,1,1,0,4,0,0,2,3829,14479,10650,45,True,0,0,2,MID
6727,Tom Cleverley,0,48,0,0,0,19,1,1,44,17.7,0,0,408,0,0,11,3,0,0,5.7,919,10.8,1,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,1,2,0,0,0,0,12,0,2,0,10989,0,2,0,2,0,28,3,313,1127,814,50,False,0,0,2,MID
6728,Tom Davies,0,11,0,0,0,2,1,0,11,1.3,1,0,156,0,0,20,1,0,0,0.1,667,0.0,0,2017-08-21T19:00:00Z,21 Aug 20:00,0,0,60,0,0,11,0,0,0,0,2,0,2,0,39582,0,0,1,1,1,1,2,-5257,914,6171,55,False,0,1,2,MID
6729,Tom Heaton,0,27,0,0,0,8,0,0,15,0.0,0,0,74,0,0,12,0,1,0,0.2,585,1.6,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,0,19,0,0,0,0,7,0,2,0,408343,0,0,0,1,0,0,2,-8925,8945,17870,50,True,0,0,2,GK
6730,Tom Ince,0,30,0,0,0,13,1,2,26,3.2,1,0,182,0,0,18,0,0,0,3.3,693,4.8,0,2017-08-20T12:30:00Z,20 Aug 13:30,0,0,90,0,0,13,0,0,0,0,7,0,2,0,81560,1,1,2,0,1,25,3,5138,10432,5294,60,True,0,0,2,MID
6731,Trent Alexander-Arnold,0,0,0,0,0,0,0,0,0,0.0,0,0,223,0,0,14,0,0,0,0.0,734,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,6,0,0,0,0,0,0,2,0,147455,0,0,0,0,1,0,0,25285,34897,9612,45,True,0,0,2,DEF
6732,Troy Deeney,0,0,0,0,0,0,0,0,0,0.0,0,0,417,0,0,11,0,0,0,0.0,928,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,2,0,0,0,0,0,0,2,0,30368,0,0,0,2,0,0,0,-9229,325,9554,65,False,0,0,2,FWD
6733,Tyrone Mings,0,0,0,0,0,0,0,0,0,0.0,0,0,36,0,0,11,0,0,0,0.0,547,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,18,0,0,0,0,0,0,2,0,20141,0,0,0,2,0,0,0,-1490,449,1939,45,True,0,0,2,DEF
6734,Uwe Hunemeier,0,0,0,0,0,0,0,0,0,0.0,0,0,57,0,0,13,0,0,0,0.0,568,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,9,0,0,0,0,0,0,2,0,303829,0,0,0,0,2,0,0,-14367,10728,25095,40,False,0,0,2,DEF
6735,Valon Behrami,0,0,0,0,0,0,0,0,0,0.0,0,0,410,0,0,11,0,0,0,0.0,921,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,2,0,0,0,0,0,0,2,0,10577,0,0,0,2,0,0,0,-1682,492,2174,45,False,0,0,2,
6736,Vicente Iborra,0,0,0,0,0,0,0,0,0,0.0,0,0,208,0,0,13,0,0,0,0.0,719,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,2,0,6891,0,0,0,0,2,0,0,-2620,63,2683,60,True,0,0,2,MID
6737,Victor Lindelof,0,0,0,0,0,0,0,0,0,0.0,0,0,273,0,0,17,0,0,0,0.0,784,0.0,0,2017-08-19T11:30:00Z,19 Aug 12:30,0,0,0,0,0,16,0,0,0,0,0,0,2,0,196843,0,0,0,4,0,0,0,-79662,3871,83533,54,False,0,0,2,DEF
6738,Victor Moses,0,18,0,0,0,14,0,4,13,15.4,3,0,102,0,0,19,3,1,0,4.2,613,20.4,1,2017-08-20T15:00:00Z,20 Aug 16:00,0,0,90,0,1,17,0,0,0,0,5,0,2,0,25708,0,2,1,2,1,6,2,1716,3260,1544,65,False,0,0,2,MID
6739,Victor Wanyama,0,58,0,0,0,11,0,1,51,24.4,3,0,389,0,0,19,1,2,0,6.0,900,21.8,2,2017-08-20T15:00:00Z,20 Aug 16:00,0,0,90,0,0,5,0,0,0,0,9,0,2,0,43893,5,0,1,2,1,14,2,-4274,1239,5513,50,True,0,0,2,MID
6740,Vincent Janssen,0,0,0,0,0,2,0,0,0,0.0,0,0,395,0,0,19,1,0,0,0.0,906,0.0,0,2017-08-20T15:00:00Z,20 Aug 16:00,0,0,1,0,0,5,0,0,0,0,0,0,2,0,11324,0,0,0,2,1,0,1,-2117,219,2336,75,True,0,0,2,FWD
6741,Vincent Kompany,0,70,0,0,0,6,0,1,60,3.3,0,0,244,0,0,20,1,1,0,1.4,755,6.2,0,2017-08-21T19:00:00Z,21 Aug 20:00,0,0,90,0,0,7,0,0,0,0,5,0,2,0,284514,0,0,1,1,1,4,1,11634,21700,10066,60,True,0,1,2,DEF
6742,Virgil van Dijk,0,0,0,0,0,0,0,0,0,0.0,0,0,311,0,0,15,0,0,0,0.0,822,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,20,0,0,0,0,0,0,2,0,86194,0,0,0,2,3,0,0,-16017,1309,17326,55,True,0,0,2,DEF
6743,Wayne Hennessey,0,42,0,0,3,35,0,1,19,0.0,0,0,115,0,0,14,0,1,0,7.6,626,76.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,0,10,0,0,0,0,16,0,2,12,66925,0,0,0,0,1,0,9,-5095,645,5740,45,False,0,0,2,GK
6744,Wayne Rooney,0,31,0,0,3,26,0,1,21,30.6,0,0,161,0,0,20,2,1,1,10.5,672,38.2,2,2017-08-21T19:00:00Z,21 Aug 20:00,0,0,89,1,1,11,0,0,0,0,3,0,2,0,743286,3,1,1,1,1,36,8,17315,68626,51311,75,False,0,1,2,FWD
6745,Wayne Routledge,0,4,0,0,0,1,0,0,1,0.1,0,0,360,0,0,17,2,3,0,0.2,871,0.0,0,2017-08-19T11:30:00Z,19 Aug 12:30,0,0,23,0,0,12,0,0,0,0,0,0,2,0,6073,0,0,0,4,0,2,1,-50,450,500,55,True,0,0,2,MID
6746,Wes Morgan,0,39,0,0,0,22,1,5,33,10.2,0,0,191,0,0,13,2,0,0,3.2,702,18.2,1,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,0,3,0,0,0,0,1,0,2,0,155130,1,2,1,0,2,4,5,-5934,6288,12222,45,True,0,1,2,DEF
6747,Wilfred Ndidi,0,53,0,0,0,10,1,2,34,5.0,1,0,206,0,0,13,2,0,0,1.6,717,9.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,90,0,0,3,0,0,0,0,7,0,2,0,23837,0,1,0,0,2,2,3,198,2331,2133,50,True,0,0,2,MID
6748,Wilfried Zaha,0,0,0,0,0,0,0,0,0,0.0,0,0,126,0,0,14,0,0,0,0.0,637,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,10,0,0,0,0,0,0,2,0,613794,0,0,0,0,1,0,0,-451495,7662,459157,70,False,0,0,2,FWD
6749,Willian Borges Da Silva,0,27,0,0,0,14,1,0,19,38.5,2,0,106,0,0,19,0,0,0,5.4,617,12.4,3,2017-08-20T15:00:00Z,20 Aug 16:00,0,0,77,0,0,17,0,0,0,0,3,0,2,0,900812,3,3,1,2,1,3,3,96751,151658,54907,71,False,0,0,2,MID
6750,Willy Caballero,0,0,0,0,0,0,0,0,0,0.0,0,0,96,0,0,19,0,0,0,0.0,607,0.0,0,2017-08-20T15:00:00Z,20 Aug 16:00,0,0,0,0,0,17,0,0,0,0,0,0,2,0,6617,0,0,0,2,1,0,0,-690,93,783,50,False,0,0,2,GK
6751,Will Hughes,0,0,0,0,0,0,0,0,0,0.0,0,0,416,0,0,11,0,0,0,0.0,927,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,2,0,0,0,0,0,0,2,0,12389,0,0,0,2,0,0,0,-1982,168,2150,50,False,0,0,2,MID
6752,Winston Reid,0,0,0,0,0,0,0,0,0,0.0,0,0,442,0,0,15,0,0,0,0.0,953,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,14,0,0,0,0,0,0,2,0,78106,0,0,0,2,3,0,0,-5139,1583,6722,50,False,0,0,2,DEF
6753,Xherdan Shaqiri,0,8,0,0,0,0,0,1,7,1.3,1,0,342,0,0,16,1,0,0,0.5,853,3.6,0,2017-08-19T16:30:00Z,19 Aug 17:30,0,0,24,0,0,1,0,0,0,0,0,0,2,0,171884,3,0,0,0,1,0,1,-3139,12974,16113,60,True,0,0,2,MID
6754,Yannick Bolasie,0,0,0,0,0,0,0,0,0,0.0,0,0,147,0,0,20,0,0,0,0.0,658,0.0,0,2017-08-21T19:00:00Z,21 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,2,0,4961,0,0,0,1,1,0,0,-993,97,1090,65,False,0,0,2,MID
6755,Yoan Gouffran,0,0,0,0,0,0,0,0,0,0.0,0,0,297,0,0,18,0,0,0,0.0,808,0.0,0,2017-08-20T12:30:00Z,20 Aug 13:30,0,0,0,0,0,8,0,0,0,0,0,0,2,0,263,0,0,0,0,1,0,0,-106,4,110,50,False,0,0,2,
6756,Yohan Benalouane,0,0,0,0,0,0,0,0,0,0.0,0,0,195,0,0,13,0,0,0,0.0,706,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3385,0,0,0,0,2,0,0,-439,58,497,45,True,0,0,2,DEF
6757,Yohan Cabaye,0,0,0,0,0,0,0,0,0,0.0,0,0,129,0,0,14,0,0,0,0.0,640,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,10,0,0,0,0,0,0,2,0,17774,0,0,0,0,1,0,0,-4560,285,4845,55,False,0,0,2,MID
6758,Younes Kaboul,0,0,0,0,0,0,0,0,0,0.0,0,0,398,0,0,11,0,0,0,0.0,909,0.0,0,2017-08-19T14:00:00Z,19 Aug 15:00,0,0,0,0,0,2,0,0,0,0,0,0,2,0,23745,0,0,0,2,0,0,0,-2332,1407,3739,45,False,0,0,2,DEF
6759,Alvaro Morata,0,18,0,1,0,0,1,2,11,11.4,0,0,472,0,0,19,1,0,0,8.0,983,2.4,1,2017-08-20T15:00:00Z,20 Aug 16:00,0,0,78,0,0,17,0,0,0,0,2,0,2,0,353016,3,0,1,2,1,66,2,23617,47609,23992,100,False,0,0,2,FWD
6760,Aaron Cresswell,1,30,0,0,0,16,0,5,21,15.0,0,0,443,0,0,191,2,3,0,4.1,11044,25.8,1,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,2,0,0,0,0,5,0,20,0,144192,0,0,0,3,3,0,3,2142,13939,11797,51,False,0,1,20,DEF
6761,Aaron Lennon,0,7,0,0,0,1,0,0,5,1.8,0,0,153,0,0,200,1,0,0,0.1,10754,0.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,29,0,0,19,0,0,0,0,0,0,20,0,6168,1,0,0,0,0,0,1,-49,332,381,54,False,0,0,20,MID
6762,Aaron Mooy,0,81,0,0,0,8,0,0,62,54.8,0,0,172,0,0,194,1,1,0,7.4,10773,17.4,4,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,15,0,0,0,0,13,0,20,0,420047,7,0,0,1,1,2,2,11014,26278,15264,54,True,0,0,20,MID
6763,Aaron Ramsdale,0,0,0,0,0,0,0,0,0,0.0,0,0,549,0,0,191,0,0,0,0.0,11150,0.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,20,0,0,0,0,0,0,20,0,13629,0,0,0,3,3,0,0,-1,183,184,40,True,0,0,20,GK
6764,Aaron Ramsey,0,0,0,0,0,0,0,0,0,0.0,0,0,18,0,0,193,0,0,0,0.0,10619,0.0,0,2017-12-28T20:00:00Z,28 Dec 20:00,0,0,0,0,0,6,0,0,0,0,0,0,20,0,165538,0,0,0,3,2,0,0,-19780,364,20144,70,False,0,0,20,MID
6765,Aaron Wan-Bissaka,0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,193,0,0,0,0.0,11180,0.0,0,2017-12-28T20:00:00Z,28 Dec 20:00,0,0,0,0,0,1,0,0,0,0,0,0,20,0,55,0,0,0,3,2,0,0,2,20,18,45,True,0,0,20,DEF
6766,Abdelhamid Sabiri,0,0,0,0,0,0,0,0,0,0.0,0,0,522,0,0,194,0,0,0,0.0,11123,0.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,15,0,0,0,0,0,0,20,0,422,0,0,0,1,1,0,0,-3,12,15,49,True,0,0,20,MID
6767,Abdoulaye Doucoure,1,48,0,0,0,20,0,6,33,2.5,0,0,414,0,0,199,0,1,0,4.1,11015,11.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,9,0,0,0,0,10,0,20,0,666324,1,1,2,1,2,27,5,-5672,23048,28720,53,True,0,0,20,MID
6768,Adam Federici,0,0,0,0,0,0,0,0,0,0.0,0,0,31,0,0,191,0,0,0,0.0,10632,0.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,20,0,0,0,0,0,0,20,0,137329,0,0,0,3,3,0,0,-1623,146,1769,40,True,0,0,20,
6769,Adam Lallana,0,21,0,0,0,3,0,0,17,3.6,2,0,228,0,0,195,0,0,0,2.8,10829,1.2,0,2017-12-26T17:30:00Z,26 Dec 17:30,0,0,21,0,0,16,0,0,0,0,1,0,20,0,17829,1,0,1,0,5,23,1,-53,200,253,73,True,0,0,20,MID
6770,Adam Legzdins,0,0,0,0,0,0,0,0,0,0.0,0,0,545,0,0,196,0,0,0,0.0,11146,0.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,12,0,0,0,0,0,0,20,0,7108,0,0,0,2,2,0,0,16,125,109,40,False,0,0,20,GK
6771,Adam Smith,0,43,0,0,0,19,0,5,37,3.2,0,0,35,0,0,191,1,3,0,3.6,10636,22.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,20,0,0,0,0,6,0,20,0,21997,0,3,0,3,3,11,1,-80,351,431,48,True,0,0,20,DEF
6772,Ademola Lookman,0,0,0,0,0,0,0,0,0,0.0,0,0,157,0,0,200,0,0,0,0.0,10758,0.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,19,0,0,0,0,0,0,20,0,4171,0,0,0,0,0,0,0,-96,24,120,51,False,0,0,20,FWD
6773,Adrian Mariappa,0,0,0,0,0,0,0,0,0,0.0,0,0,405,0,0,199,0,0,0,0.0,11006,0.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,9,0,0,0,0,0,0,20,0,341259,0,0,0,1,2,0,0,-10025,7853,17878,41,True,0,0,20,DEF
6774,Adrian San Miguel del Castillo,0,28,0,0,0,23,0,2,13,0.0,0,0,438,0,0,191,0,3,0,5.4,11039,54.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,2,0,0,0,0,8,0,20,7,80709,0,0,0,3,3,0,3,6586,10015,3429,43,False,0,0,20,GK
6775,Ahmed El-Sayed Hegazi,0,24,0,0,0,23,1,8,17,0.4,0,0,468,0,0,200,0,0,0,1.9,11069,18.4,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,7,0,0,0,0,5,0,20,0,1014742,0,0,0,0,0,0,6,-7880,21156,29036,45,True,0,0,20,DEF
6776,Ahmed Musa,0,0,0,0,0,0,0,0,0,0.0,0,0,207,0,0,199,0,0,0,0.0,10808,0.0,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,18,0,0,0,0,0,0,20,0,21105,0,0,0,1,2,0,0,-139,67,206,62,False,0,0,20,MID
6777,Ainsley Maitland-Niles,0,2,0,0,0,3,0,0,2,0.3,0,0,546,0,0,193,0,1,0,0.1,11147,0.2,0,2017-12-28T20:00:00Z,28 Dec 20:00,0,0,3,0,0,6,0,0,0,0,1,0,20,0,1655,0,0,0,3,2,0,1,476,606,130,45,False,0,0,20,MID
6778,Alberto Moreno,0,0,0,0,0,0,0,0,0,0.0,0,0,216,0,0,195,0,0,0,0.0,10817,0.0,0,2017-12-26T17:30:00Z,26 Dec 17:30,0,0,0,0,0,16,0,0,0,0,0,0,20,0,107333,0,0,0,0,5,0,0,-20866,86,20952,45,True,0,0,20,DEF
6779,Aleksandar Dragovic,0,32,0,0,0,10,0,4,23,0.3,0,0,541,0,0,199,2,2,0,1.2,11142,11.4,0,2017-12-26T15:00:00Z,26 Dec 15:00,0,0,72,0,0,18,0,0,0,0,8,0,20,0,1413,1,2,0,1,2,0,0,7,45,38,49,False,0,1,20,DEF
6780,Aleksandar Kolarov,0,0,0,0,0,0,0,0,0,0.0,0,0,243,0,0,197,0,0,0,0.0,10844,0.0,0,2017-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,13,0,0,0,0,0,0,20,0,1421,0,0,0,1,0,0,0,-9,1,10,55,False,0,0,20,
6781,Aleksandar Mitrovic,0,0,0,0,0,0,0,0,0,0.0,0,0,303,0,0,197,0,0,0,0.0,10904,0.0,0,2017-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,11,0,0,0,0,0,0,20,0,42789,0,0,0,1,0,0,0,-1529,238,1767,47,True,0,0,20,FWD
6782,Alexandre Lacazette,2,23,0,0,0,24,0,0,19,15.0,1,0,28,0,0,193,0,1,0,7.0,10629,18.2,1,2017-12-28T20:00:00Z,28 Dec 20:00,0,0,74,1,0,6,0,0,0,0,2,0,20,0,535815,0,0,1,3,2,37,8,-33944,11000,44944,104,False,0,0,20,FWD
6783,Alexis Sanchez,0,61,2,0,3,54,0,2,50,30.7,5,0,14,0,0,193,0,2,2,18.0,10615,86.6,2,2017-12-28T20:00:00Z,28 Dec 20:00,0,0,90,1,1,6,0,0,0,0,3,0,20,0,144386,12,1,0,3,2,63,15,-4524,2057,6581,118,False,1,0,20,FWD
6784,Alex Iwobi,0,0,0,0,0,0,0,0,0,0.0,0,0,21,0,0,193,0,0,0,0.0,10622,0.0,0,2017-12-28T20:00:00Z,28 Dec 20:00,0,0,0,0,0,6,0,0,0,0,0,0,20,0,30745,0,0,0,3,2,0,0,652,1645,993,51,False,0,0,20,FWD
6785,Alex McCarthy,0,0,0,0,0,0,0,0,0,0.0,0,0,305,0,0,198,0,0,0,0.0,10906,0.0,0,2017-12-26T12:30:00Z,26 Dec 12:30,0,0,0,0,0,17,0,0,0,0,0,0,20,0,4415,0,0,0,2,5,0,0,-39,15,54,44,False,0,0,20,GK
6786,Alex Oxlade-Chamberlain,0,39,0,0,0,28,1,0,32,4.3,2,0,19,0,0,195,1,0,1,8.7,10620,36.6,0,2017-12-26T17:30:00Z,26 Dec 17:30,0,0,90,0,0,16,0,0,0,0,5,0,20,0,84531,3,1,1,0,5,46,8,-144,2568,2712,56,True,0,0,20,MID
