season,code,web_name,position,team_name,total_points,now_cost_m,selected_by_percent,minutes,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,clean_sheets,goals_conceded,expected_goals_conceded,saves,bonus,bps,yellow_cards,red_cards,influence,creativity,threat,ict_index,points_per_90,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90,coarse_cluster,fine_cluster,viz_x,viz_y
2023-24,191866,Ajer,DEF,Brentford,68,4.4,0.7,1826,2,1,1.22,2.68,3.9,5,33,29.41,0,3,323,5,0,406.8,166.6,223.0,79.7,3.3515881708652797,0.0985761226725082,0.0492880613362541,0.06013143483023,0.132092004381161,0.192223439211391,0,6,6.4912977,2.4224653
2023-24,198869,White,DEF,Arsenal,182,6.1,23.3,2987,4,5,1.27,3.66,4.93,18,26,24.95,0,14,776,8,0,765.8,589.4,234.0,159.0,5.483762972882491,0.1205222631402745,0.1506528289253431,0.0382658185470371,0.1102778707733511,0.1485436893203883,0,5,5.612243,1.3697113
2023-24,199670,Edouard,FWD,Crystal Palace,79,5.3,1.3,1545,7,0,6.33,0.86,7.19,6,24,20.54,0,9,246,4,0,359.6,256.7,663.0,128.0,4.601941747572816,0.4077669902912621,0.0,0.3687378640776699,0.0500970873786407,0.4188349514563107,0,3,4.4902253,5.306311
2023-24,199796,Cash,DEF,Aston Villa,64,4.5,9.9,2138,2,2,4.41,2.47,6.88,3,36,36.78,0,4,337,8,0,465.2,231.8,378.0,107.1,2.694106641721235,0.0841908325537885,0.0841908325537885,0.1856407857811038,0.1039756782039289,0.2896164639850327,1,2,5.1765933,2.3562179
2023-24,199798,Konsa,DEF,Aston Villa,91,4.5,2.2,3069,1,1,2.56,1.01,3.57,7,54,52.28,0,7,562,5,0,554.4,170.6,223.0,95.0,2.668621700879765,0.0293255131964809,0.0293255131964809,0.0750733137829912,0.0296187683284457,0.1046920821114369,1,4,5.269609,0.6850428
2023-24,200720,Kelleher,GK,Liverpool,34,3.6,3.9,900,0,0,0.0,0.01,0.01,2,11,10.33,28,3,198,0,0,261.2,10.0,0.0,27.0,3.4,0.0,0.0,0.0,0.001,0.001,-1,-1,9.517542,2.1337729
2023-24,201658,Tavernier,MID,Bournemouth,89,5.0,0.3,2118,3,4,3.88,4.24,8.12,8,38,32.42,0,5,324,3,0,468.4,649.4,460.0,157.8,3.7818696883852687,0.1274787535410765,0.1699716713881019,0.1648725212464589,0.1801699716713881,0.345042492917847,0,3,4.301032,3.579157
2023-24,202641,Onana,GK,Man Utd,133,5.0,15.5,3420,0,0,0.0,0.08,0.08,9,58,69.64,149,10,741,5,0,1167.8,33.2,0.0,120.2,3.5,0.0,0.0,0.0,0.0021052631578947,0.0021052631578947,3,1,11.706571,1.8853046
2023-24,202993,Bentancur,MID,Spurs,32,5.4,0.0,997,1,1,2.01,1.05,3.06,1,25,19.98,0,0,153,7,0,193.0,174.9,156.0,52.1,2.888665997993982,0.0902708124373119,0.0902708124373119,0.1814443329989969,0.0947843530591775,0.2762286860581745,0,6,7.580007,3.110283
2023-24,204214,Estupiñan,DEF,Brighton,57,4.7,14.5,1242,2,3,1.0,2.22,3.22,3,26,26.5,0,7,291,4,0,350.8,382.6,156.0,89.0,4.130434782608696,0.144927536231884,0.217391304347826,0.072463768115942,0.1608695652173913,0.2333333333333333,0,6,6.519205,3.2836769
2023-24,204480,Rice,MID,Arsenal,165,5.5,6.2,3225,7,9,3.53,5.09,8.62,17,28,27.08,0,17,744,5,0,959.4,745.3,451.0,215.9,4.604651162790698,0.1953488372093023,0.2511627906976744,0.0985116279069767,0.1420465116279069,0.2405581395348836,2,8,2.5042727,3.324622
2023-24,204580,Janelt,MID,Brentford,93,5.2,0.1,3054,1,4,1.82,3.44,5.26,9,52,47.65,0,1,466,8,0,503.4,562.5,285.0,135.3,2.7406679764243616,0.0294695481335952,0.1178781925343811,0.0536345776031434,0.1013752455795677,0.1550098231827112,1,2,4.5519776,2.1686127
2023-24,204716,Konaté,DEF,Liverpool,56,4.9,2.0,1570,0,0,0.7,0.47,1.17,6,19,21.42,0,2,315,3,1,357.4,139.9,87.0,58.5,3.2101910828025475,0.0,0.0,0.0401273885350318,0.0269426751592356,0.0670700636942675,1,0,3.0325928,-0.5215088
2023-24,204968,Yates,MID,Nott'm Forest,59,4.8,0.0,1979,1,1,2.78,0.59,3.37,1,38,31.96,0,1,235,6,0,330.4,133.8,258.0,72.1,2.6831733198585144,0.045477513895907,0.045477513895907,0.1264274886306215,0.0268317331985851,0.1532592218292066,0,5,7.612444,1.2759484
2023-24,205533,Nketiah,FWD,Arsenal,71,5.0,3.1,1065,5,4,4.65,0.53,5.18,6,10,10.21,0,5,206,3,0,235.0,136.3,417.0,77.2,6.0,0.4225352112676056,0.3380281690140845,0.3929577464788732,0.0447887323943662,0.4377464788732395,0,3,4.893228,5.1756988
2023-24,205651,G.Jesus,FWD,Arsenal,85,7.7,2.6,1470,4,7,6.27,3.26,9.53,11,11,11.67,0,10,271,6,0,364.8,403.0,756.0,152.7,5.204081632653061,0.2448979591836734,0.4285714285714286,0.3838775510204081,0.1995918367346938,0.583469387755102,0,3,4.849303,4.524457
2023-24,206325,Zinchenko,DEF,Arsenal,104,5.0,5.1,1717,1,2,0.6,2.65,3.25,9,15,12.33,0,16,468,2,0,395.4,474.8,133.0,100.4,5.451368666278393,0.052417006406523,0.104834012813046,0.0314502038439138,0.1389050669772859,0.1703552708211997,0,5,6.336883,1.4328312
2023-24,206915,Jones,MID,Liverpool,40,4.9,0.1,1156,1,1,2.74,1.04,3.78,2,19,19.42,0,2,171,3,1,174.0,203.2,195.0,57.0,3.114186851211073,0.0778546712802768,0.0778546712802768,0.2133217993079585,0.0809688581314879,0.2942906574394463,1,0,2.9639564,-0.4859656
2023-24,207189,Berge,MID,Burnley,74,4.6,0.1,3002,1,2,2.04,1.66,3.7,2,70,66.96,0,3,430,8,1,533.6,446.3,161.0,114.3,2.218520986009327,0.0299800133244503,0.0599600266489007,0.0611592271818787,0.0497668221185876,0.1109260493004663,1,0,3.37836,0.40257272
2023-24,207283,Jensen,MID,Brentford,98,5.2,0.7,2201,3,4,0.71,4.89,5.6,9,45,36.36,0,10,422,5,0,481.2,689.3,135.0,130.4,4.00726942298955,0.1226715129486597,0.1635620172648796,0.0290322580645161,0.1999545661063153,0.2289868241708314,1,2,4.1663346,2.9359903
2023-24,208706,Bruno G.,MID,Newcastle,153,5.8,3.3,3264,7,9,4.91,6.2,11.11,10,60,58.64,0,15,691,8,0,968.4,948.7,489.0,241.0,4.21875,0.1930147058823529,0.2481617647058823,0.1353860294117647,0.1709558823529411,0.3063419117647059,2,8,2.6370063,3.2066724
2023-24,209036,Guéhi,DEF,Crystal Palace,66,4.2,1.3,2020,0,1,0.58,1.0,1.58,6,32,31.51,0,6,397,2,0,417.8,106.6,35.0,56.1,2.9405940594059405,0.0,0.0445544554455445,0.0258415841584158,0.0445544554455445,0.0703960396039604,0,5,6.999266,0.8938506
2023-24,209046,Hudson-Odoi,MID,Nott'm Forest,109,4.7,0.8,1846,8,2,2.65,2.02,4.67,2,41,28.38,0,14,371,0,0,489.0,514.2,444.0,145.0,5.314192849404117,0.390032502708559,0.0975081256771397,0.1291982665222101,0.0984832069339111,0.2276814734561213,0,3,4.363052,4.6298256
2023-24,209244,Foden,MID,Man City,230,8.5,43.3,2860,19,8,10.17,6.95,17.12,14,27,28.51,0,31,866,2,0,1154.8,1157.8,1172.0,348.8,7.237762237762237,0.5979020979020979,0.2517482517482518,0.320034965034965,0.2187062937062937,0.5387412587412588,4,7,2.0718024,4.5209656
2023-24,210156,Awoniyi,FWD,Nott'm Forest,67,6.3,1.3,1036,6,3,4.85,0.9,5.75,3,21,15.61,0,5,247,2,0,303.2,134.4,308.0,74.2,5.82046332046332,0.5212355212355212,0.2606177606177606,0.4213320463320463,0.0781853281853282,0.4995173745173745,0,3,4.768643,5.348046
2023-24,210462,Sangaré,MID,Nott'm Forest,25,4.9,0.0,1031,0,0,0.67,0.4,1.07,4,16,14.75,0,0,89,6,0,168.8,112.9,43.0,32.5,2.182347235693501,0.0,0.0,0.0584869059165858,0.034917555771096,0.0934044616876818,0,5,8.046873,1.9439571
2023-24,210494,N.Aguerd,DEF,West Ham,36,4.4,0.5,1857,1,0,1.37,0.41,1.78,2,44,38.79,0,0,282,1,1,439.4,58.1,145.0,64.4,1.7447495961227786,0.048465266558966,0.0,0.0663974151857835,0.019870759289176,0.0862681744749596,1,0,3.0174582,-0.56429017
2023-24,211975,Akanji,DEF,Man City,112,5.0,5.6,2512,2,0,1.77,1.79,3.56,11,23,25.72,0,8,560,2,1,536.4,298.7,137.0,97.4,4.012738853503184,0.071656050955414,0.0,0.0634156050955414,0.0641321656050955,0.1275477707006369,1,0,3.3400857,-0.3176485
2023-24,212314,Lukić,MID,Fulham,43,4.3,0.3,1113,1,0,1.49,0.46,1.95,5,20,22.86,0,0,157,3,0,192.4,155.6,115.0,46.2,3.477088948787062,0.0808625336927223,0.0,0.1204851752021563,0.0371967654986522,0.1576819407008086,0,5,8.530752,2.2396686
2023-24,212319,Richarlison,MID,Spurs,122,6.8,2.5,1481,11,4,9.49,1.42,10.91,7,18,25.59,0,7,305,3,0,560.6,208.4,758.0,152.1,7.413909520594193,0.6684672518568535,0.2430790006752194,0.5767049291019581,0.0862930452397029,0.662997974341661,0,3,3.858083,5.5086155
2023-24,213999,Álvarez,MID,West Ham,62,5.0,0.2,2375,1,1,1.37,0.81,2.18,5,45,49.85,0,3,345,11,0,545.8,193.1,89.0,82.7,2.349473684210526,0.0378947368421052,0.0378947368421052,0.0519157894736842,0.0306947368421052,0.0826105263157894,1,2,5.1347976,1.7499801
2023-24,214048,Kilman,DEF,Wolves,82,4.4,1.7,3420,2,0,1.78,1.12,2.9,5,65,67.17,0,3,592,7,0,853.6,233.1,212.0,130.2,2.1578947368421053,0.0526315789473684,0.0,0.0468421052631579,0.0294736842105263,0.0763157894736842,1,4,5.0010376,0.7041101
2023-24,214590,Wan-Bissaka,DEF,Man Utd,47,4.4,2.0,1778,0,2,0.11,1.47,1.58,3,34,38.57,0,5,323,4,0,397.8,196.5,60.0,65.5,2.379077615298088,0.0,0.1012373453318335,0.0055680539932508,0.0744094488188976,0.0799775028121484,0,5,7.5191135,0.89615256
2023-24,215059,Sanchez,GK,Chelsea,59,4.5,2.2,1433,0,0,0.0,0.0,0.0,3,25,23.72,53,7,317,2,0,450.6,0.1,0.0,45.2,3.705512909979065,0.0,0.0,0.0,0.0,0.0,3,1,10.442315,2.0679448
2023-24,215136,Williams,DEF,Nott'm Forest,39,4.3,0.2,1630,0,1,0.74,1.54,2.28,1,33,23.05,0,2,224,4,0,393.4,195.2,139.0,72.8,2.1533742331288344,0.0,0.0552147239263803,0.0408588957055214,0.0850306748466257,0.1258895705521472,0,5,7.7315083,1.0825725
2023-24,215379,Anderson,MID,Newcastle,42,4.2,1.8,1018,0,2,1.63,1.25,2.88,5,14,12.49,0,3,144,3,0,187.4,223.7,201.0,61.1,3.7131630648330063,0.0,0.1768172888015717,0.1441060903732809,0.1105108055009823,0.2546168958742632,0,6,7.583001,2.8555179
2023-24,215439,Souček,MID,West Ham,116,4.9,0.8,2867,7,2,6.69,1.14,7.83,5,64,62.38,0,9,456,7,0,751.6,262.5,488.0,150.3,3.641437042204395,0.2197418904778514,0.0627833972793861,0.2100104638995465,0.03578653644925,0.2457970003487966,1,2,4.445565,2.038687
2023-24,215711,Bailey,MID,Aston Villa,148,5.4,3.1,2063,10,11,6.29,7.17,13.46,5,32,36.17,0,11,482,5,0,663.2,707.1,623.0,199.1,6.456616577799322,0.4362578768783325,0.4798836645661657,0.2744062045564712,0.3127968977217644,0.5872031022782357,4,7,3.0893192,4.094945
2023-24,216051,Dalot,DEF,Man Utd,111,5.2,7.4,3174,2,3,1.67,2.38,4.05,8,55,64.76,0,13,662,4,1,738.6,590.8,212.0,154.4,3.1474480151228734,0.0567107750472589,0.0850661625708884,0.0473534971644612,0.0674858223062381,0.1148393194706994,1,0,3.36613,0.6021399
2023-24,216646,Wissa,FWD,Brentford,131,5.7,5.1,2488,12,4,10.54,1.82,12.36,11,40,37.55,0,15,457,7,0,592.8,384.0,769.0,173.2,4.738745980707396,0.4340836012861737,0.1446945337620578,0.3812700964630225,0.0658360128617363,0.4471061093247588,4,7,3.283412,5.126702
2023-24,219168,Isak,FWD,Newcastle,172,8.4,41.0,2253,21,4,20.22,2.68,22.9,7,41,43.41,0,23,645,1,0,877.4,362.5,1054.0,229.3,6.870838881491345,0.8388814913448736,0.1597869507323568,0.8077230359520639,0.1070572569906791,0.914780292942743,4,7,2.422431,5.1062365
2023-24,219847,Havertz,MID,Arsenal,180,7.6,11.9,2627,13,10,12.36,3.88,16.23,16,22,21.03,0,15,515,11,0,763.2,613.4,1027.0,240.2,6.166730110392082,0.445374952417206,0.3425961172440045,0.4234488009135896,0.1329272934906737,0.5560334982870194,4,7,2.8044052,5.0233526
2023-24,219924,Diop,DEF,Fulham,43,4.4,0.4,1423,0,0,0.26,0.42,0.68,5,26,33.2,0,3,259,2,1,348.8,20.5,37.0,40.8,2.719606465214336,0.0,0.0,0.0164441321152494,0.026563598032326,0.0430077301475755,1,0,3.1215637,-0.68229944
2023-24,220237,Botman,DEF,Newcastle,51,4.5,4.3,1375,2,2,0.62,0.54,1.16,3,29,31.58,0,4,298,2,0,386.8,62.9,104.0,55.5,3.3381818181818184,0.1309090909090909,0.1309090909090909,0.0405818181818181,0.0353454545454545,0.0759272727272727,0,5,7.3510714,1.269313
2023-24,220362,Disasi,DEF,Chelsea,71,4.9,3.4,2579,2,0,2.35,1.46,3.81,5,50,43.96,0,6,468,6,0,573.2,105.5,172.0,85.1,2.477704536642109,0.0697944939899185,0.0,0.0820085304381543,0.0509499806126405,0.1329585110507948,1,4,5.4886155,0.6029973
2023-24,220566,Rodrigo,MID,Man City,159,5.6,6.1,2931,8,10,3.99,6.15,10.14,14,26,29.89,0,19,737,8,1,1043.8,894.8,484.0,242.3,4.882292732855681,0.2456499488229273,0.3070624360286592,0.122517911975435,0.1888433981576254,0.3113613101330604,2,8,2.435835,3.4258156
2023-24,221399,Harrison,MID,Everton,92,5.5,0.1,2212,3,3,3.68,3.02,6.7,11,26,34.15,0,5,292,1,0,397.4,405.7,339.0,114.3,3.7432188065099457,0.1220614828209765,0.1220614828209765,0.1497287522603978,0.122875226039783,0.2726039783001808,0,3,4.544319,3.8384457
2023-24,221466,Senesi,DEF,Bournemouth,102,4.4,2.4,2239,4,5,1.98,2.27,4.25,6,44,40.83,0,13,486,13,0,735.0,311.2,147.0,119.7,4.100044662795892,0.160786065207682,0.2009825815096025,0.0795891022778026,0.0912460920053595,0.1708351942831621,1,2,4.880795,1.7532619
2023-24,221632,Romero,DEF,Spurs,107,5.1,12.2,2790,5,0,3.25,1.41,4.66,7,46,52.55,0,15,591,7,1,841.8,161.9,252.0,125.9,3.451612903225806,0.1612903225806451,0.0,0.1048387096774193,0.0454838709677419,0.1503225806451613,1,0,3.58982,0.4753969
2023-24,222531,Gibbs-White,MID,Nott'm Forest,142,5.7,2.1,3156,5,12,6.65,6.79,13.44,5,59,49.08,0,13,563,9,0,703.2,1155.2,495.0,235.6,4.0494296577946765,0.1425855513307984,0.3422053231939163,0.189638783269962,0.1936311787072243,0.3832699619771863,2,8,2.7285118,3.3817391
2023-24,222683,Kluivert,MID,Bournemouth,100,4.6,0.7,1910,7,1,5.76,1.68,7.44,11,23,30.07,0,2,229,5,0,362.2,283.2,619.0,126.4,4.712041884816754,0.3298429319371728,0.0471204188481675,0.271413612565445,0.0791623036649214,0.3505759162303665,0,3,4.400004,5.0517473
2023-24,223094,Haaland,FWD,Man City,217,14.3,73.6,2553,27,8,29.57,2.18,31.75,11,25,25.65,0,29,792,1,0,1094.6,367.2,1581.0,303.3,7.649823736780258,0.9518213866039954,0.282021151586369,1.0424206815511163,0.0768507638072855,1.1192714453584018,4,7,2.2558157,4.9704795
2023-24,223340,Saka,MID,Arsenal,226,8.8,49.2,2922,16,12,15.4,10.9,26.29,16,27,25.66,0,29,776,4,0,1093.8,1319.8,1342.0,375.7,6.960985626283367,0.4928131416837782,0.3696098562628337,0.4743326488706366,0.3357289527720739,0.8097535934291582,4,7,2.1187494,4.592948
2023-24,223434,Igor,DEF,Brighton,37,4.3,0.2,1631,0,0,0.25,0.5,0.75,2,26,24.36,0,1,311,4,0,297.8,135.5,23.0,45.8,2.041692213366033,0.0,0.0,0.0137952176578786,0.0275904353157572,0.0413856529736358,0,5,8.218271,1.3466017
2023-24,224024,L.Paquetá,MID,West Ham,100,6.0,1.4,2627,4,6,5.19,4.93,10.12,4,52,50.96,0,7,398,10,0,570.6,722.3,343.0,163.7,3.425961172440046,0.1370384468976018,0.2055576703464027,0.1778073848496384,0.1688998858012942,0.3467072706509326,1,2,4.095018,2.593363
2023-24,224068,Turner,GK,Nott'm Forest,41,3.7,8.6,1530,0,0,0.0,0.0,0.0,2,28,25.43,55,0,278,2,0,379.6,0.0,0.0,37.9,2.411764705882353,0.0,0.0,0.0,0.0,0.0,3,1,10.332769,2.082027
2023-24,224967,Mykolenko,DEF,Everton,101,4.5,2.6,2469,2,1,1.49,1.07,2.56,9,37,39.97,0,9,452,1,0,517.4,239.8,211.0,96.8,3.681652490886999,0.0729040097205346,0.0364520048602673,0.0543134872417983,0.039003645200486,0.0933171324422843,0,5,6.3592563,0.92082256
2023-24,226597,Gabriel,DEF,Arsenal,149,5.4,28.3,3042,3,1,4.48,0.65,5.13,16,26,26.18,0,8,676,4,0,675.8,121.9,379.0,117.9,4.40828402366864,0.0887573964497041,0.029585798816568,0.1325443786982248,0.0192307692307692,0.151775147928994,0,5,5.817406,1.1356634
2023-24,226944,Kamara,MID,Aston Villa,40,5.0,0.1,1653,0,1,0.13,1.39,1.52,7,22,24.68,0,1,247,7,1,256.2,292.7,44.0,59.1,2.177858439201452,0.0,0.0544464609800363,0.0070780399274047,0.0756805807622504,0.0827586206896551,1,0,2.8953521,-0.6350246
2023-24,226956,Roerslev,DEF,Brentford,75,4.4,0.4,1975,1,2,1.05,1.34,2.39,5,40,37.71,0,3,354,1,0,382.0,281.3,94.0,76.3,3.4177215189873418,0.0455696202531645,0.0911392405063291,0.0478481012658227,0.0610632911392405,0.1089113924050633,0,5,6.9414687,1.0103925
2023-24,227127,Bissouma,MID,Spurs,44,5.0,0.3,2070,0,0,1.18,1.67,2.85,7,35,41.3,0,0,315,8,2,403.0,279.4,140.0,82.3,1.9130434782608696,0.0,0.0,0.0513043478260869,0.0726086956521739,0.1239130434782608,1,0,2.8148165,-0.48200879
2023-24,231057,Bellegarde,MID,Wolves,45,4.9,0.0,948,2,2,1.35,0.76,2.11,0,24,26.15,0,1,150,0,1,189.8,170.1,163.0,52.2,4.272151898734178,0.1898734177215189,0.1898734177215189,0.1281645569620253,0.0721518987341772,0.2003164556962025,1,0,3.1865542,-0.61000544
2023-24,231065,Pinnock,DEF,Brentford,77,4.5,1.4,2521,2,0,2.01,0.83,2.84,5,46,39.14,0,5,479,1,0,653.2,63.4,221.0,94.2,2.748909163030544,0.0714002380007933,0.0,0.0717572391907973,0.0296310987703292,0.1013883379611265,1,4,6.030834,0.5515349
2023-24,231747,Mateta,FWD,Crystal Palace,165,5.1,7.3,2274,16,7,10.84,1.3,12.14,8,44,40.46,0,22,563,3,0,775.0,404.0,741.0,191.9,6.530343007915567,0.633245382585752,0.2770448548812665,0.429023746701847,0.0514511873350923,0.4804749340369393,4,7,3.1205292,5.2042117
2023-24,232413,Eze,MID,Crystal Palace,136,6.0,5.4,2054,11,5,9.12,5.66,14.78,8,28,32.39,0,11,490,3,0,740.4,810.0,735.0,228.7,5.959104186952288,0.4819863680623173,0.2190847127555988,0.3996105160662122,0.2480038948393378,0.6476144109055502,4,7,3.0848994,4.4880786
2023-24,232787,Gallagher,MID,Chelsea,129,5.4,1.7,3129,5,8,4.01,3.53,7.54,8,56,52.43,0,10,618,7,1,754.8,821.5,401.0,197.4,3.7104506232023007,0.1438159156279961,0.2301054650047938,0.1153403643336529,0.1015340364333653,0.2168744007670182,1,0,3.350765,1.0247563
2023-24,232792,Lamptey,DEF,Brighton,31,3.9,3.6,908,0,3,0.34,0.9,1.24,1,20,14.35,0,0,155,3,0,144.6,173.7,60.0,37.6,3.0726872246696035,0.0,0.2973568281938326,0.0337004405286343,0.0892070484581497,0.1229074889867841,0,6,7.7475343,2.4206393
2023-24,232826,Gordon,MID,Newcastle,183,6.4,20.6,2896,11,16,10.03,5.4,15.42,12,48,51.73,0,14,594,10,1,822.6,843.7,905.0,256.7,5.6871546961325965,0.3418508287292817,0.4972375690607734,0.3117058011049723,0.167817679558011,0.4792127071823204,2,8,2.7089741,3.5463066
2023-24,232892,Bassey,DEF,Fulham,66,4.4,0.4,2299,1,0,0.37,0.16,0.53,6,42,40.83,0,4,442,4,1,462.8,34.8,50.0,55.0,2.583732057416268,0.039147455415398,0.0,0.0144845585036972,0.0062635928664636,0.0207481513701609,1,0,3.1066236,-0.6141826
2023-24,232928,Garner,MID,Everton,87,4.9,0.1,3001,1,2,2.62,3.75,6.37,11,47,48.61,0,3,421,7,0,526.6,663.1,244.0,143.5,2.6091302899033657,0.0299900033322225,0.0599800066644451,0.0785738087304231,0.1124625124958347,0.1910363212262579,1,2,4.606539,2.4105
2023-24,233963,Mavropanos,DEF,West Ham,40,4.5,0.1,1500,1,0,1.19,0.09,1.28,3,27,29.36,0,3,229,2,0,300.2,41.9,112.0,45.3,2.4000000000000004,0.06,0.0,0.0713999999999999,0.0053999999999999,0.0768,0,5,8.178507,1.3120455
2023-24,242880,B.Badiashile,DEF,Chelsea,35,4.4,0.3,1337,0,1,0.27,0.92,1.19,3,31,25.42,0,4,267,3,0,336.4,87.4,51.0,47.5,2.356020942408377,0.0,0.0673148840688107,0.0181750186985789,0.0619296933433059,0.0801047120418848,0,5,7.9461145,1.148136
2023-24,242898,Johnson,MID,Spurs,131,5.8,2.0,2317,5,12,10.36,4.3,14.65,5,42,43.97,0,9,397,3,0,554.4,624.3,782.0,196.3,5.088476478204575,0.194216659473457,0.4661199827362969,0.402416918429003,0.167026327147173,0.5690548122572292,4,7,3.3300688,4.2443886
2023-24,243016,Mac Allister,MID,Liverpool,109,5.9,3.9,2600,5,5,3.59,4.89,8.48,6,34,37.16,0,12,512,7,1,712.4,726.7,224.0,166.2,3.773076923076923,0.173076923076923,0.173076923076923,0.1242692307692307,0.1692692307692307,0.2935384615384615,1,0,3.320858,0.84796494
2023-24,243298,Gakpo,FWD,Liverpool,106,7.1,3.1,1633,8,5,9.07,2.71,11.78,5,20,23.9,0,12,409,1,0,521.4,348.2,708.0,157.1,5.8420085731782,0.4409063074096754,0.2755664421310471,0.4998775260257195,0.1493570116350275,0.6492345376607471,0,3,3.8446412,5.3365583
2023-24,243571,Patterson,DEF,Everton,34,4.3,0.1,1000,0,2,0.34,1.03,1.37,2,21,20.6,0,3,187,4,0,207.2,138.2,26.0,37.3,3.06,0.0,0.18,0.0306,0.0927,0.1233,0,6,7.796029,2.5870116
2023-24,244042,Muniz,FWD,Fulham,97,4.3,4.4,1589,9,2,8.76,0.94,9.7,6,27,26.67,0,12,299,1,0,409.0,213.1,875.0,148.2,5.494021397105097,0.5097545626179988,0.1132787916928886,0.4961611076148521,0.0532410320956576,0.5494021397105097,0,3,3.8948414,5.3641214
2023-24,244723,Mitchell,DEF,Crystal Palace,119,4.5,4.7,3204,2,3,1.27,2.39,3.66,10,55,50.84,0,10,590,6,0,669.8,393.7,209.0,127.4,3.342696629213483,0.0561797752808988,0.0842696629213483,0.0356741573033707,0.0671348314606741,0.1028089887640449,1,4,4.675187,1.1134876
2023-24,244731,Luis Díaz,MID,Liverpool,142,7.6,10.0,2625,8,7,12.08,4.73,16.81,7,33,35.22,0,9,413,3,0,613.0,844.0,1190.0,264.6,4.868571428571428,0.2742857142857143,0.24,0.4141714285714286,0.1621714285714286,0.5763428571428572,4,7,3.1934705,4.555253
2023-24,244851,Palmer,MID,Chelsea,244,6.3,51.3,2617,22,13,17.35,8.17,25.52,7,46,45.48,0,32,844,7,0,1240.2,1022.5,1016.0,327.8,8.391287734046617,0.7565915170042032,0.4470768055024837,0.5966755827283149,0.280970576996561,0.8776461597248757,4,7,2.097377,4.7657676
2023-24,244954,Pau,DEF,Aston Villa,85,4.6,2.8,2462,2,0,0.96,0.71,1.67,6,37,40.0,0,4,461,1,0,479.4,150.6,135.0,76.6,3.107229894394801,0.0731112916328188,0.0,0.035093419983753,0.0259545085296506,0.0610479285134037,0,5,6.578802,0.7321419
2023-24,247348,Muñoz,DEF,Crystal Palace,56,4.5,0.6,1440,0,4,1.26,1.26,2.52,5,22,19.71,0,3,270,4,0,331.0,265.6,119.0,71.7,3.5,0.0,0.25,0.07875,0.07875,0.1575,0,6,7.1427646,2.8299809
2023-24,247632,Neto,MID,Wolves,86,5.5,1.3,1516,2,11,3.17,3.69,6.86,3,27,29.09,0,8,310,4,0,371.4,599.2,389.0,135.5,5.105540897097626,0.1187335092348284,0.6530343007915568,0.1881926121372031,0.2190633245382585,0.4072559366754617,0,3,5.205141,4.202466
2023-24,248857,Madueke,MID,Chelsea,76,5.3,1.2,1044,5,3,2.51,2.13,4.64,4,19,18.37,0,7,253,2,0,341.6,287.5,401.0,102.8,6.551724137931035,0.4310344827586206,0.2586206896551724,0.2163793103448275,0.1836206896551724,0.4,0,3,4.996474,4.9233584
2023-24,248875,Doku,MID,Man City,98,6.4,1.9,1585,3,10,2.57,5.85,8.42,1,19,16.21,0,13,391,3,0,524.2,640.2,875.0,203.9,5.564668769716088,0.1703470031545741,0.5678233438485805,0.1459305993690851,0.3321766561514195,0.4781072555205047,0,3,5.0020614,4.1403584
2023-24,249231,Lewis-Potter,MID,Brentford,73,4.7,0.1,1428,3,2,6.42,1.66,8.07,6,29,20.21,0,1,186,0,0,280.0,203.8,573.0,105.6,4.600840336134453,0.1890756302521008,0.1260504201680672,0.4046218487394958,0.1046218487394957,0.5086134453781513,0,3,4.9640594,5.56059
2023-24,250199,Dominguez,MID,Nott'm Forest,67,5.0,0.0,1489,2,2,1.3,1.14,2.44,6,27,21.2,0,6,276,4,0,340.4,176.2,187.0,70.6,4.049697783747481,0.1208865010073875,0.1208865010073875,0.0785762256548018,0.0689053055742108,0.1474815312290127,0,6,6.919253,2.6072698
2023-24,424876,Szoboszlai,MID,Liverpool,99,7.1,3.3,2102,3,4,3.64,5.13,8.77,8,23,25.06,0,7,437,1,0,423.4,830.0,377.0,162.8,4.238820171265461,0.1284490960989533,0.1712654614652712,0.1558515699333967,0.2196479543292102,0.375499524262607,0,3,4.15227,3.6922948
2023-24,427623,C.Richards,DEF,Crystal Palace,62,3.9,1.5,2091,1,1,0.6,0.17,0.77,4,38,33.16,0,4,370,3,0,456.2,87.5,108.0,65.2,2.66857962697274,0.0430416068866571,0.0430416068866571,0.0258249641319942,0.0073170731707317,0.0331420373027259,0,5,7.084492,0.7850223
2023-24,428580,Onyeka,MID,Brentford,39,4.9,0.0,1147,1,2,2.09,1.44,3.53,1,27,21.94,0,0,150,8,0,259.0,178.3,189.0,62.6,3.060156931124673,0.07846556233653,0.1569311246730601,0.1639930252833478,0.1129904097646033,0.2769834350479511,0,6,7.5394955,3.1331158
2023-24,430871,Cunha,FWD,Wolves,135,5.5,2.4,2438,12,7,9.49,2.97,12.46,6,46,48.51,0,15,520,9,0,786.0,409.8,872.0,206.4,4.983593109105825,0.4429860541427399,0.258408531583265,0.3503281378178835,0.1096390484003281,0.4599671862182117,4,7,3.1088576,4.995952
