first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Jørgen,Strand Larsen,4,1,75,2301,41,203.1,265.2,469.0,3,215,91.5,5,0,4,0.6,60,FWD,12.5
Jean-Philippe,Mateta,12,0,114,2210,29,160.6,567.2,786.0,13,397,150.8,8,0,2,7.0,65,FWD,17.5
Eddie,Nketiah,2,0,23,414,12,84.6,120.0,173.0,3,100,37.8,0,0,2,0.4,55,FWD,4.2
Christantus,Uche,0,1,17,159,4,7.1,13.2,73.0,0,42,8.8,0,0,0,0.0,50,FWD,3.4
Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,40,GK,0.0
Jordan,Pickford,0,0,135,3420,50,20.3,885.2,2.0,11,545,90.8,11,0,4,9.0,55,GK,24.5
Mark,Travers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,GK,0.0
Tom,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
James,Tarkowski,2,3,170,3330,48,235.6,995.6,422.0,12,592,165.7,11,0,8,9.9,60,DEF,28.3
Jarrad,Branthwaite,1,1,32,678,9,42.8,175.0,75.0,0,108,29.3,1,0,1,1.9,55,DEF,5.8
Michael,Keane,3,1,131,2588,42,47.4,770.4,299.0,8,404,111.7,7,1,1,1.5,50,DEF,26.2
Jake,O'Brien,1,3,116,3118,46,282.9,582.8,206.0,2,368,107.5,10,1,6,0.5,50,DEF,23.2
Vitalii,Mykolenko,0,1,95,2959,47,394.1,559.2,71.0,2,350,102.3,9,0,6,1.4,45,DEF,21.1
Nathan,Patterson,0,0,22,238,2,6.4,65.6,17.0,0,67,8.8,2,0,0,0.0,45,DEF,4.9
Adam,Aznou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Kiernan,Dewsbury-Hall,8,7,151,2629,39,601.1,619.4,438.0,18,598,166.0,8,0,6,4.0,65,MID,23.2
Iliman,Ndiaye,6,3,128,2781,44,479.2,605.8,578.0,7,540,166.5,8,0,2,17.0,60,MID,21.3
James,Garner,2,7,159,3413,50,958.0,887.0,237.0,13,818,208.4,11,0,12,0.8,60,MID,26.5
Tim,Iroegbunam,0,3,68,1477,18,125.2,255.0,81.0,1,225,45.9,8,0,9,0.1,50,MID,13.6
Dwight,McNeil,0,3,53,1161,9,242.4,140.6,138.0,1,186,52.2,6,0,1,0.1,55,MID,9.6
Tyrique,George,0,0,16,351,9,66.2,44.2,132.0,0,55,23.9,1,0,2,0.1,55,MID,2.9
Carlos,Alcaraz Durán,0,1,29,679,10,161.9,93.8,162.0,0,121,41.8,3,0,4,0.1,50,MID,5.8
Harrison,Armstrong,0,0,21,524,11,69.7,60.0,78.0,0,84,21.0,1,0,0,0.1,50,MID,4.2
Tyler,Dibling,0,0,18,349,2,61.0,46.0,32.0,0,49,13.6,2,0,2,0.1,55,MID,3.3
Merlin,Röhl,1,1,36,675,13,87.4,113.0,62.0,2,98,26.3,2,0,0,0.1,50,MID,7.2
Hayden,Hackney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,55,MID,0.0
Norberto Bercique,Gomes Betuncal,9,1,104,1551,19,159.8,445.8,655.0,15,343,124.5,5,0,3,3.3,55,FWD,18.9
Thierno,Barry,8,0,95,1898,34,207.7,341.0,501.0,9,295,102.5,7,0,3,0.9,55,FWD,17.3
Bernd,Leno,0,0,122,3420,51,0.0,816.2,0.0,8,556,81.5,9,0,3,3.1,45,GK,27.1
Benjamin,Lecomte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,40,GK,0.0
Alfie,McNally,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK,0.0
Joachim,Andersen,0,1,123,2882,45,131.0,790.6,148.0,8,424,107.0,8,1,7,0.1,50,DEF,24.6
Antonee,Robinson,1,0,65,1487,19,334.6,375.0,82.0,7,280,79.3,4,0,5,2.9,45,DEF,14.4
Jorge,Cuenca Barreno,0,0,39,935,11,47.2,249.6,14.0,1,155,31.2,2,0,6,0.0,45,DEF,8.7
Kenny,Tete,1,0,81,1791,25,214.1,416.0,108.0,5,318,73.9,6,0,2,0.2,45,DEF,18.0
Calvin,Bassey,1,1,103,2532,40,152.2,574.0,115.0,9,392,84.5,7,0,5,0.5,45,DEF,22.9
Timothy,Castagne,0,2,61,1838,31,292.2,373.0,195.0,3,294,86.2,3,0,4,0.2,45,DEF,13.6
Alex,Iwobi,4,3,103,2420,40,739.4,511.2,343.0,13,508,159.4,5,0,3,0.9,55,MID,18.7
Emile,Smith Rowe,3,1,80,1909,27,330.0,291.6,404.0,1,351,102.6,6,0,1,0.4,55,MID,14.5
Kevin,Santos Lopes de Macedo,1,3,49,1030,15,246.6,216.0,243.0,0,183,70.4,4,0,1,0.1,55,MID,8.9
Oscar,Bobb,0,2,42,1030,13,315.4,140.4,205.0,0,182,66.4,4,0,1,0.4,55,MID,7.6
Sander,Berge,0,3,91,2904,45,365.1,437.8,105.0,3,503,91.0,8,0,5,0.4,50,MID,18.2
Tom,Cairney,2,0,41,756,10,195.6,153.4,64.0,1,181,41.4,2,0,3,0.0,50,MID,8.2
Saša,Lukić,1,4,67,1730,22,441.6,317.6,176.0,4,314,93.4,6,0,9,0.1,50,MID,13.4
Josh,King,1,3,63,1290,18,198.7,207.4,336.0,3,225,73.3,5,0,4,0.1,55,MID,11.5
Ryan,Sessegnon,3,3,95,1816,29,225.0,413.8,229.0,8,332,86.7,6,0,0,0.4,45,DEF,21.1
Harrison,Reed,1,0,15,89,4,44.4,42.0,11.0,2,48,9.7,0,0,0,1.1,45,MID,3.3
Rodrigo,Muniz Carvalho,1,1,36,987,13,93.2,113.2,287.0,3,94,47.3,3,0,2,0.7,55,FWD,6.5
Jonah,Kusi-Asare,0,0,6,49,2,12.0,3.2,8.0,0,19,2.3,0,0,1,8.3,45,FWD,1.3
Dillon,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.1,40,GK,0.0
Jack,Butland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,GK,0.0
Harvey,Cartwright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Thimothée,Lo-Tutala,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
John,Egan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,40,DEF,0.0
Charlie,Hughes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,40,DEF,0.0
Semi,Ajayi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40,DEF,0.0
Lewie,Coyle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF,0.0
Cody,Drameh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Ryan,Giles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40,DEF,0.0
Matty,Jacob,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Cathal,McCarthy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Paddy,McNair,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Mohamed,Belloumi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,50,MID,0.0
Liam,Millar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Kieran,Dowell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,MID,0.0
Matt,Crooks,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,45,MID,0.0
Regan,Slater,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,45,MID,0.0
Eliot,Matazo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Abdülkadir,Ömür,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Abu,Kamara,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Óscar,Zambrano,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,45,MID,0.0
Oli,McBurnie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,55,FWD,0.0
David,Akintola,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Darko,Gyabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,0.0
Enis,Destan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.6,45,FWD,0.0
Mason,Burstow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,FWD,0.0
Matt,Targett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.4,40,DEF,0.0
Hidemasa,Morita,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Issa,Diop,1,0,31,812,13,8.0,190.8,31.0,3,103,23.0,1,0,2,20.0,40,DEF,7.8
Christian,Walton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,45,GK,0.0
Alex,Palmer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.8,40,GK,0.0
David,Button,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40,GK,0.0
Cédric,Kipré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF,0.0
Dara,O'Shea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3,40,DEF,0.0
Leif,Davis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.5,40,DEF,0.0
Jacob,Greaves,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,DEF,0.0
Ben,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Darnell,Furlong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF,0.0
Marcelino,Núñez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,MID,0.0
Azor,Matusiwa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Wes,Burns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Jack,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,MID,0.0
Jack,Clarke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,55,MID,0.0
Chiedozie,Ogbene,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Abdul,Fatawu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,55,MID,0.0
Emersonn,Correia da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,55,FWD,0.0
George,Hirst,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,50,FWD,0.0
Jaden,Philogene,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,55,MID,0.0
Sam,Szmodics,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Chuba,Akpom,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,50,FWD,0.0
Sindre,Walle Egeli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.3,45,FWD,0.0
Ali,Al-Hamadi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,FWD,0.0
Kasey,McAteer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,45,MID,0.0
Anis,Mehmeti,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,0.0
Kayne,van Oevelen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Daizen,Maeda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,55,MID,0.0
Kjell,Scherpen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,GK,0.0
Harry,Wilson,10,9,168,2674,38,661.1,707.2,601.0,21,637,196.9,9,0,7,8.6,65,MID,25.8
Lucas Estella,Perri,0,0,43,1440,29,0.0,322.4,0.0,3,153,32.2,3,0,2,0.7,45,GK,9.6
Jaka,Bijol,1,3,99,1888,26,84.5,531.8,243.0,6,323,86.0,5,0,4,0.3,50,DEF,19.8
Joe,Rodon,2,0,109,2952,53,137.3,707.2,242.0,5,373,109.1,6,0,3,1.8,45,DEF,24.2
Jayden,Bogle,1,5,96,2795,44,346.1,436.0,218.0,1,311,100.3,6,0,6,0.4,45,DEF,21.3
Gabriel,Gudmundsson,0,0,68,2637,45,363.7,442.6,158.0,8,286,96.4,5,1,4,0.5,45,DEF,15.1
James,Justin,2,1,94,1893,26,190.9,469.8,220.0,9,338,88.3,6,0,4,0.5,45,DEF,20.9
Sebastiaan,Bornauw,0,0,25,429,5,6.3,98.6,19.0,0,73,12.2,2,0,1,0.0,45,DEF,5.6
Tarik,Muharemović,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3,50,DEF,0.0
Anton,Stach,5,6,137,2369,36,921.4,650.0,315.0,14,550,188.8,7,0,3,1.4,60,MID,22.8
Noah,Okafor,8,3,109,1553,26,275.0,438.8,435.0,11,354,115.0,6,0,3,0.7,60,MID,18.2
Brenden,Aaronson,4,8,126,2449,32,486.7,482.8,498.0,5,446,146.7,9,0,3,0.7,55,MID,22.9
Ethan,Ampadu,1,4,134,3119,49,384.8,592.2,166.0,11,586,114.7,8,0,10,1.4,55,MID,24.4
Sean,Longstaff,2,2,56,1003,20,403.7,291.8,116.0,5,273,81.2,1,0,2,0.2,50,MID,11.2
Joe,Gelhardt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Wilfried,Gnonto,0,3,32,521,14,129.3,85.2,61.0,0,134,27.5,1,0,3,0.1,50,MID,6.4
Jack,Harrison,0,0,12,262,5,49.4,30.0,35.0,0,51,11.5,0,0,0,0.0,50,MID,2.4
Daniel,James,0,0,23,547,16,133.1,70.8,133.0,0,93,33.9,1,0,0,0.1,50,MID,4.6
Ilia,Gruev,0,4,56,1318,23,171.0,199.4,64.0,3,245,43.2,5,0,3,0.0,50,MID,11.2
Tanaka,Ao,2,1,67,1307,22,307.6,224.2,104.0,4,288,63.6,3,0,1,0.3,50,MID,13.4
Dominic,Calvert-Lewin,14,2,142,2721,34,311.1,619.6,1026.0,20,472,194.7,8,0,3,21.3,60,FWD,23.7
Lukas,Nmecha,6,1,73,1065,23,153.5,290.4,434.0,8,268,87.8,3,0,0,0.6,55,FWD,13.3
Joël,Piroe,0,0,17,244,9,38.1,13.6,120.0,0,42,16.5,1,0,0,0.5,50,FWD,3.4
Mateo,Joseph Fernández-Regatillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD,0.0
Alisson,Becker,0,0,91,2340,31,0.1,479.8,0.0,8,389,47.8,8,0,1,4.1,55,GK,16.5
Giorgi,Mamardashvili,0,0,34,867,18,0.0,275.6,0.0,2,139,27.5,2,0,0,0.2,50,GK,6.8
Freddie,Woodman,0,0,6,212,4,0.0,83.8,0.0,0,34,8.4,0,0,0,1.3,40,GK,1.5
Armin,Pecsi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Vitezslav,Jaros,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Harvey,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Virgil,van Dijk,6,1,175,3420,53,215.9,1169.4,490.0,10,593,187.6,10,0,4,16.2,65,DEF,26.9
Jeremie,Frimpong,0,5,63,1032,13,244.6,133.2,186.0,1,237,56.5,5,0,1,3.0,55,DEF,11.5
Milos,Kerkez,2,1,85,2251,37,415.8,434.6,141.0,4,357,99.4,6,0,4,5.9,55,DEF,15.5
Joe,Gomez,0,2,33,594,14,77.8,122.8,31.0,2,94,23.2,2,0,4,0.1,50,DEF,6.6
Conor,Bradley,0,2,42,928,13,105.2,157.4,62.0,2,157,32.3,4,0,5,0.0,50,DEF,8.4
Wellity,Lucky,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Jeremy,Jacquet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.0,50,DEF,0.0
Giovanni,Leoni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Kostas,Tsimikas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF,0.0
Calvin,Ramsay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Florian,Wirtz,5,4,125,2374,32,908.2,526.4,665.0,17,521,210.0,10,0,1,11.8,75,MID,16.7
Cody,Gakpo,7,5,131,2736,39,714.7,540.4,831.0,5,449,208.4,10,0,3,3.5,70,MID,18.7
Dominik,Szoboszlai,6,7,160,3232,52,1324.6,867.8,417.0,21,780,260.9,9,1,8,47.6,70,MID,22.9
Rio,Ngumoha,2,1,43,547,12,222.8,176.0,203.0,4,188,60.1,2,0,0,1.7,60,MID,7.2
Federico,Chiesa,2,1,37,317,9,47.5,122.0,182.0,0,135,34.9,0,0,3,0.2,55,MID,6.7
Ryan,Gravenberch,5,5,144,2991,42,497.2,687.0,220.0,17,671,140.1,9,0,5,1.9,60,MID,24.0
Alexis,Mac Allister,2,5,108,2654,41,562.2,475.4,365.0,9,490,139.9,7,0,7,1.9,55,MID,19.6
Curtis,Jones,1,3,81,1923,37,412.1,407.4,227.0,6,447,104.6,3,0,2,0.1,55,MID,14.7
Endo,Wataru,0,1,12,170,5,18.1,56.0,6.0,0,49,8.0,1,0,1,0.0,50,MID,2.4
Trey,Nyoni,0,0,6,21,1,13.4,4.2,4.0,0,11,2.1,0,0,0,0.1,50,MID,1.2
Stefan,Bajčetić Maquieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Victor,Munoz,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,65,MID,0.0
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,0.0
Alexander,Isak,3,1,41,694,9,39.2,146.4,191.0,4,140,36.9,1,0,0,11.3,90,FWD,4.6
Hugo,Ekitiké,11,4,125,1797,25,307.2,525.8,739.0,22,433,156.2,7,0,0,0.2,75,FWD,16.7
Lewis,Koumas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Jayden,Danns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Harvey,Elliott,0,0,5,110,2,31.7,11.8,31.0,0,17,7.4,0,0,0,0.1,55,MID,0.9
Jack,Grealish,2,6,79,1627,23,520.5,374.2,397.0,12,356,129.2,7,1,3,0.2,65,MID,12.2
Gianluigi,Donnarumma,0,0,135,3060,29,10.3,666.6,2.0,5,567,68.0,15,0,8,11.1,55,GK,24.5
James,Trafford,0,0,13,360,6,0.0,118.0,0.0,0,67,11.9,1,0,0,1.4,50,GK,2.6
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Nico,O'Reilly,5,4,160,2643,25,413.9,653.8,573.0,10,567,164.1,14,0,5,22.9,65,DEF,24.6
Marc,Guéhi,3,5,179,3150,35,304.6,901.6,402.0,14,688,160.9,14,0,6,24.0,60,DEF,29.8
Matheus,Nunes,1,8,154,2861,28,545.0,696.0,131.0,16,676,137.6,12,0,5,5.0,60,DEF,25.7
Rúben,dos Santos Gato Alves Dias,2,0,113,2139,22,152.2,560.8,96.0,4,453,81.0,12,0,3,1.4,55,DEF,20.5
Joško,Gvardiol,2,2,79,1370,13,109.5,369.0,218.0,5,303,69.8,6,0,2,10.7,55,DEF,14.4
Rayan,Aït-Nouri,0,2,60,971,8,216.4,195.6,90.0,9,237,50.2,5,0,2,0.9,55,DEF,10.9
Abdukodir,Khusanov,0,0,67,1427,13,112.2,299.0,26.0,3,293,43.9,6,0,2,2.0,55,DEF,12.2
Max,Alleyne,0,0,5,135,1,14.8,34.0,26.0,0,27,7.5,0,0,0,0.0,50,DEF,1.0
Rico,Lewis,0,1,19,401,7,112.5,70.8,55.0,2,72,23.8,1,0,2,0.2,45,DEF,4.2
Vitor,de Oliveira Nunes dos Reis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Antoine,Semenyo,17,6,202,3200,52,607.4,923.2,1047.0,18,678,257.7,12,0,7,22.0,85,MID,23.8
Phil,Foden,7,5,131,2078,19,918.8,583.2,520.0,13,563,201.9,11,0,4,7.6,70,MID,18.7
Rayan,Cherki,4,13,135,1772,18,996.6,604.2,579.0,16,580,218.1,8,0,1,9.4,75,MID,18.0
Jérémy,Doku,5,8,120,1773,18,841.6,540.2,645.0,15,526,202.5,8,0,0,6.4,75,MID,16.0
Omar,Marmoush,3,3,56,691,5,159.8,203.2,284.0,5,182,64.4,4,0,3,0.7,70,FWD,8.0
Rodrigo 'Rodri',Hernandez Cascante,1,1,69,1510,15,421.5,358.0,122.0,6,350,90.3,5,0,3,0.1,65,MID,10.6
Sávio,Moreira de Oliveira,1,2,43,817,7,198.4,138.6,321.0,1,140,65.8,3,0,2,0.1,65,MID,6.6
Tijjani,Reijnders,5,3,92,1623,18,347.8,340.0,435.0,6,337,111.2,7,0,2,0.4,60,MID,15.3
Nico,González Iglesias,1,0,63,1561,18,234.1,309.8,72.0,1,337,61.5,7,0,6,0.1,55,MID,11.5
Mateo,Kovačić,0,1,9,125,3,65.5,46.0,3.0,0,41,11.5,0,0,0,0.0,55,MID,1.6
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Divine,Mukasa,0,0,2,25,0,28.3,4.2,4.0,0,5,3.7,0,0,0,0.1,45,MID,0.4
Jeremy,Monga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Erling,Haaland,27,8,239,2953,32,320.1,1180.4,1520.0,43,952,302.3,13,0,2,75.0,155,FWD,15.4
Elliot,Anderson,4,5,180,3332,50,961.5,915.2,310.0,16,795,219.0,10,0,8,11.8,65,MID,27.7
Youri,Tielemans,0,4,68,1857,27,513.6,432.0,184.0,3,417,113.1,4,0,0,0.9,60,MID,11.3
Andrey,Nascimento dos Santos,1,0,47,1247,18,153.9,229.6,91.0,3,257,47.5,1,0,4,1.5,50,MID,9.4
Karl,Darlow,0,0,71,1980,27,0.0,531.4,0.0,3,334,53.4,5,0,1,0.1,45,GK,15.8
Senne,Lammens,0,0,109,2880,39,0.0,635.6,2.0,11,413,63.7,8,0,0,20.2,50,GK,21.8
Altay,Bayındır,0,0,11,540,11,10.0,118.4,0.0,0,49,12.8,0,0,0,0.2,45,GK,2.4
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK,0.0
Patrick,Dorgu,4,4,95,1440,20,394.2,469.0,341.0,11,321,120.3,4,0,5,1.8,60,MID,15.8
Matthijs,de Ligt,1,0,43,1170,20,60.2,276.6,122.0,5,169,45.7,1,0,0,0.0,50,DEF,8.6
Diogo,Dalot Teixeira,1,6,111,2609,40,458.5,535.8,202.0,9,414,119.6,7,0,5,3.1,50,DEF,22.2
Harry,Maguire,1,2,90,1649,20,62.5,381.6,184.0,5,315,63.0,7,1,3,7.8,50,DEF,18.0
Lisandro,Martínez,0,0,51,1229,15,94.9,302.8,19.0,3,241,42.0,5,1,0,0.7,50,DEF,10.2
Leny,Yoro,0,1,56,1730,33,83.1,327.0,124.0,1,191,53.2,2,0,1,0.6,50,DEF,11.2
Ayden,Heaven,0,1,42,920,15,32.0,233.6,26.0,3,164,29.1,2,0,2,0.4,45,DEF,9.3
Noussair,Mazraoui,0,0,53,977,10,122.4,209.0,37.0,6,233,36.8,5,0,3,0.7,45,DEF,11.8
Luke,Shaw,1,1,113,3220,45,314.8,560.2,97.0,3,449,97.4,10,0,9,24.6,45,DEF,25.1
Harry,Amass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Tyler,Fredricson,0,0,1,2,0,0.0,4.0,0.0,0,4,0.4,0,0,0,0.1,40,DEF,0.2
Bruno,Borges Fernandes,9,24,235,3065,46,1938.5,1258.0,614.0,41,1008,381.4,7,0,5,48.6,120,MID,19.6
Bryan,Mbeumo,11,3,148,2611,37,803.1,628.8,882.0,16,528,231.4,8,0,4,16.7,80,MID,18.5
Matheus,Santos Carneiro da Cunha,10,4,143,2493,35,545.4,675.8,801.0,14,591,202.5,8,0,4,14.5,80,MID,17.9
Marcus,Rashford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,70,MID,0.0
Mason,Mount,3,0,58,1010,15,214.1,201.2,165.0,3,201,58.0,5,0,2,0.1,55,MID,10.5
Amad,Diallo,2,5,91,2339,33,596.1,436.6,600.0,7,463,163.5,6,0,2,1.5,60,MID,15.2
Kobbie,Mainoo,1,2,73,1653,22,360.1,365.0,94.0,2,340,82.1,6,0,2,1.3,55,MID,13.3
Manuel,Ugarte Ribeiro,0,0,38,876,23,83.6,167.2,48.0,0,183,29.8,1,0,1,0.0,50,MID,7.6
Jack,Fletcher,0,0,3,107,0,24.4,18.6,5.0,0,10,4.8,0,0,0,0.0,50,MID,0.6
Shea,Lacey,0,0,3,40,0,2.1,4.0,16.0,0,9,1.7,0,0,0,0.1,50,MID,0.6
Toby,Collyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Bendito,Mantato,0,0,1,15,0,11.7,2.2,0.0,0,3,1.4,0,0,0,0.2,45,MID,0.2
Tyler,Fletcher,0,0,2,17,0,3.0,0.8,0.0,0,6,0.3,0,0,0,0.3,45,MID,0.4
Benjamin,Sesko,11,2,111,1630,30,156.1,483.8,803.0,19,405,143.4,2,0,2,2.8,70,FWD,15.9
Joshua,Zirkzee,2,1,42,607,8,177.7,164.4,245.0,6,146,58.3,2,0,3,0.7,55,FWD,7.6
Chido,Obi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,45,FWD,0.0
Nick,Pope,0,1,96,2416,38,0.0,671.0,35.0,3,414,70.7,7,0,2,1.1,50,GK,19.2
