,name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW,Position
6177,Emilio Nsue Lopez,0,0,0,0,0,0,0,0,0,0.0,0,0,279,0,0,187,0,0,0,0.0,10885,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,11,0,0,0,0,0,0,19,0,11327,0,0,0,1,2,0,0,-225,139,364,41,False,0,0,19,FWD
6178,Emre Can,0,41,0,0,0,8,1,3,34,7.3,0,0,204,0,0,186,3,0,0,1.1,10810,2.8,0,2016-12-31T17:30:00Z,31 Dec 17:30,0,0,90,0,0,10,0,0,0,0,9,0,19,0,83742,1,1,1,0,1,1,2,-3038,3468,6506,49,True,0,1,19,MID
6179,Enner Valencia,0,25,0,0,0,9,0,0,20,33.4,3,0,469,0,0,184,2,2,0,7.0,11075,10.4,3,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,73,0,0,7,0,0,0,0,4,0,19,0,75487,4,1,0,2,2,26,2,-1281,1403,2684,53,False,0,0,19,MID
6180,Eric Bailly,0,52,0,0,0,15,0,5,44,11.4,0,0,255,0,0,187,1,1,0,5.2,10861,12.8,1,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,12,0,0,0,0,9,0,19,0,264834,0,0,0,1,2,28,2,-2477,889,3366,53,True,0,0,19,DEF
6181,Eric Dier,0,60,0,0,0,12,0,7,51,4.9,0,0,390,0,0,190,2,1,0,2.3,10996,14.8,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,90,0,1,18,0,0,0,0,3,0,19,0,200425,0,0,1,4,1,3,2,-1650,989,2639,50,False,0,0,19,MID
6182,Erik Lamela,0,0,0,0,0,0,0,0,0,0.0,0,0,393,0,0,190,0,0,0,0.0,10999,0.0,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,0,0,0,18,0,0,0,0,0,0,19,0,159927,0,0,0,4,1,0,0,-1667,111,1778,66,False,0,0,19,MID
6183,Erik Pieters,0,23,0,0,0,12,0,4,21,2.3,2,0,321,0,0,183,0,4,0,1.7,10927,15.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,4,0,0,0,0,4,0,19,0,211528,1,1,0,2,4,0,0,1507,7746,6239,45,False,0,0,19,DEF
6184,Ethan Robson,0,0,0,0,0,0,0,0,0,0.0,0,0,615,0,0,182,0,0,0,0.0,11221,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,3,0,0,0,0,0,0,19,0,89,0,0,0,1,4,0,0,-6,7,13,45,False,0,0,19,MID
6185,Etienne Capoue,0,38,0,0,0,9,0,3,28,1.8,0,0,416,0,0,190,2,4,0,0.1,11022,0.0,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,78,0,0,17,0,0,0,0,7,0,19,0,1512822,0,0,0,4,1,0,2,-23312,25098,48410,49,True,0,0,19,MID
6186,Eunan O'Kane,0,0,0,0,0,0,0,0,0,0.0,0,0,40,0,0,189,0,0,0,0.0,10646,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,16,0,0,0,0,0,0,19,0,12798,0,0,0,3,0,0,0,-53,12,65,44,False,0,0,19,
6187,Ezekiel Fryers,0,0,0,0,0,0,0,0,0,0.0,0,0,580,0,0,181,0,0,0,0.0,11186,0.0,0,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,0,0,0,1,0,0,0,0,0,0,19,0,790,0,0,0,0,2,0,0,-9,17,26,45,False,0,0,19,DEF
6188,Fabian Delph,0,0,0,0,0,0,0,0,0,0.0,0,0,227,0,0,186,0,0,0,0.0,10833,0.0,0,2016-12-31T17:30:00Z,31 Dec 17:30,0,0,0,0,0,9,0,0,0,0,0,0,19,0,3995,0,0,0,0,1,0,0,-29,6,35,47,False,0,0,19,MID
6189,Fabio Pereira da Silva,0,3,0,0,0,4,0,2,1,0.0,0,0,527,0,0,187,0,2,0,0.5,11133,3.2,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,9,0,0,11,0,0,0,0,0,0,19,0,4630,0,0,0,1,2,2,0,174,548,374,44,False,0,0,19,DEF
6190,Fabio Borini,0,34,0,0,0,8,0,5,25,7.0,1,0,354,0,0,182,0,4,0,3.8,10960,4.4,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,3,0,0,0,0,1,0,19,0,27774,1,0,2,1,4,27,2,5756,6384,628,51,False,0,0,19,FWD
6191,Federico Fernandez,0,0,0,0,0,0,0,0,0,0.0,0,0,363,0,0,189,0,0,0,0.0,10969,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,2,0,0,0,0,0,0,19,0,49200,0,0,0,3,0,0,0,-699,84,783,42,True,0,0,19,DEF
6192,Fernando Francisco Reges,0,0,0,0,0,0,0,0,0,0.0,0,0,234,0,0,186,0,0,0,0.0,10840,0.0,0,2016-12-31T17:30:00Z,31 Dec 17:30,0,0,0,0,0,9,0,0,0,0,0,0,19,0,10216,0,0,0,0,1,0,0,-26,329,355,47,False,0,0,19,MID
6193,Fernando Llorente,0,28,0,0,0,2,0,3,21,15.8,0,0,500,0,0,189,0,2,0,4.2,11106,6.0,1,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,56,1,0,2,0,0,0,0,2,0,19,0,257260,3,1,1,3,0,20,1,9627,29128,19501,63,True,0,0,19,FWD
6194,Fernando Luiz Rosa,0,67,0,0,0,8,0,4,53,14.3,0,0,233,0,0,186,3,1,0,2.6,10839,11.2,1,2016-12-31T17:30:00Z,31 Dec 17:30,0,0,90,0,0,9,0,0,0,0,4,0,19,0,64916,3,1,0,0,1,0,2,1005,1716,711,53,False,0,0,19,MID
6195,Florin Gardos,0,0,0,0,0,0,0,0,0,0.0,0,0,300,0,0,188,0,0,0,0.0,10906,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,19,0,0,0,0,0,0,19,0,6998,0,0,0,2,1,0,0,-27,106,133,40,True,0,0,19,
6196,Fraizer Campbell,0,5,0,0,0,3,0,0,4,2.3,0,0,121,0,0,181,0,0,0,0.2,10727,0.0,0,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,14,0,0,1,0,0,0,0,0,0,19,0,48754,0,0,0,0,2,0,1,488,2730,2242,44,False,0,0,19,FWD
6197,Francis Coquelin,0,20,0,0,0,3,0,1,18,1.2,0,0,20,0,0,181,1,0,0,0.2,10626,0.8,0,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,19,0,0,5,0,0,0,0,3,0,19,0,116855,0,0,0,0,2,0,1,10940,13825,2885,43,True,0,0,19,MID
6198,Franck Tabanou,0,0,0,0,0,0,0,0,0,0.0,0,0,364,0,0,189,0,0,0,0.0,10970,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,2,0,0,0,0,0,0,19,0,835,0,0,0,3,0,0,0,-7,2,9,44,True,0,0,19,
6199,Fraser Forster,0,14,0,0,0,10,0,2,7,0.0,0,0,294,0,0,188,0,2,0,0.9,10900,9.2,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,19,0,0,0,0,3,0,19,1,229274,0,0,0,2,1,0,1,153,5589,5436,51,True,0,0,19,GK
6200,Fredrik Ulvestad,0,0,0,0,0,0,0,0,0,0.0,0,0,65,0,0,182,0,0,0,0.0,10671,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,15,0,0,0,0,0,0,19,0,2918,0,0,0,1,4,0,0,-14,1,15,44,True,0,0,19,MID
6201,Gabriel Armando de Abreu,0,39,0,0,0,33,1,14,36,0.3,0,0,5,0,0,181,0,0,0,3.2,10611,28.0,0,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,90,0,0,5,0,0,0,0,6,0,19,0,20944,0,0,0,0,2,4,6,6254,7133,879,48,True,0,0,19,DEF
6202,Gareth Barry,0,55,0,0,0,17,0,2,39,27.9,0,0,137,0,0,184,2,2,0,4.6,10743,17.4,2,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,65,0,1,7,0,0,0,0,7,0,19,0,192858,0,3,1,2,2,1,2,3230,7310,4080,45,False,0,0,19,MID
6203,Gareth McAuley,0,15,0,0,0,11,0,5,8,0.1,1,0,436,0,0,188,0,1,0,1.9,11042,13.2,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,13,0,0,0,0,2,0,19,0,1186565,0,1,0,2,1,6,2,-10559,11427,21986,49,False,0,0,19,DEF
6204,Gary Cahill,0,50,0,0,0,26,0,7,49,1.0,0,0,78,0,0,183,1,2,1,10.8,10684,52.8,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,14,0,0,0,0,2,0,19,0,513744,0,0,0,2,4,54,7,18548,23682,5134,64,True,0,0,19,DEF
6205,Gaston Ramirez,0,3,0,0,0,3,0,1,1,0.3,0,0,491,0,0,187,0,2,0,0.2,11097,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,28,0,0,11,0,0,0,0,1,0,19,0,37410,0,0,0,1,2,2,1,2817,4528,1711,53,False,0,0,19,MID
6206,Gael Clichy,0,0,0,0,0,0,0,0,0,0.0,0,0,223,0,0,186,0,0,0,0.0,10829,0.0,0,2016-12-31T17:30:00Z,31 Dec 17:30,0,0,0,0,0,9,0,0,0,0,0,0,19,0,46620,0,0,0,0,1,0,0,533,1126,593,52,False,0,0,19,DEF
6207,Geoff Cameron,0,0,0,0,0,0,0,0,0,0.0,0,0,320,0,0,183,0,0,0,0.0,10926,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,4,0,0,0,0,0,0,19,0,10063,0,0,0,2,4,0,0,-617,15,632,43,False,0,0,19,DEF
6208,Georges-Kevin Nkoudou,0,0,0,0,0,0,0,0,0,0.0,0,0,565,0,0,190,0,0,0,0.0,11171,0.0,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,0,0,0,18,0,0,0,0,0,0,19,0,418,0,0,0,4,1,0,0,0,12,12,69,False,0,0,19,MID
6209,George Boyd,0,22,0,0,0,21,0,1,15,21.3,1,0,62,0,0,182,3,1,0,3.8,10668,12.6,3,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,15,0,0,0,0,12,0,19,0,5435,2,6,0,1,4,4,2,427,636,209,51,True,0,0,19,MID
6210,George Friend,0,29,0,0,0,13,0,5,24,11.3,3,0,276,0,0,187,1,2,0,4.8,10882,17.6,1,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,11,0,0,0,0,3,0,19,0,126092,0,1,1,1,2,19,1,-4120,963,5083,44,False,0,0,19,DEF
6211,George Honeyman,0,0,0,0,0,0,0,0,0,0.0,0,0,587,0,0,182,0,0,0,0.0,11193,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,3,0,0,0,0,0,0,19,0,184,0,0,0,1,4,0,0,-1,5,6,45,False,0,0,19,MID
6212,Georginio Wijnaldum,0,38,0,0,3,36,1,4,31,3.2,0,0,485,0,0,186,0,0,1,6.6,11091,40.4,0,2016-12-31T17:30:00Z,31 Dec 17:30,0,0,90,0,0,10,0,0,0,0,7,0,19,0,53565,0,1,1,0,1,22,11,-773,125,898,75,True,1,0,19,MID
6213,Gerard Deulofeu,0,0,0,0,0,0,0,0,0,0.0,0,0,141,0,0,184,0,0,0,0.0,10747,0.0,0,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,0,0,0,7,0,0,0,0,0,0,19,0,39683,0,0,0,2,2,0,0,-367,103,470,59,False,0,0,19,MID
6214,Giannelli Imbula,0,12,0,0,0,3,0,0,9,1.0,0,0,334,0,0,183,0,2,0,0.2,10940,0.8,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,29,0,0,4,0,0,0,0,1,0,19,0,7369,0,0,0,2,4,0,1,-55,107,162,46,False,0,0,19,MID
6215,Glenn Whelan,0,0,0,0,0,0,0,0,0,0.0,0,0,329,0,0,183,0,0,0,0.0,10935,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,4,0,0,0,0,0,0,19,0,27119,0,0,0,2,4,0,0,326,790,464,43,False,0,0,19,MID
6216,Glen Johnson,0,29,0,0,0,10,0,5,25,1.0,0,0,325,0,0,183,0,4,0,1.1,10931,9.8,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,4,0,0,0,0,7,0,19,0,9919,0,0,0,2,4,0,0,-318,455,773,47,False,0,0,19,DEF
6217,Gnegneri Yaya Toure,0,74,0,0,0,14,0,6,66,21.0,0,0,231,0,0,186,1,1,0,3.6,10837,14.8,1,2016-12-31T17:30:00Z,31 Dec 17:30,0,0,88,0,0,9,0,0,0,0,5,0,19,0,54686,2,1,0,0,1,0,2,8976,10882,1906,73,False,0,0,19,MID
6218,Granit Xhaka,0,115,0,0,0,19,1,2,97,19.5,0,0,24,0,0,181,1,0,0,7.5,10630,21.0,1,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,90,0,0,5,0,0,0,0,8,0,19,0,120465,0,3,0,0,2,34,3,1294,3070,1776,52,True,0,0,19,MID
6219,Grant Leadbitter,0,16,0,0,0,23,1,1,11,1.5,2,0,284,0,0,187,2,0,1,5.0,10890,28.8,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,77,0,0,11,0,0,0,0,3,0,19,0,310,1,0,1,1,2,20,8,-9,3,12,47,False,0,0,19,MID
6220,Greg Luer,0,0,0,0,0,0,0,0,0,0.0,0,0,518,0,0,184,0,0,0,0.0,11124,0.0,0,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,0,0,0,6,0,0,0,0,0,0,19,0,2803,0,0,0,2,2,0,0,-11,163,174,44,True,0,0,19,FWD
6221,Greg Olley,0,0,0,0,0,0,0,0,0,0.0,0,0,514,0,0,184,0,0,0,0.0,11120,0.0,0,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,0,0,0,6,0,0,0,0,0,0,19,0,673,0,0,0,2,2,0,0,28,47,19,43,True,0,0,19,MID
6222,Guillermo Varela,0,0,0,0,0,0,0,0,0,0.0,0,0,246,0,0,187,0,0,0,0.0,10852,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,12,0,0,0,0,0,0,19,0,344,0,0,0,1,2,0,0,-2,9,11,45,True,0,0,19,
6223,Gylfi Sigurdsson,0,36,0,0,0,8,0,1,29,32.2,1,0,368,0,0,189,2,3,0,7.7,10974,11.2,2,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,2,0,0,0,0,3,0,19,0,393275,3,0,1,3,0,34,2,-36947,14855,51802,75,True,0,0,19,MID
6224,Gokhan Inler,0,0,0,0,0,0,0,0,0,0.0,0,0,180,0,0,185,0,0,0,0.0,10786,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,20,0,0,0,0,0,0,19,0,6230,0,0,0,0,1,0,0,-51,3,54,44,True,0,0,19,
6225,Gokhan Tore,0,0,0,0,0,0,0,0,0,0.0,0,0,467,0,0,185,0,0,0,0.0,11073,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,8,0,0,0,0,0,0,19,0,3560,0,0,0,0,1,0,0,-49,7,56,53,False,0,0,19,MID
6226,Hal Robson-Kanu,1,18,0,0,2,32,0,3,10,12.6,1,0,571,0,0,188,6,1,1,6.8,11177,46.8,1,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,71,0,0,13,0,0,0,0,1,0,19,0,8310,4,0,0,2,1,9,10,-165,333,498,50,False,1,1,19,FWD
6227,Harrison Reed,0,0,0,0,0,0,0,0,0,0.0,0,0,307,0,0,188,0,0,0,0.0,10913,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,19,0,0,0,0,0,0,19,0,2416,0,0,0,2,1,0,0,20,56,36,43,True,0,0,19,MID
6228,Harry Arter,0,77,0,0,0,24,1,4,68,19.6,0,0,37,0,0,189,0,0,0,4.7,10643,24.8,1,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,16,0,0,0,0,11,0,19,0,12601,1,5,1,3,0,3,3,342,858,516,50,False,0,0,19,MID
6229,Harry Kane,1,30,1,0,3,76,1,1,23,34.4,2,0,403,0,0,190,0,0,2,19.4,11009,93.4,3,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,76,1,0,18,0,0,0,0,5,0,19,0,605378,1,1,1,4,1,66,16,-136996,4441,141437,110,False,1,0,19,FWD
6230,Harry Maguire,1,45,0,0,0,20,0,8,32,1.3,0,0,153,0,0,184,1,2,0,2.0,10759,14.8,0,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,90,0,0,6,0,0,0,0,9,0,19,0,1726,2,1,0,2,2,4,3,14,62,48,44,True,0,1,19,DEF
6231,Harry Winks,0,20,0,0,0,2,0,0,18,2.2,1,0,513,0,0,190,1,1,0,0.4,11119,1.4,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,30,0,0,18,0,0,0,0,0,0,19,0,3460,1,0,0,4,1,0,1,-74,201,275,45,False,0,0,19,MID
6232,Henrikh Mkhitaryan,0,61,1,0,0,21,0,7,55,68.4,2,0,268,0,0,187,0,1,0,12.4,10874,22.8,4,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,1,1,12,0,0,0,0,5,0,19,0,112270,3,0,1,1,2,33,2,44027,44860,833,89,True,0,0,19,MID
6233,Heung-Min Son,0,35,0,1,0,4,0,0,31,24.7,1,0,402,0,0,190,0,1,0,6.5,11008,5.2,2,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,90,1,0,18,0,0,0,0,4,0,19,0,224969,5,1,3,4,1,35,2,-8906,10398,19304,71,False,0,0,19,MID
6234,Heurelho Gomes,0,30,0,0,0,14,0,2,11,0.0,0,0,407,0,0,190,0,4,0,1.1,11013,10.8,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,90,0,0,17,0,0,0,0,11,0,19,2,83225,0,0,0,4,1,0,0,-791,657,1448,49,True,0,0,19,GK
6235,Hiram Boateng,0,0,0,0,0,0,0,0,0,0.0,0,0,543,0,0,181,0,0,0,0.0,11149,0.0,0,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,0,0,0,1,0,0,0,0,0,0,19,0,667,0,0,0,0,2,0,0,-5,7,12,45,False,0,0,19,MID
6236,Hugo Lloris,0,24,0,0,0,10,0,0,21,0.0,0,0,380,0,0,190,0,1,0,1.1,10986,11.0,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,90,0,0,18,0,0,0,0,7,0,19,1,316471,0,0,0,4,1,0,2,-4397,3026,7423,55,False,0,0,19,GK
6237,Havard Nordtveit,0,53,0,0,0,15,0,4,41,2.7,2,0,465,0,0,185,1,1,0,2.5,11071,13.8,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,0,8,0,0,0,0,12,0,19,0,3255,1,2,0,0,1,8,1,368,428,60,47,False,0,1,19,DEF
6238,Hector Bellerin,0,62,0,0,2,36,1,6,57,20.6,2,0,6,0,0,181,0,0,0,5.3,10612,24.0,1,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,90,0,1,5,0,0,0,0,14,0,19,0,705058,3,2,0,0,2,8,8,11822,16143,4321,64,True,0,0,19,DEF
6239,Ibrahim Afellay,0,17,0,0,0,5,0,0,17,6.3,0,0,332,0,0,183,1,2,0,0.4,10938,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,61,1,0,4,0,0,0,0,5,0,19,0,584,0,0,0,2,4,0,2,77,96,19,54,False,0,0,19,MID
6240,Idrissa Gueye,0,85,0,0,0,16,0,2,70,8.4,0,0,488,0,0,184,0,2,0,2.5,11094,14.4,0,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,90,0,0,7,0,0,0,0,12,0,19,0,22149,2,2,1,2,2,2,2,3102,3955,853,50,False,0,0,19,MID
6241,Ikechi Anya,0,0,0,0,0,0,0,0,0,0.0,0,0,419,0,0,190,0,0,0,0.0,11025,0.0,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,0,0,0,17,0,0,0,0,0,0,19,0,2413,0,0,0,4,1,0,0,-23,0,23,45,True,0,0,19,MID
6242,Ilkay Gundogan,0,0,0,0,0,0,0,0,0,0.0,0,0,236,0,0,186,0,0,0,0.0,10842,0.0,0,2016-12-31T17:30:00Z,31 Dec 17:30,0,0,0,0,0,9,0,0,0,0,0,0,19,0,97824,0,0,0,0,1,0,0,-15955,256,16211,50,False,0,0,19,MID
6243,Isaac Success,0,0,0,0,0,0,0,0,0,0.0,0,0,424,0,0,190,0,0,0,0.0,11030,0.0,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,0,0,0,17,0,0,0,0,0,0,19,0,1507,0,0,0,4,1,0,0,-131,9,140,57,True,0,0,19,FWD
6244,Islam Slimani,0,22,0,0,3,32,1,3,15,3.4,0,0,567,0,0,185,1,0,1,8.1,11173,41.8,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,82,1,0,20,0,0,0,0,2,0,19,0,39661,2,2,2,0,1,36,9,-4796,1421,6217,83,True,1,0,19,FWD
6245,Jack Butland,0,0,0,0,0,0,0,0,0,0.0,0,0,316,0,0,183,0,0,0,0.0,10922,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,4,0,0,0,0,0,0,19,0,43034,0,0,0,2,4,0,0,-1241,66,1307,46,False,0,0,19,GK
6246,Jack Cork,0,18,0,0,0,4,0,1,17,1.7,0,0,367,0,0,189,0,1,0,0.4,10973,2.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,25,0,0,2,0,0,0,0,3,0,19,0,3025,0,0,0,3,0,0,1,-1,50,51,46,True,0,0,19,MID
6247,Jack Rodwell,0,0,0,0,0,0,0,0,0,0.0,0,0,350,0,0,182,0,0,0,0.0,10956,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,3,0,0,0,0,0,0,19,0,31368,0,0,0,1,4,0,0,-570,53,623,43,False,0,0,19,MID
6248,Jack Rose,0,0,0,0,0,0,0,0,0,0.0,0,0,548,0,0,188,0,0,0,0.0,11154,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,13,0,0,0,0,0,0,19,0,10762,0,0,0,2,1,0,0,31,155,124,40,False,0,0,19,GK
6249,Jack Stephens,0,0,0,0,0,0,0,0,0,0.0,0,0,504,0,0,188,0,0,0,0.0,11110,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,19,0,0,0,0,0,0,19,0,14670,0,0,0,2,1,0,0,-169,56,225,40,True,0,0,19,DEF
6250,Jack Wilshere,0,52,0,0,0,14,1,3,45,36.9,2,0,17,0,0,189,1,0,0,5.7,10623,13.8,2,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,1,16,0,0,0,0,2,0,19,0,31499,1,0,0,3,0,6,3,1615,2864,1249,59,False,0,0,19,MID
6251,Jake Hesketh,0,0,0,0,0,0,0,0,0,0.0,0,0,586,0,0,188,0,0,0,0.0,11192,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,19,0,0,0,0,0,0,19,0,113,0,0,0,2,1,0,0,3,9,6,45,True,0,0,19,MID
6252,Jake Livermore,0,60,0,0,0,15,0,5,46,18.8,2,0,157,0,0,184,1,2,0,6.5,10763,21.8,1,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,90,1,1,6,0,0,0,0,18,0,19,0,5544,5,1,0,2,2,24,2,401,638,237,48,True,0,0,19,MID
6253,Jakob Haugaard,0,0,0,0,0,0,0,0,0,0.0,0,0,317,0,0,183,0,0,0,0.0,10923,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,4,0,0,0,0,0,0,19,0,3875,0,0,0,2,4,0,0,-29,5,34,43,False,0,0,19,GK
6254,James Chester,0,0,0,0,0,0,0,0,0,0.0,0,0,437,0,0,188,0,0,0,0.0,11043,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,13,0,0,0,0,0,0,19,0,1331,0,0,0,2,1,0,0,-17,4,21,45,False,0,0,19,
6255,James Collins,0,0,0,0,0,0,0,0,0,0.0,0,0,452,0,0,185,0,0,0,0.0,11058,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,8,0,0,0,0,0,0,19,0,187209,0,0,0,0,1,0,0,-8830,496,9326,42,False,0,0,19,DEF
6256,James McArthur,0,0,0,0,0,0,0,0,0,0.0,0,0,114,0,0,181,0,0,0,0.0,10720,0.0,0,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,0,0,0,1,0,0,0,0,0,0,19,0,97698,0,0,0,0,2,0,0,-17376,2236,19612,50,False,0,0,19,MID
6257,James McCarthy,0,0,0,0,0,0,0,0,0,0.0,0,0,136,0,0,184,0,0,0,0.0,10742,0.0,0,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,0,0,0,7,0,0,0,0,0,0,19,0,6662,0,0,0,2,2,0,0,-133,44,177,48,False,0,0,19,MID
6258,James McClean,0,8,0,0,0,15,0,3,6,0.8,1,0,444,0,0,188,0,0,0,2.1,11050,18.4,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,45,0,0,13,0,0,0,0,4,0,19,0,6701,3,6,0,2,1,2,1,-53,92,145,49,False,0,0,19,MID
6259,James Milner,0,42,1,0,0,15,1,9,28,9.4,1,0,208,0,0,186,2,0,0,3.2,10814,20.2,1,2016-12-31T17:30:00Z,31 Dec 17:30,0,0,90,0,0,10,0,0,0,0,6,0,19,0,248636,2,1,0,0,1,2,3,-3958,9454,13412,65,True,0,0,19,MID
6260,James Morrison,0,21,0,1,0,1,0,3,19,3.7,1,0,441,0,0,188,0,0,0,2.8,11047,7.6,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,38,0,0,13,0,0,0,0,4,0,19,0,15532,2,0,0,2,1,17,1,-597,608,1205,46,False,0,0,19,MID
6261,James Tarkowski,0,4,0,0,0,3,0,0,1,0.3,0,0,59,0,0,182,0,0,0,0.1,10665,0.2,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,6,0,0,15,0,0,0,0,2,0,19,0,91428,0,0,0,1,4,0,1,-1824,683,2507,40,True,0,0,19,DEF
6262,James Tomkins,0,24,0,0,0,7,0,9,22,0.1,0,0,103,0,0,181,1,2,0,2.2,10709,21.8,0,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,90,0,0,1,0,0,0,0,5,0,19,0,7019,0,0,0,0,2,0,0,-746,56,802,50,False,0,1,19,DEF
6263,James Ward-Prowse,0,14,0,0,0,7,0,1,10,14.6,0,0,306,0,0,188,0,0,0,2.1,10912,6.8,1,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,16,0,0,19,0,0,0,0,3,0,19,0,9393,0,1,0,2,1,0,1,2446,2678,232,50,True,0,0,19,MID
