assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,66733,0,0,-1,1,0.0,0,8,3,0.0,0.0,0,Juan,0.0,0,0,0.0,85,False,0.0,0,0,0,0,0,Joined Juventus on three-season loan deal,69,0,0,0,66733.jpg,0.0,0,0,Cuadrado,0.5,False,17,u,4,8,0.0,0,786,0,54196,0,0.0,0.0,Cuadrado,0
3,13,441,100,100,6,47431,0,0,-5,5,809.4,4,512,3,4.7,1.5,7,Willian,0.0,19,8,182.1,86,False,491.4,0,0,0,0,1534,,70,0,0,0,47431.jpg,3.4,0,0,Borges Da Silva,3.5,False,22,a,4,8,522.0,114,249225,0,488979,0,0.0,16.3,Willian,3
8,1,550,100,100,15,62398,0,0,-2,2,447.1,0,373,3,5.3,1.5,0,Nemanja,0.0,24,1,127.5,87,False,546.8,0,0,0,0,2694,,48,0,0,0,62398.jpg,3.0,0,0,Matic,3.9,False,21,a,4,8,279.0,105,326634,0,291262,0,0.0,21.9,Matic,4
0,0,16,100,75,0,126187,0,0,-5,5,3.9,0,68,3,1.1,1.1,0,Ruben,0.0,0,0,3.4,88,False,3.8,0,0,0,0,35,,50,0,0,0,126187.jpg,1.0,0,0,Loftus-Cheek,0.1,False,14,a,4,8,25.0,6,511,0,4078,0,0.0,1.2,Loftus-Cheek,0
0,0,0,0,0,0,28495,0,0,-1,1,0.0,0,209,3,0.0,0.0,0,John Obi,0.0,0,0,0.0,89,False,0.0,0,0,0,0,0,Joined  Chinese side Tianjin TEDA on 6/1,44,0,0,0,28495.jpg,0.0,0,0,Mikel,0.1,False,12,u,4,8,0.0,0,1966,0,5335,0,0.0,0.0,Mikel,0
10,18,580,100,100,15,49579,0,0,-7,7,697.9,5,399,3,5.7,1.5,10,Pedro,0.0,15,9,198.8,90,False,639.0,0,0,0,0,2140,,68,0,0,0,49579.jpg,4.6,0,0,Rodríguez Ledesma,8.5,False,11,a,4,8,669.0,162,1120602,0,798858,0,0.0,23.8,Pedro,6
0,0,0,0,0,0,110504,0,0,-1,1,0.0,0,101,3,0.0,0.0,0,Bertrand,0.0,0,0,0.0,91,False,0.0,0,0,0,0,0,Season-long loan to Ajax,54,0,0,0,110504.jpg,0.0,0,0,Traore,0.0,False,14,u,4,8,0.0,0,245,0,2421,0,0.0,0.0,Traore,0
3,6,476,0,100,17,49013,0,0,0,0,456.2,1,127,3,3.7,1.5,2,Victor,0.0,15,3,166.7,92,False,528.6,0,0,0,0,2485,Suspended - unknown return date,55,0,0,0,49013.jpg,3.1,0,0,Moses,2.2,False,15,s,4,8,683.0,105,355251,0,286146,0,0.0,19.1,Moses,4
0,0,0,0,0,0,82660,0,0,-1,1,0.0,0,81,3,0.0,0.0,0,Marco,0.0,0,0,0.0,93,False,0.0,0,0,0,0,0,Loaned to PSV Eindhoven,49,0,0,0,82660.jpg,0.0,0,0,Van Ginkel,0.0,False,None,u,4,8,0.0,0,152,0,1219,0,0.0,0.0,Van Ginkel,0
0,0,8,100,100,0,167767,0,0,-4,4,11.8,0,86,3,1.9,1.5,0,Robert Kenedy,0.0,3,0,6.0,94,False,1.8,0,0,0,0,90,,51,0,0,0,167767.jpg,1.5,0,0,Nunes do Nascimento,0.0,False,16,a,4,8,46.0,3,1446,0,2269,0,0.0,0.6,Kenedy,0
1,1,554,100,100,13,116594,0,0,-3,3,432.8,0,501,3,2.7,1.5,2,N'Golo,0.0,33,1,119.0,95,False,515.4,0,0,0,0,3138,,47,0,0,0,116594.jpg,2.4,0,0,Kanté,11.7,False,7,a,4,8,244.0,83,308518,0,804723,0,0.0,17.7,Kanté,9
1,4,169,None,None,0,94245,0,0,-6,6,40.9,0,0,4,3.7,1.5,12,Michy,0.0,3,5,50.7,96,False,193.2,0,0,0,0,254,,84,0,0,0,94245.jpg,2.4,0,0,Batshuayi,1.2,False,23,a,4,8,277.0,48,76666,0,130984,0,0.0,5.7,Batshuayi,0
11,25,657,100,100,14,18507,0,0,9,-9,687.9,4,533,4,6.5,1.5,4,Diego,0.0,30,20,355.0,97,False,982.6,0,0,0,0,3083,,104,0,1,0,18507.jpg,5.6,0,0,Da Silva Costa,32.2,False,19,a,4,8,1891.0,196,4044050,0,3154341,0,0.0,18.8,Costa,10
0,0,17,100,100,1,38419,0,0,-3,3,26.9,0,62,4,-0.8,-1.0,0,Loïc,0.0,3,0,10.2,98,False,20.0,0,0,0,0,134,,62,0,0,0,38419.jpg,1.2,0,0,Remy,0.2,False,8,a,5,31,60.0,6,18409,0,25537,0,0.0,1.0,Remy,0
0,0,0,100,100,0,11554,0,0,-2,2,0.0,0,13,1,-1.0,-1.0,0,Julian,0.0,0,0,0.0,99,False,0.0,0,0,0,0,0,,43,0,0,0,11554.jpg,0.0,0,0,Speroni,0.2,False,1,a,5,31,0.0,0,1309,0,7439,0,0.0,0.0,Speroni,0
0,4,497,100,100,7,20066,0,0,-2,2,31.1,2,266,1,1.8,-1.0,1,Wayne,0.0,46,0,63.2,100,False,600.4,0,0,0,0,2610,,43,0,0,0,20066.jpg,3.2,0,83,Hennessey,3.1,False,13,a,5,31,0.0,92,126719,0,172524,0,0.0,21.4,Hennessey,1
0,0,0,75,0,0,58376,0,0,-2,2,0.0,0,82,1,0.0,0.0,0,Alex,0.0,0,0,0.0,101,False,0.0,0,0,0,0,0,Hamstring injury - 75% chance of playing,43,0,0,0,58376.jpg,0.0,0,0,McCarthy,0.1,False,13,d,13,20,0.0,0,840,0,6053,0,0.0,0.0,McCarthy,0
0,0,120,100,100,0,44413,0,0,-3,3,0.0,0,0,1,-1.0,-1.0,0,Steve,0.0,17,0,18.2,102,False,182.8,0,0,0,0,810,,42,0,0,0,44413.jpg,2.1,0,24,Mandanda,1.9,False,30,a,5,31,0.0,19,43733,0,141747,0,0.0,4.5,Mandanda,0
0,5,359,100,75,6,49413,0,0,-2,2,35.7,2,221,2,0.5,-0.8,1,James,0.0,36,3,72.1,103,False,471.0,0,0,0,0,1974,,48,0,0,0,49413.jpg,3.1,0,0,Tomkins,0.2,False,5,a,5,31,213.0,75,22035,0,23106,0,0.0,15.6,Tomkins,4
1,4,310,100,25,2,19188,0,0,-4,4,73.1,2,480,2,-0.3,-0.3,0,Scott,0.0,36,3,96.0,104,False,459.0,0,0,0,0,1752,,51,0,0,0,19188.jpg,2.7,0,0,Dann,2.1,False,6,a,5,31,426.0,61,110417,0,306163,0,0.0,12.0,Dann,2
1,7,568,100,100,7,55494,0,0,-2,2,263.7,0,333,2,1.0,-1.0,1,Joel,0.0,63,0,100.4,105,False,608.2,0,0,0,0,3417,,48,0,0,0,55494.jpg,2.3,0,0,Ward,0.9,False,2,a,5,31,129.0,86,52775,0,63529,0,0.0,17.9,Ward,7
2,0,323,None,None,2,58786,0,0,-3,3,125.1,0,96,2,1.2,-1.0,1,Martin,0.0,44,0,61.0,106,False,421.8,0,0,0,0,2124,,42,0,0,0,58786.jpg,1.6,0,0,Kelly,0.6,False,34,a,5,31,61.0,46,59814,0,52436,0,0.0,11.0,Kelly,4
2,3,344,100,100,3,7906,0,0,-2,2,79.6,1,366,2,-0.4,-1.0,0,Damien,0.0,39,0,64.1,107,False,496.6,0,0,0,0,2014,,48,0,0,0,7906.jpg,1.7,0,0,Delaney,0.5,False,27,a,5,31,67.0,51,15220,0,39134,0,0.0,10.6,Delaney,8
0,0,37,0,0,0,79228,0,0,-4,4,33.5,0,354,2,0.0,0.0,0,Pape,0.0,3,0,9.7,108,False,53.6,0,0,0,0,270,Thigh injury - Unknown return date,41,0,0,0,79228.jpg,2.0,0,0,Souaré,0.2,False,23,i,5,31,9.0,6,20773,0,54103,0,0.0,1.5,Souaré,0
4,3,172,0,0,3,55452,0,0,-4,4,326.7,0,469,3,0.0,0.0,0,Yannick,0.0,14,1,81.8,109,False,238.0,0,0,0,0,1048,Knee injury - Unknown return date,56,0,0,0,55452.jpg,3.2,0,0,Bolasie,1.7,False,14,i,6,11,252.0,45,293045,0,420994,0,0.0,8.0,Bolasie,3
6,6,500,100,100,7,19197,0,0,-4,4,941.8,0,381,3,2.6,-1.0,2,Jason,0.0,53,0,188.7,110,False,500.2,0,0,0,0,3093,,51,0,0,0,19197.jpg,2.6,0,0,Puncheon,0.7,False,42,a,5,31,448.0,92,82519,0,104511,0,0.0,18.0,Puncheon,9
11,13,481,100,100,7,82403,0,0,3,-3,606.4,4,353,3,1.8,-1.0,2,Wilfried,0.0,56,7,221.2,111,False,740.4,0,0,0,0,3019,,58,0,0,0,82403.jpg,4.3,0,0,Zaha,11.9,False,11,a,5,31,865.0,149,1509710,0,1118112,0,0.0,25.7,Zaha,8
0,0,8,0,0,0,59115,0,0,0,0,31.2,0,118,3,0.0,0.0,0,Mile,0.0,1,0,4.3,112,False,11.8,0,0,0,0,90,Joined Aston Villa on 17/8,45,0,0,0,59115.jpg,2.0,0,0,Jedinak,0.1,False,15,u,5,31,0.0,2,1388,0,25995,0,0.0,0.4,Jedinak,0
1,1,201,100,100,2,18805,0,0,-2,2,109.9,0,121,3,-1.0,-1.0,0,Joe,0.0,26,1,31.5,113,False,158.2,0,0,0,0,1160,,43,0,0,0,18805.jpg,2.2,0,0,Ledley,0.4,False,16,a,5,31,48.0,40,27966,0,40422,0,0.0,9.3,Ledley,1
3,8,363,100,100,3,50471,0,0,-3,3,284.5,1,282,3,1.2,-1.0,2,James,0.0,39,5,97.7,114,False,400.4,0,0,0,0,1999,,47,0,0,0,50471.jpg,3.2,0,0,McArthur,1.0,False,18,a,5,31,300.0,93,228956,0,203344,0,0.0,19.8,McArthur,5
0,0,17,0,0,0,49438,0,0,-3,3,14.1,0,54,3,0.0,0.0,0,Jordon,0.0,1,0,3.1,115,False,15.6,0,0,0,0,53,Joined Reading on loan from 31/1 until the end of the season,42,0,0,0,49438.jpg,1.0,0,0,Mutch,0.3,False,22,u,5,31,0.0,4,20321,0,22000,0,0.0,1.0,Mutch,0
0,0,0,0,0,0,103100,0,0,0,0,0.0,0,1,3,0.0,0.0,0,Jonathan,0.0,0,0,0.0,116,False,0.0,0,0,0,0,0,Joined Ipswich in season-long loan deal,45,0,0,0,103100.jpg,0.0,0,0,Williams,0.0,False,20,u,5,31,0.0,0,280,0,1230,0,0.0,0.0,Williams,0
1,0,103,100,100,2,75773,0,0,-3,3,125.0,0,56,3,-0.8,-1.0,0,Chung-yong,0.0,13,0,23.9,117,False,71.2,0,0,0,0,471,,42,0,0,0,75773.jpg,1.6,0,0,Lee,0.3,False,14,a,5,31,44.0,24,19524,0,20134,0,0.0,5.7,Lee Chung-yong,0
4,6,411,100,50,7,27341,0,0,-4,4,568.0,1,397,3,0.3,-0.5,0,Yohan,0.0,41,4,146.8,118,False,427.4,0,0,0,0,2125,,56,0,1,0,27341.jpg,2.8,0,0,Cabaye,1.1,False,7,a,5,31,478.0,91,56757,0,162568,0,0.0,16.3,Cabaye,7
0,0,29,100,100,0,44343,0,0,-2,2,31.6,0,220,3,-1.0,-1.0,1,Bakary,0.0,5,0,8.7,119,False,21.8,0,0,0,0,142,,53,0,0,0,44343.jpg,1.0,0,0,Sako,0.0,False,26,a,5,31,32.0,7,1004,0,1458,0,0.0,1.3,Sako,0
7,16,492,75,0,7,60252,0,0,-8,8,852.4,2,315,3,0.0,0.0,0,Andros,0.0,38,3,191.3,120,False,552.4,0,0,0,0,2520,Achilles injury - 75% chance of playing,57,0,0,0,60252.jpg,3.2,0,0,Townsend,2.2,False,10,d,5,31,511.0,116,182943,0,331701,0,0.0,20.4,Townsend,4
0,0,56,100,100,0,28541,0,0,-1,1,25.9,0,12,4,-0.4,-1.0,1,Fraizer,0.0,4,1,15.2,121,False,42.4,0,0,0,0,165,,44,0,0,0,28541.jpg,1.3,0,0,Campbell,1.0,False,9,a,5,31,84.0,16,90018,0,85979,0,0.0,3.6,Campbell,0
0,0,59,75,0,0,59125,0,0,-5,5,36.2,0,225,4,0.0,0.0,0,Connor,0.0,6,2,25.0,122,False,87.6,0,0,0,0,412,Knee injury - 75% chance of playing,55,0,0,0,59125.jpg,2.3,0,0,Wickham,0.3,False,21,d,5,31,132.0,18,14609,0,51741,0,0.0,3.3,Wickham,1
1,5,407,None,None,10,78315,0,0,-3,3,10.0,1,110,1,1.5,0.0,3,Joel,0.0,20,0,44.9,123,False,439.2,0,0,0,0,1737,,47,0,0,0,78315.jpg,4.5,0,54,Robles,0.9,False,1,a,6,11,0.0,89,76627,0,53030,0,0.0,18.9,Robles,2
0,3,309,75,0,4,10318,0,0,-3,3,0.1,1,151,1,0.0,0.0,0,Maarten,0.0,24,0,35.1,124,False,350.4,0,0,0,0,1683,Groin Injury - 75% chance of playing,47,1,0,2,10318.jpg,3.6,0,43,Stekelenburg,1.7,False,22,d,6,11,0.0,68,206572,0,218459,0,0.0,14.5,Stekelenburg,2
5,15,647,100,100,11,12745,0,0,3,-3,695.0,1,212,2,4.0,0.0,3,Leighton,0.0,34,2,141.9,125,False,570.8,0,0,0,0,2819,,58,0,1,0,12745.jpg,4.2,0,0,Baines,11.0,False,3,a,6,11,151.0,135,862138,0,763137,0,0.0,23.3,Baines,4
4,15,548,0,0,10,59949,0,0,1,-1,308.9,4,327,2,0.0,0.0,0,Seamus,0.0,28,4,120.3,126,False,596.0,0,0,0,0,2316,Broken Leg - Unknown return date,56,0,0,0,59949.jpg,5.1,0,0,Coleman,4.0,False,23,i,6,11,297.0,133,946206,0,957930,0,0.0,23.8,Coleman,3
3,16,533,100,100,6,7645,0,0,-1,1,71.7,4,221,2,5.5,0.0,0,Phil,0.0,32,3,110.1,127,False,751.4,0,0,0,0,2251,,49,0,0,0,7645.jpg,3.9,1,0,Jagielka,7.5,False,6,a,6,11,278.0,104,539151,0,322302,0,0.0,21.2,Jagielka,4
0,4,435,100,100,4,97299,0,0,-4,4,78.0,0,336,2,1.2,1.0,0,John,0.0,29,0,69.7,128,False,441.4,0,0,0,0,2014,,46,0,0,0,97299.jpg,2.2,0,0,Stones,13.3,False,24,a,10,43,174.0,59,593898,0,1342211,0,0.0,12.8,Stones,1
0,0,44,0,0,1,108824,0,0,-5,5,18.4,0,126,2,0.0,0.0,0,Brendan,0.0,3,0,7.5,129,False,33.0,0,0,0,0,247,Returned to Everton but not eligible for first team games,40,0,0,0,108824.jpg,3.0,0,0,Galloway,0.2,False,20,u,6,11,25.0,9,16367,0,20193,0,0.0,2.3,Galloway,0
0,0,0,0,0,0,149468,0,0,-1,1,0.0,0,22,2,0.0,0.0,0,Tyias,0.0,0,0,0.0,130,False,0.0,0,0,0,0,0,Season-long loan to Preston,39,0,0,0,149468.jpg,0.0,0,0,Browning,2.0,False,27,u,6,11,0.0,0,136601,0,122981,0,0.0,0.0,Browning,0
0,0,37,100,100,0,114093,0,0,-1,1,10.7,0,53,2,0.0,0.0,0,Matthew,0.0,6,1,10.8,131,False,63.8,0,0,0,0,180,,39,0,0,0,114093.jpg,3.0,0,0,Pennington,0.9,False,38,a,6,11,33.0,9,51556,0,31901,0,0.0,2.3,Pennington,0
1,4,365,75,0,7,121221,0,0,-5,5,64.0,0,304,2,0.0,0.0,0,Ramiro,0.0,19,0,54.0,132,False,346.2,0,0,0,0,1543,Knee injury - 75% chance of playing,45,0,0,0,121221.jpg,3.0,0,0,Funes Mori,1.4,False,25,d,6,11,129.0,69,157058,0,212075,0,0.0,15.3,Funes Mori,0
8,8,420,100,100,11,26901,0,0,-6,6,682.1,2,245,3,2.3,0.0,2,Kevin,0.0,26,4,185.4,133,False,439.6,0,0,0,0,2074,,59,0,0,0,26901.jpg,3.4,0,0,Mirallas,2.2,False,11,a,6,11,739.0,119,374773,0,354610,0,0.0,20.2,Mirallas,2
11,11,534,None,None,12,88894,0,0,-5,5,1237.6,2,654,3,4.0,0.0,2,Ross,0.0,36,5,290.3,134,False,692.4,0,0,0,0,2900,,70,0,0,0,88894.jpg,4.0,0,0,Barkley,6.6,False,8,a,6,11,973.0,144,716987,0,840303,0,0.0,20.6,Barkley,5
3,0,294,100,100,3,43250,0,0,-4,4,438.1,0,241,3,1.2,-1.0,2,Tom,0.0,40,0,78.7,135,False,255.2,0,0,0,0,1848,,51,0,0,0,43250.jpg,2.0,0,0,Cleverley,0.1,False,8,a,18,57,93.0,55,5932,0,11927,0,0.0,10.8,Cleverley,4
1,0,100,75,0,0,50472,0,0,-3,3,80.4,0,365,3,0.0,0.0,0,James,0.0,10,1,28.6,136,False,119.8,0,0,0,0,613,Hamstring injury - 75% chance of playing,47,0,0,0,50472.jpg,1.9,0,0,McCarthy,0.2,False,16,d,6,11,84.0,23,6679,0,15886,0,0.0,4.9,McCarthy,2
1,3,371,100,100,7,1632,0,0,-2,2,400.6,0,418,3,0.8,0.0,1,Gareth,0.0,28,2,115.0,137,False,509.4,0,0,0,0,2109,,43,0,0,0,1632.jpg,2.1,0,0,Barry,3.2,False,18,a,6,11,244.0,68,388396,0,390558,0,0.0,15.8,Barry,10
0,0,101,100,100,1,27707,0,0,-2,2,51.5,0,44,3,-0.9,-1.5,1,Darron,0.0,12,0,13.8,138,False,72.4,0,0,0,0,640,,43,0,0,0,27707.jpg,1.4,0,0,Gibson,0.1,False,24,a,15,56,16.0,17,4152,0,7021,0,0.0,4.0,Gibson,4
0,0,0,100,100,0,87447,0,0,-2,2,0.0,0,75,3,0.0,0.0,0,Muhamed,0.0,0,0,0.0,139,False,0.0,0,0,0,0,0,,43,0,0,0,87447.jpg,0.0,0,0,Besic,0.0,False,21,a,6,11,0.0,0,1121,0,1586,0,0.0,0.0,Besic,0
0,0,223,100,100,3,77762,0,0,-3,3,155.4,0,130,3,-1.1,-1.5,2,Bryan,0.0,26,0,44.4,140,False,250.6,0,0,0,0,1323,,42,0,0,0,77762.jpg,1.8,0,0,Oviedo,0.1,False,3,a,15,56,37.0,29,12349,0,14458,0,0.0,6.9,Oviedo,4
0,0,53,0,0,0,94924,0,0,-6,6,150.8,0,283,3,0.0,0.0,0,Gerard,0.0,6,0,32.0,141,False,54.6,0,0,0,0,460,Joined AC Milan on loan from 23/1 until the end of the season,59,0,0,0,94924.jpg,1.2,0,0,Deulofeu,0.8,False,7,u,6,11,115.0,13,19211,0,133511,0,0.0,2.2,Deulofeu,1
1,0,104,0,0,2,17349,0,0,-5,5,93.4,0,278,3,0.0,0.0,0,Aaron,0.0,5,0,22.3,142,False,78.0,0,0,0,0,509,Personal Reasons - Unknown return date,55,0,0,0,17349.jpg,2.0,0,0,Lennon,0.2,False,12,i,6,11,54.0,22,4084,0,15060,0,0.0,4.0,Lennon,0
6,33,824,100,100,13,66749,0,0,11,-11,701.4,6,754,4,2.0,0.0,8,Romelu,0.0,42,25,354.1,143,True,1171.6,0,0,0,0,3266,,101,0,0,0,66749.jpg,6.0,0,0,Lukaku,32.2,False,10,a,6,11,1670.0,221,3620695,0,2684099,0,0.0,21.9,Lukaku,3
0,0,17,100,100,0,26921,0,0,-4,4,19.6,0,289,4,0.5,0.0,1,Arouna,0.0,3,0,4.9,144,False,7.8,0,0,0,0,78,,51,0,0,0,26921.jpg,1.0,0,0,Koné,0.7,False,9,a,6,11,22.0,6,16003,0,70237,0,0.0,1.2,Koné,0
1,3,125,100,100,2,113688,0,0,-5,5,163.0,1,19,4,-0.5,-1.5,5,Oumar,0.0,30,4,76.8,145,False,205.8,0,0,0,0,1096,,55,0,0,0,113688.jpg,2.6,1,0,Niasse,0.4,False,24,a,7,88,417.0,44,56031,0,44274,0,0.0,8.0,Niasse,3
0,0,0,0,0,0,12390,0,0,-1,1,0.0,0,0,1,0.0,0.0,0,Allan,0.0,0,0,0.0,146,False,0.0,0,0,0,0,0,Joined Cardiff on loan from 18/1 until the end of the season,44,0,0,0,12390.jpg,0.0,0,0,McGregor,0.0,False,1,u,7,88,0.0,0,448,0,1069,0,0.0,0.0,McGregor,0
0,7,431,100,100,5,11974,0,0,1,-1,0.3,3,0,1,4.0,-1.5,0,Eldin,0.0,36,0,55.8,147,False,554.2,0,0,0,0,1980,,41,0,0,2,11974.jpg,3.9,0,73,Jakupovic,21.9,False,16,a,7,88,4.0,86,858058,0,548880,0,0.0,21.0,Jakupovic,0
0,0,0,100,100,0,171982,0,0,-1,1,0.0,0,0,2,-1.5,-1.5,0,Brian,0.0,0,0,0.0,148,False,0.0,0,0,0,0,0,,39,0,0,0,171982.jpg,0.0,0,0,Lenihan,1.1,False,31,a,7,88,0.0,0,74845,0,89086,0,0.0,0.0,Lenihan,0
2,3,368,100,100,1,19115,0,0,-1,1,33.0,1,0,2,-1.8,-1.5,0,Curtis,0.0,53,0,80.5,149,False,644.6,0,0,0,0,2135,,49,1,0,0,19115.jpg,1.5,0,0,Davies,1.3,False,6,a,7,88,128.0,38,100208,0,111044,0,0.0,7.8,Davies,4
0,4,311,100,100,1,12679,0,0,-3,3,46.3,2,0,2,-1.2,-1.5,-1,Michael,0.0,44,3,85.5,150,False,573.6,0,0,0,0,1722,,42,1,0,0,12679.jpg,2.1,0,0,Dawson,0.5,False,21,a,7,88,236.0,46,69678,0,55903,0,0.0,11.0,Dawson,4
0,0,0,100,0,0,88898,0,0,-1,1,0.0,0,0,2,0.0,0.0,0,Moses,0.0,0,0,0.0,151,False,0.0,0,0,0,0,0,,44,0,0,0,88898.jpg,0.0,0,0,Odubajo,0.0,False,2,a,7,88,0.0,0,419,0,471,0,0.0,0.0,Odubajo,0
2,4,488,100,100,5,122798,0,0,-1,1,352.8,0,0,2,1.3,-1.5,0,Andrew,0.0,59,1,95.6,152,False,502.6,0,0,0,0,2736,,44,0,0,0,122798.jpg,2.2,0,0,Robertson,1.9,False,3,a,7,88,100.0,73,142349,0,111193,0,0.0,16.6,Robertson,5
3,5,483,100,0,4,95658,0,0,-1,1,157.2,0,0,2,0.0,0.0,0,Harry,0.0,53,2,130.6,153,False,707.6,0,0,0,0,2307,,44,0,0,0,95658.jpg,2.4,0,0,Maguire,0.8,False,5,a,7,88,439.0,71,64709,0,34939,0,0.0,16.1,Maguire,5
0,0,0,0,0,0,19687,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Alex,0.0,0,0,0.0,154,False,0.0,0,0,0,0,0,Joined Wigan on loan from 31/1 till the end of the season,40,0,0,0,19687.jpg,0.0,0,0,Bruce,0.1,False,4,u,7,88,0.0,0,4750,0,7466,0,0.0,0.0,Bruce,0
6,16,503,100,100,3,18987,0,0,0,0,1050.1,2,0,3,0.8,0.0,2,Robert,0.0,56,7,212.3,155,False,550.2,0,0,0,0,2548,,55,0,0,0,18987.jpg,3.8,0,0,Snodgrass,6.3,False,11,a,20,21,538.0,133,1225580,0,1069575,0,0.0,24.2,Snodgrass,2
1,4,509,100,100,5,74033,0,0,-3,3,344.2,0,0,3,2.3,-1.5,7,Sam,0.0,75,3,122.5,156,False,482.2,0,0,0,0,3186,,47,0,0,0,74033.jpg,2.4,1,0,Clucas,0.2,False,11,a,7,88,405.0,87,14743,0,11584,0,0.0,18.5,Clucas,9
1,2,458,100,100,4,49944,0,0,-3,3,323.5,0,0,3,2.0,0.0,2,Jake,0.0,62,1,116.5,157,False,556.4,0,0,0,0,2970,,47,0,0,0,49944.jpg,2.1,1,0,Livermore,0.1,False,8,a,19,35,283.0,77,9179,0,10479,0,0.0,16.4,Livermore,5
2,1,428,100,100,3,37339,0,0,-4,4,428.6,0,0,3,0.8,-1.5,1,Ahmed,0.0,63,0,99.9,158,False,464.4,0,0,0,0,2523,,46,1,0,0,37339.jpg,1.9,1,0,Elmohamady,0.2,False,27,a,7,88,108.0,62,9014,0,23070,0,0.0,13.5,Elmohamady,3
0,0,0,0,0,0,28147,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,159,False,0.0,0,0,0,0,0,Joined Newcastle United on 3/8,55,0,0,0,28147.jpg,0.0,0,0,Diamé,0.0,False,17,u,7,88,0.0,0,313,0,892,0,0.0,0.0,Diamé,0
2,5,348,100,100,4,15109,0,0,-5,5,300.3,1,0,3,-0.7,-1.5,2,Tom,0.0,47,1,77.6,160,False,344.4,0,0,0,0,2025,,45,1,0,0,15109.jpg,2.0,1,0,Huddlestone,0.2,False,8,a,7,88,130.0,62,24010,0,26805,0,0.0,13.8,Huddlestone,5
0,0,179,100,0,2,53371,0,0,-1,1,123.6,0,0,3,0.0,0.0,0,David,0.0,23,1,37.1,161,False,164.6,0,0,0,0,962,,44,0,0,0,53371.jpg,1.6,0,0,Meyler,0.2,False,7,a,7,88,81.0,33,15717,0,19275,0,0.0,7.5,Meyler,2
2,2,86,100,100,1,9110,0,0,-2,2,70.4,1,0,3,-1.2,-1.5,0,Shaun,0.0,7,1,23.4,162,False,104.6,0,0,0,0,283,,43,0,0,0,9110.jpg,2.7,0,0,Maloney,0.5,False,15,a,7,88,58.0,24,90445,0,90692,0,0.0,5.6,Maloney,0
4,6,208,100,0,4,59856,0,0,-1,1,190.4,2,0,4,0.0,0.0,0,Abel,0.0,23,4,93.6,163,False,219.4,0,0,0,0,1425,,59,0,0,0,59856.jpg,3.0,0,0,Hernández,0.9,False,9,a,7,88,532.0,72,153456,0,168619,0,0.0,12.2,Hernández,0
0,2,127,100,100,2,111847,0,0,-2,2,195.4,0,0,4,-1.5,-1.5,0,Adama,0.0,29,2,58.7,164,False,141.0,0,0,0,0,1171,,43,0,0,0,111847.jpg,1.9,0,0,Diomande,3.6,False,20,a,7,88,259.0,42,545903,0,524303,0,0.0,9.8,Diomande,1
0,10,585,100,100,8,17745,0,0,-1,1,0.0,1,475,1,5.7,0.5,3,Kasper,0.0,47,0,75.8,165,False,757.4,0,0,0,0,2666,,49,0,0,0,17745.jpg,3.6,0,113,Schmeichel,6.0,False,1,a,8,13,0.0,109,125751,0,409193,0,0.0,22.2,Schmeichel,1
0,0,119,None,None,1,51934,0,0,-1,1,0.0,0,0,1,0.5,0.5,0,Ron-Robert,0.0,16,0,13.9,166,False,136.0,0,0,0,0,754,,44,0,0,0,51934.jpg,1.9,0,18,Zieler,0.3,False,21,a,8,13,2.0,17,13381,0,17126,0,0.0,3.9,Zieler,0
1,0,360,100,25,5,15033,0,0,-4,4,48.4,0,549,2,0.1,0.1,0,Wes,0.0,45,1,81.4,167,False,480.0,0,0,0,0,2430,,46,0,0,0,15033.jpg,2.3,0,0,Morgan,10.3,False,5,a,8,13,284.0,63,309094,0,876793,0,0.0,13.7,Morgan,3
4,10,679,100,100,8,37402,0,0,-2,2,536.4,1,482,2,3.7,0.5,2,Christian,0.0,57,2,149.4,168,False,802.0,0,0,0,0,3103,,53,0,0,0,37402.jpg,2.9,0,0,Fuchs,5.7,False,28,a,8,13,152.0,104,222961,0,437219,0,0.0,19.6,Fuchs,10
2,4,237,100,100,3,86417,0,0,-3,3,100.4,0,236,2,2.2,-1.0,1,Jeffrey,0.0,17,0,38.1,169,False,214.2,0,0,0,0,1139,,47,0,0,0,86417.jpg,2.5,0,0,Schlupp,0.3,False,31,a,5,31,65.0,47,16146,0,23178,0,0.0,10.0,Schlupp,0
0,0,10,100,100,0,37388,0,0,-1,1,0.3,0,35,2,0.5,0.5,0,Marcin,0.0,2,0,1.1,170,False,10.8,0,0,0,0,90,,39,0,0,0,37388.jpg,1.0,0,0,Wasilewski,1.8,False,27,a,8,13,0.0,1,94590,0,70324,0,0.0,0.3,Wasilewski,0
