assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,46,None,None,2,144485,None,,0,0,-1,1,69.1,54,6,2,,0,4,2.8,2.8,2,Ivan,3.3,2,1,23.2,51,13,78,False,49.8,157,16,360,,None,64,0,0,1,0,,144485.jpg,3.0,0,0,Toney,15.5,False,None,a,3,94,113.0,35,14,12,318367,18109,1290723,174011,0.5,1.9,Toney,1
0,0,0,100,100,0,154138,None,,-1,1,-3,3,0.0,554,224,None,,0,3,-0.5,-0.5,0,Tariqe,0.0,0,0,0.0,557,221,79,False,0.0,553,220,0,,2021-08-19T18:30:11.430175Z,52,0,0,None,0,,154138.jpg,0.0,0,0,Fosu-Henry,0.0,False,None,a,3,94,0.0,539,217,0,620,136,5621,234,0.0,0.0,Fosu,0
0,1,90,None,None,2,154561,None,,0,0,1,-1,0.0,511,51,None,,0,1,3.2,3.2,2,David,3.7,2,0,9.9,169,7,80,False,99.6,37,7,360,,None,46,0,0,None,0,,154561.jpg,4.8,0,11,Raya Martin,9.9,False,None,a,3,94,0.0,480,49,19,665946,36652,173716,28804,0.8,4.1,Raya,0
0,3,61,None,None,3,174932,2,,0,0,0,0,40.1,109,68,None,,0,3,1.8,1.8,2,Sergi,2.3,1,1,19.3,71,40,81,False,89.6,48,20,330,,None,55,0,0,None,0,,174932.jpg,4.5,0,0,Canós,2.9,False,None,a,3,94,63.0,72,40,18,284176,7802,164922,25104,0.4,3.3,Canós,1
0,0,0,0,0,0,183656,None,,0,0,-1,1,0.0,564,228,None,,0,3,0.0,0.0,0,Pelenda Joshua,0.0,0,0,0.0,568,226,82,False,0.0,565,226,0,Hip injury - Unknown return date,2021-08-09T06:00:12.543954Z,54,0,0,2,0,,183656.jpg,0.0,0,0,Dasilva,0.0,False,None,i,3,94,0.0,554,224,0,186,23,1227,50,0.0,0.0,Dasilva,0
0,0,61,None,None,2,194010,None,,0,0,0,0,51.7,85,21,None,,0,2,2.8,2.8,2,Rico,3.3,2,0,11.0,147,43,83,False,47.8,164,69,360,,None,45,0,0,None,0,,194010.jpg,4.0,0,0,Henry,1.2,False,None,a,3,94,10.0,213,57,16,79154,6625,44112,7474,0.7,3.6,Henry,0
0,0,48,None,None,3,204580,None,,0,0,0,0,61.4,65,40,None,,0,3,1.8,1.8,3,Vitaly,2.3,1,0,14.9,105,57,84,False,47.8,165,62,331,,None,50,0,0,None,0,,204580.jpg,2.5,0,0,Janelt,0.1,False,None,a,3,94,39.0,112,59,10,2920,668,2690,414,0.5,2.0,Janelt,1
0,0,20,None,None,0,205836,4,,0,0,-1,1,25.4,161,96,4,,0,3,0.5,0.5,0,Saman,1.0,1,0,7.5,215,101,85,False,13.4,277,114,85,,None,54,0,0,None,0,,205836.jpg,1.5,0,0,Ghoddos,0.0,False,None,a,3,94,36.0,119,61,3,499,41,2181,173,0.2,0.6,Ghoddos,0
0,0,9,100,100,0,207283,1,,0,0,-1,1,25.6,160,95,1,,0,3,0.2,0.2,1,Mathias,0.7,1,0,3.7,277,125,86,False,11.0,282,118,32,,2021-08-12T07:00:05.877357Z,49,0,0,None,0,,207283.jpg,1.0,0,0,Jensen,0.0,False,None,a,3,94,0.0,505,203,2,1161,242,2067,188,0.1,0.4,Jensen,0
0,0,0,100,100,0,213687,None,,0,0,-1,1,0.0,355,130,None,,0,2,-0.5,-0.5,0,Charlie,0.0,0,0,0.0,373,130,87,False,0.0,365,129,0,,2021-08-25T08:00:07.939391Z,39,0,0,None,0,,213687.jpg,0.0,0,0,Goode,1.5,False,None,a,3,94,0.0,296,100,0,59427,33907,51847,8222,0.0,0.0,Goode,0
0,0,1,None,None,0,216620,None,,0,0,-1,1,1.3,295,41,None,,0,4,-0.5,-0.5,0,Marcus,0.0,0,0,0.1,369,48,88,False,0.0,568,73,4,,None,54,0,0,None,0,,216620.jpg,1.0,0,0,Forss,0.1,False,None,a,3,94,0.0,557,70,1,6909,558,11933,1114,0.0,0.2,Forss,0
0,0,7,None,None,0,226956,None,,0,0,-1,1,0.2,347,123,None,,0,2,-0.2,-0.2,1,Mads,0.3,1,0,0.5,347,122,89,False,5.2,316,120,29,,None,44,0,0,None,0,,226956.jpg,1.0,0,0,Roerslev Rasmussen,0.1,False,None,a,3,94,0.0,373,152,1,593,68,3809,225,0.1,0.2,Roerslev,0
0,0,3,0,0,0,228044,None,,0,0,-1,1,0.0,418,168,None,,0,2,0.0,0.0,0,Mads,0.0,0,0,0.0,434,168,90,False,0.0,427,168,19,Knee injury - Unknown return date,2021-08-25T08:00:07.948174Z,44,0,0,None,0,,228044.jpg,1.0,0,0,Bech Sørensen,0.1,False,None,i,3,94,0.0,374,153,1,605,14,5744,394,0.0,0.2,Sørensen,0
1,2,85,None,None,2,231065,None,,0,0,1,-1,12.8,217,66,None,,1,2,2.8,2.8,2,Ethan,3.3,2,0,10.2,161,49,91,False,79.8,76,26,360,,None,46,0,0,None,0,,231065.jpg,5.2,0,0,Pinnock,5.4,False,None,a,3,94,10.0,215,58,21,405474,9683,162848,27433,0.7,4.6,Pinnock,0
0,0,0,0,0,0,235448,None,,0,0,0,0,0.0,384,21,None,,0,1,0.0,0.0,0,Ellery,0.0,0,0,0.0,401,39,92,False,0.0,393,39,0,Season long loan to Burton Albion,2021-07-08T07:34:45.360782Z,40,0,0,None,0,,235448.jpg,0.0,0,0,Balcombe,0.0,False,None,u,3,94,0.0,328,18,0,0,0,392,37,0.0,0.0,Balcombe,0
0,0,0,None,None,0,420922,None,,0,0,0,0,0.0,494,198,None,,0,3,-0.5,-0.5,0,Jan,0.0,0,0,0.0,503,194,93,False,0.0,499,192,0,,None,45,0,0,None,0,,420922.jpg,0.0,0,0,Zamburek,0.9,False,None,a,3,94,0.0,460,181,0,40804,6625,37926,5831,0.0,0.0,Zamburek,0
0,0,0,0,0,0,434024,None,,0,0,0,0,0.0,388,23,None,,0,1,0.0,0.0,0,Patrik,0.0,0,0,0.0,405,41,94,False,0.0,397,41,0,Joined Viking on loan until the end of 2021 - Expected back 15 Jan,2021-08-30T12:00:07.817769Z,40,0,0,None,0,,434024.jpg,0.0,0,0,Gunnarsson,1.1,False,None,n,3,94,0.0,332,20,0,23971,337,43760,5960,0.0,0.0,Gunnarsson,0
0,0,0,0,0,0,434662,None,,0,0,-1,1,0.0,566,74,None,,0,4,0.0,0.0,0,Halil,0.0,0,0,0.0,571,76,95,False,0.0,570,75,0,Season-long loan to Galatasaray,2021-09-03T10:39:05.211891Z,54,0,0,None,0,,434662.jpg,0.0,0,0,Dervişoğlu,0.0,False,None,u,3,94,0.0,559,72,0,1259,0,3335,331,0.0,0.0,Dervişoğlu,0
0,0,9,None,None,2,446008,3,,0,0,0,0,77.8,47,33,3,,0,3,1.5,1.5,1,Bryan,2.0,2,0,15.8,99,55,96,False,11.0,283,119,330,,None,55,0,0,None,0,,446008.jpg,2.2,0,0,Mbeumo,0.8,False,None,a,3,94,68.0,67,39,9,53211,1373,70903,9481,0.4,1.6,Mbeumo,1
0,0,6,None,None,0,481405,None,,0,0,0,0,0.4,324,163,None,,0,3,-0.2,-0.2,0,Mads,0.3,0,0,0.8,337,151,97,False,6.6,309,135,13,,None,45,0,0,None,0,,481405.jpg,1.0,0,0,Bidstrup,0.1,False,None,a,3,94,0.0,475,190,2,3340,285,3721,428,0.1,0.4,Bidstrup,0
0,0,19,100,100,2,428580,None,,0,0,0,0,28.6,144,89,None,,0,3,0.8,0.8,1,Frank,1.3,1,0,8.2,200,93,479,False,22.0,246,97,163,,2021-08-28T18:30:12.117284Z,50,0,0,None,0,,428580.jpg,2.3,0,0,Onyeka,0.1,False,None,a,3,94,31.0,135,73,7,3089,152,4759,397,0.3,1.4,Onyeka,0
0,0,62,None,None,2,191866,None,,0,0,0,0,16.3,194,57,None,,0,2,2.5,2.5,1,Kristoffer,3.0,2,0,8.5,195,62,483,False,41.4,188,77,340,,None,45,0,0,None,0,,191866.jpg,3.8,0,0,Ajer,1.1,False,None,a,3,94,28.0,145,33,15,52835,3362,26511,4362,0.7,3.3,Ajer,1
0,0,0,None,None,0,232247,None,,0,0,0,0,0.0,481,184,None,,0,2,-0.5,-0.5,0,Dominic,0.0,0,0,0.0,490,184,498,False,0.0,485,185,0,,None,45,0,0,None,0,,232247.jpg,0.0,0,0,Thompson,0.0,False,None,a,3,94,0.0,445,173,0,648,72,1909,186,0.0,0.0,Thompson,0
0,0,7,100,100,1,432160,None,,0,0,0,0,1.4,293,152,None,,0,3,0.8,0.8,3,Shandon,1.3,0,0,0.5,350,161,499,False,0.0,550,217,75,,2021-08-19T18:30:11.877010Z,50,0,0,None,0,,432160.jpg,2.0,0,0,Baptiste,0.0,False,None,a,3,94,4.0,269,138,4,780,216,2064,140,0.3,0.8,Baptiste,0
0,0,3,None,None,0,216646,None,,-1,1,-1,1,0.6,315,159,None,,0,3,0.2,0.2,0,Yoane,0.7,0,0,0.3,361,168,524,False,1.2,351,161,37,,None,59,0,0,None,0,,216646.jpg,1.0,0,0,Wissa,0.0,False,None,a,3,94,2.0,291,149,2,960,87,3516,291,0.1,0.3,Wissa,0
0,0,0,None,None,0,240796,None,,0,0,0,0,0.0,486,50,None,,0,1,-0.5,-0.5,0,Álvaro,0.0,0,0,0.0,495,62,556,False,0.0,491,62,0,,None,45,0,0,None,0,,240796.jpg,0.0,0,0,Fernández,0.1,False,None,a,3,94,0.0,451,48,0,3495,360,1763,374,0.0,0.0,Fernández,0
0,0,0,None,None,0,450550,None,,0,0,0,0,0.0,391,145,None,,0,2,-0.5,-0.5,0,Finley,0.0,0,0,0.0,408,145,569,False,0.0,400,144,0,,None,40,0,0,None,0,,450550.jpg,0.0,0,0,Stevens,0.2,False,None,a,3,94,0.0,335,118,0,17627,2451,5413,1375,0.0,0.0,Stevens,0
0,0,0,None,None,0,48760,None,,0,0,0,0,0.0,433,173,None,,0,2,1.3,1.3,0,Mathias,0.0,0,0,0.0,446,173,594,False,0.0,439,173,0,,None,45,0,0,None,0,,48760.jpg,0.0,0,0,Jorgensen,0.0,False,None,a,3,94,0.0,389,158,0,139,93,43,30,0.0,0.0,Zanka,0
0,0,38,None,None,2,39155,5,,0,0,-1,1,11.5,230,125,None,,0,3,1.8,2.8,3,Adam,2.3,2,0,3.9,275,123,53,False,19.4,254,101,272,,None,54,0,0,None,0,,39155.jpg,2.0,0,0,Lallana,0.2,False,None,a,4,36,8.0,233,123,8,4933,892,10399,1085,0.4,1.5,Lallana,0
0,0,0,None,None,0,49262,None,,0,0,0,0,0.0,367,12,None,,0,1,-0.5,0.5,0,Jason,0.0,0,0,0.0,385,31,54,False,0.0,377,31,0,,None,40,0,0,None,0,,49262.jpg,0.0,0,0,Steele,3.6,False,None,a,4,36,0.0,309,9,0,137021,14575,53963,6071,0.0,0.0,Steele,0
2,1,70,25,None,1,60307,1,,0,0,0,0,143.6,9,6,2,,0,3,0.6,3.2,0,Pascal,2.7,3,0,27.3,29,20,55,False,85.4,65,26,270,Lack of match fitness - 25% chance of playing,2021-09-11T17:30:15.909181Z,60,0,0,1,0,,60307.jpg,4.7,0,0,Groß,0.7,False,None,d,4,36,44.0,97,51,14,48799,506,43789,11937,0.4,2.3,Groß,0
0,3,93,None,None,2,61933,None,,0,0,2,-2,1.9,284,93,None,,1,2,6.2,7.2,5,Shane,6.7,3,1,24.6,44,5,56,False,129.2,9,2,360,,None,42,0,0,None,0,,61933.jpg,5.5,0,0,Duffy,18.1,False,None,a,4,36,114.0,34,2,22,1319229,182537,279795,37691,1.6,5.2,Duffy,2
0,0,0,0,0,0,66242,None,,0,0,0,0,0.0,438,177,None,,0,3,0.0,0.0,0,Davy,0.0,0,0,0.0,450,173,57,False,0.0,443,169,0,Transferred to PSV Eindhoven,2021-06-25T10:07:47.190365Z,45,0,0,None,0,,66242.jpg,0.0,0,0,Pröpper,0.0,False,None,u,4,36,0.0,394,156,0,0,0,52,3,0.0,0.0,Pröpper,0
0,0,0,0,0,0,78916,None,,0,0,-1,1,0.0,405,157,None,,0,2,0.0,0.0,0,Dan,0.0,0,0,0.0,421,157,58,False,0.0,414,157,0,Knee injury - Unknown return date,2021-08-06T16:30:04.717960Z,44,0,0,None,0,,78916.jpg,0.0,0,0,Burn,0.0,False,None,i,4,36,0.0,351,132,0,252,25,1671,97,0.0,0.0,Burn,0
0,2,82,None,None,2,83299,None,,0,0,0,0,3.8,263,85,4,,0,2,4.5,5.5,8,Lewis,5.0,3,0,6.2,230,75,59,False,56.2,137,55,360,,None,50,0,0,None,0,,83299.jpg,4.2,0,0,Dunk,4.6,False,None,a,4,36,2.0,284,95,17,60426,9928,162378,16924,1.0,3.4,Dunk,0
0,0,19,100,100,1,109345,2,,0,0,-1,1,57.5,72,46,1,,0,3,0.5,1.5,1,Solomon,1.0,1,0,11.1,146,73,60,False,32.6,216,86,188,,2021-08-28T18:30:11.548541Z,54,0,0,None,0,,109345.jpg,1.7,0,0,March,0.1,False,None,a,4,36,21.0,167,93,5,1801,146,5072,378,0.2,0.9,March,1
0,0,51,75,None,1,110735,None,,0,0,0,0,17.8,186,52,None,,0,2,1.3,2.8,1,Adam,2.3,3,0,10.5,158,47,61,False,87.2,55,15,306,Hamstring injury - 75% chance of playing,2021-09-11T17:30:15.927256Z,45,0,0,None,0,,110735.jpg,2.2,0,0,Webster,0.5,False,None,d,4,36,0.0,402,163,9,18019,253,23889,5097,0.5,2.0,Webster,1
0,1,33,100,100,1,111478,None,,0,0,-1,1,26.1,156,41,None,,0,2,1.8,2.8,6,Joël,2.3,1,0,4.8,260,92,62,False,19.6,252,102,135,,2021-08-14T18:00:09.888942Z,44,0,0,None,0,,111478.jpg,3.5,0,0,Veltman,1.5,False,None,a,4,36,3.0,273,88,7,16858,3969,175128,7433,0.5,1.6,Veltman,1
0,1,63,100,100,1,115382,None,,0,0,0,0,58.0,70,10,None,,0,4,2.8,3.8,2,Neal,3.3,3,2,25.0,42,12,63,False,77.6,81,9,315,,2021-08-21T19:00:12.804729Z,65,0,0,3,0,,115382.jpg,3.8,0,0,Maupay,2.2,False,None,a,4,36,116.0,33,13,15,153003,11744,172385,19102,0.5,2.3,Maupay,1
0,3,47,None,None,2,116216,3,,0,0,-1,1,52.3,82,50,3,,1,3,4.8,5.8,11,Leandro,5.3,3,1,21.5,58,36,64,False,63.4,121,47,326,,None,64,0,0,None,0,,116216.jpg,4.5,0,0,Trossard,0.8,False,None,a,4,36,100.0,45,24,18,23526,11649,60492,4902,0.8,2.8,Trossard,0
0,0,0,0,0,0,131897,None,,0,0,0,0,0.0,447,40,None,,0,1,0.0,0.0,0,Mathew,0.0,0,0,0.0,459,55,65,False,0.0,453,55,0,Transferred to Real Sociedad,2021-07-12T23:00:04.491624Z,45,0,0,None,0,,131897.jpg,0.0,0,0,Ryan,0.0,False,None,u,4,36,0.0,404,37,0,0,0,575,44,0.0,0.0,Ryan,0
0,0,0,0,0,0,165210,None,,0,0,0,0,0.0,576,233,None,,0,3,0.0,0.0,0,Alireza,0.0,0,0,0.0,580,232,66,False,0.0,579,232,0,Transferred to Feyenoord,2021-07-20T17:00:05.398504Z,55,0,0,None,0,,165210.jpg,0.0,0,0,Jahanbakhsh,0.0,False,None,u,4,36,0.0,571,231,0,0,0,82,3,0.0,0.0,Jahanbakhsh,0
0,0,0,0,0,0,209362,None,,0,0,0,0,0.0,376,136,None,,0,2,0.0,0.0,0,Bernardo,0.0,0,0,0.0,393,136,68,False,0.0,385,135,0,Transferred to RB Salzburg,2021-07-08T07:33:34.790576Z,40,0,0,None,0,,209362.jpg,0.0,0,0,Fernandes Da Silva Junior,0.0,False,None,u,4,36,0.0,318,107,0,0,0,351,30,0.0,0.0,Bernardo,0
0,0,82,None,None,2,215059,None,,0,0,0,0,10.0,240,1,None,,0,1,4.2,5.2,6,Robert,4.7,3,0,7.6,209,16,69,False,66.4,110,17,360,,None,45,0,0,None,0,,215059.jpg,4.0,0,7,Sánchez,25.3,False,None,a,4,36,0.0,433,43,16,542382,80028,348150,39126,1.0,3.6,Sánchez,0
1,2,70,None,None,2,227127,None,,0,0,1,-1,28.4,146,90,None,,0,3,3.5,4.5,3,Yves,4.0,3,0,11.4,142,71,70,False,67.8,104,41,360,,None,46,0,0,None,0,,227127.jpg,3.5,0,0,Bissouma,16.9,False,None,a,4,36,17.0,184,102,14,748022,120613,392916,55266,0.9,3.0,Bissouma,1
0,0,0,0,0,0,232792,None,,0,0,-1,1,0.0,419,169,None,,0,2,0.0,0.0,0,Tariq,0.0,0,0,0.0,435,169,71,False,0.0,428,169,0,Hamstring injury - Expected back 27 Sep,2021-07-27T10:00:07.150819Z,44,0,0,None,0,,232792.jpg,0.0,0,0,Lamptey,0.3,False,None,i,4,36,0.0,375,154,0,3174,367,21168,1457,0.0,0.0,Lamptey,0
0,0,-2,75,75,0,233425,None,,0,0,-1,1,1.1,300,43,None,,0,4,-0.2,0.6,0,Aaron,0.3,0,0,0.5,351,46,72,False,0.0,569,74,45,Glute injury - 75% chance of playing,2021-09-08T10:30:09.965954Z,54,0,0,None,0,,233425.jpg,1.0,0,0,Connolly,0.1,False,None,d,4,36,6.0,256,45,1,6828,175,14325,1571,0.1,0.2,Connolly,0
0,0,12,None,None,0,235382,None,,0,0,0,0,24.1,169,100,None,,0,3,-0.5,0.5,0,Steven,0.0,1,0,3.7,278,126,73,False,10.4,286,121,71,,None,50,0,0,None,0,,235382.jpg,2.0,0,0,Alzate,0.1,False,None,a,4,36,2.0,285,145,2,1913,195,2683,279,0.0,0.4,Alzate,0
1,3,55,None,None,1,243016,4,,0,0,0,0,51.7,86,51,5,,0,3,2.2,3.2,4,Alexis,2.7,1,1,21.6,57,35,74,False,87.8,54,23,175,,None,55,0,0,None,0,,243016.jpg,4.2,0,0,Mac Allister,0.6,False,None,a,4,36,76.0,59,34,17,37626,4869,25239,3619,0.5,3.1,Mac Allister,0
1,0,23,None,None,0,243505,None,,0,0,0,0,16.9,191,109,None,,0,3,0.8,1.8,1,Jakub,1.3,2,0,8.6,190,90,75,False,25.8,231,93,153,,None,45,0,0,None,0,,243505.jpg,2.0,0,0,Moder,0.9,False,None,a,4,36,43.0,99,52,8,74672,5212,40109,4777,0.3,1.8,Moder,0
0,0,5,100,100,1,50175,None,,0,0,0,0,3.7,266,39,None,,0,4,0.5,1.5,2,Danny,1.0,0,0,3.0,295,39,447,False,6.4,313,36,94,,2021-08-02T13:30:12.546776Z,60,0,0,2,0,,50175.jpg,1.5,0,0,Welbeck,0.2,False,None,a,4,36,19.0,176,38,3,6242,1746,8930,1155,0.2,0.5,Welbeck,0
0,0,3,25,100,0,423649,None,,0,0,-1,1,13.2,214,118,None,,0,3,-0.1,0.5,0,Enock,0.0,1,0,2.1,312,140,462,False,2.2,345,156,63,Lack of match fitness - 25% chance of playing,2021-09-11T17:30:16.274720Z,59,0,0,None,0,,423649.jpg,0.5,0,0,Mwepu,0.1,False,None,d,4,36,7.0,246,131,1,757,30,7293,609,0.0,0.2,Mwepu,1
0,0,0,100,0,0,240514,None,,0,0,0,0,0.0,485,49,None,,0,1,-0.5,0.0,0,Kjell,0.0,0,0,0.0,494,61,476,False,0.0,490,61,0,,2021-08-08T16:00:04.206498Z,45,0,0,None,0,,240514.jpg,0.0,0,0,Scherpen,0.0,False,None,a,4,36,0.0,450,47,0,674,227,1325,156,0.0,0.0,Scherpen,0
0,0,0,0,0,0,93284,None,,0,0,0,0,0.0,540,67,None,,0,4,0.0,0.0,0,Florin,0.0,0,0,0.0,545,68,500,False,0.0,540,65,0,Joined Cadiz on a season-long loan - Expected back 01 Jul,2021-08-23T23:00:15.913951Z,50,0,0,None,0,,93284.jpg,0.0,0,0,Andone,0.1,False,None,u,4,36,0.0,520,62,0,3828,0,12940,721,0.0,0.0,Andone,0
0,0,0,0,0,0,204676,None,,0,0,0,0,0.0,467,55,None,,0,4,0.0,0.0,0,Andi,0.0,0,0,0.0,477,56,535,False,0.0,471,53,0,Joined Augsburg on a season-long loan - Expected back 01 Jul,2021-08-30T12:00:08.393270Z,45,0,0,None,0,,204676.jpg,0.0,0,0,Zeqiri,0.6,False,None,u,4,36,0.0,430,50,0,77446,0,57843,6270,0.0,0.0,Zeqiri,0
0,0,0,0,0,0,442229,None,,0,0,0,0,0.0,389,144,None,,0,2,0.0,0.0,0,Michal,0.0,0,0,0.0,406,144,536,False,0.0,398,143,0,Joined Olympiacos on a season-long loan - Expected back 01 Jul,2021-09-01T16:00:13.890461Z,40,0,0,None,0,,442229.jpg,0.0,0,0,Karbownik,0.1,False,None,u,4,36,0.0,333,117,0,3903,0,3354,555,0.0,0.0,Karbownik,0
0,0,4,None,None,0,209045,None,,0,0,0,0,11.5,229,124,None,,0,3,-0.2,0.8,0,Taylor,0.3,0,0,2.2,307,137,537,False,2.6,340,154,17,,None,45,0,0,None,0,,209045.jpg,1.0,0,0,Richards,0.0,False,None,a,4,36,8.0,229,121,1,1918,355,861,206,0.1,0.2,Richards,0
0,0,0,0,0,0,486672,None,,0,0,0,0,0.0,507,205,None,,0,3,0.0,0.0,0,Moisés,0.0,0,0,0.0,516,201,538,False,0.0,512,199,0,Joined Beerschot on a season-long loan - Expected back 01 Jul,2021-08-31T22:30:15.824881Z,45,0,0,None,0,,486672.jpg,0.0,0,0,Caicedo,0.0,False,None,u,4,36,0.0,476,191,0,713,0,615,88,0.0,0.0,Caicedo,0
0,0,0,None,None,0,433589,None,,0,0,0,0,0.0,386,142,None,,0,2,-0.5,0.5,0,Haydon,0.0,0,0,0.0,403,142,560,False,0.0,395,141,0,,None,40,0,0,None,0,,433589.jpg,0.0,0,0,Roberts,0.2,False,None,a,4,36,0.0,330,115,0,12298,1636,4317,983,0.0,0.0,Roberts,0
0,1,25,None,None,1,179268,None,,0,0,0,0,14.8,200,60,None,,0,2,1.7,2.7,7,Marc,7.0,0,0,2.3,305,108,584,False,8.2,300,117,81,,None,50,0,0,None,0,,179268.jpg,7.0,0,0,Cucurella,0.4,False,None,a,4,36,0.0,529,194,7,34054,17888,8824,3124,1.4,1.4,Cucurella,0
0,0,0,None,None,0,106757,None,,0,0,0,0,0.0,444,51,None,,0,4,0.5,1.5,0,Jürgen,0.0,0,0,0.0,456,52,595,False,0.0,449,49,0,,None,45,0,0,None,0,,106757.jpg,0.0,0,0,Locadia,0.2,False,None,a,4,36,0.0,400,46,0,17582,17582,2357,2357,0.0,0.0,Locadia,0
0,0,45,None,None,0,17761,None,,0,0,0,0,1.2,299,101,None,,0,2,0.3,0.8,1,James,1.3,8,1,18.4,81,18,98,False,107.6,27,6,360,,None,50,0,0,None,0,,17761.jpg,2.5,0,0,Tarkowski,1.4,False,None,a,5,90,75.0,61,8,10,30519,2149,44261,5276,0.3,2.0,Tarkowski,1
0,0,0,None,None,0,17997,None,,0,0,0,0,0.0,360,131,None,,0,2,-1.0,-0.5,0,Phil,0.0,0,0,0.0,378,131,99,False,0.0,370,130,0,,None,40,0,0,None,0,,17997.jpg,0.0,0,0,Bardsley,0.8,False,None,a,5,90,0.0,302,102,0,13754,1194,22287,2457,0.0,0.0,Bardsley,0
0,0,2,None,None,0,39487,5,,0,0,-1,1,0.9,304,104,None,,0,2,-0.7,-0.2,0,Erik,0.3,0,0,0.2,363,126,100,False,0.0,411,154,11,,None,44,0,0,None,0,,39487.jpg,1.0,0,0,Pieters,0.1,False,None,a,5,90,2.0,274,89,1,1206,133,6483,597,0.1,0.2,Pieters,0
0,0,10,None,None,0,40145,None,,0,0,0,0,1.8,286,150,None,,0,3,-0.3,0.2,0,Jack,0.7,4,0,2.0,314,142,101,False,4.6,321,142,174,,None,45,0,0,None,0,,40145.jpg,2.0,0,0,Cork,0.2,False,None,a,5,90,13.0,199,110,4,8905,810,6974,875,0.2,0.9,Cork,0
0,0,0,0,0,0,40845,None,,0,0,0,0,0.0,432,176,None,,0,3,0.0,0.0,0,Dale,0.0,0,0,0.0,445,172,102,False,0.0,438,168,0,Ankle injury - Unknown return date,2021-08-02T14:00:11.997802Z,45,0,0,None,0,,40845.jpg,0.0,0,0,Stephens,0.0,False,None,i,5,90,0.0,388,155,0,1030,138,1420,108,0.0,0.0,Stephens,0
0,0,0,0,0,0,41674,None,,0,0,0,0,0.0,365,132,None,,0,2,0.0,0.0,0,Kevin,0.0,0,0,0.0,383,132,103,False,0.0,375,131,0,Achilles injury - Unknown return date,2021-08-02T14:00:12.013515Z,40,0,0,None,0,,41674.jpg,0.0,0,0,Long,0.1,False,None,i,5,90,0.0,307,103,0,1709,195,6244,535,0.0,0.0,Long,0
0,0,19,None,None,1,44683,None,,-1,1,-1,1,13.5,211,31,None,,0,4,-0.3,0.2,1,Jay,0.7,0,0,6.8,226,33,104,False,9.8,287,33,88,,None,54,0,0,3,0,,44683.jpg,1.3,0,0,Rodriguez,0.7,False,None,a,5,90,47.0,90,24,4,25977,2466,45889,5073,0.1,0.7,Rodriguez,0
0,0,7,None,None,1,44699,None,,0,0,0,0,66.1,56,7,None,,0,4,0.7,1.2,2,Ashley,1.7,7,0,11.9,135,24,105,False,23.8,238,28,263,,None,55,0,0,2,0,,44699.jpg,1.5,0,0,Barnes,1.6,False,None,a,5,90,29.0,142,34,6,69650,8366,100501,11540,0.3,1.1,Barnes,1
0,0,43,None,None,0,51927,None,,0,0,-1,1,11.4,231,73,None,,0,2,2.0,2.5,7,Ben,3.0,8,1,15.8,98,24,106,False,93.4,44,12,360,,None,49,0,0,None,0,,51927.jpg,2.5,0,0,Mee,0.6,False,None,a,5,90,53.0,81,18,10,7646,1532,25325,2109,0.6,2.0,Mee,1
1,2,58,100,100,0,60551,1,,0,0,-1,1,72.6,51,34,None,,0,3,0.3,0.8,2,Ashley,1.3,6,0,12.9,125,62,107,False,56.2,138,52,270,,2021-08-21T15:30:08.893231Z,54,0,0,None,0,,60551.jpg,3.7,0,0,Westwood,0.4,False,None,a,5,90,0.0,545,220,11,10284,1461,32637,2111,0.2,2.0,Westwood,0
1,0,33,None,None,1,60586,4,,0,0,0,0,44.0,100,62,3,,0,3,2.3,2.8,5,Johann Berg,3.3,7,0,9.2,178,85,108,False,41.8,185,71,305,,None,55,0,0,None,0,,60586.jpg,2.8,0,0,Gudmundsson,0.1,False,None,a,5,90,8.0,238,126,11,1413,403,2684,302,0.6,2.0,Gudmundsson,1
0,3,33,None,None,0,60689,None,,0,0,-1,1,49.7,89,15,None,,0,4,3.3,3.8,2,Chris,4.3,8,1,27.1,31,10,109,False,55.0,141,15,339,,None,69,0,0,1,0,,60689.jpg,3.8,0,0,Wood,1.7,False,None,a,5,90,166.0,14,6,15,39482,6980,143780,12006,0.6,2.2,Wood,0
1,1,58,None,None,0,68983,None,,-1,1,-1,1,55.3,77,17,None,,0,2,1.7,2.2,1,Matthew,2.7,8,0,14.3,111,30,110,False,69.6,99,34,360,,None,44,0,0,None,0,,68983.jpg,2.2,0,0,Lowton,1.6,False,None,a,5,90,18.0,179,41,9,20808,2983,79290,9524,0.6,2.0,Lowton,0
