name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Jhon Durán,FWD,Aston Villa,3.2,0,0,3,0,0.0,44,0.00,0.00,0.00,0.33,25,0,0,0.2,0.0,2023-08-27T13:00:00Z,4,6,0,0,0,0,3,0,11960,0,3,1,2.0,1,5987,7315,1328,50,False,0,3
Oscar Bobb,MID,Man City,1.5,0,0,0,0,0.0,345,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,17,0,0,0,0,3,0,2697,0,2,1,0.0,0,-366,87,453,45,False,0,3
Michail Antonio,FWD,West Ham,5.7,0,1,29,1,10.9,523,0.32,1.05,0.73,1.09,24,0,1,10.3,45.8,2023-08-26T16:30:00Z,78,5,0,0,0,0,3,0,235868,1,3,1,46.0,7,21164,41726,20562,60,False,0,3
Malang Sarr,DEF,Chelsea,0.5,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,10064,0,0,3,0.0,0,-594,663,1257,45,True,0,3
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,0,0.0,589,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,520,0,0,3,0.0,0,-196,0,196,50,True,0,3
Micky van de Ven,DEF,Spurs,4.7,0,0,30,1,0.8,639,0.00,0.00,0.00,0.67,22,0,0,3.1,29.8,2023-08-26T11:30:00Z,90,3,0,0,0,0,3,0,69387,1,2,0,0.0,6,32836,38345,5509,45,False,0,3
Adama Traoré,MID,Fulham,0.5,0,0,-2,0,0.3,662,0.00,0.12,0.12,0.94,21,1,0,2.6,5.0,2023-08-26T14:00:00Z,19,1,0,0,0,0,3,0,3081,0,2,2,21.0,1,288,1015,727,50,False,0,3
Shola Shoretire,FWD,Man Utd,0.5,0,0,0,0,0.0,399,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,16,0,0,0,0,3,0,13616,0,2,3,0.0,0,-1490,499,1989,45,True,0,3
Lisandro Martínez,DEF,Man Utd,0.5,0,0,18,0,16.0,391,0.04,0.04,0.00,1.24,28,2,0,3.5,17.4,2023-08-26T14:00:00Z,90,16,0,0,0,0,3,0,536182,1,2,3,2.0,1,-86811,10127,96938,49,True,0,3
Alex Mighten,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,456,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,14,0,0,0,0,3,0,3094,0,2,3,0.0,0,-368,106,474,45,False,0,3
Bryan Mbeumo,MID,Brentford,8.3,0,0,10,0,41.0,108,0.25,0.29,0.04,0.80,23,1,0,6.3,11.0,2023-08-26T14:00:00Z,90,8,0,0,0,0,3,0,2276776,1,1,1,11.0,2,1118529,1150369,31840,67,True,0,3
Nicolas Pépé,MID,Arsenal,0.5,0,0,0,0,0.0,16,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,10,0,0,0,0,3,0,7541,0,2,2,0.0,0,-861,151,1012,49,True,0,3
Alexis Mac Allister,MID,Liverpool,0.3,0,0,8,0,1.8,304,0.01,0.01,0.00,1.60,29,1,0,1.9,17.6,2023-08-27T15:30:00Z,76,15,0,0,0,0,3,0,607408,1,2,1,0.0,2,-417199,6672,423871,60,False,0,3
Omari Kellyman,MID,Aston Villa,0.5,0,0,0,0,0.0,618,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,6,0,0,0,0,3,0,3867,0,3,1,0.0,0,-342,251,593,45,False,0,3
Youri Tielemans,MID,Aston Villa,1.5,0,0,3,0,0.0,58,0.00,0.00,0.00,0.33,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,4,6,0,0,0,0,3,0,83838,0,3,1,0.0,1,-16380,2353,18733,59,False,0,3
Remo Freuler,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,446,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,14,0,0,0,0,3,0,2246,0,2,3,0.0,0,-305,33,338,49,False,0,3
Illia Zabarnyi,DEF,Bournemouth,1.3,0,0,18,0,1.4,89,0.02,0.02,0.00,2.06,22,2,0,2.3,19.2,2023-08-26T11:30:00Z,90,18,0,0,0,0,3,0,9650,1,2,0,2.0,1,-20,1123,1143,45,True,0,3
Karl Hein,GK,Arsenal,0.5,0,0,0,0,0.0,646,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,10,0,0,0,0,3,0,2167,0,2,2,0.0,0,258,396,138,40,True,0,3
Aaron Connolly,FWD,Brighton,0.0,0,0,0,0,0.0,127,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2023-08-26T16:30:00Z,0,19,0,0,0,0,3,0,3438,0,3,1,0.0,0,-719,0,719,45,True,0,3
Dean Henderson,GK,Man Utd,0.5,0,0,0,0,0.0,385,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,16,0,0,0,0,3,0,28730,0,2,3,0.0,0,-2226,449,2675,45,True,0,3
Jay Rodriguez,FWD,Burnley,0.0,0,0,-3,0,0.3,177,0.00,0.45,0.45,0.02,25,0,0,0.1,0.0,2023-08-27T13:00:00Z,9,2,0,0,0,0,3,0,19436,0,3,1,5.0,1,-2622,1189,3811,54,True,0,3
Marcos Senesi,DEF,Bournemouth,0.7,0,0,0,0,0.0,83,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2023-08-26T11:30:00Z,0,18,0,0,0,0,3,0,14511,0,2,0,0.0,0,78,1773,1695,44,True,0,3
Granit Xhaka,MID,Arsenal,0.0,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,10,0,0,0,0,3,0,1263,0,2,2,0.0,0,-251,0,251,60,True,0,3
James Trafford,GK,Burnley,1.5,0,0,15,0,0.1,596,0.00,0.00,0.00,2.51,25,3,0,2.8,27.6,2023-08-27T13:00:00Z,90,2,0,0,0,0,3,3,97030,1,3,1,0.0,2,-2786,2148,4934,45,True,0,3
Dan Burn,DEF,Newcastle,1.7,0,0,15,0,12.2,407,0.01,0.01,0.00,0.95,29,2,0,3.7,23.2,2023-08-27T15:30:00Z,90,11,0,0,0,0,3,0,283304,1,2,1,2.0,1,-11656,9177,20833,45,True,0,3
Saïd Benrahma,MID,West Ham,2.7,1,0,21,0,44.9,525,0.22,0.22,0.00,0.96,24,1,0,9.1,30.4,2023-08-26T16:30:00Z,51,5,0,0,0,0,3,0,70373,0,3,1,16.0,4,-10178,4184,14362,59,False,0,3
Brandon Aguilera Zamora,MID,Nott'm Forest,0.0,0,0,0,0,0.0,434,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,14,0,0,0,0,3,0,872,0,2,3,0.0,0,-223,0,223,45,False,0,3
Tyler Onyango,MID,Everton,0.3,0,0,0,0,0.0,650,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,20,0,0,0,0,3,0,755,0,1,0,0.0,0,13,125,112,45,True,0,3
Joe Taylor,FWD,Luton,0.0,0,0,0,0,0.0,336,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,19877,0,0,3,0.0,0,-4293,0,4293,45,False,0,3
Gustavo Hamer,MID,Sheffield Utd,2.5,0,0,9,0,10.6,663,0.02,0.16,0.14,3.52,30,2,0,2.3,6.0,2023-08-27T13:00:00Z,90,13,0,0,0,0,3,0,10260,1,2,1,6.0,2,5450,6568,1118,50,True,0,3
Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,408,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,1289,0,2,1,0.0,0,-148,0,148,40,True,0,3
Joachim Andersen,DEF,Crystal Palace,7.3,0,3,38,0,51.0,220,0.13,0.18,0.05,0.97,23,1,1,14.4,74.0,2023-08-26T14:00:00Z,90,4,0,0,0,0,3,0,280497,1,1,1,19.0,11,16538,39131,22593,45,False,0,3
Allan Campbell,MID,Luton,-0.5,0,0,0,0,0.0,319,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,3487,0,0,3,0.0,0,-559,64,623,49,False,0,3
Carlos Mendes Gomes,MID,Luton,0.0,0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,1346,0,0,3,0.0,0,-302,0,302,45,False,0,3
Pedro Lomba Neto,MID,Wolves,3.3,1,1,29,1,61.0,567,0.45,0.49,0.04,1.20,27,0,0,9.5,26.0,2023-08-26T14:00:00Z,90,9,0,0,0,0,3,0,23316,1,1,0,8.0,7,-2117,2841,4958,55,False,0,3
Luc De Fougerolles,DEF,Fulham,-0.5,0,0,0,0,0.0,625,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,1,0,0,0,0,3,0,4457,0,2,2,0.0,0,-226,213,439,40,False,0,3
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,640,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2023-08-26T11:30:00Z,0,3,0,0,0,0,3,0,32316,0,2,0,0.0,0,-2487,2592,5079,45,False,0,3
Lucas Digne,DEF,Aston Villa,5.2,1,0,17,0,22.5,42,0.08,0.08,0.00,0.28,25,1,0,5.4,21.8,2023-08-27T13:00:00Z,80,6,0,0,0,0,3,0,257804,1,3,1,10.0,5,118092,135008,16916,45,False,0,3
Enzo Fernández,MID,Chelsea,1.5,0,0,1,1,38.5,199,0.29,0.55,0.26,0.43,26,0,0,5.4,0.0,2023-08-25T19:00:00Z,90,12,0,0,0,0,3,0,440229,1,0,3,18.0,2,-6685,54504,61189,50,True,1,3
Matt Targett,DEF,Newcastle,0.3,0,0,3,0,0.7,428,0.00,0.00,0.00,0.45,29,1,0,0.2,0.8,2023-08-27T15:30:00Z,3,11,0,0,0,0,3,0,15031,0,2,1,0.0,1,-1640,388,2028,44,True,0,3
Demarai Gray,MID,Everton,0.0,0,0,0,0,0.0,253,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,20,0,0,0,0,3,0,23026,0,1,0,0.0,0,-6453,453,6906,54,True,0,3
Stefan Ortega Moreno,GK,Man City,1.5,0,0,0,0,0.0,361,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,17,0,0,0,0,3,0,58823,0,2,1,0.0,0,-5761,816,6577,40,False,0,3
Sam Johnstone,GK,Crystal Palace,3.3,0,0,8,0,0.0,230,0.00,0.00,0.00,0.97,23,1,0,0.2,1.8,2023-08-26T14:00:00Z,90,4,0,0,0,0,3,0,195002,1,1,1,0.0,2,-1457,11801,13258,45,False,0,3
Emiliano Buendía Stati,MID,Aston Villa,0.0,0,0,0,0,0.0,35,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,6,0,0,0,0,3,0,6791,0,3,1,0.0,0,-3228,86,3314,59,False,0,3
Alexandre Moreno Lopera,DEF,Aston Villa,0.0,0,0,0,0,0.0,32,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,6,0,0,0,0,3,0,3636,0,3,1,0.0,0,-460,182,642,50,False,0,3
Japhet Tanganga,DEF,Spurs,0.0,0,0,0,0,0.0,518,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2023-08-26T11:30:00Z,0,3,0,0,0,0,3,0,81640,0,2,0,0.0,0,-3242,4433,7675,40,False,0,3
Marvelous Nakamba,MID,Luton,1.0,0,0,11,0,23.1,52,0.02,0.02,0.00,2.09,26,3,0,3.5,12.2,2023-08-25T19:00:00Z,90,7,0,0,0,0,3,0,109146,1,0,3,0.0,1,-13424,4746,18170,45,False,1,3
Nathan Collins,DEF,Brentford,3.0,0,0,12,0,1.1,96,0.07,0.12,0.05,0.80,23,1,0,1.8,8.8,2023-08-26T14:00:00Z,90,8,0,0,0,0,3,0,34518,1,1,1,8.0,2,4828,6754,1926,45,True,0,3
Leandro Trossard,MID,Arsenal,1.2,0,0,10,0,43.9,26,0.68,0.68,0.00,0.29,21,1,0,6.3,9.4,2023-08-26T14:00:00Z,45,10,0,0,0,0,3,0,293748,1,2,2,10.0,1,-126915,4237,131152,68,True,0,3
Antony Matheus dos Santos,MID,Man Utd,2.5,0,0,15,0,48.3,372,0.52,0.71,0.19,1.22,28,2,0,8.8,12.8,2023-08-26T14:00:00Z,84,16,0,0,0,0,3,0,105491,1,2,3,27.0,2,-16163,5049,21212,69,True,0,3
Trevoh Chalobah,DEF,Chelsea,0.0,0,0,0,0,0.0,194,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,9525,0,0,3,0.0,0,-2994,107,3101,44,True,0,3
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,9,0,0,0,0,3,0,1885,0,1,0,0.0,0,-349,0,349,45,False,0,3
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0,0.0,533,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2023-08-26T16:30:00Z,0,5,0,0,0,0,3,0,231206,0,3,1,0.0,0,-27897,3457,31354,45,False,0,3
Tino Livramento,DEF,Newcastle,0.3,0,0,0,0,0.0,633,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,21609,0,2,1,0.0,0,-1778,791,2569,45,True,0,3
Aymeric Laporte,DEF,Man City,0.0,0,0,0,0,0.0,357,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,17,0,0,0,0,3,0,28517,0,2,1,0.0,0,-8763,1108,9871,49,False,0,3
Tyler Adams,MID,Bournemouth,0.0,0,0,0,0,0.0,673,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2023-08-26T11:30:00Z,0,18,0,0,0,0,3,0,206,0,2,0,0.0,0,111,142,31,50,True,0,3
Kieran Trippier,DEF,Newcastle,1.3,0,0,15,0,61.4,430,0.18,0.18,0.00,0.95,29,2,0,8.8,22.2,2023-08-27T15:30:00Z,90,11,0,0,0,0,3,0,2967715,1,2,1,4.0,0,-47049,115111,162160,65,True,1,3
Richarlison de Andrade,MID,Spurs,1.7,0,0,-7,0,1.6,509,0.04,0.30,0.26,0.51,22,0,0,3.9,0.0,2023-08-26T11:30:00Z,59,3,0,0,0,0,3,0,351831,1,2,0,38.0,0,-21789,51911,73700,70,False,1,3
John McAtee,FWD,Luton,-0.5,0,0,0,0,0.0,324,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,212756,0,0,3,0.0,0,-33467,2256,35723,45,False,0,3
Jayden Bogle,DEF,Sheffield Utd,0.2,0,0,18,0,0.4,476,0.00,0.14,0.14,0.72,30,1,1,5.3,36.0,2023-08-27T13:00:00Z,19,13,0,0,0,0,3,0,1601,0,2,1,17.0,7,-202,96,298,45,True,0,3
Jason Steele,GK,Brighton,1.7,0,0,0,0,0.0,148,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2023-08-26T16:30:00Z,0,19,0,0,0,0,3,0,487732,0,3,1,0.0,0,-34587,17782,52369,45,True,0,3
Nick Pope,GK,Newcastle,2.3,0,0,14,0,0.0,424,0.00,0.02,0.02,0.95,29,2,0,2.2,17.8,2023-08-27T15:30:00Z,90,11,0,0,0,0,3,2,1002039,1,2,1,4.0,1,-29799,24353,54152,55,True,0,3
Kai Havertz,MID,Arsenal,2.2,0,0,2,0,23.6,6,0.14,0.41,0.27,0.29,21,1,0,4.2,5.4,2023-08-26T14:00:00Z,55,10,0,0,0,0,3,0,308042,1,2,2,13.0,1,-76821,5577,82398,74,True,0,3
Wesley Moraes Ferreira da Silva,FWD,Aston Villa,0.0,0,0,0,0,0.0,61,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,6,0,0,0,0,3,0,789,0,3,1,0.0,0,-130,0,130,50,False,0,3
Vladimír Coufal,DEF,West Ham,2.0,0,0,14,0,0.9,528,0.03,0.03,0.00,1.52,24,1,0,1.5,13.8,2023-08-26T16:30:00Z,90,5,0,0,0,0,3,0,26182,1,3,1,0.0,2,-502,1591,2093,45,False,0,3
Marcus Rashford,MID,Man Utd,4.5,2,0,21,0,19.3,396,0.58,0.70,0.12,1.24,28,2,0,7.2,23.6,2023-08-26T14:00:00Z,90,16,0,0,0,0,3,0,3998525,1,2,3,29.0,7,-440243,97260,537503,90,True,1,3
Lewis O'Brien,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,458,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,14,0,0,0,0,3,0,1458,0,2,3,0.0,0,-200,13,213,49,False,0,3
Evan Ferguson,FWD,Brighton,2.7,0,0,-2,0,3.5,132,0.04,0.71,0.67,3.33,24,3,0,8.4,10.2,2023-08-26T16:30:00Z,90,19,0,0,0,0,3,0,506600,1,3,1,70.0,2,-95362,22125,117487,60,True,0,3
Tom McGill,GK,Brighton,0.0,0,0,0,0,0.0,141,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2023-08-26T16:30:00Z,0,19,0,0,0,0,3,0,21940,0,3,1,0.0,0,-1596,539,2135,40,True,0,3
Yves Bissouma,MID,Spurs,2.3,0,0,17,1,12.9,493,0.12,0.17,0.05,0.54,22,0,0,6.2,30.2,2023-08-26T11:30:00Z,73,3,0,0,0,0,3,0,54809,1,2,0,19.0,2,20256,25332,5076,50,False,1,3
João Victor Gomes da Silva,MID,Wolves,1.7,0,0,9,1,4.2,559,0.01,0.06,0.05,1.20,27,0,0,1.7,11.0,2023-08-26T14:00:00Z,90,9,0,0,0,0,3,0,6080,1,1,0,2.0,2,-817,301,1118,50,False,1,3
Abdoulaye Doucouré,MID,Everton,2.0,0,0,10,0,14.4,249,0.10,0.31,0.21,1.16,27,1,0,8.0,20.6,2023-08-26T14:00:00Z,90,20,0,0,0,0,3,0,20102,1,1,0,45.0,2,-2223,1399,3622,55,True,0,3
Ederson Santana de Moraes,GK,Man City,6.2,0,0,7,0,0.0,352,0.00,0.00,0.00,0.73,30,1,0,0.4,4.4,2023-08-27T13:00:00Z,90,17,0,0,0,0,3,0,1771159,1,2,1,0.0,2,184503,240617,56114,55,False,0,3
Virgil van Dijk,DEF,Liverpool,0.7,0,0,-6,0,0.1,313,0.00,0.00,0.00,3.47,29,1,0,0.0,0.0,2023-08-27T15:30:00Z,27,15,0,0,0,1,3,0,938353,1,2,1,0.0,-2,-41181,41032,82213,60,False,0,3
Willy Boly,DEF,Nott'm Forest,2.5,0,0,25,0,0.6,439,0.01,0.26,0.25,2.91,28,3,1,10.3,66.4,2023-08-26T14:00:00Z,90,14,0,0,0,0,3,0,13499,1,2,3,36.0,7,-3959,552,4511,45,False,0,3
Scott McTominay,MID,Man Utd,1.2,0,0,3,0,10.2,392,0.00,0.00,0.00,0.02,28,0,0,1.4,3.4,2023-08-26T14:00:00Z,5,16,0,0,0,0,3,0,6645,0,2,3,0.0,1,-940,162,1102,49,True,0,3
Rico Lewis,DEF,Man City,3.5,0,0,0,0,0.0,358,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,17,0,0,0,0,3,0,53597,0,2,1,0.0,0,-11277,3764,15041,45,False,0,3
Alejandro Garnacho,MID,Man Utd,2.2,0,0,0,0,0.0,382,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,16,0,0,0,0,3,0,204157,0,2,3,0.0,0,-33447,12144,45591,50,True,0,3
Jean-Philippe Gbamin,MID,Everton,0.0,0,0,0,0,0.0,251,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,20,0,0,0,0,3,0,2615,0,1,0,0.0,0,-346,53,399,45,True,0,3
Lewis Dobbin,MID,Everton,1.7,0,0,3,1,1.8,624,0.00,0.07,0.07,0.58,27,0,0,2.8,5.2,2023-08-26T14:00:00Z,65,20,0,0,0,0,3,0,3422,1,1,0,21.0,3,51,473,422,45,True,0,3
Riyad Mahrez,MID,Man City,0.0,0,0,0,0,0.0,359,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,17,0,0,0,0,3,0,5507,0,2,1,0.0,0,-922,0,922,75,False,0,3
Matija Šarkić,GK,Wolves,0.0,0,0,0,0,0.0,571,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,9,0,0,0,0,3,0,47185,0,1,0,0.0,0,-3600,0,3600,40,False,0,3
Auston Trusty,DEF,Sheffield Utd,-1.5,0,0,0,0,0.0,27,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,13,0,0,0,0,3,0,98092,0,2,1,0.0,0,-2250,6820,9070,40,True,0,3
Anthony Gordon,MID,Newcastle,4.7,0,2,28,1,30.7,412,0.22,0.80,0.59,0.40,29,0,1,11.6,46.8,2023-08-27T15:30:00Z,71,11,0,0,0,0,3,0,49514,1,2,1,38.0,10,-4479,5073,9552,55,True,0,3
Emmanuel Dennis,FWD,Nott'm Forest,-0.5,0,0,0,0,0.0,443,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,14,0,0,0,0,3,0,41234,0,2,3,0.0,0,-8753,1309,10062,49,False,0,3
Nathaniel Clyne,DEF,Crystal Palace,0.0,0,0,0,0,0.0,222,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,4,0,0,0,0,3,0,11635,0,1,1,0.0,0,-928,376,1304,45,False,0,3
Thiago Alcántara do Nascimento,MID,Liverpool,0.0,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,15,0,0,0,0,3,0,19065,0,2,1,0.0,0,-3794,586,4380,49,False,0,3
Ethan Brierley,MID,Brentford,1.1,0,0,0,0,0.0,684,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,8,0,0,0,0,3,0,0,0,1,1,0.0,0,0,0,0,45,True,0,3
Ryan Giles,DEF,Luton,0.0,0,0,10,0,21.8,553,0.04,0.10,0.06,2.09,26,3,0,4.8,9.2,2023-08-25T19:00:00Z,90,7,0,0,0,0,3,0,13425,1,0,3,17.0,1,-812,477,1289,45,False,0,3
Admiral Muskwe,FWD,Luton,-0.5,0,0,0,0,0.0,327,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,18588,0,0,3,0.0,0,-2298,403,2701,45,False,0,3
Edson Álvarez Velázquez,MID,West Ham,0.7,0,0,7,0,0.5,642,0.00,0.00,0.00,1.16,24,1,0,1.6,15.8,2023-08-26T16:30:00Z,83,5,0,0,0,0,3,0,9894,1,3,1,0.0,1,187,1280,1093,50,False,1,3
Jakub Kiwior,DEF,Arsenal,1.2,0,0,11,0,4.7,10,0.03,0.35,0.32,0.53,21,2,0,3.5,16.0,2023-08-26T14:00:00Z,90,10,0,0,0,0,3,0,9160,1,2,2,14.0,1,-758,332,1090,44,True,0,3
Lloyd Kelly,DEF,Bournemouth,0.3,0,0,9,0,1.0,70,0.01,0.01,0.00,2.06,22,2,0,1.0,7.4,2023-08-26T11:30:00Z,90,18,0,0,0,0,3,0,1609,1,2,0,2.0,0,101,213,112,45,True,1,3
Vitalii Mykolenko,DEF,Everton,0.0,0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,20,0,0,0,0,3,0,16371,0,1,0,0.0,0,-2495,386,2881,44,True,0,3
Aidan Francis-Clarke,DEF,Luton,-0.5,0,0,0,0,0.0,648,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,1904,0,0,3,0.0,0,133,274,141,40,False,0,3
Emerson Leite de Souza Junior,DEF,Spurs,3.0,0,0,0,0,0.0,497,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2023-08-26T11:30:00Z,0,3,0,0,0,0,3,0,183985,0,2,0,0.0,0,12254,36949,24695,45,False,0,3
Joël Veltman,DEF,Brighton,2.0,1,0,13,0,11.4,151,0.02,0.09,0.07,0.53,24,0,0,4.9,20.6,2023-08-26T16:30:00Z,18,19,0,0,0,0,3,0,77502,0,3,1,17.0,4,-16904,3561,20465,44,True,0,3
Miguel Almirón Rejala,MID,Newcastle,2.0,0,0,7,0,5.1,402,0.02,0.61,0.59,0.95,29,2,0,4.0,0.0,2023-08-27T15:30:00Z,90,11,0,0,0,0,3,0,561157,1,2,1,36.0,2,-89888,13929,103817,64,True,0,3
Bobby Thomas,DEF,Burnley,0.0,0,0,0,0,0.0,179,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,2,0,0,0,0,3,0,1794,0,3,1,0.0,0,-197,0,197,40,True,0,3
Charlie Goode,DEF,Brentford,0.0,0,0,0,0,0.0,102,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,8,0,0,0,0,3,0,14029,0,1,1,0.0,0,-941,436,1377,40,True,0,3
Alejo Véliz,FWD,Spurs,0.0,0,0,0,0,0.0,641,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2023-08-26T11:30:00Z,0,3,0,0,0,0,3,0,5880,0,2,0,0.0,0,-724,684,1408,55,False,0,3
Kepa Arrizabalaga,GK,Chelsea,0.0,0,0,0,0,0.0,187,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,41488,0,0,3,0.0,0,-18912,0,18912,50,True,0,3
Mark Travers,GK,Bournemouth,0.0,0,0,0,0,0.0,88,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2023-08-26T11:30:00Z,0,18,0,0,0,0,3,0,14021,0,2,0,0.0,0,-1228,0,1228,40,True,0,3
Guglielmo Vicario,GK,Spurs,6.3,0,0,28,1,0.0,520,0.00,0.00,0.00,0.67,22,0,0,2.0,20.4,2023-08-26T11:30:00Z,90,3,0,0,0,0,3,3,162814,1,2,0,0.0,7,86937,102459,15522,50,False,0,3
Isaac Hayden,MID,Newcastle,0.0,0,0,0,0,0.0,413,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,4595,0,2,1,0.0,0,-600,127,727,45,True,0,3
Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,0,0.0,419,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,37721,0,2,1,0.0,0,-2548,1308,3856,40,True,0,3
