name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Alex McCarthy,GK,Southampton,2.5,0,0,19,0,0.0,469,0.00,0.00,0.00,2.45,18,1,0,5.2,52.0,2024-08-24T14:00:00Z,90,False,16,0,0,0,0,2,7,18825,1,1,0,0.0,4,1203,2760,1557,45,True,0,2
Neal Maupay,FWD,Everton,0.0,0,0,0,0,0.0,229,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,18,0,0,0,0,2,0,149992,0,0,4,0.0,0,-15595,8545,24140,50,False,0,2
Steven Benda,GK,Fulham,0.5,0,0,0,0,0.0,242,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,11,0,0,0,0,2,0,46108,0,1,2,0.0,0,1184,3275,2091,40,True,0,2
Dean Henderson,GK,Crystal Palace,1.5,0,0,1,0,0.0,201,0.00,0.00,0.00,1.39,14,2,0,1.1,11.4,2024-08-24T14:00:00Z,90,False,19,0,0,0,0,2,1,1652313,1,2,0,0.0,1,8957,58251,49294,45,True,0,2
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0.0,552,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,6,0,0,0,0,2,0,32530,0,6,2,0.0,0,-979,1689,2668,40,True,0,2
Cheick Doucouré,MID,Crystal Palace,0.5,0,0,0,0,0.0,193,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,19,0,0,0,0,2,0,8765,0,2,0,0.0,0,-737,657,1394,50,True,0,2
Scott McTominay,MID,Man Utd,1.0,0,0,1,0,0.2,381,0.00,0.07,0.07,0.60,13,1,0,0.8,2.6,2024-08-24T11:30:00Z,11,False,5,0,0,0,0,2,0,87147,0,1,2,5.0,1,-11585,2645,14230,50,False,0,2
Wilfred Ndidi,MID,Leicester,1.5,0,0,18,0,12.4,300,0.01,0.10,0.09,1.78,15,2,0,5.0,20.4,2024-08-24T14:00:00Z,90,False,9,0,0,0,0,2,0,15977,1,1,2,17.0,2,-64,1831,1895,50,False,0,2
John Ruddy,GK,Newcastle,0.5,0,0,0,0,0.0,414,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,3,0,0,0,0,2,0,28304,0,1,1,0.0,0,81,1317,1236,40,False,0,2
Caleb Okoli,DEF,Leicester,-0.5,0,0,0,0,0.0,301,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,9,0,0,0,0,2,0,19024,0,1,2,0.0,0,-993,820,1813,40,False,0,2
Odysseas Vlachodimos,GK,Newcastle,0.5,0,0,0,0,0.0,412,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,3,0,0,0,0,2,0,12974,0,1,1,0.0,0,-1467,99,1566,45,False,0,2
George Earthy,MID,West Ham,0.0,0,0,0,0,0.0,519,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,7,0,0,0,0,2,0,7495,0,2,0,0.0,0,-2882,0,2882,45,False,0,2
Daichi Kamada,MID,Crystal Palace,1.0,0,0,7,0,23.9,205,0.03,0.03,0.00,0.56,14,2,0,3.4,9.8,2024-08-24T14:00:00Z,27,False,19,0,0,0,0,2,0,50513,0,2,0,0.0,1,-3267,2787,6054,55,True,0,2
Reece James,DEF,Chelsea,0.0,0,0,0,0,0.0,172,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,20,0,0,0,0,2,0,9284,0,6,2,0.0,0,-1652,264,1916,50,False,0,2
Georginio Rutter,MID,Brighton,2.0,0,0,4,0,0.8,618,0.01,0.01,0.00,0.10,13,0,0,0.2,1.6,2024-08-24T11:30:00Z,1,False,14,0,0,0,0,2,0,2247,0,1,2,0.0,1,1528,1740,212,55,True,0,2
Conor Chaplin,MID,Ipswich,0.0,0,0,3,0,0.1,265,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2024-08-24T14:00:00Z,1,False,13,0,0,0,0,2,0,23357,0,1,4,0.0,1,-1937,1130,3067,55,False,0,2
Santiago Bueno,DEF,Wolves,0.0,0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,6,0,0,0,0,2,0,8254,0,6,2,0.0,0,-921,114,1035,45,True,0,2
Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,0,0.0,279,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,13,0,0,0,0,2,0,803,0,1,4,0.0,0,-229,0,229,40,False,0,2
Kenny Tete,DEF,Fulham,2.5,0,0,0,0,4.2,257,0.02,0.21,0.19,0.61,15,1,0,2.5,9.8,2024-08-24T14:00:00Z,90,False,11,0,0,0,0,2,0,35936,1,1,2,11.0,2,9464,12067,2603,45,True,0,2
Pablo Sarabia,MID,Wolves,1.0,0,0,7,0,1.9,565,0.01,0.03,0.02,0.32,20,1,0,2.9,8.4,2024-08-25T13:00:00Z,22,False,6,0,0,0,0,2,0,19657,0,6,2,19.0,1,-3096,632,3728,55,True,0,2
Diogo Teixeira da Silva,MID,Liverpool,7.5,1,0,19,1,24.9,317,0.06,0.65,0.59,0.36,16,0,0,6.9,17.6,2024-08-25T15:30:00Z,71,False,4,0,0,0,0,2,0,1891263,1,0,2,26.0,6,270407,320750,50343,76,True,0,2
Kortney Hause,DEF,Aston Villa,-1.0,0,0,0,0,0.0,40,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,False,1,0,0,0,0,2,0,56634,0,2,0,0.0,0,-440,4439,4879,40,True,0,2
Liam Delap,FWD,Ipswich,0.5,0,0,-3,0,0.9,268,0.01,0.01,0.00,3.30,17,3,0,0.9,1.6,2024-08-24T14:00:00Z,82,False,13,0,0,0,0,2,0,38623,1,1,4,6.0,2,-1171,4468,5639,55,False,0,2
Tino Livramento,DEF,Newcastle,4.5,0,0,5,0,2.3,409,0.01,0.01,0.00,1.16,12,1,0,1.2,9.8,2024-08-25T13:00:00Z,57,False,3,0,0,0,0,2,0,268138,1,1,1,0.0,1,96182,110019,13837,45,False,0,2
Tyler Adams,MID,Bournemouth,0.0,0,0,0,0,0.0,60,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,15,0,0,0,0,2,0,730,0,1,1,0.0,0,-162,59,221,50,True,0,2
Danilo dos Santos de Oliveira,MID,Nott'm Forest,0.0,0,0,0,0,0.0,429,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,17,0,0,0,0,2,0,3613,0,1,0,0.0,0,-2465,127,2592,49,False,0,2
Jenson Metcalfe,MID,Everton,0.0,0,0,0,0,0.0,614,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,18,0,0,0,0,2,0,598,0,0,4,0.0,0,179,226,47,45,False,0,2
Marcus Rashford,MID,Man Utd,2.5,0,0,4,0,7.3,385,0.01,0.01,0.00,1.33,13,1,0,1.1,0.0,2024-08-24T11:30:00Z,64,False,5,0,0,0,0,2,0,412866,1,1,2,4.0,2,-33984,21693,55677,70,False,0,2
James Maddison,MID,Spurs,5.5,1,0,25,1,41.8,494,0.38,0.79,0.41,1.00,19,0,0,11.1,38.6,2024-08-24T14:00:00Z,78,False,8,0,0,0,0,2,0,495594,1,0,4,31.0,6,36050,69307,33257,75,True,0,2
Daniel Muñoz,DEF,Crystal Palace,2.5,0,0,9,0,4.2,211,0.02,0.02,0.00,1.39,14,2,0,2.0,11.8,2024-08-24T14:00:00Z,90,False,19,0,0,0,0,2,0,434799,1,2,0,4.0,1,14558,36687,22129,50,True,0,2
Bruno Guimarães Rodriguez Moura,MID,Newcastle,3.0,0,0,17,0,26.9,394,0.23,0.33,0.10,2.23,12,1,0,6.1,22.6,2024-08-25T13:00:00Z,90,False,3,0,0,0,0,2,0,311788,1,1,1,11.0,2,-18005,15376,33381,65,False,0,2
Fraser Forster,GK,Spurs,0.0,0,0,0,0,0.0,488,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,8,0,0,0,0,2,0,23716,0,0,4,0.0,0,-1829,702,2531,45,True,0,2
Elliot Anderson,MID,Nott'm Forest,2.5,0,0,17,1,12.7,423,0.03,0.08,0.05,0.14,18,0,0,4.1,16.8,2024-08-24T14:00:00Z,74,False,17,0,0,0,0,2,0,14707,1,1,0,11.0,3,-957,695,1652,50,False,0,2
Charlie Taylor,DEF,Southampton,0.0,0,0,3,0,1.6,475,0.01,0.01,0.00,0.19,18,0,0,0.4,0.8,2024-08-24T14:00:00Z,14,False,16,0,0,0,0,2,0,508089,0,1,0,2.0,1,-24087,9161,33248,40,True,0,2
Bryan Mbeumo,MID,Brentford,4.5,0,0,6,0,17.7,99,0.12,0.15,0.03,2.65,16,2,0,3.0,5.4,2024-08-25T15:30:00Z,90,False,12,0,0,0,0,2,0,449513,1,0,2,7.0,1,23925,61882,37957,70,False,1,2
Matty Cash,DEF,Aston Villa,0.5,0,0,3,0,0.0,32,0.00,0.00,0.00,0.12,11,0,0,0.3,0.6,2024-08-24T16:30:00Z,15,False,1,0,0,0,0,2,0,314450,1,2,0,2.0,1,3007,28026,25019,45,True,0,2
Adam Lallana,MID,Southampton,-0.1,0,0,0,0,0.0,463,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,16,0,0,0,0,2,0,2405,0,1,0,0.0,0,-1088,22,1110,50,True,0,2
Sandro Tonali,MID,Newcastle,0.0,0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,3,0,0,0,0,2,0,5004,0,1,1,0.0,0,-254,299,553,55,False,0,2
Issa Diop,DEF,Fulham,2.5,0,0,5,0,0.8,245,0.01,0.01,0.00,0.61,15,1,0,1.0,7.4,2024-08-24T14:00:00Z,90,False,11,0,0,0,0,2,0,28544,1,1,2,2.0,2,3643,5499,1856,45,True,0,2
Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,0,0,0,0,0.0,128,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,False,14,0,0,0,0,2,0,10586,0,1,2,0.0,0,-1351,322,1673,45,True,0,2
Joelinton Cássio Apolinário de Lira,MID,Newcastle,6.5,0,0,5,0,16.5,403,0.03,0.10,0.07,2.23,12,1,0,4.8,14.8,2024-08-25T13:00:00Z,90,False,3,0,0,0,0,2,0,304116,1,1,1,17.0,1,151080,169544,18464,60,False,1,2
John McGinn,MID,Aston Villa,1.5,0,0,10,1,2.0,48,0.01,0.01,0.00,0.36,11,0,0,0.3,0.6,2024-08-24T16:30:00Z,64,False,1,0,0,0,0,2,0,200015,1,2,0,0.0,3,-16915,7255,24170,55,True,0,2
Oscar Bobb,MID,Man City,0.0,0,0,0,0,0.0,343,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,10,0,0,0,0,2,0,18555,0,1,4,0.0,0,-13395,329,13724,49,True,0,2
Pedro Cardoso de Lima,DEF,Wolves,0.0,0,0,0,0,0.0,561,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,6,0,0,0,0,2,0,143202,0,6,2,0.0,0,-605,9927,10532,40,True,0,2
Pierre-Emile Højbjerg,MID,Spurs,0.0,0,0,0,0,0.0,490,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,8,0,0,0,0,2,0,547,0,0,4,0.0,0,-272,0,272,50,True,0,2
Nathan Collins,DEF,Brentford,3.0,0,0,10,0,0.6,88,0.00,0.15,0.15,2.65,16,2,0,8.3,42.6,2024-08-25T15:30:00Z,90,False,12,0,0,0,0,2,0,56031,1,0,2,40.0,1,8897,12902,4005,45,False,0,2
Jesper Lindstrøm,MID,Everton,0.5,0,0,4,0,4.4,577,0.01,0.05,0.04,0.77,19,2,0,3.0,9.0,2024-08-24T14:00:00Z,33,False,18,0,0,0,0,2,0,12039,0,0,4,17.0,1,-2577,221,2798,54,False,0,2
Marc Guéhi,DEF,Crystal Palace,0.5,0,0,6,0,0.8,200,0.02,0.02,0.00,1.39,14,2,0,3.6,34.8,2024-08-24T14:00:00Z,90,False,19,0,0,0,0,2,0,655527,1,2,0,0.0,1,-32443,20803,53246,45,True,0,2
Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,0,0.0,112,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,False,12,0,0,0,0,2,0,3173,0,0,2,0.0,0,-2084,0,2084,45,False,0,2
William Osula,FWD,Newcastle,0.5,0,0,0,0,0.0,590,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,3,0,0,0,0,2,0,11203,0,1,1,0.0,0,-880,1164,2044,50,False,0,2
Harry Souttar,DEF,Leicester,0.0,0,0,0,0,0.0,303,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,9,0,0,0,0,2,0,1828,0,1,2,0.0,0,-513,0,513,40,False,0,2
Jean-Philippe Mateta,FWD,Crystal Palace,1.5,0,0,5,0,25.3,207,0.23,0.53,0.30,1.39,14,2,0,3.8,4.8,2024-08-24T14:00:00Z,90,False,19,0,0,0,0,2,0,593804,1,2,0,8.0,2,10366,94580,84214,75,True,0,2
Ben Nelson,DEF,Leicester,-0.5,0,0,0,0,0.0,616,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,9,0,0,0,0,2,0,2240,0,1,2,0.0,0,604,693,89,40,False,0,2
Bernardo Veiga de Carvalho e Silva,MID,Man City,5.5,0,0,9,0,12.5,342,0.07,0.18,0.11,0.29,17,1,0,2.9,1.6,2024-08-24T14:00:00Z,90,False,10,0,0,0,0,2,0,688863,1,1,4,15.0,2,213046,252419,39373,66,True,0,2
Filip Jørgensen,GK,Chelsea,0.0,0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,20,0,0,0,0,2,0,32295,0,6,2,0.0,0,-2597,1509,4106,45,False,0,2
David Brooks,MID,Bournemouth,0.0,0,0,0,0,0.0,62,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,15,0,0,0,0,2,0,856,0,1,1,0.0,0,-312,26,338,50,True,0,2
Son Heung-min,MID,Spurs,9.0,0,3,55,1,15.8,503,0.05,1.19,1.14,1.00,19,0,2,13.5,75.8,2024-08-24T14:00:00Z,90,False,8,0,0,0,0,2,0,871942,1,0,4,43.0,16,-67628,33013,100641,100,True,0,2
Solly March,MID,Brighton,0.0,0,0,0,0,0.0,132,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,False,14,0,0,0,0,2,0,602,0,1,2,0.0,0,-103,61,164,65,True,0,2
Manor Solomon,MID,Spurs,0.0,0,0,0,0,0.0,502,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,8,0,0,0,0,2,0,6128,0,0,4,0.0,0,-867,235,1102,55,True,0,2
Nathaniel Phillips,DEF,Liverpool,0.5,0,0,0,0,0.0,332,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,False,4,0,0,0,0,2,0,17285,0,0,2,0.0,0,-912,1154,2066,40,True,0,2
Kieran Trippier,DEF,Newcastle,1.0,0,0,4,0,4.9,418,0.02,0.02,0.00,1.07,12,0,0,1.2,7.2,2024-08-25T13:00:00Z,32,False,3,0,0,0,0,2,0,1018843,0,1,1,0.0,1,-267155,15134,282289,59,False,0,2
John Stones,DEF,Man City,2.0,0,0,6,0,5.4,362,0.01,0.01,0.00,0.00,17,0,0,1.3,6.0,2024-08-24T14:00:00Z,40,False,10,0,0,0,0,2,0,201862,0,1,4,2.0,1,-22747,6368,29115,55,True,0,2
Sam Morsy,MID,Ipswich,0.0,0,0,14,0,2.8,278,0.00,0.00,0.00,3.34,17,4,0,2.7,23.8,2024-08-24T14:00:00Z,90,False,13,0,0,0,0,2,0,19566,1,1,4,0.0,1,-1130,1556,2686,50,False,1,2
Lewis Hall,DEF,Newcastle,3.5,0,0,6,0,15.3,399,0.10,0.10,0.00,0.42,12,0,0,3.5,17.2,2024-08-25T13:00:00Z,21,False,3,0,0,0,0,2,0,484565,0,1,1,2.0,1,20497,40839,20342,45,False,0,2
Marc Guiu Paz,FWD,Chelsea,0.5,0,0,0,0,0.0,178,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,20,0,0,0,0,2,0,77517,0,6,2,0.0,0,1479,12951,11472,50,False,0,2
Tom Cannon,FWD,Leicester,-0.5,0,0,0,0,0.0,286,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,9,0,0,0,0,2,0,135066,0,1,2,0.0,0,3125,15916,12791,45,False,0,2
Ben Davies,DEF,Spurs,0.0,0,0,0,0,0.0,484,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,8,0,0,0,0,2,0,21315,0,0,4,0.0,0,-1714,1048,2762,45,True,0,2
Tyler Morton,MID,Liverpool,0.5,0,0,0,0,0.0,331,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,False,4,0,0,0,0,2,0,4837,0,0,2,0.0,0,-247,352,599,45,True,0,2
Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,0,0.0,208,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,19,0,0,0,0,2,0,8714,0,2,0,0.0,0,-2676,115,2791,45,True,0,2
Calvin Bassey,DEF,Fulham,2.0,0,0,9,0,1.3,241,0.00,0.00,0.00,0.61,15,1,0,1.5,14.0,2024-08-24T14:00:00Z,90,False,11,0,0,0,0,2,0,36794,1,1,2,0.0,2,2578,6159,3581,45,True,0,2
Eddie Nketiah,FWD,Arsenal,1.0,0,0,0,0,0.0,11,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,False,2,0,0,0,0,2,0,31476,0,2,0,0.0,0,-6953,2396,9349,59,False,0,2
Andreas Hoelgebaum Pereira,MID,Fulham,2.0,0,0,22,0,96.3,240,0.37,0.43,0.06,0.47,15,1,0,11.9,17.2,2024-08-24T14:00:00Z,85,False,11,0,0,0,0,2,0,358428,1,1,2,5.0,2,-12547,23636,36183,55,True,0,2
Matheus Santos Carneiro Da Cunha,FWD,Wolves,3.5,0,0,34,0,26.8,541,0.20,1.13,0.93,1.24,20,5,1,11.0,39.6,2024-08-25T13:00:00Z,67,False,6,0,0,0,0,2,0,188122,1,6,2,44.0,6,-22455,11678,34133,65,True,0,2
Amadou Onana,MID,Aston Villa,4.5,0,0,2,0,2.0,233,0.01,0.12,0.11,0.49,11,1,0,0.9,0.6,2024-08-24T16:30:00Z,75,False,1,0,0,0,0,2,0,309609,1,2,0,6.0,1,129331,151861,22530,50,True,1,2
Morgan Rogers,MID,Aston Villa,1.0,0,0,16,0,23.4,54,0.07,0.18,0.11,0.87,11,2,0,5.3,14.4,2024-08-24T16:30:00Z,90,False,1,0,0,0,0,2,0,831058,1,2,0,15.0,2,8365,54529,46164,50,True,0,2
Reiss Nelson,MID,Arsenal,1.5,0,0,3,0,0.0,10,0.00,0.00,0.00,0.02,11,0,0,0.2,2.0,2024-08-24T16:30:00Z,2,False,2,0,0,0,0,2,0,4193,0,2,0,0.0,1,-549,252,801,50,False,0,2
Tosin Adarabioyo,DEF,Chelsea,0.0,0,0,0,0,0.0,187,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,20,0,0,0,0,2,0,21937,0,6,2,0.0,0,-3705,337,4042,45,False,0,2
Matt Targett,DEF,Newcastle,0.5,0,0,0,0,0.0,416,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,3,0,0,0,0,2,0,43200,0,1,1,0.0,0,-1056,3861,4917,40,False,0,2
Filip Marschall,GK,Aston Villa,0.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,False,1,0,0,0,0,2,0,148,0,2,0,0.0,0,-16,0,16,40,True,0,2
Jan Paul van Hecke,DEF,Brighton,3.5,0,0,7,0,1.0,144,0.02,0.02,0.00,1.43,13,1,0,2.6,20.8,2024-08-24T11:30:00Z,90,False,14,0,0,0,0,2,0,34486,1,1,2,4.0,1,4183,6479,2296,45,True,1,2
Jean-Clair Todibo,DEF,West Ham,1.0,0,0,3,0,0.0,591,0.00,0.00,0.00,0.03,14,0,0,0.2,2.0,2024-08-24T14:00:00Z,2,False,7,0,0,0,0,2,0,43788,0,2,0,0.0,1,-2308,1860,4168,45,False,0,2
Chris Mepham,DEF,Bournemouth,-0.5,0,0,0,0,0.0,72,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,15,0,0,0,0,2,0,7211,0,1,1,0.0,0,-917,77,994,45,True,0,2
Ollie Watkins,FWD,Aston Villa,1.0,0,0,-1,1,21.3,58,0.00,0.87,0.87,0.36,11,0,0,4.8,3.2,2024-08-24T16:30:00Z,64,False,1,0,0,0,0,2,0,3019969,1,2,0,23.0,2,-315018,47103,362121,90,True,0,2
Jorge Cuenca Barreno,DEF,Fulham,0.5,0,0,0,0,0.0,586,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,11,0,0,0,0,2,0,5565,0,1,2,0.0,0,-730,101,831,45,True,0,2
Rico Lewis,DEF,Man City,5.5,0,0,9,0,8.8,355,0.06,0.59,0.53,0.29,17,1,0,4.0,7.0,2024-08-24T14:00:00Z,90,False,10,0,0,0,0,2,0,206433,1,1,4,24.0,2,129240,144875,15635,45,True,0,2
Julián Araujo Zúñiga,DEF,Bournemouth,1.0,0,0,4,0,0.9,592,0.00,0.00,0.00,1.56,12,1,0,0.8,7.4,2024-08-25T13:00:00Z,85,False,15,0,0,0,0,2,0,19567,1,1,1,0.0,2,-738,1282,2020,45,True,0,2
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,5.0,0,1,28,1,10.8,436,0.11,0.11,0.00,0.14,18,0,0,2.4,9.0,2024-08-24T14:00:00Z,90,False,17,0,0,0,0,2,0,47827,1,1,0,4.0,7,-1154,2005,3159,45,False,0,2
James Tarkowski,DEF,Everton,0.0,0,0,-7,0,10.6,236,0.19,0.42,0.23,2.43,19,4,0,4.2,8.2,2024-08-24T14:00:00Z,90,False,18,0,0,0,0,2,0,169697,1,0,4,23.0,0,-41319,1954,43273,50,False,0,2
Joël Veltman,DEF,Brighton,5.0,0,0,16,0,25.9,145,0.45,0.45,0.00,1.43,13,1,0,4.5,16.6,2024-08-24T11:30:00Z,90,False,14,0,0,0,0,2,0,211869,1,1,2,2.0,2,99118,111524,12406,45,True,0,2
Jaidon Anthony,MID,Bournemouth,-0.5,0,0,0,0,0.0,61,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,15,0,0,0,0,2,0,45639,0,1,1,0.0,0,-1307,3692,4999,45,True,0,2
Kamaldeen Sulemana,MID,Southampton,-0.1,0,0,0,0,0.0,462,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,16,0,0,0,0,2,0,423,0,1,0,0.0,0,-180,11,191,50,True,0,2
Timo Werner,MID,Spurs,0.5,0,0,0,0,0.0,509,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,8,0,0,0,0,2,0,25989,0,0,4,0.0,0,-3910,1105,5015,65,True,0,2
Tyrone Mings,DEF,Aston Villa,0.0,0,0,0,0,0.0,49,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,False,1,0,0,0,0,2,0,6091,0,2,0,0.0,0,-1967,65,2032,45,True,0,2
Matz Sels,GK,Nott'm Forest,5.0,0,0,21,1,0.0,443,0.00,0.00,0.00,0.14,18,0,0,0.5,5.0,2024-08-24T14:00:00Z,90,False,17,0,0,0,0,2,1,118001,1,1,0,0.0,6,6904,14750,7846,45,False,0,2
Ryan Yates,MID,Nott'm Forest,4.5,0,0,8,0,10.7,449,0.00,0.02,0.02,0.00,18,0,0,1.7,5.0,2024-08-24T14:00:00Z,24,False,17,0,0,0,0,2,0,35817,0,1,0,1.0,1,16735,21017,4282,50,False,0,2
Amad Diallo,MID,Man Utd,4.5,0,0,19,0,18.4,364,0.11,0.44,0.33,1.50,13,1,1,7.6,34.8,2024-08-24T11:30:00Z,89,False,5,0,0,0,0,2,0,322984,1,1,2,23.0,6,-9108,28221,37329,50,False,1,2
Sam Szmodics,MID,Ipswich,2.0,0,0,21,0,0.3,611,0.00,0.29,0.29,3.20,17,3,1,4.2,34.6,2024-08-24T14:00:00Z,71,False,13,0,0,0,0,2,0,14925,1,1,4,7.0,6,723,2851,2128,60,False,1,2
Malo Gusto,DEF,Chelsea,0.5,0,0,6,0,16.4,171,0.03,0.03,0.00,1.92,20,2,0,3.5,16.4,2024-08-25T13:00:00Z,90,False,20,0,0,0,0,2,0,316102,1,6,2,2.0,0,11682,34210,22528,50,False,1,2
Hwang Ui-jo,FWD,Nott'm Forest,0.5,0,0,0,0,0.0,446,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,17,0,0,0,0,2,0,161281,0,1,0,0.0,0,6746,22827,16081,45,False,0,2
Jakub Stolarczyk,GK,Leicester,0.0,0,0,0,0,0.0,304,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,9,0,0,0,0,2,0,4488,0,1,2,0.0,0,-45,265,310,40,False,0,2
Lloyd Kelly,DEF,Newcastle,2.0,0,0,6,0,1.3,404,0.01,0.01,0.00,1.81,12,1,0,1.1,10.0,2024-08-25T13:00:00Z,68,False,3,0,0,0,0,2,0,13293,1,1,1,0.0,2,-1302,272,1574,45,False,0,2
Mateus Gonçalo Espanha Fernandes,MID,Southampton,1.1,0,0,4,0,3.8,623,0.01,0.01,0.00,0.19,18,0,0,0.9,1.4,2024-08-24T14:00:00Z,14,False,16,0,0,0,0,2,0,199,0,1,0,4.0,1,90,93,3,50,True,0,2
Valentín Barco,DEF,Brighton,0.0,0,0,0,0,0.0,116,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,False,14,0,0,0,0,2,0,1927993,0,1,2,0.0,0,-257283,34238,291521,40,True,0,2
Dean Huijsen,DEF,Bournemouth,0.5,0,0,0,0,0.0,580,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,15,0,0,0,0,2,0,12187,0,1,1,0.0,0,240,1087,847,45,True,0,2
