first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Petr,Cech,0,0,24,585,9,0.0,205.0,0.0,3,130,20.4,1,0,0,1.5,50
Bernd,Leno,0,0,8,315,4,0.0,73.4,0.0,0,55,7.3,0,0,0,1.6,48
Laurent,Koscielny,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54
Héctor,Bellerín,0,4,36,855,12,129.2,196.8,138.0,3,194,46.4,2,0,1,10.2,54
Nacho,Monreal,1,1,30,630,8,75.1,149.2,161.0,2,124,38.5,2,0,1,1.6,55
Rob,Holding,0,0,14,411,4,2.6,91.4,11.0,3,78,10.6,1,0,1,0.6,44
Shkodran,Mustafi,1,0,29,900,13,33.6,273.6,103.0,1,173,41.1,2,0,2,1.3,54
Sead,Kolasinac,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,49
Konstantinos,Mavropanos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
Stephan,Lichtsteiner,0,0,3,160,3,18.7,13.4,3.0,0,8,3.5,0,0,1,1.0,46
Sokratis,Papastathopoulos,0,0,5,488,9,12.1,92.2,6.0,0,60,11.1,0,0,3,1.2,51
Mesut,Özil,3,1,43,656,9,223.6,197.6,97.0,7,153,51.9,2,0,0,6.1,84
Aaron,Ramsey,1,3,33,520,6,185.2,164.2,156.0,1,115,50.6,3,0,0,1.6,74
Alex,Iwobi,1,2,22,413,7,86.4,103.8,108.0,0,90,29.7,0,0,0,1.2,55
Mohamed,Elneny,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.5,43
Granit,Xhaka,2,1,32,834,12,178.1,232.2,48.0,2,148,46.0,2,0,4,3.3,53
Henrikh,Mkhitaryan,1,1,22,442,9,101.7,95.8,177.0,2,79,37.4,0,0,0,5.4,68
Reiss,Nelson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,44
Ainsley,Maitland-Niles,0,0,1,34,1,10.3,10.8,0.0,0,7,2.1,0,0,0,0.3,44
Danny,Welbeck,1,1,18,137,3,56.7,73.6,62.0,3,62,19.2,0,0,0,0.7,65
Alexandre,Lacazette,4,4,52,715,9,144.1,238.2,325.0,7,168,70.4,2,0,0,13.5,97
Pierre-Emerick,Aubameyang,7,2,63,688,9,129.5,298.6,309.0,11,247,73.7,3,0,0,15.3,109
Lucas,Torreira,0,2,22,614,6,51.5,116.2,14.0,1,112,18.2,2,0,2,1.5,49
Matteo,Guendouzi,0,0,10,478,10,47.2,89.8,16.0,0,85,15.3,0,0,2,2.1,45
Emiliano,Martínez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
Emile,Smith-Rowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Zech,Medley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Asmir,Begovic,0,0,37,900,12,0.0,165.6,0.0,2,175,16.7,4,0,0,4.4,45
Artur,Boruc,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,6.2,40
Simon,Francis,0,1,26,552,7,76.5,141.2,22.0,0,135,23.9,3,0,0,0.4,44
Steve,Cook,1,1,42,900,12,14.4,278.0,95.0,3,216,38.7,4,0,1,8.7,46
Charlie,Daniels,0,0,14,360,3,76.6,68.2,33.0,0,70,17.7,2,0,1,4.7,42
Adam,Smith,1,0,36,846,9,56.0,158.6,47.0,0,168,26.2,4,1,0,1.0,45
Tyrone,Mings,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Nathan,Aké,1,0,41,900,12,10.5,251.6,114.0,4,197,37.6,4,0,0,4.6,50
Jack,Simpson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,39
Marc,Pugh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,43
Andrew,Surman,0,0,9,357,7,55.7,47.4,15.0,0,49,11.8,1,0,1,0.2,47
Junior,Stanislas,1,0,13,87,2,40.8,49.8,31.0,3,36,12.1,0,0,0,0.1,60
Dan,Gosling,0,0,12,517,7,66.4,84.6,42.0,0,46,19.2,1,0,3,0.1,49
Jordon,Ibe,0,0,3,49,2,47.2,11.6,8.0,0,7,6.7,0,0,0,0.2,51
Lewis,Cook,0,0,15,365,3,34.5,38.6,18.0,0,64,9.2,3,0,0,0.2,48
Ryan,Fraser,3,5,62,859,12,340.2,292.6,180.0,9,247,81.3,4,0,1,23.6,61
Emerson,Hyndman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
David,Brooks,3,0,36,633,7,125.2,166.4,228.0,2,121,52.0,4,0,1,2.2,51
Callum,Wilson,5,7,63,877,10,180.2,271.0,397.0,6,193,84.5,4,0,2,29.7,66
Lys,Mousset,0,0,4,17,3,0.9,0.4,2.0,0,8,0.3,0,0,0,0.2,49
Joshua,King,4,1,44,779,9,149.5,208.6,260.0,8,141,61.4,4,0,1,3.7,64
Jermain,Defoe,0,0,3,14,2,0.0,3.0,23.0,0,9,2.6,0,0,0,0.5,57
Diego,Rico,0,0,2,225,6,61.1,46.0,16.0,0,37,12.3,0,0,0,0.0,43
Jefferson,Lerma,0,1,19,614,7,44.3,134.0,47.0,1,93,22.5,4,0,3,0.4,45
Mathew,Ryan,0,0,45,900,13,0.0,298.4,0.0,7,209,29.9,3,0,0,5.3,45
Lewis,Dunk,0,0,25,739,10,32.8,175.6,18.0,2,150,22.7,3,0,1,1.5,44
Shane,Duffy,2,2,45,900,13,21.1,346.8,82.0,3,194,45.0,3,0,2,5.9,46
Bruno,Saltor Grau,0,1,26,272,0,37.1,69.0,4.0,4,100,11.1,3,0,0,0.7,44
Gaëtan,Bong,0,0,26,874,13,47.3,101.2,0.0,0,136,14.7,3,0,0,0.2,45
Markus,Suttner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.0,39
Ezequiel,Schelotto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,39
Leon,Balogun,0,0,2,160,3,0.3,34.2,2.0,0,17,3.6,0,0,1,0.1,42
Anthony,Knockaert,1,3,30,686,13,207.7,178.6,181.0,1,121,56.8,1,0,3,1.4,55
Dale,Stephens,0,0,14,650,9,32.9,118.2,11.0,0,89,16.3,2,0,3,4.8,44
Beram,Kayal,1,1,18,430,5,29.7,142.2,27.0,0,81,19.9,3,0,4,0.8,44
Solomon,March,0,1,26,793,12,136.9,93.4,93.0,0,79,32.5,3,0,0,0.2,50
Pascal,Groß,1,0,11,217,4,76.4,70.6,63.0,3,36,21.0,0,0,0,1.7,67
Davy,Pröpper,0,0,16,692,13,27.8,77.2,17.0,0,71,12.3,1,0,1,0.1,48
José Heriberto,Izquierdo Mena,0,1,11,185,0,5.5,23.8,49.0,0,32,7.9,2,0,0,0.1,59
Glenn,Murray,6,0,47,752,10,69.4,216.8,251.0,7,149,53.3,2,0,2,4.4,66
Tomer,Hemed,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
Sam,Baldock,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45
Jürgen,Locadia,0,0,9,207,3,37.6,9.0,82.0,0,17,12.5,1,0,1,0.1,53
Florin,Andone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
David,Button,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,40
Jason,Steele,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,40
Bernardo,Fernandes da Silva Junior,0,0,1,112,2,15.8,31.0,0.0,0,19,4.7,0,0,1,0.1,42
Yves,Bissouma,0,0,12,421,8,24.4,31.4,31.0,0,30,8.6,0,0,1,0.0,48
Alireza,Jahanbakhsh,0,0,13,347,1,57.9,27.0,42.0,0,29,12.6,3,0,2,0.7,67
Martín,Montoya,0,0,6,540,11,84.1,112.0,23.0,0,67,21.9,0,0,1,0.1,44
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
Nick,Pope,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49
Matthew,Lowton,0,0,14,720,18,50.2,123.2,27.0,0,115,20.1,2,0,3,0.4,47
Ben,Mee,0,1,24,900,21,25.6,255.4,30.0,2,162,31.1,2,0,1,2.5,48
Stephen,Ward,0,0,7,228,6,17.2,48.4,19.0,0,44,8.5,1,0,1,0.7,47
James,Tarkowski,2,0,30,836,20,15.7,354.6,94.0,1,168,46.6,2,0,2,6.1,49
Kevin,Long,0,0,2,63,1,0.1,33.6,2.0,0,15,3.6,0,0,0,0.4,42
Charlie,Taylor,0,0,15,720,17,74.1,147.4,11.0,0,102,23.4,1,0,1,0.3,44
Phil,Bardsley,0,0,1,180,3,18.9,31.2,1.0,0,21,5.1,0,0,2,0.1,43
Johann Berg,Gudmundsson,1,5,42,734,16,185.7,196.8,149.0,5,139,53.1,2,0,2,3.1,60
Steven,Defour,0,0,4,164,7,13.1,29.8,0.0,0,30,4.3,0,0,0,0.0,54
Jeff,Hendrick,1,0,18,540,18,51.0,65.2,139.0,0,61,25.5,1,0,2,0.2,54
Robbie,Brady,0,0,1,90,4,29.5,8.8,22.0,0,6,6.0,0,0,1,0.0,54
Ashley,Westwood,0,2,23,661,14,129.6,141.2,66.0,0,117,33.9,2,0,2,1.9,45
Jonathan,Walters,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48
Jack,Cork,0,0,19,882,20,103.1,100.2,55.0,0,112,25.9,2,0,3,0.5,47
Aaron,Lennon,1,1,29,788,15,83.0,110.8,102.0,2,80,29.4,2,0,1,1.2,50
Sam,Vokes,2,0,28,535,9,71.1,105.8,199.0,5,73,36.8,1,0,0,1.4,53
Ashley,Barnes,2,0,21,249,4,40.8,82.2,84.0,3,71,20.7,1,0,0,0.4,57
Nahki,Wells,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,45
Chris,Wood,0,0,14,433,13,20.7,20.4,100.0,0,29,13.7,1,0,0,0.2,62
Anders,Lindegaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Joe,Hart,0,0,40,900,21,0.0,356.8,0.0,3,214,35.6,2,0,0,8.8,46
Ben,Gibson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
Matej,Vydra,1,0,10,171,2,16.6,40.6,50.0,0,40,10.7,0,0,0,0.0,58
Dwight,McNeil,0,0,1,79,2,38.6,12.8,11.0,0,18,6.2,0,0,1,0.0,45
Harry,Arter,0,0,13,670,15,52.5,71.4,42.0,0,65,16.7,2,0,4,0.2,49
Neil,Etheridge,0,0,38,900,23,0.0,307.2,0.0,3,207,30.6,2,0,0,6.2,46
Alex,Smithies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Sean,Morrison,0,2,23,900,23,105.2,220.6,127.0,0,138,45.3,2,0,1,0.4,48
Sol,Bamba,1,1,28,810,18,23.1,249.0,94.0,2,155,36.6,2,0,1,1.1,45
Bruno,Ecuele Manga,0,1,21,900,23,71.2,194.2,5.0,0,153,27.1,2,0,0,0.1,45
Matthew,Connolly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,39
Joe,Bennett,0,1,22,720,16,95.2,144.4,11.0,2,137,25.1,2,0,0,0.7,45
Lee,Peltier,0,0,0,140,5,1.6,18.2,0.0,0,11,2.0,0,0,1,1.7,38
Ashley Darel Jazz,Richards,0,0,1,97,4,1.5,12.2,0.0,0,11,1.5,0,0,0,0.8,39
Greg,Halford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Joe,Ralls,0,0,13,675,17,132.5,109.2,61.0,0,81,30.0,2,1,1,0.1,47
David Junior,Hoilett,0,1,17,593,18,55.4,51.6,65.0,0,47,16.6,1,0,1,0.1,51
Nathaniel,Mendez-Laing,0,0,4,83,1,1.4,8.0,34.0,0,11,4.4,0,0,0,0.0,48
Callum,Paterson,2,0,25,515,12,126.6,121.8,233.0,0,96,48.3,1,0,0,0.2,52
Aron,Gunnarsson,0,0,3,148,4,11.8,28.0,2.0,0,18,4.2,0,0,1,0.4,44
Anthony,Pilkington,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Loïc,Damour,0,0,2,21,2,1.0,0.6,8.0,0,6,0.9,0,0,0,0.1,44
Danny,Ward,1,0,15,305,9,56.4,58.0,63.0,0,48,17.6,0,0,0,0.4,44
Josh,Murphy,2,0,27,543,9,82.3,106.6,217.0,1,68,40.4,2,0,0,0.6,48
Kenneth,Zohore,0,0,8,258,6,57.0,14.8,105.0,0,8,17.7,1,0,0,0.4,47
Omar,Bogle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Gary,Madine,0,0,4,27,3,0.9,2.0,6.0,0,11,0.8,0,0,0,1.1,44
Bobby,Reid,1,1,25,543,15,103.4,87.6,141.0,3,71,33.0,0,0,0,0.6,52
Greg,Cunninghamm,0,0,0,180,7,16.9,32.6,8.0,0,15,5.8,0,0,1,0.1,42
Víctor,Camarasa,1,1,28,777,21,210.1,131.4,84.0,2,104,42.6,2,0,2,1.0,45
Kadeem,Harris,1,0,8,36,2,2.1,38.0,37.0,0,29,7.7,0,0,0,0.0,45
Brian,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
Thibaut,Courtois,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,55
Willy,Caballero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
César,Azpilicueta,0,1,42,900,7,192.2,197.4,65.0,1,228,45.5,5,0,0,10.0,64
Gary,Cahill,0,0,1,21,0,0.0,2.8,0.0,0,3,0.3,0,0,0,0.6,51
Marcos,Alonso,1,6,72,900,7,195.2,221.8,176.0,11,268,59.4,5,0,1,46.7,70
David,Luiz Moreira Marinho,0,0,40,900,7,71.3,204.8,71.0,3,214,34.6,5,0,1,5.1,55
Victor,Moses,0,0,2,26,1,12.7,1.2,6.0,0,3,2.0,0,0,0,1.6,56
Antonio,Rüdiger,1,1,51,878,7,76.5,218.0,177.0,5,234,47.3,5,0,1,4.2,60
Andreas,Christensen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,50
Davide,Zappacosta,0,0,1,6,0,0.4,1.0,21.0,0,2,2.2,0,0,0,0.1,51
Emerson,Palmieri dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,52
Eden,Hazard,7,3,75,666,5,386.2,399.2,451.0,13,253,123.7,3,0,1,43.9,113
Cesc,Fàbregas,0,0,1,12,0,1.7,3.4,0.0,0,5,0.5,0,0,0,0.4,63
Willian,Borges Da Silva,2,3,44,640,5,395.6,202.2,248.0,2,189,84.7,6,0,1,6.8,74
Pedro,Rodríguez Ledesma,3,0,31,391,3,116.3,141.8,169.0,2,112,42.3,2,0,0,4.2,63
N'Golo,Kanté,1,1,31,900,7,233.0,177.2,142.0,0,161,55.2,5,0,2,16.9,49
Ross,Barkley,3,3,44,388,5,104.4,185.2,162.0,5,149,45.1,3,0,0,8.3,59
Daniel,Drinkwater,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47
Tiemoué,Bakayoko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
Ethan,Ampadu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Callum,Hudson-Odoi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,42
Ruben,Loftus-Cheek,1,0,10,93,0,28.3,47.6,47.0,0,33,12.3,1,0,0,0.6,52
Olivier,Giroud,0,4,27,381,2,171.4,94.6,197.0,2,75,45.6,3,0,0,2.3,78
Álvaro,Morata,3,0,26,511,5,67.3,119.8,309.0,0,81,49.5,4,0,1,2.1,87
Jorge Luiz,Frello Filho,1,0,31,887,7,220.4,222.8,35.0,1,165,47.8,5,0,0,10.0,50
Tammy,Abraham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54
Kepa,Arrizabalaga,0,0,43,900,7,0.1,170.0,0.0,1,194,17.0,5,0,0,5.5,55
Mateo,Kovacic,0,1,20,470,2,148.3,96.0,174.0,1,90,42.0,4,0,1,0.9,59
Wayne,Hennessey,0,0,41,900,13,0.0,249.8,0.0,3,193,25.1,3,0,0,6.5,46
Julian,Speroni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,10.1,40
Vicente,Guaita,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
James,Tomkins,0,0,22,720,9,24.4,138.6,44.0,0,153,20.8,3,0,2,3.2,43
Scott,Dann,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Martin,Kelly,0,0,2,180,4,4.8,45.2,0.0,0,21,5.0,0,0,0,6.0,39
Jeffrey,Schlupp,1,0,21,506,8,48.3,83.6,115.0,0,60,24.8,1,0,1,2.5,45
Patrick,van Aanholt,1,1,38,900,13,102.7,179.0,152.0,5,183,43.3,3,0,2,4.0,54
Mamadou,Sakho,0,0,30,900,13,37.3,186.6,13.0,5,195,23.8,3,0,1,1.5,50
Jairo,Riedewald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Aaron,Wan-Bissaka,0,1,33,794,11,95.8,248.2,32.0,9,175,37.7,3,1,1,28.2,43
Jason,Puncheon,0,0,1,2,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0.8,43
James,McArthur,0,0,21,826,12,135.1,101.0,96.0,0,89,33.1,3,0,2,0.8,48
Bakary,Sako,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Andros,Townsend,0,0,22,866,11,257.7,141.2,159.0,0,109,55.9,3,0,1,1.0,57
Luka,Milivojevic,2,0,33,900,13,192.6,252.0,134.0,3,159,57.8,3,0,1,2.8,61
Wilfried,Zaha,3,2,36,810,11,158.9,181.0,294.0,3,115,63.5,3,0,3,16.0,68
Christian,Benteke,0,0,8,325,5,50.7,14.2,170.0,0,5,23.3,1,0,0,0.5,63
Alexander,Sørloth,0,0,8,107,3,24.4,10.2,26.0,0,25,5.7,0,0,0,0.2,48
Cheikhou,Kouyaté,0,1,15,373,6,56.9,73.2,56.0,0,50,18.7,2,0,2,0.3,47
Joel,Ward,0,0,2,101,3,3.1,29.8,4.0,0,6,3.7,0,0,0,0.2,43
Jaroslaw,Jach,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Pape,Souaré,0,0,1,1,0,0.1,1.0,0.0,0,3,0.1,0,0,0,0.1,43
Connor,Wickham,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.1,49
Sullay,Kaikai,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44
Max,Meyer,0,1,10,202,3,67.1,51.2,85.0,0,41,20.0,0,0,1,0.2,56
Jordan,Ayew,0,1,14,450,5,68.4,36.2,125.0,0,24,23.0,2,0,1,0.2,58
Jordan,Pickford,0,0,46,900,14,0.0,251.6,0.0,6,198,25.1,2,0,0,14.3,49
Maarten,Stekelenburg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,40
Leighton,Baines,0,0,5,284,5,74.7,39.8,15.0,0,40,13.0,0,0,0,0.8,52
Seamus,Coleman,0,0,12,540,8,63.0,95.2,57.0,0,77,21.5,1,0,1,0.7,52
Phil,Jagielka,0,0,-3,39,2,0.0,0.0,0.0,0,-5,0.0,0,1,0,0.5,43
Ashley,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Mason,Holgate,0,0,5,407,9,5.0,92.2,2.0,0,61,9.9,0,0,1,0.2,45
Jonjoe,Kenny,0,1,13,360,6,35.1,69.4,7.0,0,62,11.1,1,0,0,0.2,43
Michael,Keane,1,2,40,720,10,59.4,227.4,148.0,8,177,43.7,2,0,0,2.1,49
Cuco,Martina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Theo,Walcott,2,2,40,805,14,159.1,193.4,241.0,3,120,59.4,2,0,0,5.8,64
Yannick,Bolasie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,58
James,McCarthy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Morgan,Schneiderlin,0,1,10,248,5,54.8,55.4,2.0,0,59,11.2,0,0,1,1.6,44
Idrissa,Gueye,0,0,17,797,13,70.4,188.4,30.0,0,132,28.8,2,0,3,0.3,48
Tom,Davies,0,0,11,496,7,55.3,61.6,26.0,0,62,14.3,1,0,2,0.1,52
Ademola,Lookman,0,1,7,82,0,18.2,28.0,9.0,0,23,5.6,0,0,0,0.1,51
Davy,Klaassen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60
Gylfi,Sigurdsson,5,1,53,838,12,403.4,312.0,270.0,7,213,98.5,2,0,1,7.7,75
Nikola,Vlasic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Beni,Baningime,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43
Dominic,Calvert-Lewin,2,0,21,347,6,26.3,84.0,122.0,2,67,23.2,0,0,1,0.8,53
Oumar,Niasse,0,0,4,48,0,13.1,2.8,16.0,0,-2,2.9,0,0,0,0.4,51
Cenk,Tosun,2,2,28,502,9,85.2,128.4,202.0,0,98,41.1,0,0,1,2.2,67
Richarlison,de Andrade,4,1,41,657,10,92.2,212.0,260.0,5,123,56.1,2,1,1,24.3,68
Kevin,Mirallas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
Sandro,Ramírez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54
Lucas,Digne,0,1,24,619,9,225.5,151.2,69.0,2,136,44.6,2,0,1,1.7,48
Yerry,Mina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,54
Bernard,Anício Caldeira Duarte,0,2,18,288,4,121.6,54.8,31.0,2,62,20.5,1,0,1,0.3,59
André Filipe,Tavares Gomes,0,0,5,171,2,11.2,12.2,38.0,0,18,6.2,1,0,0,0.1,54
Kurt,Zouma,0,1,26,631,9,15.5,127.4,41.0,3,125,18.4,2,0,0,0.3,50
Kieran,Dowell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Tyias,Browning,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Calum,Chambers,0,0,5,336,8,1.7,95.8,18.0,0,59,11.6,0,0,1,0.9,42
Marcus,Bettinelli,0,0,15,630,20,0.0,195.0,0.0,0,114,19.4,0,0,1,0.6,44
Tim,Ream,0,0,2,323,12,3.2,57.2,0.0,0,47,6.1,0,0,0,0.1,43
Denis,Odoi,0,0,5,675,22,38.4,161.8,8.0,0,98,20.9,0,0,1,0.1,44
Tom,Cairney,0,1,11,295,9,97.0,66.0,16.0,0,68,18.0,0,0,0,0.7,48
Kevin,McDonald,0,0,9,595,20,65.1,65.6,15.0,0,74,14.6,0,1,2,0.3,44
Ryan,Sessegnon,1,1,27,737,25,140.1,155.4,163.0,1,110,46.1,0,0,0,2.8,60
Stefan,Johansen,0,0,8,282,11,16.2,37.6,3.0,0,39,5.7,0,0,2,0.1,52
Floyd,Ayité,0,0,4,104,3,5.4,8.4,9.0,0,10,2.0,0,0,0,0.1,44
Neeskens,Kebano,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Rui Pedro,da Rocha Fonte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44
Aboubakar,Kamara,0,0,5,242,10,66.4,13.8,54.0,0,13,12.6,0,0,1,7.7,43
Maxime,Le Marchand,0,0,5,599,19,20.4,141.8,40.0,1,101,20.4,0,0,1,0.2,43
Jean Michael,Seri,1,2,35,805,24,328.6,228.0,32.0,6,202,59.0,0,0,0,3.0,54
Cyrus,Christie,0,0,3,357,13,111.1,97.8,23.0,0,57,23.2,0,0,1,0.1,42
Fabricio,Agosto Ramírez,0,0,8,180,5,0.0,115.2,0.0,2,47,11.5,0,0,0,0.3,43
André,Schürrle,4,0,37,776,24,177.9,219.6,279.0,0,150,67.7,0,0,2,5.8,60
Aleksandar,Mitrovic,5,2,48,900,28,114.7,237.6,430.0,5,160,78.4,0,0,3,24.7,68
Alfie,Mawson,0,0,2,270,8,11.4,81.6,17.0,0,41,11.0,0,0,1,0.1,49
