code,deadline_time,deadline_time_formatted,event,event_day,finished,finished_provisional,id,kickoff_time,kickoff_time_formatted,minutes,provisional_start_time,started,stats,team_a,team_a_difficulty,team_a_score,team_h,team_h_difficulty,team_h_score
987811,2019-01-12T11:30:00Z,12 Jan 11:30,22,1,True,True,220,2019-01-12T12:30:00Z,12 Jan 12:30,90,False,True,"[{'goals_scored': {'a': [], 'h': [{'value': 1, 'element': 406}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 569}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 7}, {'value': 1, 'element': 8}], 'h': []}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 2, 'element': 2}], 'h': [{'value': 3, 'element': 400}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 406}, {'value': 2, 'element': 400}, {'value': 1, 'element': 409}]}}, {'bps': {'a': [{'value': 17, 'element': 3}, {'value': 15, 'element': 2}, {'value': 14, 'element': 12}, {'value': 14, 'element': 15}, {'value': 14, 'element': 451}, {'value': 9, 'element': 7}, {'value': 9, 'element': 17}, {'value': 9, 'element': 20}, {'value': 6, 'element': 8}, {'value': 6, 'element': 14}, {'value': 4, 'element': 4}, {'value': 4, 'element': 450}, {'value': 2, 'element': 23}, {'value': 1, 'element': 22}], 'h': [{'value': 40, 'element': 406}, {'value': 27, 'element': 400}, {'value': 26, 'element': 409}, {'value': 23, 'element': 405}, {'value': 21, 'element': 402}, {'value': 20, 'element': 403}, {'value': 18, 'element': 465}, {'value': 17, 'element': 569}, {'value': 8, 'element': 411}, {'value': 5, 'element': 413}, {'value': 4, 'element': 417}, {'value': 3, 'element': 415}, {'value': 3, 'element': 489}]}}]",1,3,0,19,4,1
987802,2019-01-12T11:30:00Z,12 Jan 11:30,22,1,True,True,211,2019-01-12T15:00:00Z,12 Jan 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 253}], 'h': []}}, {'assists': {'a': [], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [], 'h': []}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [], 'h': [{'value': 2, 'element': 179}]}}, {'bonus': {'a': [{'value': 3, 'element': 247}, {'value': 3, 'element': 253}, {'value': 1, 'element': 246}], 'h': []}}, {'bps': {'a': [{'value': 31, 'element': 247}, {'value': 31, 'element': 253}, {'value': 29, 'element': 246}, {'value': 27, 'element': 245}, {'value': 20, 'element': 468}, {'value': 18, 'element': 249}, {'value': 15, 'element': 252}, {'value': 14, 'element': 255}, {'value': 10, 'element': 462}, {'value': 7, 'element': 251}, {'value': 7, 'element': 254}, {'value': 3, 'element': 256}, {'value': 2, 'element': 543}], 'h': [{'value': 15, 'element': 179}, {'value': 14, 'element': 48}, {'value': 13, 'element': 56}, {'value': 10, 'element': 503}, {'value': 9, 'element': 60}, {'value': 8, 'element': 51}, {'value': 8, 'element': 58}, {'value': 7, 'element': 49}, {'value': 7, 'element': 57}, {'value': 5, 'element': 59}, {'value': 3, 'element': 62}, {'value': 3, 'element': 65}, {'value': -1, 'element': 55}]}}]",12,2,1,3,4,0
987803,2019-01-12T11:30:00Z,12 Jan 11:30,22,1,True,True,212,2019-01-12T15:00:00Z,12 Jan 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 478}], 'h': []}}, {'assists': {'a': [{'value': 1, 'element': 181}], 'h': [{'value': 2, 'element': 78}]}}, {'own_goals': {'a': [{'value': 1, 'element': 181}, {'value': 1, 'element': 510}], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 9}, {'value': 1, 'element': 460}], 'h': [{'value': 1, 'element': 72}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [], 'h': [{'value': 2, 'element': 67}]}}, {'bonus': {'a': [{'value': 2, 'element': 478}, {'value': 1, 'element': 181}], 'h': [{'value': 3, 'element': 78}]}}, {'bps': {'a': [{'value': 28, 'element': 478}, {'value': 20, 'element': 181}, {'value': 19, 'element': 455}, {'value': 17, 'element': 456}, {'value': 11, 'element': 460}, {'value': 10, 'element': 180}, {'value': 10, 'element': 509}, {'value': 9, 'element': 510}, {'value': 6, 'element': 480}, {'value': 4, 'element': 182}, {'value': 4, 'element': 187}, {'value': 2, 'element': 9}, {'value': 2, 'element': 513}, {'value': 1, 'element': 184}], 'h': [{'value': 29, 'element': 78}, {'value': 15, 'element': 82}, {'value': 15, 'element': 85}, {'value': 14, 'element': 75}, {'value': 14, 'element': 534}, {'value': 13, 'element': 70}, {'value': 13, 'element': 74}, {'value': 13, 'element': 80}, {'value': 12, 'element': 67}, {'value': 7, 'element': 72}, {'value': 3, 'element': 84}, {'value': -1, 'element': 87}]}}]",9,3,1,4,2,2
987804,2019-01-12T11:30:00Z,12 Jan 11:30,22,1,True,True,213,2019-01-12T15:00:00Z,12 Jan 15:00,90,False,True,"[{'goals_scored': {'a': [], 'h': []}}, {'assists': {'a': [], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 192}], 'h': [{'value': 1, 'element': 33}, {'value': 1, 'element': 94}, {'value': 1, 'element': 99}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [], 'h': [{'value': 3, 'element': 88}]}}, {'bonus': {'a': [{'value': 1, 'element': 197}], 'h': [{'value': 3, 'element': 88}, {'value': 2, 'element': 91}, {'value': 1, 'element': 92}]}}, {'bps': {'a': [{'value': 25, 'element': 197}, {'value': 23, 'element': 191}, {'value': 22, 'element': 192}, {'value': 22, 'element': 195}, {'value': 22, 'element': 461}, {'value': 15, 'element': 201}, {'value': 12, 'element': 202}, {'value': 10, 'element': 206}, {'value': 9, 'element': 211}, {'value': 8, 'element': 146}, {'value': 3, 'element': 210}, {'value': 2, 'element': 514}, {'value': 1, 'element': 212}], 'h': [{'value': 28, 'element': 88}, {'value': 27, 'element': 91}, {'value': 25, 'element': 92}, {'value': 19, 'element': 90}, {'value': 15, 'element': 94}, {'value': 12, 'element': 100}, {'value': 10, 'element': 33}, {'value': 9, 'element': 99}, {'value': 9, 'element': 102}, {'value': 3, 'element': 101}, {'value': 2, 'element': 98}, {'value': 2, 'element': 504}, {'value': 1, 'element': 573}]}}]",10,2,0,5,2,0
987806,2019-01-12T11:30:00Z,12 Jan 11:30,22,1,True,True,215,2019-01-12T15:00:00Z,12 Jan 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 376}, {'value': 1, 'element': 388}], 'h': []}}, {'assists': {'a': [{'value': 1, 'element': 378}], 'h': []}}, {'own_goals': {'a': [{'value': 1, 'element': 376}], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 383}, {'value': 1, 'element': 388}, {'value': 1, 'element': 391}, {'value': 1, 'element': 446}], 'h': [{'value': 1, 'element': 150}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 6, 'element': 445}], 'h': []}}, {'bonus': {'a': [{'value': 2, 'element': 378}, {'value': 2, 'element': 388}], 'h': [{'value': 3, 'element': 145}, {'value': 2, 'element': 143}]}}, {'bps': {'a': [{'value': 21, 'element': 378}, {'value': 21, 'element': 388}, {'value': 20, 'element': 382}, {'value': 20, 'element': 445}, {'value': 15, 'element': 376}, {'value': 13, 'element': 390}, {'value': 10, 'element': 383}, {'value': 8, 'element': 389}, {'value': 4, 'element': 396}, {'value': 3, 'element': 386}, {'value': 3, 'element': 392}, {'value': 3, 'element': 394}, {'value': -1, 'element': 391}, {'value': -7, 'element': 446}], 'h': [{'value': 24, 'element': 145}, {'value': 21, 'element': 143}, {'value': 15, 'element': 150}, {'value': 11, 'element': 142}, {'value': 11, 'element': 147}, {'value': 9, 'element': 138}, {'value': 9, 'element': 412}, {'value': 8, 'element': 149}, {'value': 4, 'element': 135}, {'value': 4, 'element': 137}, {'value': 4, 'element': 505}, {'value': 3, 'element': 141}, {'value': 2, 'element': 152}]}}]",18,2,2,7,3,1
987808,2019-01-12T11:30:00Z,12 Jan 11:30,22,1,True,True,217,2019-01-12T15:00:00Z,12 Jan 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 338}, {'value': 1, 'element': 347}], 'h': [{'value': 1, 'element': 227}]}}, {'assists': {'a': [{'value': 1, 'element': 347}], 'h': [{'value': 1, 'element': 221}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 333}], 'h': [{'value': 1, 'element': 219}, {'value': 1, 'element': 233}]}}, {'red_cards': {'a': [{'value': 1, 'element': 556}], 'h': []}}, {'saves': {'a': [{'value': 4, 'element': 328}], 'h': [{'value': 1, 'element': 213}]}}, {'bonus': {'a': [{'value': 3, 'element': 347}, {'value': 2, 'element': 338}], 'h': [{'value': 1, 'element': 227}]}}, {'bps': {'a': [{'value': 35, 'element': 347}, {'value': 31, 'element': 338}, {'value': 18, 'element': 328}, {'value': 18, 'element': 463}, {'value': 17, 'element': 335}, {'value': 15, 'element': 479}, {'value': 13, 'element': 343}, {'value': 12, 'element': 339}, {'value': 8, 'element': 332}, {'value': 7, 'element': 333}, {'value': 4, 'element': 570}, {'value': 3, 'element': 574}, {'value': 2, 'element': 345}, {'value': 1, 'element': 556}], 'h': [{'value': 27, 'element': 227}, {'value': 21, 'element': 221}, {'value': 14, 'element': 220}, {'value': 14, 'element': 233}, {'value': 13, 'element': 230}, {'value': 11, 'element': 215}, {'value': 9, 'element': 213}, {'value': 8, 'element': 219}, {'value': 8, 'element': 225}, {'value': 2, 'element': 224}, {'value': 2, 'element': 492}, {'value': 1, 'element': 527}, {'value': 1, 'element': 571}]}}]",16,3,2,11,2,1
987805,2019-01-12T11:30:00Z,12 Jan 11:30,22,1,True,True,214,2019-01-12T17:30:00Z,12 Jan 17:30,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 311}], 'h': [{'value': 1, 'element': 124}, {'value': 1, 'element': 125}]}}, {'assists': {'a': [{'value': 1, 'element': 317}], 'h': [{'value': 1, 'element': 116}, {'value': 1, 'element': 122}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 317}], 'h': [{'value': 1, 'element': 459}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 4, 'element': 309}], 'h': [{'value': 1, 'element': 498}]}}, {'bonus': {'a': [{'value': 1, 'element': 311}], 'h': [{'value': 3, 'element': 116}, {'value': 2, 'element': 125}, {'value': 1, 'element': 124}]}}, {'bps': {'a': [{'value': 27, 'element': 311}, {'value': 20, 'element': 314}, {'value': 18, 'element': 317}, {'value': 17, 'element': 309}, {'value': 16, 'element': 312}, {'value': 14, 'element': 310}, {'value': 10, 'element': 531}, {'value': 9, 'element': 320}, {'value': 9, 'element': 493}, {'value': 6, 'element': 323}, {'value': 5, 'element': 315}, {'value': 3, 'element': 321}, {'value': 2, 'element': 326}], 'h': [{'value': 38, 'element': 116}, {'value': 32, 'element': 125}, {'value': 27, 'element': 124}, {'value': 23, 'element': 459}, {'value': 17, 'element': 115}, {'value': 13, 'element': 118}, {'value': 13, 'element': 122}, {'value': 11, 'element': 498}, {'value': 10, 'element': 113}, {'value': 9, 'element': 126}, {'value': 4, 'element': 127}, {'value': 4, 'element': 499}, {'value': 3, 'element': 131}, {'value': 3, 'element': 133}]}}]",15,4,1,6,2,2
987807,2019-01-12T11:30:00Z,12 Jan 11:30,22,2,True,True,216,2019-01-13T14:15:00Z,13 Jan 14:15,90,False,True,"[{'goals_scored': {'a': [], 'h': [{'value': 1, 'element': 175}, {'value': 1, 'element': 526}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 170}, {'value': 1, 'element': 484}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [], 'h': [{'value': 1, 'element': 162}, {'value': 1, 'element': 393}, {'value': 1, 'element': 507}, {'value': 1, 'element': 508}, {'value': 1, 'element': 526}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [], 'h': [{'value': 7, 'element': 154}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 484}, {'value': 2, 'element': 526}, {'value': 1, 'element': 154}]}}, {'bps': {'a': [{'value': 19, 'element': 40}, {'value': 13, 'element': 31}, {'value': 13, 'element': 494}, {'value': 11, 'element': 36}, {'value': 11, 'element': 241}, {'value': 10, 'element': 37}, {'value': 8, 'element': 24}, {'value': 5, 'element': 27}, {'value': 5, 'element': 29}, {'value': 5, 'element': 38}, {'value': 5, 'element': 45}, {'value': 4, 'element': 44}, {'value': -1, 'element': 42}], 'h': [{'value': 48, 'element': 484}, {'value': 35, 'element': 526}, {'value': 33, 'element': 154}, {'value': 27, 'element': 175}, {'value': 24, 'element': 157}, {'value': 22, 'element': 162}, {'value': 19, 'element': 170}, {'value': 12, 'element': 168}, {'value': 7, 'element': 172}, {'value': 7, 'element': 508}, {'value': 6, 'element': 507}, {'value': 3, 'element': 506}, {'value': 2, 'element': 164}, {'value': -8, 'element': 393}]}}]",2,3,0,8,2,2
987810,2019-01-12T11:30:00Z,12 Jan 11:30,22,2,True,True,219,2019-01-13T16:30:00Z,13 Jan 16:30,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 305}], 'h': []}}, {'assists': {'a': [{'value': 1, 'element': 302}], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 299}, {'value': 1, 'element': 302}], 'h': [{'value': 1, 'element': 365}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 11, 'element': 282}], 'h': [{'value': 7, 'element': 351}]}}, {'bonus': {'a': [{'value': 3, 'element': 282}, {'value': 2, 'element': 286}, {'value': 1, 'element': 305}], 'h': []}}, {'bps': {'a': [{'value': 45, 'element': 282}, {'value': 33, 'element': 286}, {'value': 30, 'element': 305}, {'value': 23, 'element': 293}, {'value': 20, 'element': 292}, {'value': 19, 'element': 285}, {'value': 16, 'element': 299}, {'value': 16, 'element': 302}, {'value': 11, 'element': 296}, {'value': 6, 'element': 300}, {'value': 5, 'element': 301}, {'value': 4, 'element': 294}, {'value': 3, 'element': 303}, {'value': 3, 'element': 306}], 'h': [{'value': 24, 'element': 351}, {'value': 21, 'element': 357}, {'value': 16, 'element': 355}, {'value': 14, 'element': 364}, {'value': 13, 'element': 353}, {'value': 13, 'element': 356}, {'value': 13, 'element': 367}, {'value': 10, 'element': 368}, {'value': 7, 'element': 363}, {'value': 6, 'element': 369}, {'value': 5, 'element': 372}, {'value': 4, 'element': 365}, {'value': 3, 'element': 371}]}}]",14,4,1,17,4,0
987809,2019-01-12T11:30:00Z,12 Jan 11:30,22,3,True,True,218,2019-01-14T20:00:00Z,14 Jan 20:00,90,False,True,"[{'goals_scored': {'a': [], 'h': [{'value': 2, 'element': 281}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 270}, {'value': 1, 'element': 273}, {'value': 1, 'element': 275}]}}, {'own_goals': {'a': [{'value': 1, 'element': 430}], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [], 'h': [{'value': 1, 'element': 272}]}}, {'red_cards': {'a': [{'value': 1, 'element': 423}], 'h': []}}, {'saves': {'a': [{'value': 7, 'element': 454}], 'h': []}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 281}, {'value': 2, 'element': 262}, {'value': 2, 'element': 275}]}}, {'bps': {'a': [{'value': 23, 'element': 454}, {'value': 14, 'element': 425}, {'value': 12, 'element': 483}, {'value': 11, 'element': 500}, {'value': 10, 'element': 475}, {'value': 9, 'element': 433}, {'value': 9, 'element': 519}, {'value': 8, 'element': 430}, {'value': 6, 'element': 427}, {'value': 4, 'element': 426}, {'value': 3, 'element': 432}, {'value': 2, 'element': 437}, {'value': 1, 'element': 448}, {'value': -8, 'element': 423}], 'h': [{'value': 57, 'element': 281}, {'value': 30, 'element': 262}, {'value': 30, 'element': 275}, {'value': 27, 'element': 265}, {'value': 27, 'element': 266}, {'value': 26, 'element': 268}, {'value': 22, 'element': 260}, {'value': 18, 'element': 273}, {'value': 17, 'element': 270}, {'value': 17, 'element': 276}, {'value': 16, 'element': 272}, {'value': 13, 'element': 271}, {'value': 2, 'element': 274}, {'value': 2, 'element': 280}]}}]",20,5,0,13,3,3
987821,2019-01-19T11:30:00Z,19 Jan 11:30,23,1,True,True,230,2019-01-19T12:30:00Z,19 Jan 12:30,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 215}, {'value': 1, 'element': 225}], 'h': [{'value': 3, 'element': 432}, {'value': 1, 'element': 427}]}}, {'assists': {'a': [{'value': 1, 'element': 233}, {'value': 1, 'element': 234}, {'value': 1, 'element': 571}], 'h': [{'value': 2, 'element': 475}, {'value': 1, 'element': 433}, {'value': 1, 'element': 437}]}}, {'own_goals': {'a': [], 'h': [{'value': 1, 'element': 430}]}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 221}, {'value': 1, 'element': 227}, {'value': 1, 'element': 527}], 'h': [{'value': 1, 'element': 427}, {'value': 1, 'element': 432}, {'value': 1, 'element': 483}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 3, 'element': 213}], 'h': [{'value': 4, 'element': 454}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 432}, {'value': 2, 'element': 475}, {'value': 1, 'element': 433}]}}, {'bps': {'a': [{'value': 24, 'element': 225}, {'value': 23, 'element': 215}, {'value': 20, 'element': 213}, {'value': 18, 'element': 234}, {'value': 16, 'element': 233}, {'value': 14, 'element': 219}, {'value': 13, 'element': 571}, {'value': 10, 'element': 227}, {'value': 9, 'element': 221}, {'value': 8, 'element': 222}, {'value': 6, 'element': 217}, {'value': 5, 'element': 527}, {'value': 3, 'element': 220}, {'value': 3, 'element': 236}], 'h': [{'value': 53, 'element': 432}, {'value': 34, 'element': 475}, {'value': 29, 'element': 433}, {'value': 25, 'element': 437}, {'value': 23, 'element': 427}, {'value': 15, 'element': 426}, {'value': 14, 'element': 454}, {'value': 9, 'element': 519}, {'value': 8, 'element': 431}, {'value': 6, 'element': 430}, {'value': 6, 'element': 483}, {'value': 2, 'element': 425}, {'value': 2, 'element': 448}]}}]",11,3,3,20,3,4
987812,2019-01-19T11:30:00Z,19 Jan 11:30,23,1,True,True,222,2019-01-19T15:00:00Z,19 Jan 15:00,90,False,True,"[{'goals_scored': {'a': [], 'h': [{'value': 1, 'element': 43}, {'value': 1, 'element': 45}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 42}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 418}], 'h': []}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 3, 'element': 400}], 'h': [{'value': 1, 'element': 25}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 43}, {'value': 2, 'element': 45}, {'value': 1, 'element': 27}]}}, {'bps': {'a': [{'value': 22, 'element': 411}, {'value': 17, 'element': 400}, {'value': 17, 'element': 409}, {'value': 15, 'element': 406}, {'value': 14, 'element': 403}, {'value': 13, 'element': 402}, {'value': 12, 'element': 405}, {'value': 10, 'element': 569}, {'value': 6, 'element': 465}, {'value': 5, 'element': 415}, {'value': 3, 'element': 419}, {'value': 2, 'element': 539}, {'value': 1, 'element': 489}], 'h': [{'value': 36, 'element': 43}, {'value': 29, 'element': 45}, {'value': 28, 'element': 27}, {'value': 25, 'element': 31}, {'value': 24, 'element': 241}, {'value': 23, 'element': 25}, {'value': 23, 'element': 29}, {'value': 17, 'element': 42}, {'value': 15, 'element': 40}, {'value': 14, 'element': 37}, {'value': 8, 'element': 494}, {'value': 3, 'element': 28}, {'value': 3, 'element': 36}, {'value': 3, 'element': 44}]}}]",19,3,0,2,3,2
987816,2019-01-19T11:30:00Z,19 Jan 11:30,23,1,True,True,225,2019-01-19T15:00:00Z,19 Jan 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 138}, {'value': 1, 'element': 149}, {'value': 1, 'element': 486}], 'h': [{'value': 2, 'element': 253}, {'value': 1, 'element': 251}, {'value': 1, 'element': 257}]}}, {'assists': {'a': [{'value': 1, 'element': 150}, {'value': 1, 'element': 151}, {'value': 1, 'element': 444}], 'h': [{'value': 1, 'element': 246}, {'value': 1, 'element': 247}, {'value': 1, 'element': 254}, {'value': 1, 'element': 256}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 505}], 'h': []}}, {'red_cards': {'a': [], 'h': [{'value': 1, 'element': 254}]}}, {'saves': {'a': [{'value': 5, 'element': 136}], 'h': []}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 253}, {'value': 2, 'element': 257}, {'value': 1, 'element': 247}]}}, {'bps': {'a': [{'value': 25, 'element': 149}, {'value': 24, 'element': 138}, {'value': 24, 'element': 150}, {'value': 21, 'element': 486}, {'value': 19, 'element': 151}, {'value': 17, 'element': 143}, {'value': 16, 'element': 136}, {'value': 16, 'element': 142}, {'value': 15, 'element': 145}, {'value': 12, 'element': 444}, {'value': 11, 'element': 147}, {'value': 10, 'element': 412}, {'value': 1, 'element': 505}, {'value': -2, 'element': 141}], 'h': [{'value': 41, 'element': 253}, {'value': 32, 'element': 257}, {'value': 28, 'element': 247}, {'value': 26, 'element': 251}, {'value': 24, 'element': 246}, {'value': 23, 'element': 249}, {'value': 19, 'element': 254}, {'value': 16, 'element': 256}, {'value': 14, 'element': 255}, {'value': 13, 'element': 243}, {'value': 8, 'element': 468}, {'value': 3, 'element': 250}, {'value': 3, 'element': 462}, {'value': 3, 'element': 557}]}}]",7,5,3,12,2,4
987817,2019-01-19T11:30:00Z,19 Jan 11:30,23,1,True,True,226,2019-01-19T15:00:00Z,19 Jan 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 59}], 'h': [{'value': 1, 'element': 302}, {'value': 1, 'element': 305}]}}, {'assists': {'a': [{'value': 1, 'element': 60}], 'h': [{'value': 1, 'element': 294}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [], 'h': [{'value': 1, 'element': 305}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 4, 'element': 179}], 'h': [{'value': 2, 'element': 282}]}}, {'bonus': {'a': [{'value': 3, 'element': 59}], 'h': [{'value': 3, 'element': 305}, {'value': 1, 'element': 302}]}}, {'bps': {'a': [{'value': 33, 'element': 59}, {'value': 23, 'element': 60}, {'value': 19, 'element': 48}, {'value': 16, 'element': 49}, {'value': 16, 'element': 179}, {'value': 12, 'element': 503}, {'value': 11, 'element': 56}, {'value': 5, 'element': 55}, {'value': 5, 'element': 65}, {'value': 4, 'element': 58}, {'value': 3, 'element': 57}, {'value': 2, 'element': 51}, {'value': 1, 'element': 66}, {'value': -3, 'element': 62}], 'h': [{'value': 33, 'element': 305}, {'value': 29, 'element': 302}, {'value': 24, 'element': 294}, {'value': 16, 'element': 296}, {'value': 14, 'element': 282}, {'value': 14, 'element': 299}, {'value': 13, 'element': 285}, {'value': 13, 'element': 292}, {'value': 12, 'element': 293}, {'value': 12, 'element': 301}, {'value': 4, 'element': 306}, {'value': 3, 'element': 289}, {'value': 3, 'element': 297}, {'value': 2, 'element': 300}]}}]",3,4,1,14,2,2
987818,2019-01-19T11:30:00Z,19 Jan 11:30,23,1,True,True,227,2019-01-19T15:00:00Z,19 Jan 15:00,90,False,True,"[{'goals_scored': {'a': [], 'h': [{'value': 2, 'element': 482}, {'value': 1, 'element': 326}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 312}, {'value': 1, 'element': 323}, {'value': 1, 'element': 493}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 504}], 'h': []}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 3, 'element': 88}], 'h': [{'value': 1, 'element': 309}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 482}, {'value': 2, 'element': 312}, {'value': 1, 'element': 326}]}}, {'bps': {'a': [{'value': 18, 'element': 88}, {'value': 17, 'element': 100}, {'value': 16, 'element': 94}, {'value': 15, 'element': 95}, {'value': 13, 'element': 91}, {'value': 11, 'element': 98}, {'value': 9, 'element': 92}, {'value': 9, 'element': 504}, {'value': 8, 'element': 176}, {'value': 4, 'element': 101}, {'value': 3, 'element': 110}, {'value': 2, 'element': 105}, {'value': 2, 'element': 106}, {'value': 1, 'element': 99}], 'h': [{'value': 50, 'element': 482}, {'value': 40, 'element': 312}, {'value': 34, 'element': 326}, {'value': 28, 'element': 314}, {'value': 23, 'element': 309}, {'value': 22, 'element': 323}, {'value': 20, 'element': 310}, {'value': 12, 'element': 493}, {'value': 11, 'element': 317}, {'value': 7, 'element': 320}, {'value': 5, 'element': 531}, {'value': 1, 'element': 315}]}}]",5,3,0,15,2,3
