assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,31,0,0,3,165210,0,0,-3,3,58.7,0,0,3,0.0,0.0,0,Alireza,0.0,4,0,17.5,476,False,44.0,0,0,0,0,437,Hamstring injury - Expected back 02 Jan,2018-12-20T15:31:16Z,67,0,0,0,165210.jpg,1.5,0,0,Jahanbakhsh,0.6,False,16,i,3,36,73.0,15,1873,5,46808,39,0.0,2.2,Jahanbakhsh,2
0,1,165,None,None,1,86153,0,0,-2,2,142.0,1,0,2,1.7,1.7,7,Martín,1.7,19,0,39.0,503,False,216.0,0,0,0,0,1080,,None,43,0,0,0,86153.jpg,1.6,0,0,Montoya,0.1,False,22,a,3,36,31.0,19,5621,145,10912,35,0.4,4.4,Montoya,2
0,0,0,None,None,0,224117,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Viktor,0.0,0,0,0.0,551,False,0.0,0,0,0,0,0,,None,45,0,0,0,224117.jpg,0.0,0,0,Gyokeres,0.0,False,42,a,3,36,0.0,0,3925,94,2275,74,0.0,0.0,Gyokeres,0
0,0,0,None,None,0,198869,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,559,False,0.0,0,0,0,0,0,,None,40,0,0,0,198869.jpg,0.0,0,0,White,0.0,False,28,a,3,36,0.0,0,429,8,157,9,0.0,0.0,White,0
0,0,0,100,100,0,21205,0,0,-2,2,0.0,0,0,1,0.0,-0.5,0,Tom,0.0,0,0,0.0,67,False,0.0,0,0,0,0,0,,2018-08-12T12:31:12Z,48,0,0,0,21205.jpg,0.0,0,0,Heaton,0.1,False,1,a,4,90,0.0,0,2185,7,5794,8,0.0,0.0,Heaton,0
0,0,0,0,0,0,98747,0,0,-1,1,0.0,0,0,1,0.0,0.0,0,Nick,0.0,0,0,0.0,68,False,0.0,0,0,0,0,0,Lack of match fitness - Unknown return date,2018-07-27T07:01:08Z,49,0,0,0,98747.jpg,0.0,0,0,Pope,0.2,False,29,i,4,90,0.0,0,729,3,14908,25,0.0,0.0,Pope,0
0,0,191,0,0,3,68983,0,0,-4,4,102.7,0,0,2,0.0,0.0,0,Matthew,0.1,32,0,34.9,69,False,217.4,0,0,0,0,1177,Suspended until 02 Jan,2018-12-26T19:01:15Z,46,0,0,0,68983.jpg,1.5,0,0,Lowton,0.3,False,2,s,4,90,28.0,21,10703,1,45893,99,0.0,4.6,Lowton,5
2,4,294,None,None,4,51927,0,0,-3,3,65.9,0,0,2,1.6,1.1,0,Ben,1.6,41,0,62.1,70,False,471.2,0,0,0,0,1710,,None,47,1,0,0,51927.jpg,2.3,0,0,Mee,1.8,False,6,a,4,90,84.0,43,86402,136,240127,415,0.3,9.1,Mee,3
0,0,44,0,0,1,40616,0,0,-3,3,17.2,0,0,2,0.0,0.0,0,Stephen,0.0,6,0,8.5,71,False,48.4,0,0,0,0,228,Knee injury - Unknown return date,2018-10-16T15:31:15Z,47,0,0,0,40616.jpg,2.3,0,0,Ward,0.5,False,23,i,4,90,19.0,7,11401,3,113101,62,0.0,1.5,Ward,1
1,4,250,100,100,3,17761,0,0,-3,3,19.1,1,0,2,3.0,2.5,0,James,3.0,36,3,78.6,72,False,515.2,0,0,0,0,1376,,2018-12-01T15:01:16Z,47,0,0,0,17761.jpg,3.1,0,0,Tarkowski,4.1,False,5,a,4,90,250.0,50,236759,829,516278,806,0.6,10.6,Tarkowski,4
1,0,101,None,None,1,41674,0,0,-3,3,11.6,0,0,2,1.0,0.5,0,Kevin,1.0,9,0,16.8,73,False,147.8,0,0,0,0,513,,None,42,0,0,0,41674.jpg,2.7,0,0,Long,0.4,False,28,a,4,90,8.0,16,9772,40,36147,62,0.2,3.8,Long,0
0,1,250,None,None,3,103914,0,0,-1,1,153.0,0,0,2,1.6,1.1,0,Charlie,1.6,37,0,48.8,74,False,310.8,0,0,0,0,1530,,None,44,0,0,0,103914.jpg,1.8,0,0,Taylor,0.3,False,3,a,4,90,23.0,34,20153,99,20020,80,0.4,7.7,Taylor,1
0,0,72,100,100,1,17997,0,0,-3,3,60.5,0,0,2,1.1,0.6,0,Phil,1.1,9,0,15.9,75,False,85.8,0,0,0,0,532,,2018-11-10T14:01:14Z,42,0,0,0,17997.jpg,1.5,0,0,Bardsley,0.1,False,26,a,4,90,12.0,9,2788,19,7870,21,0.3,2.1,Bardsley,4
5,5,216,100,100,4,60586,0,0,-4,4,334.5,1,0,3,1.1,0.6,0,Johann Berg,1.1,27,2,83.9,76,False,291.2,0,0,0,0,1166,,2018-12-26T14:01:16Z,56,0,0,0,60586.jpg,4.0,0,0,Gudmundsson,1.5,False,7,a,4,90,212.0,60,316528,303,350649,524,0.2,10.7,Gudmundsson,2
0,0,70,50,50,0,39847,0,0,-2,2,36.6,0,0,3,0.1,-0.2,0,Steven,0.1,14,0,9.9,77,False,61.4,0,0,0,0,449,Knock - 50% chance of playing,2018-12-04T15:31:15Z,53,0,0,0,39847.jpg,1.7,0,0,Defour,0.0,False,16,d,4,90,0.0,10,848,0,1488,4,0.0,1.9,Defour,0
0,0,113,None,None,1,83314,0,0,-3,3,87.6,0,0,3,1.1,0.6,0,Jeff,1.1,26,1,33.0,78,False,94.0,0,0,0,0,831,,None,52,0,0,0,83314.jpg,1.9,0,0,Hendrick,0.1,False,13,a,4,90,149.0,28,7063,10,12263,14,0.2,5.4,Hendrick,2
1,0,57,50,50,1,90517,0,0,-1,1,118.1,0,0,3,0.5,0.3,0,Robbie,1.0,12,0,25.2,79,False,77.8,0,0,0,0,507,Knock - 50% chance of playing,2018-12-20T16:31:16Z,54,0,0,0,90517.jpg,1.8,0,0,Brady,0.0,False,12,d,4,90,56.0,14,1171,5,2273,11,0.2,2.6,Brady,3
3,0,196,100,100,3,60551,0,0,0,0,231.2,0,0,3,1.4,0.9,0,Ashley,1.4,30,0,58.2,80,False,230.8,0,0,0,0,1201,,2018-08-03T12:31:10Z,45,0,0,0,60551.jpg,2.4,0,0,Westwood,1.4,False,18,a,4,90,116.0,38,178815,96,139559,499,0.3,8.4,Westwood,3
0,0,0,0,0,0,12813,0,0,-2,2,0.0,0,0,3,0.0,0.0,0,Jonathan,0.0,0,0,0.0,81,False,0.0,0,0,0,0,0,Joined Ipswich Town on loan until January on 30/8. - Expected back 01 Jan,2018-08-30T16:31:13Z,48,0,0,0,12813.jpg,0.0,0,0,Walters,0.0,False,19,n,4,90,0.0,0,596,3,3230,7,0.0,0.0,Walters,0
1,0,221,100,100,4,40145,0,0,-4,4,145.5,0,0,3,2.9,2.4,0,Jack,2.9,36,1,52.1,82,False,242.8,0,0,0,0,1602,,2018-11-10T14:01:14Z,46,0,0,0,40145.jpg,2.4,0,0,Cork,0.6,False,4,a,4,90,130.0,44,24725,214,53464,257,0.6,9.6,Cork,4
1,2,133,0,0,3,17349,0,0,0,0,121.2,1,0,3,0.0,0.0,0,Aaron,0.7,22,1,38.0,83,False,151.6,0,0,0,0,1214,Knee injury - Unknown return date,2018-12-19T01:01:16Z,50,0,0,0,17349.jpg,2.6,0,0,Lennon,0.5,False,25,i,4,90,108.0,41,131129,3,130453,282,0.1,8.2,Lennon,1
0,7,125,None,None,2,40399,0,0,-2,2,108.1,0,0,4,0.9,0.4,0,Sam,0.9,20,3,53.8,84,False,152.0,0,0,0,0,903,,None,53,0,0,0,40399.jpg,2.6,0,0,Vokes,1.4,False,9,a,4,90,286.0,46,168286,763,155637,910,0.2,8.7,Vokes,0
1,5,119,100,100,3,44699,0,0,-4,4,79.2,1,0,4,2.7,2.2,0,Ashley,2.7,15,3,46.9,85,False,138.2,0,0,0,0,712,,2018-07-24T09:01:08Z,56,0,0,0,44699.jpg,2.3,0,0,Barnes,0.5,False,10,a,4,90,257.0,42,38920,491,63966,285,0.5,7.5,Barnes,2
0,0,0,0,0,0,92383,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Nahki,0.0,0,0,0.0,86,False,0.0,0,0,0,0,0,Season-long loan to Queens Park Rangers,2018-08-23T23:01:12Z,45,0,0,0,92383.jpg,0.0,0,0,Wells,0.9,False,21,u,4,90,0.0,0,13100,16,90291,107,0.0,0.0,Wells,0
0,0,60,100,100,3,60689,0,0,-3,3,77.9,0,0,4,1.3,0.8,0,Chris,1.3,25,1,48.3,87,False,76.2,0,0,0,0,973,,2018-08-12T12:31:12Z,62,0,0,0,60689.jpg,1.7,0,0,Wood,0.2,False,11,a,4,90,336.0,32,17662,51,34380,59,0.2,5.2,Wood,1
0,0,0,None,None,0,39725,0,0,-2,2,0.0,0,0,1,0.0,-0.5,0,Anders,0.0,0,0,0.0,485,False,0.0,0,0,0,0,0,,None,43,0,0,0,39725.jpg,0.0,0,0,Lindegaard,0.1,False,22,a,4,90,0.0,0,732,3,4429,10,0.0,0.0,Lindegaard,0
0,7,378,None,None,4,15749,0,0,0,0,10.1,2,0,1,2.4,1.9,0,Joe,2.4,41,0,60.3,490,False,594.6,0,0,0,0,1710,,None,45,0,0,1,15749.jpg,3.6,0,77,Hart,8.7,False,20,a,4,90,0.0,69,509897,1744,319624,3417,0.5,15.3,Hart,0
0,0,17,0,0,0,83312,0,0,-2,2,0.4,0,0,2,0.0,0.0,0,Ben,0.9,3,1,7.6,491,False,42.4,0,0,0,0,62,,2018-09-03T16:31:13Z,48,0,0,0,83312.jpg,6.0,0,0,Gibson,0.1,False,14,a,4,90,33.0,6,1153,14,15477,15,0.2,1.3,Gibson,1
0,0,43,100,100,0,81183,0,0,-3,3,22.8,0,0,4,0.1,-0.4,0,Matej,0.1,6,1,11.8,495,False,44.2,0,0,0,0,262,,2018-08-10T14:31:13Z,57,0,0,0,81183.jpg,1.6,0,0,Vydra,0.0,False,27,a,4,90,54.0,13,3047,15,8743,9,0.0,2.3,Vydra,1
0,0,21,None,None,0,433154,0,0,-1,1,38.8,0,0,3,0.1,-0.4,0,Dwight,0.1,4,0,7.0,534,False,12.8,0,0,0,0,106,,None,44,0,0,0,433154.jpg,1.0,0,0,McNeil,0.0,False,31,a,4,90,20.0,2,864,3,675,6,0.0,0.5,McNeil,1
0,0,0,None,None,0,432793,0,0,0,0,0.0,0,0,2,0.0,-0.5,0,Abd-Al-Ali Morakinyo Olaposi,0.0,0,0,0.0,564,False,0.0,0,0,0,0,0,,None,40,0,0,0,432793.jpg,0.0,0,0,Koiki,0.0,False,42,a,4,90,0.0,0,162,7,55,6,0.0,0.0,Koiki,0
0,0,142,100,100,4,48615,0,0,-1,1,105.8,0,0,3,0.6,1.6,3,Harry,2.1,28,0,37.4,33,False,152.8,0,0,0,0,1317,,2018-11-04T12:01:15Z,49,0,0,0,48615.jpg,1.8,0,0,Arter,0.2,False,7,a,5,97,115.0,31,3209,15,11684,20,0.4,6.3,Arter,5
0,11,427,None,None,5,88734,0,0,0,0,0.0,3,0,1,4.5,5.5,15,Neil,6.0,38,0,65.5,88,False,656.4,0,0,0,0,1800,,None,45,0,0,3,88734.jpg,4.4,0,78,Etheridge,5.8,False,1,a,5,97,0.0,88,472001,13430,261544,1699,1.3,19.6,Etheridge,2
0,0,0,None,None,0,45220,0,0,-2,2,0.0,0,0,1,-1.5,-0.5,0,Alex,0.0,0,0,0.0,89,False,0.0,0,0,0,0,0,,None,43,0,0,0,45220.jpg,0.0,0,0,Smithies,0.1,False,12,a,5,97,0.0,0,1824,23,5295,27,0.0,0.0,Smithies,0
4,2,288,100,100,5,49982,0,0,-3,3,162.0,0,0,2,2.5,3.5,5,Sean,4.0,38,0,84.0,90,False,389.8,0,0,0,0,1779,,2018-11-10T15:01:14Z,47,0,0,0,49982.jpg,2.9,0,0,Morrison,0.5,False,4,a,5,97,288.0,57,31632,1116,38412,374,0.9,12.1,Morrison,3
1,8,323,None,None,5,19523,0,0,0,0,34.9,1,0,2,1.9,2.9,7,Sol,3.4,33,2,79.8,91,False,541.8,0,0,0,0,1710,,None,45,0,0,0,19523.jpg,3.5,0,0,Bamba,1.8,False,22,a,5,97,220.0,66,131127,2875,81039,889,0.8,14.7,Bamba,3
1,0,306,None,None,5,49382,0,0,-1,1,98.7,0,0,2,1.6,2.6,6,Bruno,3.1,38,0,49.7,92,False,364.4,0,0,0,0,1800,,None,44,0,0,0,49382.jpg,2.5,0,0,Ecuele Manga,0.1,False,5,a,5,97,31.0,49,6574,306,7014,88,0.7,11.1,Ecuele Manga,0
0,0,0,None,None,0,27698,0,0,-2,2,0.0,0,0,2,-1.5,-0.5,0,Matthew,0.0,0,0,0.0,93,False,0.0,0,0,0,0,0,,None,38,0,0,0,27698.jpg,0.0,0,0,Connolly,1.3,False,16,a,5,97,0.0,0,49084,2151,64474,774,0.0,0.0,Connolly,0
1,2,206,100,100,4,56981,0,0,-1,1,148.4,0,0,2,0.2,1.2,0,Joe,1.7,22,0,37.4,94,False,208.6,0,0,0,0,1138,,2018-12-26T14:01:16Z,44,0,0,0,56981.jpg,2.8,0,0,Bennett,0.5,False,3,a,5,97,16.0,36,49090,18,46216,80,0.4,8.2,Bennett,1
0,0,45,100,100,1,38716,0,0,-1,1,13.4,0,0,2,-0.4,0.6,1,Lee,1.1,6,0,7.0,95,False,54.6,0,0,0,0,282,,2018-11-10T12:31:14Z,39,0,0,0,38716.jpg,1.5,0,0,Peltier,3.8,False,2,a,5,97,2.0,9,229665,1841,232781,1630,0.3,2.3,Peltier,1
0,0,11,0,0,0,73459,0,0,-1,1,1.5,0,0,2,0.0,0.0,0,Ashley Darel Jazz,0.0,4,0,1.5,96,False,12.2,0,0,0,0,97,Hamstring injury - Unknown return date,2018-11-02T12:01:13Z,39,0,0,0,73459.jpg,0.3,0,0,Richards,0.6,False,6,i,5,97,0.0,1,21443,25,40932,132,0.0,0.3,Jazz Richards,0
0,0,0,0,0,0,14927,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Greg,0.0,0,0,0.0,97,False,0.0,0,0,0,0,0,Contract expired,2018-07-09T09:22:51Z,40,0,0,0,14927.jpg,0.0,0,0,Halford,0.0,False,None,u,5,97,0.0,0,524,0,1351,7,0.0,0.0,Halford,0
0,0,127,100,100,3,104073,0,0,-3,3,205.4,0,0,3,-0.6,0.4,0,Joe,0.9,24,0,49.0,98,False,164.6,0,0,0,0,1091,,2018-10-06T17:31:14Z,47,0,1,0,104073.jpg,1.5,1,0,Ralls,0.1,False,8,a,5,97,122.0,23,8824,15,23415,22,0.2,4.9,Ralls,2
1,1,113,100,100,3,49806,0,0,-5,5,118.0,0,0,3,2.1,3.1,3,David Junior,3.6,29,2,45.2,99,False,153.6,0,0,0,0,1163,,2018-10-06T14:01:16Z,50,0,0,0,49806.jpg,2.6,0,0,Hoilett,0.1,False,33,a,5,97,186.0,44,4412,50,19922,39,0.7,8.8,Hoilett,3
0,0,27,25,25,1,76360,0,0,-2,2,26.4,0,0,3,-0.2,0.0,0,Nathaniel,0.7,3,0,13.3,100,False,22.4,0,0,0,0,220,,2018-08-25T18:01:15Z,48,0,0,0,76360.jpg,1.5,0,0,Mendez-Laing,0.0,False,19,a,5,97,83.0,9,624,4,3544,6,0.1,1.9,Mendez-Laing,0
1,4,175,100,75,3,122797,0,0,-4,4,222.0,1,0,3,1.2,1.7,3,Callum,2.7,27,4,84.4,101,False,219.4,0,0,0,0,1307,,2018-12-29T15:01:17Z,51,0,0,0,122797.jpg,3.5,0,0,Paterson,0.9,False,13,a,5,97,404.0,60,129045,412,92241,979,0.5,11.8,Paterson,2
0,3,133,100,100,2,49845,0,0,-1,1,101.2,1,0,3,1.6,2.6,3,Aron,3.1,18,1,32.3,102,False,165.6,0,0,0,0,938,,2018-10-20T16:31:16Z,44,0,0,0,49845.jpg,2.6,0,0,Gunnarsson,0.8,False,17,a,5,97,56.0,31,52787,892,72843,651,0.7,7.0,Gunnarsson,2
0,0,0,0,0,0,40451,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,103,False,0.0,0,0,0,0,0,Not in Squad,2018-09-06T06:33:08Z,44,0,0,0,40451.jpg,0.0,0,0,Pilkington,0.1,False,None,u,5,97,0.0,0,2492,0,11572,15,0.0,0.0,Pilkington,0
0,0,6,None,None,0,54527,0,0,-2,2,1.0,0,0,3,-1.5,-0.5,0,Loïc,0.0,2,0,0.9,104,False,0.6,0,0,0,0,21,,None,43,0,0,0,54527.jpg,1.0,0,0,Damour,0.1,False,20,a,5,97,8.0,2,2847,38,4095,31,0.0,0.5,Damour,0
0,0,54,0,0,0,75826,0,0,-2,2,56.4,0,0,3,0.0,0.0,0,Danny,0.0,9,1,17.8,105,False,60.2,0,0,0,0,321,Knock - Unknown return date,2018-12-07T12:31:15Z,43,0,0,0,75826.jpg,1.9,0,0,Ward,0.3,False,9,i,5,97,63.0,17,34216,22,40150,118,0.0,4.0,Ward,0
0,1,109,100,100,4,114245,0,0,-2,2,142.2,0,0,3,0.9,1.9,3,Josh,2.4,18,3,71.3,106,False,168.2,0,0,0,0,1108,,2018-10-27T14:01:13Z,48,0,0,0,114245.jpg,2.9,0,0,Murphy,0.4,False,11,a,5,97,409.0,49,60917,52,53459,257,0.5,10.2,Murphy,0
0,0,13,0,0,1,82078,0,0,-4,4,71.3,0,0,4,0.0,0.0,0,Kenneth,0.1,7,0,23.6,107,False,22.8,0,0,0,0,287,Thigh injury - Unknown return date,2018-12-27T20:31:17Z,46,0,0,0,82078.jpg,1.3,0,0,Zohore,0.2,False,10,i,5,97,142.0,9,21082,20,48720,110,0.0,2.0,Zohore,0
0,0,0,0,0,0,114054,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Omar,0.0,0,0,0.0,108,False,0.0,0,0,0,0,0,Season-long loan to Birmingham City,2018-08-08T08:43:30Z,45,0,0,0,114054.jpg,0.0,0,0,Bogle,0.1,False,30,u,5,97,0.0,0,1396,4,11320,20,0.0,0.0,Bogle,0
0,0,13,100,100,0,45196,0,0,-1,1,1.5,0,0,4,-1.5,-0.5,0,Gary,0.0,3,0,1.0,109,False,2.0,0,0,0,0,32,,2018-12-26T14:01:16Z,44,0,0,0,45196.jpg,1.0,0,0,Madine,1.1,False,24,a,5,97,8.0,5,80640,654,99915,594,0.0,1.1,Madine,0
3,4,135,None,None,1,96994,0,0,-3,3,141.1,1,0,4,0.8,1.8,4,Bobby,2.3,16,2,54.4,110,False,156.2,0,0,0,0,754,,None,52,0,0,0,96994.jpg,2.9,0,0,Reid,0.6,False,14,a,5,97,249.0,44,69941,711,77992,510,0.4,8.5,Reid,0
0,0,65,100,100,1,80792,0,0,-3,3,57.0,0,0,2,-0.8,0.2,6,Greg,0.7,14,0,16.3,467,False,93.0,0,0,0,0,540,,2018-12-22T16:31:16Z,42,0,0,0,80792.jpg,1.3,0,0,Cunninghamm,0.0,False,18,a,5,97,12.0,8,704,36,3811,11,0.2,1.9,Cunningham,3
2,4,257,None,None,5,175946,0,0,1,-1,545.9,1,0,3,2.9,3.9,10,Víctor,4.4,36,3,111.7,504,False,338.4,0,0,0,0,1671,,None,46,0,0,0,175946.jpg,3.4,0,0,Camarasa,2.1,False,21,a,5,97,231.0,64,204431,7814,91665,1680,1.0,13.9,Camarasa,4
1,0,72,None,None,1,78911,0,0,0,0,73.2,0,0,3,-0.4,0.6,1,Kadeem,1.1,5,1,24.1,535,False,81.2,0,0,0,0,346,,None,45,0,0,0,78911.jpg,2.0,0,0,Harris,0.0,False,23,a,5,97,87.0,22,2528,5,1728,16,0.2,4.9,Harris,1
0,0,0,None,None,0,10589,0,0,0,0,0.0,0,0,1,-1.5,-0.5,0,Brian,0.0,0,0,0.0,537,False,0.0,0,0,0,0,0,,None,40,0,0,0,10589.jpg,0.0,0,0,Murphy,0.2,False,28,a,5,97,0.0,0,13649,26,5913,72,0.0,0.0,Brian Murphy,0
0,0,0,0,0,0,60772,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Thibaut,0.0,0,0,0.0,111,False,0.0,0,0,0,0,0,Transferred to Real Madrid,2018-08-09T06:49:10Z,55,0,0,0,60772.jpg,0.0,0,0,Courtois,0.5,False,13,u,6,8,0.0,0,309,1,54433,33,0.0,0.0,Courtois,0
0,0,0,None,None,0,20310,0,0,-3,3,0.0,0,0,1,1.0,1.0,0,Willy,0.0,0,0,0.0,112,False,0.0,0,0,0,0,0,,None,47,0,0,0,20310.jpg,0.0,0,0,Caballero,0.1,False,13,a,6,8,0.0,0,1601,17,7216,16,0.0,0.0,Caballero,0
2,4,433,None,None,8,41328,0,0,-2,2,308.2,0,0,2,3.9,3.9,0,César,2.9,16,0,82.2,113,False,427.4,0,0,0,0,1710,,None,63,0,0,0,41328.jpg,3.9,0,0,Azpilicueta,9.5,False,28,a,6,8,83.0,75,184797,1144,505923,2036,0.5,11.9,Azpilicueta,1
0,0,3,100,100,0,19419,0,0,-4,4,0.0,0,0,2,1.0,1.0,0,Gary,0.0,0,0,0.3,114,False,2.8,0,0,0,0,21,,2018-12-22T14:01:16Z,51,0,0,0,19419.jpg,1.0,0,0,Cahill,0.6,False,24,a,6,8,0.0,1,5076,34,52412,42,0.0,0.2,Cahill,0
7,14,431,None,None,8,82263,0,0,3,-3,313.5,3,0,2,3.4,3.4,0,Marcos,2.4,16,1,93.9,115,True,359.2,0,0,0,0,1697,,None,68,0,0,0,82263.jpg,5.5,0,0,Alonso,41.6,False,3,a,6,8,264.0,104,2005577,3774,854950,15275,0.4,15.3,Alonso,3
0,9,386,100,100,8,41270,0,0,3,-3,150.1,1,0,2,4.9,4.9,0,David,3.9,14,1,73.7,116,False,423.8,0,0,0,0,1620,,2018-07-05T14:31:07Z,58,0,0,0,41270.jpg,4.4,0,0,Luiz Moreira Marinho,10.1,False,30,a,6,8,165.0,79,641485,5642,331740,4864,0.7,13.6,David Luiz,1
0,0,3,75,75,0,49013,0,0,-4,4,12.7,0,0,2,0.8,0.8,0,Victor,0.0,1,0,2.0,117,False,1.2,0,0,0,0,26,Knock - 75% chance of playing,2018-12-12T19:31:19Z,56,0,0,0,49013.jpg,1.0,0,0,Moses,1.4,False,15,d,6,8,6.0,2,6163,6,159075,136,0.0,0.4,Moses,0
1,6,380,100,100,8,102380,0,0,0,0,96.4,1,0,2,3.9,3.9,0,Antonio,2.9,16,1,67.1,118,False,349.0,0,0,0,0,1688,,2018-10-20T11:31:16Z,60,0,0,0,102380.jpg,4.1,0,0,Rüdiger,4.9,False,2,a,6,8,224.0,78,317188,1056,233134,2027,0.5,13.0,Rüdiger,3
0,0,11,75,75,0,135363,0,0,-5,5,2.5,0,0,2,0.8,0.8,0,Andreas,0.0,2,0,1.8,119,False,15.8,0,0,0,0,90,Hamstring injury - 75% chance of playing,2018-12-20T12:31:15Z,50,0,0,0,135363.jpg,0.0,0,0,Christensen,0.4,False,27,d,6,8,0.0,0,3171,4,50521,43,0.0,0.0,Christensen,1
0,0,5,100,100,0,105700,0,0,-4,4,0.4,0,0,2,1.1,1.1,0,Davide,0.1,0,0,2.5,120,False,3.8,0,0,0,0,18,,2018-09-15T13:01:13Z,51,0,0,0,105700.jpg,1.0,0,0,Zappacosta,0.1,False,21,a,6,8,21.0,2,3134,29,13651,30,0.0,0.4,Zappacosta,0
0,0,3,100,100,0,109533,0,0,-3,3,0.5,0,0,2,1.1,1.1,0,Emerson,0.1,0,0,0.2,121,False,1.2,0,0,0,0,5,,2018-09-14T15:31:13Z,52,0,0,0,109533.jpg,1.0,0,0,Palmieri dos Santos,0.1,False,33,a,6,8,0.0,1,1736,22,7676,22,0.0,0.2,Emerson,0
9,19,467,100,100,6,42786,0,0,6,-6,734.1,5,0,3,8.1,8.1,0,Eden,7.1,13,10,223.4,122,True,722.8,0,0,0,0,1403,,2018-12-16T16:31:16Z,111,0,0,0,42786.jpg,7.4,0,0,Hazard,38.1,False,10,a,6,8,774.0,133,3155104,16856,1757921,4377,0.6,12.0,Hazard,2
0,0,33,100,100,0,17878,0,0,-3,3,44.1,0,0,3,1.3,1.3,0,Cesc,0.3,2,0,7.9,123,False,27.6,0,0,0,0,153,,2018-11-11T13:31:14Z,62,0,0,0,17878.jpg,1.0,0,0,Fàbregas,0.4,False,4,a,6,8,8.0,5,4493,53,57052,41,0.0,0.8,Fàbregas,1
4,2,290,None,None,8,47431,0,0,-3,3,676.4,0,0,3,3.0,3.0,0,Willian,2.0,14,2,144.4,124,False,329.8,0,0,0,0,1223,,None,72,0,0,0,47431.jpg,3.6,0,0,Borges Da Silva,4.5,False,22,a,6,8,436.0,65,389829,990,642566,1242,0.3,9.0,Willian,1
1,9,250,0,0,4,49579,0,0,-2,2,241.3,1,0,3,0.0,0.0,0,Pedro,3.7,6,6,95.2,125,False,325.4,0,0,0,0,937,Hamstring injury - Expected back 12 Jan,2018-12-26T22:01:17Z,63,0,0,0,49579.jpg,4.2,0,0,Rodríguez Ledesma,3.7,False,11,i,6,8,390.0,71,1219488,77,1229858,5258,0.6,11.3,Pedro,1
2,1,302,None,None,8,116594,0,0,-1,1,387.1,0,0,3,4.3,4.3,0,N'Golo,3.3,16,2,96.4,126,False,351.0,0,0,0,0,1696,,None,49,0,0,0,116594.jpg,3.2,0,0,Kanté,16.7,False,7,a,6,8,225.0,60,668292,3286,918146,4386,0.7,12.2,Kanté,3
3,5,171,100,100,3,88894,0,0,-7,7,140.3,2,0,3,1.4,1.4,0,Ross,0.4,6,3,55.9,127,False,203.6,0,0,0,0,541,,2018-12-02T12:01:14Z,53,0,0,0,88894.jpg,3.4,0,0,Barkley,2.1,False,8,a,6,8,217.0,51,690368,118,619189,1271,0.1,9.6,Barkley,0
0,0,0,None,None,0,61603,0,0,-3,3,0.0,0,0,3,1.0,1.0,0,Daniel,0.0,0,0,0.0,128,False,0.0,0,0,0,0,0,,None,47,0,0,0,61603.jpg,0.0,0,0,Drinkwater,0.1,False,6,a,6,8,0.0,0,1714,12,7636,14,0.0,0.0,Drinkwater,0
0,0,0,0,0,0,169102,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Tiemoué,0.0,0,0,0.0,129,False,0.0,0,0,0,0,0,Season-long loan to Milan,2018-08-15T09:18:32Z,49,0,0,0,169102.jpg,0.0,0,0,Bakayoko,0.1,False,14,u,6,8,0.0,0,334,1,11633,7,0.0,0.0,Bakayoko,0
0,0,0,100,100,0,199598,0,0,-1,1,0.0,0,0,3,1.0,1.0,0,Ethan,0.0,0,0,0.0,130,False,0.0,0,0,0,0,0,,2018-10-12T10:01:15Z,44,0,0,0,199598.jpg,0.0,0,0,Ampadu,0.0,False,44,a,6,8,0.0,0,1649,7,3388,11,0.0,0.0,Ampadu,0
0,0,5,25,25,0,209046,0,0,-3,3,2.8,0,0,3,0.3,0.3,0,Callum,0.1,1,0,0.5,131,False,0.4,0,0,0,0,42,Hamstring injury - 25% chance of playing,2018-12-26T23:31:49Z,42,0,0,0,209046.jpg,1.0,0,0,Hudson-Odoi,1.9,False,20,d,6,8,2.0,1,162595,645,205997,1499,0.0,0.2,Hudson-Odoi,0
0,3,102,100,100,1,126187,0,0,-3,3,66.0,1,0,3,3.7,3.7,0,Ruben,2.7,2,3,32.1,132,False,147.6,0,0,0,0,274,,2018-09-28T13:01:14Z,52,0,0,0,126187.jpg,3.6,0,0,Loftus-Cheek,0.6,False,12,a,6,8,107.0,29,33613,113,60852,283,0.5,5.6,Loftus-Cheek,0
