code,web_name,first_name,second_name,position_2023_24,position_2024_25,position_2025_26,position_changed,team_2023_24,team_2024_25,team_2025_26,team_changed,played_all_seasons,points_3yr_total,minutes_3yr_total,points_per_90_3yr
75115,Wilson,Callum,Wilson,FWD,FWD,FWD,False,Newcastle,Newcastle,West Ham,True,True,168.0,2570.0,5.883268482490273
202993,Bentancur,Rodrigo,Bentancur,MID,MID,MID,False,Spurs,Spurs,Spurs,False,True,167.0,4517.0,3.3274297099845027
114283,Grealish,Jack,Grealish,MID,MID,MID,False,Man City,Man City,Everton,True,True,167.0,3335.0,4.506746626686656
212314,Lukić,Saša,Lukić,MID,MID,MID,False,Fulham,Fulham,Fulham,False,True,166.0,5191.0,2.878058177615103
550839,Odobert,Wilson,Odobert,MID,MID,MID,False,Burnley,Spurs,Spurs,True,True,162.0,3910.0,3.7289002557544757
126184,Aké,Nathan,Aké,DEF,DEF,DEF,False,Man City,Man City,Man City,False,True,160.0,3402.0,4.232804232804233
220237,Botman,Sven,Botman,DEF,DEF,DEF,False,Newcastle,Newcastle,Newcastle,False,True,158.0,3621.0,3.927091963545982
109533,Emerson,Emerson,Palmieri dos Santos,DEF,DEF,DEF,False,West Ham,West Ham,West Ham,False,False,158.0,5246.0,2.7106366755623332
226944,Kamara,Boubacar,Kamara,MID,MID,MID,False,Aston Villa,Aston Villa,Aston Villa,False,True,158.0,4783.0,2.97302947940623
232653,J.Ramsey,Jacob,Ramsey,MID,MID,MID,False,Aston Villa,Aston Villa,Newcastle,True,True,157.0,3905.0,3.618437900128041
503714,Ugochukwu,Lesley,Ugochukwu,MID,MID,MID,False,Chelsea,Southampton,Burnley,True,True,157.0,4278.0,3.3029453015427768
231480,S.Bueno,Santiago,Ignacio Bueno,DEF,DEF,DEF,False,Wolves,Wolves,Wolves,False,True,157.0,5049.0,2.798573975044563
167074,Tete,Kenny,Tete,DEF,DEF,DEF,False,Fulham,Fulham,Fulham,False,True,157.0,4427.0,3.1917777275807544
159533,Adama,Adama,Traoré Diarra,MID,MID,MID,False,Fulham,Fulham,West Ham,True,True,156.0,2495.0,5.627254509018036
204968,Yates,Ryan,Yates,MID,MID,MID,False,Nott'm Forest,Nott'm Forest,Nott'm Forest,False,True,156.0,4482.0,3.132530120481928
111478,Veltman,Joël,Veltman,DEF,DEF,DEF,False,Brighton,Brighton,Brighton,False,True,154.0,4320.0,3.2083333333333335
220362,Disasi,Axel,Disasi,DEF,DEF,DEF,False,Chelsea,Aston Villa,West Ham,True,True,153.0,4684.0,2.939795046968403
184349,Sessegnon,Ryan,Sessegnon,DEF,DEF,MID,True,Spurs,Fulham,Fulham,True,False,152.0,2390.0,5.723849372384937
205651,G.Jesus,Gabriel,Fernando de Jesus,FWD,FWD,FWD,False,Arsenal,Arsenal,Arsenal,False,True,151.0,2488.0,5.462218649517685
206325,Zinchenko,Oleksandr,Zinchenko,DEF,DEF,DEF,False,Arsenal,Arsenal,Nott'm Forest,True,True,151.0,2587.0,5.253189022033243
487053,Udogie,Destiny,Udogie,DEF,DEF,DEF,False,Spurs,Spurs,Spurs,False,True,151.0,5649.0,2.4057355284121082
106760,Shaw,Luke,Shaw,DEF,DEF,DEF,False,Man Utd,Man Utd,Man Utd,False,True,149.0,4526.0,2.9628811312417147
205533,Nketiah,Eddie,Nketiah,FWD,FWD,FWD,False,Arsenal,Crystal Palace,Crystal Palace,True,True,147.0,2497.0,5.298358029635563
76357,Cairney,Tom,Cairney,MID,MID,MID,False,Fulham,Fulham,Fulham,False,True,144.0,2838.0,4.5665961945031714
225321,Ramsdale,Aaron,Ramsdale,GK,GK,GK,False,Arsenal,Southampton,Newcastle,True,True,142.0,4243.0,3.0120197973132217
210156,Awoniyi,Taiwo,Awoniyi,FWD,FWD,FWD,False,Nott'm Forest,Nott'm Forest,Nott'm Forest,False,True,142.0,1914.0,6.677115987460814
200785,Adams,Tyler,Adams,MID,MID,MID,False,Bournemouth,Bournemouth,Bournemouth,False,True,140.0,3846.0,3.2761310452418093
231065,Pinnock,Ethan,Pinnock,DEF,DEF,DEF,False,Brentford,Brentford,Brentford,False,True,138.0,4751.0,2.6141864870553566
477064,Lewis,Rico,Lewis,DEF,DEF,DEF,False,Man City,Man City,Man City,False,True,137.0,3093.0,3.986420950533463
547719,L.Miley,Lewis,Miley,MID,MID,MID,False,Newcastle,Newcastle,Newcastle,False,True,137.0,3000.0,4.11
536916,Buonanotte,Facundo,Buonanotte,MID,MID,MID,False,Brighton,Leicester,Leeds,True,True,135.0,2945.0,4.125636672325976
210462,Sangaré,Ibrahim,Sangaré,MID,MID,MID,False,Nott'm Forest,Nott'm Forest,Nott'm Forest,False,True,134.0,3688.0,3.270065075921909
111317,Brooks,David,Brooks,MID,MID,MID,False,Bournemouth,Bournemouth,Bournemouth,False,True,134.0,2400.0,5.0249999999999995
444884,Elliott,Harvey,Elliott,MID,MID,MID,False,Liverpool,Liverpool,Aston Villa,True,True,134.0,1799.0,6.70372429127293
221820,Martinez,Lisandro,Martínez,DEF,DEF,DEF,False,Man Utd,Man Utd,Man Utd,False,True,134.0,3623.0,3.3287330941208944
492777,Bradley,Conor,Bradley,DEF,DEF,DEF,False,Liverpool,Liverpool,Liverpool,False,True,133.0,2424.0,4.938118811881188
463981,Hill,James,Hill,DEF,DEF,DEF,False,Bournemouth,Bournemouth,Bournemouth,False,True,132.0,2619.0,4.536082474226804
444180,Anthony,Jaidon,Anthony,MID,MID,MID,False,Bournemouth,Bournemouth,Burnley,True,False,130.0,2868.0,4.079497907949791
87835,Doherty,Matt,Doherty,DEF,DEF,DEF,False,Wolves,Wolves,Wolves,False,True,130.0,4027.0,2.905388626769307
232859,Spence,Djed,Spence,DEF,DEF,DEF,False,Spurs,Spurs,Spurs,False,False,129.0,3839.0,3.0242250586090127
209243,Sancho,Jadon,Sancho,MID,MID,MID,False,Man Utd,Chelsea,Aston Villa,True,True,126.0,2693.0,4.210917192721872
432714,McAtee,James,McAtee,MID,MID,MID,False,Sheffield Utd,Man City,Nott'm Forest,True,True,125.0,2443.0,4.604993860008187
171287,Gomez,Joe,Gomez,DEF,DEF,DEF,False,Liverpool,Liverpool,Liverpool,False,True,123.0,2883.0,3.8397502601456814
441302,Maatsen,Ian,Maatsen,MID,DEF,DEF,True,Chelsea,Aston Villa,Aston Villa,True,True,122.0,2915.0,3.7667238421955402
204214,Estupiñan,Pervis,Estupiñán Tenorio,DEF,DEF,DEF,False,Brighton,Brighton,Brighton,False,False,120.0,3641.0,2.966218071958253
538207,Osula,William,Osula,FWD,FWD,FWD,False,Sheffield Utd,Newcastle,Newcastle,True,True,120.0,1707.0,6.32688927943761
184667,Lindelöf,Victor,Lindelöf,DEF,DEF,DEF,False,Man Utd,Man Utd,Aston Villa,True,True,118.0,2965.0,3.581787521079258
69752,Neto,Norberto,Murara Neto,GK,GK,GK,False,Bournemouth,Arsenal,Bournemouth,True,False,117.0,3060.0,3.4411764705882355
195546,Buendía,Emiliano,Buendía Stati,MID,MID,MID,False,Aston Villa,Aston Villa,Aston Villa,False,False,113.0,1842.0,5.521172638436482
490721,H.Bueno,Hugo,Bueno López,DEF,DEF,DEF,False,Wolves,Wolves,Wolves,False,False,112.0,3086.0,3.2663642255346725
227127,Bissouma,Yves,Bissouma,MID,MID,MID,False,Spurs,Spurs,Spurs,False,True,111.0,4066.0,2.456960157402853
226956,Roerslev,Mads,Roerslev Rasmussen,DEF,DEF,DEF,False,Brentford,Brentford,Brentford,False,False,111.0,3075.0,3.248780487804878
440854,Kiwior,Jakub,Kiwior,DEF,DEF,DEF,False,Arsenal,Arsenal,Arsenal,False,False,110.0,2059.0,4.808159300631375
109745,Arrizabalaga,Kepa,Arrizabalaga Revuelta,GK,GK,GK,False,Chelsea,Bournemouth,Arsenal,True,False,108.0,2880.0,3.375
184341,Mount,Mason,Mount,MID,MID,MID,False,Man Utd,Man Utd,Man Utd,False,True,106.0,2132.0,4.474671669793621
219924,Diop,Issa,Diop,DEF,DEF,DEF,False,Fulham,Fulham,Fulham,False,True,105.0,3569.0,2.6478005043429533
213999,Álvarez,Edson,Álvarez Velázquez,MID,MID,MID,False,West Ham,West Ham,West Ham,False,False,102.0,4144.0,2.215250965250965
200089,Willock,Joe,Willock,MID,MID,MID,False,Newcastle,Newcastle,Newcastle,False,True,102.0,2452.0,3.743882544861338
101982,Johnstone,Sam,Johnstone,GK,GK,GK,False,Crystal Palace,Wolves,Wolves,True,True,101.0,3506.0,2.5926982316029665
465920,Mudryk,Mykhailo,Mudryk,MID,MID,MID,False,Chelsea,Chelsea,Chelsea,False,False,101.0,1709.0,5.318899941486249
490094,Iroegbunam,Tim,Iroegbunam,MID,MID,MID,False,Aston Villa,Everton,Everton,True,True,100.0,2196.0,4.098360655737705
168636,Enes Ünal,Enes,Ünal,FWD,FWD,FWD,False,Bournemouth,Bournemouth,Bournemouth,False,True,99.0,861.0,10.348432055749129
97299,Stones,John,Stones,DEF,DEF,DEF,False,Man City,Man City,Man City,False,True,98.0,2041.0,4.321411073003429
149484,Mings,Tyrone,Mings,DEF,DEF,DEF,False,Aston Villa,Aston Villa,Aston Villa,False,True,97.0,2471.0,3.5329825981384055
487117,Ferguson,Evan,Ferguson,FWD,FWD,FWD,False,Brighton,West Ham,Brighton,True,False,97.0,1741.0,5.01435956346927
214285,Tsimikas,Konstantinos,Tsimikas,DEF,DEF,DEF,False,Liverpool,Liverpool,Liverpool,False,False,91.0,1504.0,5.445478723404255
444463,Fofana,Wesley,Fofana,DEF,DEF,DEF,False,Chelsea,Chelsea,Chelsea,False,False,91.0,2890.0,2.833910034602076
440323,Broja,Armando,Broja,FWD,FWD,FWD,False,Fulham,Everton,Burnley,True,True,90.0,1699.0,4.767510300176575
213198,Nkunku,Christopher,Nkunku,FWD,MID,MID,True,Chelsea,Chelsea,Chelsea,False,False,89.0,1341.0,5.973154362416107
199670,Édouard,Odsonne,Édouard,FWD,FWD,FWD,False,Crystal Palace,Leicester,Crystal Palace,True,True,87.0,1688.0,4.638625592417061
57328,Clyne,Nathaniel,Clyne,DEF,DEF,DEF,False,Crystal Palace,Crystal Palace,Crystal Palace,False,True,87.0,2404.0,3.2570715474209653
106468,Alex Moreno,Álex,Moreno Lopera,DEF,DEF,DEF,False,Aston Villa,Nott'm Forest,Aston Villa,True,False,83.0,1976.0,3.7803643724696356
158983,Endo,Endo,Wataru,MID,MID,MID,False,Liverpool,Liverpool,Liverpool,False,True,80.0,2143.0,3.3597760149323377
474120,Enciso,Julio,Enciso Espínola,MID,MID,MID,False,Brighton,Ipswich,Brighton,True,False,79.0,1623.0,4.380776340110906
477555,Bobb,Oscar,Bobb,MID,MID,MID,False,Man City,Man City,Fulham,True,True,75.0,1338.0,5.044843049327355
499175,Nwaneri,Ethan,Nwaneri,MID,MID,MID,False,Arsenal,Arsenal,Arsenal,False,True,75.0,1060.0,6.367924528301887
232792,Lamptey,Tariq,Lamptey,DEF,DEF,DEF,False,Brighton,Brighton,Brighton,False,False,73.0,1764.0,3.7244897959183674
577725,King,Josh,King,MID,MID,MID,False,Fulham,Fulham,Fulham,False,False,73.0,1416.0,4.639830508474576
153366,Reed,Harrison,Reed,MID,MID,MID,False,Fulham,Fulham,Fulham,False,True,72.0,1506.0,4.302788844621514
115556,Davies,Ben,Davies,DEF,DEF,DEF,False,Spurs,Spurs,Spurs,False,True,72.0,2550.0,2.5411764705882356
82143,Foderingham,Wes,Foderingham,GK,GK,GK,False,Sheffield Utd,West Ham,West Ham,True,False,70.0,2648.0,2.3791540785498486
168991,Philip,Philip,Billing,MID,MID,MID,False,Bournemouth,Bournemouth,Bournemouth,False,False,70.0,1561.0,4.0358744394618835
243571,Patterson,Nathan,Patterson,DEF,DEF,DEF,False,Everton,Everton,Everton,False,True,70.0,1580.0,3.9873417721518987
465527,Hannibal,Hannibal,Mejbri,MID,MID,MID,False,Man Utd,Man Utd,Burnley,True,False,70.0,1350.0,4.666666666666667
194010,Henry,Rico,Henry,DEF,DEF,DEF,False,Brentford,Brentford,Brentford,False,True,69.0,1817.0,3.4177215189873418
15157,Milner,James,Milner,MID,MID,MID,False,Brighton,Brighton,Brighton,False,True,69.0,1712.0,3.6273364485981308
88248,Ortega Moreno,Stefan,Ortega Moreno,GK,GK,GK,False,Man City,Man City,Nott'm Forest,True,True,68.0,2001.0,3.058470764617691
224995,Sinisterra,Luis,Sinisterra Lucumí,MID,MID,MID,False,Bournemouth,Bournemouth,Bournemouth,False,False,66.0,914.0,6.4989059080962805
499169,Lewis-Skelly,Myles,Lewis-Skelly,MID,MID,DEF,True,Arsenal,Arsenal,Arsenal,False,False,66.0,2059.0,2.8848955803788243
110735,Webster,Adam,Webster,DEF,DEF,DEF,False,Brighton,Brighton,Brighton,False,False,65.0,2027.0,2.8860384805130734
501837,Mosquera,Yerson,Mosquera Valdelamar,DEF,DEF,DEF,False,Wolves,Wolves,Wolves,False,False,64.0,2578.0,2.234290147401086
90585,Boly,Willy,Boly,DEF,DEF,DEF,False,Nott'm Forest,Nott'm Forest,Nott'm Forest,False,False,64.0,1583.0,3.6386607706885656
37096,Fabianski,Lukasz,Fabianski,GK,GK,GK,False,West Ham,West Ham,West Ham,False,False,63.0,1881.0,3.014354066985646
181284,Guedes,Gonçalo Manuel,Ganchinho Guedes,MID,MID,MID,False,Wolves,Wolves,Wolves,False,False,62.0,979.0,5.6996935648621045
223434,Igor,Igor Julio,dos Santos de Paulo,DEF,DEF,DEF,False,Brighton,Brighton,Brighton,False,True,61.0,2693.0,2.038618640920906
200641,Nelson,Reiss,Nelson,MID,MID,MID,False,Arsenal,Fulham,Brentford,True,True,56.0,857.0,5.88098016336056
493125,Dragusin,Radu,Drăgușin,DEF,DEF,DEF,False,Spurs,Spurs,Spurs,False,True,55.0,2189.0,2.261306532663317
467169,Antony,Antony,dos Santos,MID,MID,MID,False,Man Utd,Man Utd,Man Utd,False,False,55.0,1446.0,3.4232365145228214
472713,Hickey,Aaron,Hickey,DEF,DEF,DEF,False,Brentford,Brentford,Brentford,False,False,54.0,1392.0,3.491379310344828
428580,Onyeka,Frank,Onyeka,MID,MID,MID,False,Brentford,Brentford,Brentford,False,True,53.0,1258.0,3.791732909379968
49262,Steele,Jason,Steele,GK,GK,GK,False,Brighton,Brighton,Brighton,False,False,51.0,1710.0,2.6842105263157894
109345,March,Solly,March,MID,MID,MID,False,Brighton,Brighton,Brighton,False,True,50.0,754.0,5.96816976127321
111773,Krafth,Emil,Krafth,DEF,DEF,DEF,False,Newcastle,Newcastle,Newcastle,False,True,50.0,1288.0,3.493788819875776
536109,Scarles,Ollie,Scarles,DEF,DEF,DEF,False,West Ham,West Ham,West Ham,False,False,50.0,1315.0,3.4220532319391634
242880,B.Badiashile,Benoît,Badiashile Mukinayi,DEF,DEF,DEF,False,Chelsea,Chelsea,Chelsea,False,True,49.0,2139.0,2.0617110799438993
532605,Andrey Santos,Andrey,Nascimento dos Santos,MID,MID,MID,False,Chelsea,Chelsea,Chelsea,False,False,48.0,1254.0,3.4449760765550237
101148,Lascelles,Jamaal,Lascelles,DEF,DEF,DEF,False,Newcastle,Newcastle,Newcastle,False,False,47.0,1096.0,3.859489051094891
577016,Acheampong,Josh,Acheampong,DEF,DEF,DEF,False,Chelsea,Chelsea,Chelsea,False,True,44.0,830.0,4.771084337349397
224068,Turner,Matt,Turner,GK,GK,GK,False,Nott'm Forest,Crystal Palace,Nott'm Forest,True,False,41.0,1530.0,2.411764705882353
438464,Doucouré,Cheick,Doucouré,MID,MID,MID,False,Crystal Palace,Crystal Palace,Crystal Palace,False,False,40.0,1363.0,2.641232575201761
514356,Lavia,Roméo,Lavia,MID,MID,MID,False,Chelsea,Chelsea,Chelsea,False,True,40.0,1198.0,3.005008347245409
59949,Coleman,Séamus,Coleman,DEF,DEF,DEF,False,Everton,Everton,Everton,False,True,40.0,894.0,4.026845637583893
210494,N.Aguerd,Nayef,Aguerd,DEF,DEF,DEF,False,West Ham,West Ham,West Ham,False,False,39.0,2037.0,1.7231222385861562
229600,Travers,Mark,Travers,GK,GK,GK,False,Bournemouth,Bournemouth,Everton,True,False,38.0,810.0,4.222222222222222
155405,Phillips,Kalvin,Phillips,MID,MID,MID,False,West Ham,Ipswich,Man City,True,False,37.0,1625.0,2.0492307692307694
550615,George,Tyrique,George,FWD,MID,MID,True,Chelsea,Chelsea,Everton,True,False,33.0,528.0,5.625
79602,Bentley,Daniel,Bentley,GK,GK,GK,False,Wolves,Wolves,Wolves,False,True,33.0,832.0,3.5697115384615383
208912,Worrall,Joe,Worrall,DEF,DEF,DEF,False,Nott'm Forest,Nott'm Forest,Burnley,True,False,33.0,934.0,3.179871520342613
476502,B.Traore,Boubacar,Traoré,MID,MID,MID,False,Wolves,Wolves,Wolves,False,False,26.0,803.0,2.914072229140722
536694,M.França,Matheus,França de Oliveira,MID,MID,MID,False,Crystal Palace,Crystal Palace,Crystal Palace,False,False,25.0,276.0,8.152173913043478
429414,Kalajdžić,Saša,Kalajdžić,FWD,FWD,FWD,False,Wolves,Wolves,Wolves,False,False,25.0,172.0,13.08139534883721
438098,Fábio Vieira,Fábio,Ferreira Vieira,MID,MID,MID,False,Arsenal,Arsenal,Arsenal,False,False,24.0,290.0,7.448275862068965
499721,Moore,Mikey,Moore,MID,MID,MID,False,Spurs,Spurs,Spurs,False,False,21.0,362.0,5.220994475138121
151589,Dendoncker,Leander,Dendoncker,MID,MID,MID,False,Aston Villa,Aston Villa,Aston Villa,False,False,20.0,118.0,15.254237288135592
491012,Y.Chermiti,Youssef,Ramalho Chermiti,FWD,FWD,FWD,False,Everton,Everton,Everton,False,False,19.0,238.0,7.184873949579831
40383,Forster,Fraser,Forster,GK,GK,GK,False,Spurs,Spurs,Bournemouth,True,False,19.0,630.0,2.7142857142857144
451302,Bayindir,Altay,Bayındır,GK,GK,GK,False,Man Utd,Man Utd,Man Utd,False,False,19.0,900.0,1.9000000000000001
461421,Dobbin,Lewis,Dobbin,MID,MID,MID,False,Everton,Aston Villa,Aston Villa,True,False,18.0,226.0,7.168141592920354
466117,Ahamada,Naouirou,Ahamada,MID,MID,MID,False,Crystal Palace,Crystal Palace,Crystal Palace,False,False,16.0,332.0,4.337349397590362
223911,Mepham,Chris,Mepham,DEF,DEF,DEF,False,Bournemouth,Bournemouth,Bournemouth,False,False,16.0,613.0,2.3491027732463294
149519,Cornet,Maxwel,Cornet,MID,MID,MID,False,West Ham,Southampton,West Ham,True,False,14.0,180.0,7.0
235674,Solomon,Manor,Solomon,MID,MID,MID,False,Spurs,Spurs,Spurs,False,False,14.0,196.0,6.428571428571428
490145,Scarlett,Dane,Scarlett,FWD,FWD,FWD,False,Spurs,Spurs,Spurs,False,True,12.0,57.0,18.94736842105263
111452,Odysseas,Odysseas,Vlachodimos,GK,GK,GK,False,Nott'm Forest,Newcastle,Newcastle,True,False,12.0,450.0,2.4000000000000004
496208,Gannon-Doak,Ben,Gannon-Doak,MID,MID,MID,False,Liverpool,Liverpool,Bournemouth,True,False,12.0,118.0,9.152542372881356
436234,Bryan,Bryan,Gil Salvatierra,MID,MID,MID,False,Spurs,Spurs,Spurs,False,False,12.0,200.0,5.3999999999999995
628204,Konak,Yunus Emre,Konak,MID,MID,MID,False,Brentford,Brentford,Brentford,False,False,10.0,53.0,16.9811320754717
441271,Hoever,Ki-Jana,Hoever,DEF,DEF,DEF,False,Wolves,Wolves,Wolves,False,False,10.0,423.0,2.127659574468085
497606,Chirewa,Tawanda,Chirewa,MID,MID,MID,False,Wolves,Wolves,Wolves,False,False,10.0,163.0,5.521472392638037
490885,Earthy,George,Earthy,MID,MID,MID,False,West Ham,West Ham,West Ham,False,False,9.0,41.0,19.75609756097561
449988,Fábio Silva,Fábio,Soares Silva,FWD,FWD,FWD,False,Wolves,Wolves,Wolves,False,False,8.0,259.0,2.77992277992278
531989,Ozoh,David,Ozoh,MID,MID,MID,False,Crystal Palace,Crystal Palace,Crystal Palace,False,False,8.0,148.0,4.864864864864865
450542,J.Rak-Sakyi,Jesurun,Rak-Sakyi,MID,MID,MID,False,Crystal Palace,Crystal Palace,Crystal Palace,False,False,8.0,132.0,5.454545454545455
531363,Fraser,Nathan,Fraser,FWD,FWD,FWD,False,Wolves,Wolves,Wolves,False,False,7.0,183.0,3.4426229508196724
424044,H.Traorè,Hamed,Traorè,MID,MID,MID,False,Bournemouth,Bournemouth,Bournemouth,False,False,7.0,60.0,10.5
490881,Collyer,Toby,Collyer,MID,MID,MID,False,Man Utd,Man Utd,Man Utd,False,False,6.0,174.0,3.103448275862069
591386,Nyoni,Trey,Nyoni,MID,MID,MID,False,Liverpool,Liverpool,Liverpool,False,False,6.0,21.0,25.71428571428571
589507,Chiwome,Leon,Chiwome,FWD,FWD,FWD,False,Wolves,Wolves,Wolves,False,False,5.0,173.0,2.601156069364162
183656,Dasilva,Josh,Dasilva,MID,MID,MID,False,Brentford,Brentford,Brentford,False,False,5.0,24.0,18.75
222690,Malacia,Tyrell,Malacia,DEF,DEF,DEF,False,Man Utd,Man Utd,Man Utd,False,False,5.0,114.0,3.9473684210526314
441240,Faivre,Romain,Faivre,MID,MID,MID,False,Bournemouth,Bournemouth,Bournemouth,False,False,4.0,37.0,9.72972972972973
169359,Targett,Matt,Targett,DEF,DEF,DEF,False,Newcastle,Newcastle,Newcastle,False,False,4.0,97.0,3.711340206185567
450539,Peart-Harris,Myles,Peart-Harris,MID,MID,MID,False,Brentford,Brentford,Brentford,False,False,4.0,12.0,30.0
545477,A.Murphy,Alex,Murphy,DEF,DEF,DEF,False,Newcastle,Newcastle,Newcastle,False,False,4.0,18.0,20.0
577974,Amass,Harry,Amass,DEF,DEF,DEF,False,Man Utd,Man Utd,Man Utd,False,False,4.0,345.0,1.0434782608695652
461484,White,Joe,White,MID,MID,MID,False,Newcastle,Newcastle,Newcastle,False,False,3.0,12.0,22.5
570241,Ji-soo,Kim,Ji-soo,DEF,DEF,DEF,False,Brentford,Brentford,Brentford,False,False,3.0,28.0,9.642857142857142
575034,Wheatley,Ethan,Wheatley,FWD,FWD,FWD,False,Man Utd,Man Utd,Man Utd,False,False,3.0,13.0,20.76923076923077
507433,Valdimarsson,Hákon Rafn,Valdimarsson,GK,GK,GK,False,Brentford,Brentford,Brentford,False,False,3.0,234.0,1.1538461538461537
491501,McConnell,James,McConnell,MID,MID,MID,False,Liverpool,Liverpool,Liverpool,False,False,3.0,3.0,90.0
500058,Danns,Jayden,Danns,FWD,FWD,FWD,False,Liverpool,Liverpool,Liverpool,False,False,2.0,17.0,10.588235294117647
518442,Orford,Lewis,Orford,MID,MID,MID,False,West Ham,West Ham,West Ham,False,False,2.0,47.0,3.829787234042553
518438,Casey,Kaelan,Casey,DEF,DEF,DEF,False,West Ham,West Ham,West Ham,False,False,2.0,2.0,90.0
515024,Harris,Luke,Harris,MID,MID,MID,False,Fulham,Fulham,Fulham,False,False,2.0,74.0,2.4324324324324325
530318,Rodney,Kaden,Rodney,MID,MID,MID,False,Crystal Palace,Crystal Palace,Crystal Palace,False,False,1.0,3.0,30.0
591357,Trevitt,Ryan,Trevitt,MID,MID,MID,False,Brentford,Brentford,Brentford,False,False,1.0,3.0,30.0
550596,Sadi,Dominic,Sadi,MID,MID,MID,False,Bournemouth,Bournemouth,Bournemouth,False,False,1.0,1.0,90.0
593001,Gonzalez,Enso,González Medina,MID,MID,MID,False,Wolves,Wolves,Wolves,False,False,1.0,1.0,90.0
441192,Sarmiento,Jeremy,Sarmiento Morante,MID,MID,MID,False,Brighton,Brighton,Brighton,False,False,1.0,8.0,11.25
169593,Matthews,Remi,Matthews,GK,GK,GK,False,Crystal Palace,Crystal Palace,Crystal Palace,False,False,1.0,3.0,30.0
214572,Austin,Brandon,Austin,GK,GK,GK,False,Spurs,Spurs,Spurs,False,False,1.0,90.0,1.0
138001,King,Tom,King,GK,GK,GK,False,Wolves,Wolves,Everton,True,False,1.0,1.0,90.0
535928,Bajcetic,Stefan,Bajčetić Maquieira,MID,MID,MID,False,Liverpool,Liverpool,Liverpool,False,False,1.0,25.0,3.6
537403,Young,Kadan,Young,MID,MID,MID,False,Aston Villa,Aston Villa,Aston Villa,False,False,0.0,0.0,
240299,Hodge,Joe,Hodge,MID,MID,MID,False,Wolves,Wolves,Wolves,False,False,0.0,0.0,
156074,Holding,Rob,Holding,DEF,DEF,DEF,False,Crystal Palace,Crystal Palace,Crystal Palace,False,False,0.0,0.0,
153127,Hayden,Isaac,Hayden,MID,MID,MID,False,Newcastle,Newcastle,Newcastle,False,False,0.0,0.0,
548308,Phillips,Ashley,Phillips,DEF,DEF,DEF,False,Spurs,Spurs,Spurs,False,False,0.0,0.0,
491557,Metcalfe,Jenson,Metcalfe,MID,MID,MID,False,Everton,Everton,Everton,False,False,0.0,0.0,
568791,McKenna,Callan,McKenna,GK,GK,GK,False,Bournemouth,Bournemouth,Bournemouth,False,False,0.0,0.0,
243345,O'Brien,Lewis,O'Brien,MID,MID,MID,False,Nott'm Forest,Nott'm Forest,Nott'm Forest,False,False,0.0,0.0,
428971,Benda,Steven,Benda,GK,GK,GK,False,Fulham,Fulham,Fulham,False,False,0.0,0.0,
564510,Kuol,Garang,Kuol,MID,MID,MID,False,Newcastle,Newcastle,Newcastle,False,False,0.0,0.0,
450535,Ebiowei,Malcolm,Ebiowei,MID,MID,MID,False,Crystal Palace,Crystal Palace,Crystal Palace,False,False,0.0,0.0,
461537,Mee,Dermot,Mee,GK,GK,GK,False,Man Utd,Man Utd,Man Utd,False,False,0.0,0.0,
462381,Marschall,Filip,Marschall,GK,GK,GK,False,Aston Villa,Aston Villa,Aston Villa,False,False,0.0,0.0,
462492,Gauci,Joe,Gauci,GK,GK,GK,False,Aston Villa,Aston Villa,Aston Villa,False,False,0.0,0.0,
21205,Heaton,Tom,Heaton,GK,GK,GK,False,Man Utd,Man Utd,Man Utd,False,False,0.0,0.0,
574398,Umeh,Franco,Umeh-Chibueze,FWD,MID,MID,True,Crystal Palace,Crystal Palace,Crystal Palace,False,False,0.0,0.0,
204822,O.Richards,Omar,Richards,DEF,DEF,DEF,False,Nott'm Forest,Nott'm Forest,Nott'm Forest,False,False,0.0,0.0,
463748,Hein,Karl,Hein,GK,GK,GK,False,Arsenal,Arsenal,Arsenal,False,False,0.0,0.0,
612534,Fredrick,Benjamin,Fredrick,DEF,DEF,DEF,False,Brentford,Brentford,Brentford,False,False,0.0,0.0,
611926,Nallo,Amara,Nallo,DEF,DEF,DEF,False,Liverpool,Liverpool,Liverpool,False,False,0.0,0.0,
622536,Arthur,Benjamin,Arthur,DEF,DEF,DEF,False,Brentford,Brentford,Brentford,False,False,0.0,0.0,
122074,Bettinelli,Marcus,Bettinelli,GK,GK,GK,False,Chelsea,Chelsea,Man City,True,False,-1.0,0.0,
