assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,2003-02-26,3,419,True,True,100,100,9,0.26,460028,None,,0,0,-1,1,213.0,192,42,None,,1,2,3.0,3.5,6,1.30,0.04,2.64,0.08,1.34,42.17,1.24,0.04,Levi,3.5,97,23,41,1.21,1,False,101.5,143,38,162,False,647.6,70,27,3060,0,0,0,0,0,0,0,,2025-01-17T15:00:07.145576Z,44,530,105,p460028,0,0,None,0,,460028.jpg,2.8,168,50,0,241,False,0,0.0,Colwill,2.5,126,46,False,None,34,1.0,a,6,8,2022-07-01,152.0,214,49,94,1104267,1736,954490,4495,0.8,21.4,Colwill,9
2,1998-07-22,12,500,True,True,100,100,8,0.25,179268,None,,0,0,4,-4,347.0,116,25,None,,5,2,5.5,6.0,15,2.37,0.07,5.16,0.16,2.79,38.59,1.2,0.09,Marc,6.0,22,4,38,1.18,5,False,135.0,89,12,163,False,643.0,71,28,2898,0,0,0,0,0,0,0,,2024-12-16T09:30:06.586582Z,54,129,13,p179268,0,0,None,0,,179268.jpg,3.6,84,14,1,200,False,0,0.0,Cucurella Saseta,11.5,37,14,False,None,32,0.99,a,6,8,2022-08-05,358.0,93,4,125,2175739,88718,1648637,14542,1.1,23.1,Cucurella,8
0,2002-12-22,0,0,False,True,0,0,0,0,520295,None,,0,0,-1,1,0.0,793,83,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,David Datro,0.0,772,77,0,0,0,False,0.0,793,83,164,False,0.0,793,83,0,0,0,0,0,0,0,0,Transferred to AEK Athens,2024-09-11T14:26:52.770225Z,54,140,38,p520295,0,0,None,0,,520295.jpg,0.0,792,83,0,54,False,0,0,Fofana,0.1,541,72,False,None,0,0,u,6,8,2023-01-01,0.0,790,83,0,4727,0,15353,4,0.0,0.0,D.D.Fofana,0
0,2005-06-05,0,0,False,True,0,0,0,0,617054,None,,0,0,-1,1,0.0,774,77,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Deivid Washington,0.0,731,67,0,0,0,False,0.0,776,78,165,False,0.0,776,78,0,0,0,0,0,0,0,0,Loaned to Santos,2025-02-28T11:06:35.437245Z,49,278,57,p617054,0,0,None,0,,617054.jpg,0.0,776,79,0,30,False,0,0,de Souza Eugênio,0.1,422,64,False,None,0,0,u,6,8,2023-08-24,0.0,766,78,0,17623,0,23645,25,0.0,0.0,Deivid,0
1,1998-09-06,1,67,True,True,100,100,0,0.0,215413,None,,0,0,-5,5,47.4,363,200,None,,0,3,-0.3,0.2,0,0.22,0.08,0.44,0.16,0.22,3.27,1.16,0.08,Kiernan,0.2,399,195,3,1.07,0,False,12.4,427,201,166,False,55.4,432,197,253,0,0,0,0,0,0,0,,2024-12-29T08:30:08.647462Z,55,111,68,p215413,0,0,None,0,,215413.jpg,1.4,410,193,0,241,False,0,0.0,Dewsbury-Hall,0.1,453,160,False,None,2,0.71,a,6,8,2024-07-02,21.0,396,210,17,8244,54,28246,59,0.0,3.1,Dewsbury-Hall,0
8,2001-01-17,11,682,True,True,100,100,9,0.28,448047,3,,0,0,-3,3,1117.3,4,4,3,,2,3,4.3,4.8,3,6.10,0.19,12.33,0.39,6.23,36.71,1.16,0.2,Enzo,4.8,46,16,37,1.17,6,False,239.5,12,9,168,False,757.8,40,9,2853,0,0,0,0,0,0,0,,2025-01-17T15:00:07.174073Z,47,330,214,p448047,0,0,4,0,,448047.jpg,3.8,61,28,0,10,False,0,0.0,Fernández,4.1,95,29,False,None,31,0.98,a,6,8,2023-01-31,517.0,58,37,132,1858715,8830,1621213,16267,1.0,28.1,Enzo,8
0,None,0,0,False,True,0,0,0,0,232787,None,,0,0,-1,1,0.0,796,344,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Conor,0.0,784,339,0,0,0,False,0.0,796,344,169,False,0.0,796,344,0,0,0,0,0,0,0,0,Transferred to Atletico Madrid,2024-08-22T11:20:34.236891Z,59,83,54,p232787,0,0,None,0,,232787.jpg,0.0,795,344,0,None,False,0,0,Gallagher,0.1,434,149,False,None,0,0,u,6,8,None,0.0,795,343,0,1567,0,72833,8,0.0,0.0,Gallagher,0
0,None,0,0,False,True,0,0,0,0,514280,None,,0,0,0,0,0.0,606,216,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,479,163,0,0,0,False,0.0,620,219,170,False,0.0,620,219,0,0,0,0,0,0,0,0,Has joined Sheffield United on a season-long,2024-08-09T11:15:16.064928Z,40,680,192,p514280,0,0,None,0,,514280.jpg,0.0,627,218,0,None,False,0,0,Gilchrist,0.0,637,221,False,None,0,0,u,6,8,None,0.0,569,208,0,0,0,7626,5,0.0,0.0,Gilchrist,0
1,2003-05-19,2,282,True,True,100,100,4,0.2,482609,None,,0,0,-1,1,394.3,98,19,None,,0,2,0.3,0.8,1,1.91,0.09,3.35,0.16,1.44,26.82,1.31,0.07,Malo,0.8,310,95,26,1.27,0,False,87.9,167,48,171,False,336.8,216,79,1841,0,0,0,0,0,0,0,,2025-04-21T04:30:07.650673Z,49,269,34,p482609,0,0,None,0,,482609.jpg,1.9,312,100,0,73,False,0,0.0,Gusto,1.4,171,67,False,None,19,0.93,a,6,8,2023-01-28,147.0,222,56,59,367737,640,562814,1240,0.2,12.0,Gusto,4
2,1999-12-08,5,201,True,True,100,100,2,0.19,225796,2,,0,0,-2,2,200.0,205,47,2,,1,2,2.7,3.2,10,1.14,0.11,1.59,0.15,0.45,14.75,1.37,0.04,Reece,3.2,117,28,14,1.3,1,False,44.7,298,93,172,False,190.0,314,118,967,0,0,0,0,0,0,0,,2024-11-21T14:00:08.020459Z,48,303,38,p225796,0,0,None,0,,225796.jpg,2.7,186,55,0,241,False,0,0.0,James,1.0,205,80,False,None,11,1.02,a,6,8,2019-05-15,56.0,324,103,48,289785,12001,210499,1363,0.7,10.0,James,1
0,2005-09-15,0,0,True,True,0,0,0,0,549068,None,,0,0,-2,2,0.0,660,256,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Omari,0.0,559,198,0,0,0,False,0.0,666,255,173,False,0.0,666,255,0,0,0,0,0,0,0,0,Hamstring injury - Expected back 01 Jun,2024-09-08T23:00:06.668188Z,43,595,345,p549068,0,0,None,0,,549068.jpg,0.0,673,258,0,241,False,0,0,Kellyman,0.1,511,184,False,None,0,0,i,6,8,2024-06-29,0.0,631,245,0,15925,160,14549,158,0.0,0.0,Kellyman,0
1,2004-01-06,0,121,True,True,100,100,3,0.35,514356,None,,0,0,0,0,121.5,270,164,None,,0,3,1.7,2.2,1,0.38,0.04,0.56,0.06,0.18,13.62,1.6,0.02,Roméo,2.2,171,69,11,1.3,0,False,24.0,379,188,174,False,111.6,380,179,764,0,0,0,0,0,0,0,,2025-04-04T12:00:08.637574Z,45,430,269,p514356,0,0,None,0,,514356.jpg,1.7,346,159,0,21,False,0,0.0,Lavia,0.4,281,86,False,None,11,1.3,a,6,8,2023-08-18,5.0,455,233,25,191166,201,265502,230,0.5,5.6,Lavia,4
0,None,0,0,False,True,0,0,0,0,66749,None,,0,0,-2,2,0.0,797,85,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romelu,0.0,790,82,0,0,0,False,0.0,797,85,175,False,0.0,797,85,0,0,0,0,0,0,0,0,Permanent transfer to Napoli,2024-08-30T10:21:53.872158Z,63,52,22,p66749,0,0,None,0,,66749.jpg,0.0,796,85,0,None,False,0,0,Lukaku Bolingoli,0.2,380,61,False,None,0,0,u,6,8,None,0.0,797,85,0,8049,0,61763,4,0.0,0.0,Lukaku,0
0,None,0,0,False,True,0,0,0,0,204727,None,,0,0,0,0,0.0,685,259,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malang,0.0,598,237,0,0,0,False,0.0,689,260,176,False,0.0,689,260,0,0,0,0,0,0,0,0,Permanent move to RC Lens,2024-07-29T09:46:25.583703Z,45,374,60,p204727,0,0,None,0,,204727.jpg,0.0,694,259,0,None,False,0,0,Sarr,0.0,777,262,False,None,0,0,u,6,8,None,0.0,665,257,0,0,0,457,0,0.0,0.0,M.Sarr,0
5,2002-03-10,12,410,True,True,100,100,5,0.23,248857,None,,0,0,-5,5,467.9,79,61,None,,1,3,1.7,2.2,3,2.78,0.13,12.32,0.57,9.54,28.81,1.33,0.44,Noni,2.2,183,79,28,1.3,7,False,193.3,36,28,177,False,472.0,148,56,1943,0,0,0,0,0,0,0,,2025-02-15T16:00:09.076234Z,60,77,49,p248857,0,0,3,0,,248857.jpg,3.8,66,30,0,241,False,0,0.0,Madueke,3.2,108,34,False,None,26,1.2,a,6,8,2023-01-20,992.0,11,6,117,2491309,1954,2376426,2005,0.4,19.5,Madueke,3
0,2006-01-04,0,11,True,True,100,25,0,0.0,499309,None,,0,0,-3,3,11.8,449,50,None,,0,4,-0.5,0.0,0,0.02,0.03,0.02,0.03,0.00,1.46,1.85,0.0,Marc,0.0,703,62,2,2.54,0,False,2.2,505,55,178,False,4.4,521,53,71,0,0,0,0,0,0,0,,2025-02-07T16:30:07.359889Z,47,340,63,p499309,0,0,None,0,,499309.jpg,1.0,510,59,0,200,False,0,0.0,Guiu Paz,0.4,272,45,False,None,0,0.0,a,6,8,2024-07-01,6.0,452,57,3,113881,254,161672,209,0.0,0.6,Marc Guiu,0
0,2001-01-05,0,26,True,True,0,0,0,0.0,465920,None,,0,0,-4,4,31.5,398,211,None,,0,3,0.0,0.0,0,0.66,0.41,0.90,0.56,0.24,3.28,2.04,0.15,Mykhailo,0.0,788,342,2,1.24,0,False,8.5,448,212,179,False,23.2,473,218,145,0,0,0,0,0,0,0,Suspended - unknown return date,2024-12-06T15:30:07.786308Z,61,73,45,p465920,0,0,None,0,,465920.jpg,1.0,523,245,0,225,False,0,0.0,Mudryk,0.2,377,121,False,None,1,0.62,s,6,8,2023-01-15,31.0,374,200,7,18896,121,43980,34,0.0,1.1,Mudryk,0
6,2001-06-20,17,417,True,True,0,0,11,0.45,517052,None,,0,0,2,-2,368.3,109,8,None,,2,4,0.0,0.0,0,1.90,0.08,13.58,0.55,11.68,28.47,1.15,0.47,Nicolas,2.0,201,19,24,0.97,10,False,187.4,42,8,180,False,546.4,118,14,2220,0,0,0,0,0,0,0,Suspended until 23 Aug,2025-05-11T23:00:08.902523Z,77,15,5,p517052,0,0,None,0,,517052.jpg,4.0,52,14,1,189,False,0,0.0,Jackson,6.3,57,11,False,None,28,1.14,s,6,8,2023-07-01,976.0,12,6,121,5372328,266,5134073,11829,0.3,15.7,N.Jackson,7
2,1997-11-14,5,190,True,True,100,0,2,0.2,213198,None,,0,0,-8,8,204.9,199,134,None,,2,3,-0.5,0.0,0,1.01,0.1,6.12,0.61,5.11,16.25,1.62,0.51,Christopher,0.0,780,336,16,1.59,3,False,77.1,202,104,181,False,230.2,276,127,904,0,0,0,0,0,0,0,,2025-05-01T00:30:08.054121Z,57,95,62,p213198,0,0,2,0,,213198.jpg,2.2,262,115,0,73,False,0,0.0,Nkunku,2.0,140,47,False,None,9,0.9,a,6,8,2023-07-01,339.0,98,64,60,423130,49,1767926,875,0.0,10.5,Nkunku,2
10,2002-05-06,35,937,True,True,100,100,9,0.26,244851,1,,0,0,0,0,1231.2,2,2,1,,6,3,3.7,4.2,2,9.06,0.26,25.84,0.75,16.78,42.53,1.23,0.49,Cole,4.2,72,22,41,1.19,15,False,331.0,2,2,182,True,1051.2,4,3,3103,0,0,0,0,0,0,0,,2025-03-16T23:00:06.860890Z,105,3,2,p244851,0,1,1,0,,244851.jpg,5.9,4,3,0,241,False,0,0.0,Palmer,34.6,5,3,False,None,35,1.02,a,6,8,2023-09-01,1027.0,9,5,211,7529163,32978,7886713,79512,0.4,20.1,Palmer,7
0,None,0,0,False,True,0,0,0,0,457569,None,,0,0,-1,1,0.0,668,78,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Đorđe,0.0,575,79,0,0,0,False,0.0,672,81,183,False,0.0,672,81,0,0,0,0,0,0,0,0,Loaned to Strasbourg,2024-08-31T06:26:07.653045Z,44,529,24,p457569,0,0,None,0,,457569.jpg,0.0,679,81,0,None,False,0,0,Petrović,0.1,409,55,False,None,0,0,u,6,8,None,0.0,643,64,0,2753,0,64984,26,0.0,0.0,Petrović,0
0,None,0,22,False,True,0,0,1,0.51,551230,None,,0,0,-1,1,9.2,466,234,None,,0,3,0.0,0.0,0,0.15,0.08,0.31,0.16,0.16,3.17,1.62,0.08,Renato,0.0,583,210,2,1.02,0,False,5.9,472,221,184,False,30.4,462,211,176,0,0,0,0,0,0,0,Loaned to Juventus,2025-01-30T11:39:46.371988Z,44,545,327,p551230,0,0,None,0,,551230.jpg,1.0,481,217,0,173,False,0,0.0,Palma Veiga,0.1,454,161,False,None,1,0.51,u,6,8,2024-07-12,19.0,402,211,7,41967,0,45869,22,0.0,1.6,Renato Veiga,2
0,1997-11-18,11,446,True,True,100,100,9,0.29,215059,None,,0,0,0,0,20.0,427,5,None,,2,1,4.3,4.8,6,0.02,0.0,0.02,0.0,0.00,37.20,1.2,0.0,Robert,4.8,45,3,34,1.1,0,False,76.3,205,10,185,False,743.2,42,11,2790,0,0,0,0,0,0,0,,2025-05-01T00:30:08.074171Z,45,377,17,p215059,0,0,None,1,,215059.jpg,3.9,53,9,0,200,False,93,3.0,Sánchez,6.2,58,11,False,None,31,1.0,a,6,8,2023-08-05,0.0,668,69,120,2371236,4579,2094423,7651,1.1,26.7,Sánchez,5
1,1997-09-24,6,279,True,True,None,None,6,0.41,109646,None,,0,0,-3,3,47.6,362,123,None,,0,2,1.5,2.0,8,0.22,0.02,1.15,0.08,0.93,18.27,1.25,0.06,Tosin,2.0,188,58,14,0.96,1,False,46.8,296,91,187,False,325.2,223,83,1313,0,0,0,0,0,0,0,,None,42,607,142,p109646,0,0,None,0,,109646.jpg,3.1,129,32,0,241,False,0,0.0,Adarabioyo,0.3,297,115,False,None,14,0.96,a,6,8,2024-07-01,92.0,279,83,65,101134,576,94017,633,0.5,15.5,Tosin,3
0,2000-12-17,2,162,True,True,0,0,2,0.15,444463,None,,0,0,-2,2,85.0,311,97,None,,0,2,0.0,0.0,0,0.18,0.01,0.62,0.04,0.44,14.76,1.13,0.03,Wesley,0.0,553,221,13,1.0,0,False,31.9,351,117,189,False,200.2,303,114,1172,0,0,0,0,0,0,0,Muscle injury - Expected back 01 Jun,2025-04-04T12:00:08.691373Z,43,582,129,p444463,0,0,None,0,,444463.jpg,1.9,305,99,0,73,False,0,0.0,Fofana,0.2,333,127,False,None,14,1.08,i,6,8,2022-08-31,33.0,362,122,26,86695,62,109724,73,0.0,6.0,W.Fofana,7
5,2000-03-25,3,360,True,True,100,0,6,0.32,209243,None,,0,0,-3,3,508.9,70,55,None,,0,3,0.0,0.0,0,3.09,0.16,5.22,0.27,2.13,23.02,1.22,0.11,Jadon,0.5,358,169,24,1.28,3,False,125.1,101,64,386,False,330.2,220,96,1693,0,0,0,0,0,0,0,,2025-05-10T17:30:07.594481Z,62,59,32,p209243,0,0,None,0,,209243.jpg,2.8,176,75,0,241,False,0,0.0,Sancho,0.9,218,69,False,None,18,0.96,a,6,8,2024-08-30,414.0,74,48,83,512783,486,498323,787,0.1,13.4,Sancho,2
5,2000-03-09,9,424,True,True,100,100,7,0.29,247632,4,,0,0,-4,4,749.3,26,22,None,,1,3,2.7,3.2,3,4.46,0.18,7.61,0.31,3.15,27.24,1.12,0.13,Pedro,3.2,119,48,25,1.03,4,False,176.1,55,39,560,False,479.4,146,55,2185,0,0,0,0,0,0,0,,2024-12-09T09:30:06.764738Z,61,71,43,p247632,0,0,None,0,,247632.jpg,2.9,163,71,0,173,False,0,0.0,Lomba Neto,1.5,163,53,False,None,23,0.95,a,6,8,2024-08-11,532.0,54,34,98,585841,3651,562770,9113,0.5,16.1,Neto,8
0,None,0,0,False,True,0,0,0,0,488464,None,,0,0,0,0,0.0,599,210,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Caleb,0.0,471,156,0,0,0,False,0.0,613,213,575,False,0.0,613,213,0,0,0,0,0,0,0,0,Loaned to Strasbourg,2024-08-13T07:07:06.645739Z,40,671,184,p488464,0,0,None,0,,488464.jpg,0.0,620,212,0,None,False,0,0,Wiley,0.0,679,230,False,None,0,0,u,6,8,None,0.0,561,201,0,0,0,3956,4,0.0,0.0,Wiley,0
0,2002-04-16,0,59,True,True,100,100,1,0.17,508479,None,,0,0,-3,3,0.0,654,72,None,,0,1,-0.5,0.0,0,0.00,0.0,0.00,0.0,0.00,8.83,1.47,0.0,Filip,0.0,542,73,9,1.5,0,False,15.9,409,31,581,False,157.6,338,31,540,0,0,0,0,0,0,0,,2024-11-21T08:30:09.544798Z,42,624,34,p508479,0,0,None,0,,508479.jpg,3.0,140,22,0,58,False,20,3.33,Jørgensen,0.4,284,42,False,None,6,1.0,a,6,8,2024-07-30,0.0,621,55,18,122343,78,122279,1684,0.0,4.3,Jørgensen,0
2,None,0,90,False,True,0,0,1,0.25,428399,None,,0,0,-6,6,95.4,302,180,None,,0,3,0.0,0.0,0,0.45,0.11,2.75,0.68,2.30,5.96,1.48,0.57,João,0.0,785,340,4,0.99,1,False,32.3,348,173,621,False,88.0,403,188,362,0,0,0,0,0,0,0,Loaned to Milan,2025-02-04T23:54:41.208950Z,59,84,55,p428399,0,0,None,0,,428399.jpg,2.0,298,134,0,173,False,0,0.0,Félix Sequeira,0.4,283,88,False,None,3,0.75,u,6,8,2024-08-21,141.0,226,131,24,163911,0,170960,57,0.0,4.1,João Félix,2
0,2005-03-27,0,0,True,True,None,None,0,0,547692,None,,0,0,0,0,0.0,736,308,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,661,263,0,0,0,False,0.0,740,308,695,False,0.0,740,308,0,0,0,0,0,0,0,0,,None,45,453,287,p547692,0,0,None,0,,547692.jpg,0.0,744,309,0,241,False,0,0,Rak-Sakyi,0.0,750,313,False,None,0,0,a,6,8,2024-10-23,0.0,721,301,0,676,23,496,16,0.0,0.0,Rak-Sakyi,0
1,2006-02-04,0,55,True,True,None,None,1,0.51,550615,None,,0,0,0,0,72.7,327,188,None,,0,3,0.5,1.0,3,0.26,0.13,0.46,0.23,0.20,1.41,0.72,0.1,Tyrique,1.0,272,122,0,0.0,1,False,17.1,401,195,696,False,67.4,417,194,177,0,0,0,0,0,0,0,,None,45,457,291,p550615,0,0,None,0,,550615.jpg,2.1,271,117,0,241,False,0,0.0,George,0.0,642,254,False,None,1,0.51,a,6,8,2024-04-15,32.0,366,196,17,4253,298,2178,173,0.2,3.8,George,1
0,2006-05-05,0,8,True,True,None,None,0,0.0,577016,None,,0,0,0,0,2.5,484,174,None,,0,2,-0.5,0.0,0,0.01,0.01,0.23,0.13,0.22,2.09,1.12,0.12,Josh,0.0,503,184,3,1.61,0,False,2.9,498,173,697,False,13.6,494,177,168,0,0,0,0,0,0,0,,None,40,705,214,p577016,0,0,None,0,,577016.jpg,1.0,465,164,0,241,False,0,0.0,Acheampong,0.1,540,187,False,None,2,1.07,a,6,8,2024-03-10,13.0,420,149,4,14324,154,10327,149,0.0,1.0,Acheampong,1
0,1980-02-10,0,0,True,True,None,None,0,0,100048548,None,,0,0,0,0,0.0,543,18,None,,0,5,6.3,6.8,9,0.00,0,0.00,0,0.00,0.00,0,0,Enzo,6.8,12,7,0,0,0,False,0.0,566,18,740,False,0.0,566,18,0,6,2,19,5,0,0,8,,None,15,784,3,man48549,0,0,None,0,,100048548.jpg,0.0,575,18,0,106,False,0,0,Maresca,1.7,561,13,False,None,0,0,a,6,8,2024-06-03,0.0,497,18,85,70190,220,37661,266,4.5,56.7,Maresca,0
0,2006-01-18,0,2,True,True,None,None,0,0.0,609640,None,,0,0,0,0,0.9,499,245,None,,0,3,-0.5,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Mathis,0.0,688,280,0,0.0,0,False,0.2,545,252,771,False,1.0,544,252,7,0,0,0,0,0,0,0,,None,45,486,306,p609640,0,0,None,0,,609640.jpg,1.0,501,229,0,73,False,0,0.0,Amougou,0.0,770,325,False,None,0,0.0,a,6,8,2025-02-03,0.0,744,316,1,403,15,231,9,0.0,0.2,Amougou,0
0,2005-04-29,0,0,True,True,100,0,0,0,622758,None,,0,0,0,0,0.0,644,248,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Aaron,0.0,523,201,0,0,0,False,0.0,656,249,774,False,0.0,656,249,0,0,0,0,0,0,0,0,,2025-04-25T13:30:08.784532Z,40,727,233,p622758,0,0,None,0,,622758.jpg,0.0,663,248,0,10,False,0,0,Anselmino,0.0,741,252,False,None,0,0,a,6,8,2024-08-08,0.0,608,241,0,461,29,293,14,0.0,0.0,Anselmino,0
0,2007-10-20,0,5,True,True,None,None,0,0.0,567119,None,,0,0,0,0,0.0,745,67,None,,0,4,-0.5,0.0,0,0.00,0.0,0.06,5.4,0.06,0.00,0.0,5.4,Shumaira,0.0,670,54,0,0.0,0,False,2.0,510,57,781,False,3.0,532,56,1,0,0,0,0,0,0,0,,None,45,464,75,p567119,0,0,None,0,,567119.jpg,1.0,494,55,0,241,False,0,0.0,Mheuka,0.0,607,79,False,None,0,0.0,a,6,8,2024-10-23,17.0,409,54,1,5671,240,3135,160,0.0,0.2,Mheuka,0
0,2006-06-05,0,0,True,True,None,None,0,0,536238,None,,0,0,0,0,0.0,614,222,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ishé,0.0,489,171,0,0,0,False,0.0,627,224,782,False,0.0,627,224,0,0,0,0,0,0,0,0,,None,40,691,201,p536238,0,0,None,0,,536238.jpg,0.0,634,223,0,241,False,0,0,Samuels-Smith,0.0,740,251,False,None,0,0,a,6,8,2023-08-28,0.0,578,215,0,346,34,172,9,0.0,0.0,Samuels-Smith,0
0,2007-05-11,0,0,True,True,None,None,0,0,591382,None,,0,0,0,0,0.0,630,236,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Genesis,0.0,509,189,0,0,0,False,0.0,643,238,787,False,0.0,643,238,0,0,0,0,0,0,0,0,,None,40,712,220,p591382,0,0,None,0,,591382.jpg,0.0,650,237,0,206,False,0,0,Antwi,0.0,763,259,False,None,0,0,a,6,8,2025-02-08,0.0,595,230,0,214,25,109,14,0.0,0.0,Genesis Antwi,0
2,1999-05-30,4,184,True,True,100,100,2,0.18,205533,None,,0,0,-1,1,163.6,232,23,None,,1,4,3.7,4.7,13,0.83,0.08,6.55,0.6,5.72,13.06,1.19,0.52,Eddie,4.7,49,6,16,1.45,3,False,80.6,193,25,11,False,190.2,313,28,990,0,0,0,0,0,0,0,,2025-04-05T16:30:06.717546Z,59,81,23,p205533,0,0,None,0,,205533.jpg,1.9,316,37,1,241,False,0,0.0,Nketiah,0.6,248,42,False,None,9,0.82,a,7,31,2024-08-30,458.0,69,24,52,327670,6265,320572,1010,0.8,8.8,Nketiah,4
0,1996-12-21,0,54,True,True,75,100,0,0.0,172850,None,,0,0,-4,4,69.2,333,108,None,,0,2,1.3,2.7,7,0.88,0.31,1.13,0.4,0.25,2.84,1.01,0.09,Ben,2.7,147,41,4,1.42,1,False,20.7,390,133,160,False,99.6,394,139,254,0,0,0,0,0,0,0,Illness - 75% chance of playing,2025-05-23T14:00:08.414449Z,46,353,49,p172850,0,0,None,0,,172850.jpg,1.6,365,117,0,241,False,0,0.0,Chilwell,0.5,258,99,False,None,1,0.35,d,7,31,2025-02-03,37.0,352,117,13,56637,730,110258,429,0.6,2.8,Chilwell,1
0,None,0,0,False,True,0,0,0,0,466117,None,,0,0,0,0,0.0,704,281,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Naouirou,0.0,620,232,0,0,0,False,0.0,707,281,190,False,0.0,707,281,0,0,0,0,0,0,0,0,Loaned to Rennes,2024-08-31T06:25:25.419519Z,45,402,250,p466117,0,0,None,0,,466117.jpg,0.0,712,282,0,None,False,0,0,Ahamada,0.1,492,177,False,None,0,0,u,7,31,None,0.0,685,273,0,6178,0,35176,18,0.0,0.0,Ahamada,0
1,2000-01-08,0,71,True,True,0,0,1,0.2,438464,None,,0,0,-2,2,25.7,416,218,None,,0,3,0.0,0.0,0,0.11,0.02,0.51,0.1,0.40,7.53,1.53,0.08,Cheick,0.0,717,299,6,1.22,0,False,10.8,436,207,193,False,58.6,428,196,443,0,0,0,0,0,0,0,Knee injury - Expected back 01 Jun,2025-01-24T16:00:08.864027Z,48,312,201,p438464,0,0,None,0,,438464.jpg,1.5,381,180,0,132,False,0,0.0,Doucouré,0.0,573,218,False,None,4,0.81,i,7,31,2022-07-11,23.0,388,206,19,12977,10,20010,6,0.0,4.0,C.Doucouré,1
1,2000-03-28,2,240,True,True,100,100,7,0.34,427623,None,,0,0,-1,1,44.7,367,126,None,,0,2,2.0,3.0,1,0.60,0.03,1.93,0.1,1.33,27.61,1.36,0.07,Chris,3.0,124,30,30,1.47,1,False,67.5,234,74,194,False,450.0,158,58,1831,0,0,0,0,0,0,0,,2025-04-01T14:00:08.193427Z,44,527,104,p427623,0,0,None,0,,427623.jpg,2.9,153,44,1,229,False,0,0.0,Richards,0.2,366,139,False,None,21,1.03,a,7,31,2022-07-27,181.0,191,36,66,39332,289,40581,538,0.7,15.0,C.Richards,2
0,2003-06-17,0,3,True,True,0,0,0,0.0,515621,None,,0,0,-2,2,1.3,494,182,None,,0,2,0.0,0.0,0,0.02,0.02,0.02,0.02,0.00,1.39,1.39,0.0,Chadi,0.0,558,224,2,2.0,0,False,2.0,508,175,195,False,18.2,485,174,90,0,0,0,0,0,0,0,Knee injury - Expected back 01 Jun,2025-01-24T16:00:08.878612Z,43,594,134,p515621,0,0,None,0,,515621.jpg,1.0,472,171,0,145,False,0,0.0,Riad Dnanou,0.0,574,197,False,None,1,1.0,i,7,31,2024-07-02,0.0,630,249,1,2738,45,14442,18,0.0,0.2,Chadi Riad,0
