name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Sergio Agüero,FWD,Man City,0.5,0,0,14,1,35.2,268,44,0,0,4.9,4.0,2020-10-17T16:30:00Z,64,1,0,0,0,0,5,0,98872,0,1,10.0,2,-1486,14179,15665,104,True,0,5
Sergio Reguilón,DEF,Spurs,2.5,1,0,26,0,17.0,542,47,3,0,4.4,26.6,2020-10-18T15:30:00Z,90,19,0,0,0,0,5,0,145131,3,3,0.0,4,84744,102512,17768,55,True,0,5
Sergio Romero,GK,Man Utd,0.0,0,0,0,0,0.0,289,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,14,0,0,0,0,5,0,7260,4,1,0.0,0,-739,68,807,49,False,0,5
Shane Duffy,DEF,Brighton,0.0,0,0,0,0,0.0,58,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,6,0,0,0,0,5,0,3836,1,1,0.0,0,-313,66,379,44,False,0,5
Shane Long,FWD,Southampton,0.3,0,0,2,0,0.1,361,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,4,5,0,0,0,0,5,0,57139,3,3,0.0,1,-8244,3022,11266,53,False,0,5
Shkodran Mustafi,DEF,Arsenal,0.0,0,0,0,0,0.0,7,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,12,0,0,0,0,5,0,1020,0,1,0.0,0,-39,57,96,50,False,0,5
Simon Moore,GK,Sheffield Utd,0.5,0,0,0,0,0.0,348,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,8,0,0,0,0,5,0,14128,1,1,0.0,0,-861,325,1186,44,True,0,5
Sofiane Boufal,MID,Southampton,0.0,0,0,0,0,0.0,372,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,5,0,0,0,0,5,0,2801,3,3,0.0,0,-764,45,809,54,False,0,5
Sokratis Papastathopoulos,DEF,Arsenal,-0.5,0,0,0,0,0.0,2,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,12,0,0,0,0,5,0,6624,0,1,0.0,0,-167,233,400,49,False,0,5
Solomon March,MID,Brighton,4.8,0,1,17,0,42.2,65,40,1,0,6.8,15.8,2020-10-18T13:00:00Z,90,6,0,0,0,0,5,0,73126,1,1,10.0,3,18168,35647,17479,50,False,0,5
Stefan Johansen,MID,Fulham,-0.5,0,0,0,0,0.0,174,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,15,0,0,0,0,5,0,2239,1,1,0.0,0,-226,65,291,48,False,0,5
Stephen Henderson,GK,Crystal Palace,1.0,0,0,0,0,0.0,578,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,3,0,0,0,0,5,0,0,1,1,0.0,0,0,0,0,40,True,0,5
Steven Alzate,MID,Brighton,1.5,0,0,0,0,0.0,79,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,6,0,0,0,0,5,0,86018,1,1,0.0,0,-9491,6402,15893,45,False,0,5
Steven Bergwijn,MID,Spurs,1.3,0,0,4,1,1.4,400,47,0,0,0.4,0.0,2020-10-18T15:30:00Z,71,19,0,0,0,0,5,0,30571,3,3,3.0,3,-9284,706,9990,72,True,0,5
Stuart Armstrong,MID,Southampton,0.6,0,0,0,0,0.0,368,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,5,0,0,0,0,5,0,13381,3,3,0.0,0,-3016,972,3988,55,False,0,5
Stuart Dallas,DEF,Leeds,2.5,0,0,14,0,3.8,200,42,1,0,2.3,19.0,2020-10-19T19:00:00Z,90,20,0,0,0,0,5,0,409451,1,0,0.0,2,50072,92669,42597,45,True,0,5
Sébastien Haller,FWD,West Ham,1.5,0,0,0,0,0.0,441,47,0,0,0.0,0.0,2020-10-18T15:30:00Z,0,17,0,0,0,0,5,0,20698,3,3,0.0,0,-3173,829,4002,62,False,0,5
Tahith Chong,MID,Man Utd,0.0,0,0,0,0,0.0,316,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,14,0,0,0,0,5,0,1096,4,1,0.0,0,-58,110,168,45,False,0,5
Takumi Minamino,MID,Liverpool,1.3,0,0,0,0,0.0,258,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,7,0,0,0,0,5,0,12222,2,2,0.0,0,-1720,657,2377,62,False,0,5
Tammy Abraham,FWD,Chelsea,3.7,0,0,3,0,0.0,118,39,1,0,0.0,0.0,2020-10-17T14:00:00Z,1,16,0,0,0,0,5,0,194958,3,3,0.0,1,2211,23517,21306,73,True,0,5
Tanguy Ndombele,MID,Spurs,3.3,0,0,12,1,3.3,405,47,0,0,1.5,9.6,2020-10-18T15:30:00Z,72,19,0,0,0,0,5,0,22838,3,3,2.0,3,3588,6220,2632,59,True,0,5
Tariq Lamptey,DEF,Brighton,1.9,0,0,10,0,47.0,77,40,1,0,8.6,15.0,2020-10-18T13:00:00Z,90,6,0,0,0,0,5,0,723139,1,1,24.0,2,20621,114182,93561,47,False,0,5
Teden Mengi,DEF,Man Utd,0.5,0,0,0,0,0.0,319,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,14,0,0,0,0,5,0,48001,4,1,0.0,0,-2014,2078,4092,40,False,0,5
Theo Walcott,MID,Southampton,1.0,1,0,21,0,53.8,148,39,3,0,8.9,26.6,2020-10-17T14:00:00Z,90,5,0,0,0,0,5,0,13952,3,3,9.0,5,921,2110,1189,58,False,0,5
Thiago Alcántara do Nascimento,MID,Liverpool,1.0,0,0,19,0,26.8,531,41,2,0,5.5,17.0,2020-10-17T11:30:00Z,90,7,0,0,0,0,5,0,141678,2,2,11.0,2,-33810,18888,52698,60,False,0,5
Thiago Thiago,DEF,Chelsea,0.0,0,0,0,0,0.0,490,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,16,0,0,0,0,5,0,159307,3,3,0.0,0,-5784,20012,25796,55,True,0,5
Thomas Partey,MID,Arsenal,1.0,0,0,2,0,0.3,567,44,0,0,0.3,3.0,2020-10-17T16:30:00Z,7,12,0,0,0,0,5,0,36405,0,1,0.0,0,30080,33915,3835,50,False,1,5
Timothy Castagne,DEF,Leicester,4.3,0,0,5,0,2.8,498,43,1,0,4.4,12.6,2020-10-18T18:15:00Z,90,2,0,0,0,0,5,0,1508324,1,0,29.0,1,260465,342681,82216,58,True,1,5
Timothy Fosu-Mensah,DEF,Man Utd,0.5,0,0,0,0,0.0,312,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,14,0,0,0,0,5,0,8097,4,1,0.0,0,-775,248,1023,45,False,0,5
Timo Werner,FWD,Chelsea,6.0,1,3,63,0,15.4,117,39,2,2,16.0,81.0,2020-10-17T14:00:00Z,89,16,0,0,0,0,5,0,1418242,3,3,64.0,16,-433994,63666,497660,93,True,0,5
Tim Ream,DEF,Fulham,1.2,0,0,16,0,0.5,176,46,1,0,1.9,18.4,2020-10-18T11:00:00Z,90,15,0,0,0,0,5,0,12490,1,1,0.0,2,-281,1130,1411,44,False,0,5
Toby Alderweireld,DEF,Spurs,0.7,0,0,15,0,0.1,386,47,3,0,2.9,28.6,2020-10-18T15:30:00Z,90,19,0,0,0,0,5,0,127143,3,3,0.0,1,-16187,3261,19448,54,True,0,5
Tomas Soucek,MID,West Ham,2.8,0,0,3,0,12.7,449,47,3,0,5.0,8.0,2020-10-18T15:30:00Z,90,17,0,0,0,0,5,0,227185,3,3,29.0,1,-39765,20650,60415,49,False,1,5
Tommy Doyle,MID,Man City,0.5,0,0,0,0,0.0,285,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,1,0,0,0,0,5,0,6677,0,1,0.0,0,-610,222,832,45,True,0,5
Tom Cairney,MID,Fulham,1.2,0,0,23,0,47.8,175,46,1,0,8.3,26.6,2020-10-18T11:00:00Z,90,15,0,0,0,0,5,0,10081,1,1,9.0,2,-1854,173,2027,53,False,0,5
Tom Davies,MID,Everton,0.5,0,0,0,0,0.0,163,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,11,0,0,0,0,5,0,8111,2,2,0.0,0,-594,472,1066,54,True,0,5
Tom Heaton,GK,Aston Villa,0.0,0,0,0,0,0.0,28,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,9,0,0,0,0,5,0,3605,1,0,0.0,0,-191,256,447,45,False,0,5
Tosin Adarabioyo,DEF,Fulham,1.2,0,0,15,0,0.0,572,46,1,0,2.3,14.6,2020-10-18T11:00:00Z,90,15,0,0,0,0,5,0,304,1,1,8.0,2,140,180,40,45,False,0,5
Trent Alexander-Arnold,DEF,Liverpool,4.0,0,0,14,0,16.9,259,41,2,0,3.7,12.2,2020-10-17T11:30:00Z,90,7,0,0,0,0,5,0,2815810,2,2,8.0,1,-250781,65251,316032,75,False,0,5
Tyler Roberts,MID,Leeds,0.2,0,0,0,0,0.0,206,42,0,0,0.0,0.0,2020-10-19T19:00:00Z,0,20,0,0,0,0,5,0,5534,1,0,0.0,0,-319,499,818,49,True,0,5
Tyrick Mitchell,DEF,Crystal Palace,0.7,0,0,4,0,0.9,146,40,1,0,1.0,9.2,2020-10-18T13:00:00Z,90,3,0,0,0,0,5,0,1922192,1,1,0.0,1,89411,198576,109165,41,True,1,5
Tyrone Mings,DEF,Aston Villa,7.0,0,1,26,1,0.5,41,43,0,0,2.1,18.4,2020-10-18T18:15:00Z,90,9,0,0,0,0,5,0,424835,1,0,2.0,7,120209,157777,37568,51,False,0,5
Vicente Guaita,GK,Crystal Palace,1.0,0,0,11,0,0.0,128,40,1,0,1.4,13.8,2020-10-18T13:00:00Z,90,3,0,0,0,0,5,2,358251,1,1,0.0,1,37974,73187,35213,50,True,1,5
Victor Lindelöf,DEF,Man Utd,1.5,0,0,11,0,0.6,308,45,1,0,1.3,12.8,2020-10-17T19:00:00Z,90,14,0,0,0,0,5,0,91743,4,1,0.0,2,-12897,2621,15518,49,False,0,5
Virgil van Dijk,DEF,Liverpool,2.5,0,0,0,0,0.0,250,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,10,7,0,0,0,0,5,0,1938488,2,2,0.0,1,-133107,52375,185482,65,False,0,5
Vitor Ferreira,MID,Wolves,0.7,0,0,0,0,0.0,515,42,0,0,0.0,0.0,2020-10-19T19:00:00Z,0,10,0,0,0,0,5,0,2510,1,0,0.0,0,-314,106,420,49,False,0,5
Vladimir Coufal,DEF,West Ham,4.0,1,0,16,0,3.7,558,47,3,0,3.8,12.0,2020-10-18T15:30:00Z,90,17,0,0,0,0,5,0,10400,3,3,22.0,4,7226,9701,2475,45,False,0,5
Wayne Hennessey,GK,Crystal Palace,0.0,0,0,0,0,0.0,126,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,3,0,0,0,0,5,0,44352,1,1,0.0,0,-4177,1124,5301,44,True,0,5
Wesley Fofana,DEF,Leicester,1.5,0,0,20,0,0.3,561,43,1,0,2.7,26.6,2020-10-18T18:15:00Z,90,2,0,0,0,0,5,0,1119,1,0,0.0,2,724,891,167,50,True,0,5
Wesley Moraes,FWD,Aston Villa,0.0,0,0,0,0,0.0,48,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,9,0,0,0,0,5,0,738,1,0,0.0,0,-12,131,143,60,False,0,5
Wes Foderingham,GK,Sheffield Utd,0.5,0,0,0,0,0.0,350,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,8,0,0,0,0,5,0,9205,1,1,0.0,0,-594,230,824,44,True,0,5
Wes Morgan,DEF,Leicester,0.5,0,0,0,0,0.0,216,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,2,0,0,0,0,5,0,10599,1,0,0.0,0,-446,1021,1467,44,True,0,5
Wilfred Ndidi,MID,Leicester,0.0,0,0,0,0,0.0,236,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,2,0,0,0,0,5,0,56925,1,0,0.0,0,-15124,230,15354,49,True,0,5
Wilfried Zaha,MID,Crystal Palace,3.0,0,2,19,0,1.7,141,40,1,1,5.8,35.6,2020-10-18T13:00:00Z,90,3,0,0,0,0,5,0,1371672,1,1,21.0,9,-139108,191682,330790,72,True,0,5
William Saliba,DEF,Arsenal,-0.5,0,0,0,0,0.0,27,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,12,0,0,0,0,5,0,78646,0,1,0.0,0,-18522,3257,21779,42,False,0,5
William Smallbone,MID,Southampton,-0.3,0,0,0,0,0.0,379,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,5,0,0,0,0,5,0,31028,3,3,0.0,0,-5247,481,5728,45,False,0,5
Willian Borges Da Silva,MID,Arsenal,1.5,0,0,9,0,29.5,478,44,1,0,3.4,4.6,2020-10-17T16:30:00Z,68,12,0,0,0,0,5,0,667520,0,1,0.0,2,-236095,27924,264019,79,False,0,5
Willy Boly,DEF,Wolves,4.3,0,0,20,1,0.8,458,42,0,0,1.8,17.2,2020-10-19T19:00:00Z,90,10,0,0,0,0,5,0,170819,1,0,0.0,6,626,14430,13804,55,False,0,5
Willy Caballero,GK,Chelsea,0.7,0,0,0,0,0.0,101,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,16,0,0,0,0,5,0,20127,3,3,0.0,0,-1660,780,2440,49,True,0,5
Will Norris,GK,Burnley,1.5,0,0,0,0,0.0,583,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,18,0,0,0,0,5,0,0,0,0,0.0,0,0,0,0,40,False,0,5
Xherdan Shaqiri,MID,Liverpool,0.5,0,0,0,0,0.0,247,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,7,0,0,0,0,5,0,3515,2,2,0.0,0,-254,206,460,64,False,0,5
Yan Valery,DEF,Southampton,-0.5,0,0,0,0,0.0,378,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,5,0,0,0,0,5,0,5028,3,3,0.0,0,-425,87,512,48,False,0,5
Yerry Mina,DEF,Everton,3.2,0,0,6,0,0.2,162,41,2,0,1.0,6.0,2020-10-17T11:30:00Z,90,11,0,0,0,0,5,0,140836,2,2,4.0,1,18505,34403,15898,55,True,0,5
Yoshinori Muto,FWD,Newcastle,0.0,0,0,0,0,0.0,341,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,13,0,0,0,0,5,0,10789,4,1,0.0,0,-1628,469,2097,49,True,0,5
Youri Tielemans,MID,Leicester,3.3,0,0,8,0,5.2,228,43,1,0,3.6,16.4,2020-10-18T18:15:00Z,90,2,0,0,0,0,5,0,136417,1,0,14.0,1,-9923,11472,21395,64,True,1,5
Yves Bissouma,MID,Brighton,2.5,0,0,5,0,14.6,76,40,1,0,5.3,6.6,2020-10-18T13:00:00Z,90,6,0,0,0,0,5,0,259023,1,1,32.0,1,17783,66445,48662,45,False,1,5
Zack Steffen,GK,Man City,0.5,0,0,0,0,0.0,538,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,1,0,0,0,0,5,0,1324,0,1,0.0,0,2,154,152,45,True,0,5
Zeze Steven Sessegnon,DEF,Fulham,0.0,0,0,0,0,0.0,192,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,15,0,0,0,0,5,0,4292,1,1,0.0,0,-566,48,614,44,False,0,5
Çaglar Söyüncü,DEF,Leicester,0.0,0,0,0,0,0.0,238,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,2,0,0,0,0,5,0,595195,1,0,0.0,0,-153786,8685,162471,55,True,0,5
Ørjan Nyland,GK,Aston Villa,0.0,0,0,0,0,0.0,35,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,9,0,0,0,0,5,0,832773,1,0,0.0,0,-157942,9161,167103,40,False,0,5
Ibrahima Diallo,MID,Southampton,0.5,0,0,3,0,1.5,565,56,0,0,0.7,1.0,2020-10-25T14:00:00Z,4,7,0,0,0,0,6,0,886,0,2,4.0,1,318,457,139,45,True,0,6
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,57,0,0,0.0,0.0,2020-10-24T11:30:00Z,0,12,0,0,0,0,6,0,12783,1,1,0.0,0,-2845,35,2880,62,True,0,6
Raheem Sterling,MID,Man City,7.0,0,0,1,0,2.1,276,57,1,0,3.5,5.6,2020-10-24T11:30:00Z,90,19,0,0,0,0,6,0,557608,1,1,27.0,2,100619,138478,37859,116,False,0,6
Juan Mata,MID,Man Utd,2.0,0,0,10,0,38.9,290,55,0,0,5.9,9.0,2020-10-24T16:30:00Z,57,5,0,0,0,0,6,0,10093,0,0,11.0,1,937,1741,804,59,True,0,6
Aaron Connolly,FWD,Brighton,2.5,0,0,0,0,0.0,78,51,0,0,0.0,0.0,2020-10-26T17:30:00Z,0,18,0,0,0,0,6,0,50818,1,1,0.0,0,2053,9519,7466,55,True,0,6
Oliver Norwood,MID,Sheffield Utd,-0.3,0,0,0,0,0.0,349,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,11,0,0,0,0,6,0,17441,1,2,0.0,0,-2164,460,2624,48,False,0,6
Wilfried Zaha,MID,Crystal Palace,8.5,1,3,43,0,47.3,141,53,1,1,22.3,66.4,2020-10-24T14:00:00Z,90,8,0,0,0,0,6,0,1541444,2,1,109.0,13,133920,240498,106578,72,False,0,6
Bailey Peacock-Farrell,GK,Burnley,0.0,0,0,0,0,0.0,99,52,0,0,0.0,0.0,2020-10-26T20:00:00Z,0,17,0,0,0,0,6,0,104014,1,0,0.0,0,-4337,1221,5558,40,True,0,6
Ryan Fraser,MID,Newcastle,1.5,0,0,6,1,1.2,507,58,0,0,0.6,4.4,2020-10-25T16:30:00Z,77,20,0,0,0,0,6,0,24667,1,1,0.0,3,-3509,450,3959,58,False,0,6
Anthony Driscoll-Glennon,DEF,Burnley,-0.5,0,0,0,0,0.0,536,52,0,0,0.0,0.0,2020-10-26T20:00:00Z,0,17,0,0,0,0,6,0,4625,1,0,0.0,0,106,434,328,40,True,0,6
Cengiz Ünder,MID,Leicester,1.2,1,0,16,0,11.3,541,49,0,0,3.5,20.0,2020-10-25T19:15:00Z,15,1,0,0,0,0,6,0,3301,1,0,4.0,4,-593,300,893,60,False,0,6
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,3.3,1,0,19,1,42.7,205,50,0,0,11.4,29.6,2020-10-23T19:00:00Z,82,2,0,0,0,0,6,0,670292,3,0,42.0,6,-65296,33197,98493,57,False,0,6
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,4596,2,1,0.0,0,-519,411,930,47,True,0,6
Raúl Jiménez,FWD,Wolves,5.3,0,3,33,0,25.8,460,58,1,1,9.3,39.2,2020-10-25T16:30:00Z,90,14,0,0,0,0,6,0,1439521,1,1,28.0,9,-115095,64980,180075,85,True,0,6
Oskar Buur,DEF,Wolves,0.5,0,0,0,0,0.0,467,58,0,0,0.0,0.0,2020-10-25T16:30:00Z,0,14,0,0,0,0,6,0,188685,1,1,0.0,0,-7783,7562,15345,40,True,0,6
Kieran Tierney,DEF,Arsenal,1.8,0,0,13,0,31.3,17,49,1,0,4.8,10.8,2020-10-25T19:15:00Z,80,9,0,0,0,0,6,0,400394,1,0,6.0,2,-17548,7930,25478,54,True,0,6
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,55,0,0,0.0,0.0,2020-10-24T16:30:00Z,0,5,0,0,0,0,6,0,2792,0,0,0.0,0,-277,14,291,49,True,0,6
James Bree,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,50,0,0,0.0,0.0,2020-10-23T19:00:00Z,0,10,0,0,0,0,6,0,550,3,0,0.0,0,-23,17,40,45,True,0,6
Branislav Ivanovic,DEF,West Brom,2.2,0,0,12,0,0.4,530,51,1,0,1.4,13.6,2020-10-26T17:30:00Z,90,3,0,0,0,0,6,0,8585,1,1,0.0,2,2243,2870,627,45,False,0,6
Dennis Praet,MID,Leicester,1.5,0,0,5,0,4.3,225,49,0,0,0.9,4.4,2020-10-25T19:15:00Z,59,1,0,0,0,0,6,0,33675,1,0,0.0,1,-4759,1330,6089,55,False,0,6
Max Lowe,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,511,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,11,0,0,0,0,6,0,4376,1,2,0.0,0,-424,33,457,44,False,0,6
Brandon Williams,DEF,Man Utd,0.0,0,0,0,0,0.0,318,55,0,0,0.0,0.0,2020-10-24T16:30:00Z,0,5,0,0,0,0,6,0,68037,0,0,0.0,0,-6392,791,7183,44,True,0,6
Neal Maupay,FWD,Brighton,3.8,0,0,-1,0,2.8,68,51,1,0,3.3,6.8,2020-10-26T17:30:00Z,90,18,0,0,0,0,6,0,525930,1,1,23.0,2,71716,127443,55727,66,True,0,6
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,169,56,0,0,0.0,0.0,2020-10-25T14:00:00Z,0,16,0,0,0,0,6,0,18936,0,2,0.0,0,-2342,75,2417,58,False,0,6
Aymeric Laporte,DEF,Man City,0.8,0,0,0,0,0.0,280,57,0,0,0.0,0.0,2020-10-24T11:30:00Z,0,19,0,0,0,0,6,0,187709,1,1,0.0,0,-28209,3381,31590,60,False,0,6
Zack Steffen,GK,Man City,1.0,0,0,0,0,0.0,538,57,0,0,0.0,0.0,2020-10-24T11:30:00Z,0,19,0,0,0,0,6,0,1519,1,1,0.0,0,-27,105,132,45,False,0,6
Fabricio Agosto Ramírez,GK,Fulham,-0.5,0,0,0,0,0.0,171,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,131773,2,1,0.0,0,-101,4087,4188,40,True,0,6
Mark Noble,MID,West Ham,-0.5,0,0,0,0,0.0,427,57,0,0,0.0,0.0,2020-10-24T11:30:00Z,0,12,0,0,0,0,6,0,53146,1,1,0.0,0,-7471,876,8347,48,True,0,6
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,2.5,0,0,6,0,4.8,281,57,1,0,1.1,3.8,2020-10-24T11:30:00Z,67,19,0,0,0,0,6,0,44862,1,1,2.0,2,5715,10187,4472,74,False,0,6
Jordan Henderson,MID,Liverpool,2.0,0,0,24,0,26.3,244,54,1,0,6.4,27.2,2020-10-24T19:00:00Z,90,15,0,0,0,0,6,0,88873,1,2,10.0,2,1611,6510,4899,54,True,0,6
Curtis Jones,MID,Liverpool,1.2,0,0,0,0,0.0,263,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,15,0,0,0,0,6,0,37040,1,2,0.0,0,3968,8196,4228,44,True,0,6
William Saliba,DEF,Arsenal,0.0,0,0,0,0,0.0,27,49,0,0,0.0,0.0,2020-10-25T19:15:00Z,0,9,0,0,0,0,6,0,70830,1,0,0.0,0,-8628,1758,10386,42,True,0,6
Pascal Struijk,DEF,Leeds,0.7,0,0,0,0,1.5,211,50,0,0,0.3,1.2,2020-10-23T19:00:00Z,20,2,0,0,0,0,6,0,172872,3,0,0.0,0,33635,45391,11756,40,False,1,6
Matt Ritchie,MID,Newcastle,0.0,0,0,0,0,0.0,322,58,0,0,0.0,0.0,2020-10-25T16:30:00Z,0,20,0,0,0,0,6,0,3546,1,1,0.0,0,-879,34,913,49,False,0,6
Gary Cahill,DEF,Crystal Palace,0.0,0,0,0,0,0.0,125,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,8,0,0,0,0,6,0,6523,2,1,0.0,0,925,2162,1237,45,False,0,6
Joel Ward,DEF,Crystal Palace,1.2,0,0,0,0,0.0,134,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,8,0,0,0,0,6,0,120457,2,1,0.0,0,-191,8465,8656,45,False,0,6
Karl Darlow,GK,Newcastle,2.4,0,0,14,0,0.0,325,58,1,0,1.8,18.2,2020-10-25T16:30:00Z,90,20,0,0,0,0,6,3,117415,1,1,0.0,3,-1032,14217,15249,50,False,0,6
Toby Alderweireld,DEF,Spurs,2.7,0,2,28,1,13.6,386,52,0,0,4.5,31.2,2020-10-26T20:00:00Z,90,4,0,0,0,0,6,0,124622,1,0,0.0,8,-4411,3722,8133,54,False,0,6
Joe Bryan,DEF,Fulham,0.0,0,0,0,0,0.0,182,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,41088,2,1,0.0,0,-4565,828,5393,49,True,0,6
Shane Long,FWD,Southampton,0.2,0,0,0,0,0.0,361,56,0,0,0.0,0.0,2020-10-25T14:00:00Z,0,7,0,0,0,0,6,0,54179,0,2,0.0,0,-3926,2635,6561,53,True,0,6
Bernd Leno,GK,Arsenal,2.5,0,0,11,0,0.0,8,49,1,0,1.2,12.0,2020-10-25T19:15:00Z,90,9,0,0,0,0,6,1,693944,1,0,0.0,2,-6968,29541,36509,50,True,0,6
Ivan Ricardo Neves Abreu Cavaleiro,MID,Fulham,0.7,0,0,0,0,0.0,187,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,7575,2,1,0.0,0,-506,171,677,54,True,0,6
Luke Ayling,DEF,Leeds,3.0,0,0,27,1,10.7,197,50,0,0,3.3,22.6,2020-10-23T19:00:00Z,90,2,0,0,0,0,6,0,301258,3,0,0.0,6,2262,23420,21158,45,False,0,6
Jesse Lingard,MID,Man Utd,0.0,0,0,0,0,0.0,301,55,0,0,0.0,0.0,2020-10-24T16:30:00Z,0,5,0,0,0,0,6,0,12175,0,0,0.0,0,-1089,221,1310,59,True,0,6
Robbie Brady,MID,Burnley,-0.2,0,0,0,0,0.0,95,52,0,0,0.0,0.0,2020-10-26T20:00:00Z,0,17,0,0,0,0,6,0,3296,1,0,0.0,0,-61,129,190,50,True,0,6
Neil Taylor,DEF,Aston Villa,0.0,0,0,0,0,0.0,31,50,0,0,0.0,0.0,2020-10-23T19:00:00Z,0,10,0,0,0,0,6,0,17751,3,0,0.0,0,-1186,712,1898,44,True,0,6
Jamie Vardy,FWD,Leicester,4.9,0,2,26,0,0.8,224,49,0,1,7.0,35.2,2020-10-25T19:15:00Z,30,1,0,0,0,0,6,0,1240334,1,0,34.0,7,-489382,10116,499498,100,False,0,6
Tyrick Mitchell,DEF,Crystal Palace,1.5,0,0,13,0,1.8,146,53,1,0,4.0,21.6,2020-10-24T14:00:00Z,90,8,0,0,0,0,6,0,1943442,2,1,17.0,2,16161,87186,71025,42,False,0,6
Neco Williams,DEF,Liverpool,1.0,0,0,0,0,0.0,264,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,15,0,0,0,0,6,0,238022,1,2,0.0,0,-5766,9901,15667,40,True,0,6
Jeff Hendrick,MID,Newcastle,1.5,0,0,12,0,0.8,485,58,1,0,2.1,12.2,2020-10-25T16:30:00Z,90,20,0,0,0,0,6,0,264943,1,1,8.0,2,-30080,11759,41839,50,False,0,6
Léo Bonatini,FWD,Wolves,0.0,0,0,0,0,0.0,463,58,0,0,0.0,0.0,2020-10-25T16:30:00Z,0,14,0,0,0,0,6,0,12749,1,1,0.0,0,-1251,74,1325,49,True,0,6
Ethan Ampadu,DEF,Sheffield Utd,-0.7,0,0,15,0,14.2,509,54,2,0,3.4,18.4,2020-10-24T19:00:00Z,90,11,0,0,0,0,6,0,43424,1,2,1.0,1,-4113,651,4764,45,False,0,6
Çaglar Söyüncü,DEF,Leicester,0.0,0,0,0,0,0.0,238,49,0,0,0.0,0.0,2020-10-25T19:15:00Z,0,1,0,0,0,0,6,0,408583,1,0,0.0,0,-190759,254,191013,54,False,0,6
Mace Goodridge,MID,Burnley,-0.5,0,0,0,0,0.0,551,52,0,0,0.0,0.0,2020-10-26T20:00:00Z,0,17,0,0,0,0,6,0,432,1,0,0.0,0,43,95,52,45,True,0,6
