assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form_rank,form_rank_type,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
2,1,149,100,100,2,179268,None,,0,0,1,-1,140.8,81,10,None,,0,2,3.5,3.5,1,Marc,3.0,108,35,9,0,33.7,138,27,112,False,154.4,140,49,676,,2022-09-30T14:00:06.792994Z,51,178,18,0,0,None,0,,179268.jpg,2.7,182,70,0,0,Cucurella Saseta,9.6,41,13,False,None,a,6,8,42.0,228,57,27,1447248,11136,1361809,38594,0.6,5.3,Cucurella,2
0,4,130,None,None,3,41328,None,,0,0,-2,2,125.0,98,17,None,,1,2,3.9,3.9,2,César,3.4,87,24,5,0,28.5,179,44,127,False,108.2,198,75,536,,None,48,251,36,0,0,None,0,,41328.jpg,3.1,133,45,0,0,Azpilicueta,1.7,132,47,False,None,a,6,8,51.0,204,43,28,153407,7146,185852,2421,0.7,5.8,Azpilicueta,1
2,6,198,100,100,2,51090,None,,0,0,-1,1,44.4,214,55,None,,0,2,3.5,3.5,2,Thiago,3.0,111,36,11,0,34.1,135,26,128,False,245.2,49,10,810,,2022-10-16T22:30:07.046029Z,54,121,13,0,0,None,0,,51090.jpg,3.8,77,21,0,0,Emiliano da Silva,6.8,53,18,False,None,a,6,8,52.0,202,41,34,467941,19837,486333,10852,0.6,6.3,Thiago Silva,1
0,0,0,0,0,0,82263,None,,0,0,-2,2,0.0,633,232,None,,0,2,0.0,0.0,0,Marcos,0.0,624,229,0,0,0.0,636,232,129,False,0.0,635,232,0,Left by mutual consent,2022-09-02T10:46:49.198371Z,53,142,15,0,0,None,0,,82263.jpg,0.0,636,231,0,0,Alonso,0.8,214,81,False,None,u,6,8,0.0,632,232,0,8779,0,246309,415,0.0,0.0,Alonso,0
0,5,140,None,None,3,85955,None,,0,0,-1,1,81.9,149,100,None,,1,3,3.5,3.5,8,Jorge Luiz,3.0,114,46,8,2,31.4,156,91,130,False,170.2,111,51,722,,None,59,70,35,0,0,1,0,,85955.jpg,3.2,127,52,0,0,Frello Filho,2.5,107,38,False,None,a,6,8,61.0,185,112,35,371835,7927,463559,3637,0.5,5.9,Jorginho,2
0,0,0,0,0,0,88894,None,,0,0,-1,1,0.0,615,261,None,,0,3,0.0,0.0,0,Ross,0.0,605,251,0,0,0.0,619,259,131,False,0.0,618,259,0,Left by mutual consent,2022-09-02T11:08:19.103069Z,49,221,131,0,0,None,0,,88894.jpg,0.0,622,263,0,0,Barkley,0.0,542,216,False,None,u,6,8,0.0,608,257,0,1910,0,6662,37,0.0,0.0,Barkley,0
1,0,78,100,100,2,91651,None,,0,0,-1,1,128.8,93,70,None,,0,3,2.9,2.9,1,Mateo,2.4,160,65,3,0,24.2,213,111,132,False,79.6,250,111,438,,2022-08-12T12:30:05.410427Z,49,222,132,0,0,None,0,,91651.jpg,2.0,258,104,0,0,Kovacic,0.4,285,102,False,None,a,6,8,33.0,259,137,16,35453,1055,82548,1464,0.5,3.3,Kovacic,1
0,3,125,None,None,3,109745,None,,0,0,0,0,0.1,413,9,None,,0,1,6.3,6.3,3,Kepa,5.8,16,3,2,0,16.2,269,20,133,False,161.4,127,20,450,,None,45,336,19,0,0,None,0,,109745.jpg,5.8,11,2,0,21,Arrizabalaga,3.4,93,17,False,None,a,6,8,0.0,537,50,29,378055,57245,51763,3538,1.3,6.4,Arrizabalaga,0
0,0,32,0,0,1,116594,None,,0,0,-2,2,48.7,203,122,None,,0,3,0.0,0.0,0,N'Golo,0.0,593,242,1,0,10.8,311,142,134,False,36.4,316,136,174,Hamstring injury - Expected back 18 Feb,2022-08-14T23:30:06.470224Z,48,263,160,0,0,None,0,,116594.jpg,2.5,196,72,0,0,Kanté,1.2,162,55,False,None,i,6,8,23.0,284,147,5,85586,90,382066,1930,0.0,1.0,Kanté,0
0,0,20,100,100,0,124183,None,,0,0,-4,4,38.0,227,131,4,,0,3,0.7,0.7,0,Hakim,0.2,376,173,3,0,7.9,330,146,135,False,19.2,347,152,120,,2022-10-11T01:00:06.834844Z,56,98,51,0,0,4,0,,124183.jpg,1.3,334,149,0,0,Ziyech,0.3,303,109,False,None,a,6,8,22.0,287,149,4,22910,297,59067,521,0.0,0.7,Ziyech,0
0,0,93,100,100,4,126187,None,,0,0,0,0,100.0,133,90,None,,0,3,3.1,3.1,3,Ruben,2.6,139,55,9,0,34.5,133,82,136,False,110.4,193,80,779,,2022-08-30T22:30:06.365447Z,50,189,109,0,0,None,0,,126187.jpg,2.0,259,105,0,0,Loftus-Cheek,0.2,361,131,False,None,a,6,8,133.0,100,63,22,29629,603,28327,607,0.5,4.4,Loftus-Cheek,1
0,0,0,0,0,0,165153,None,,0,0,-1,1,0.0,648,71,None,,0,4,0.0,0.0,0,Timo,0.0,644,71,0,0,0.0,648,71,137,False,0.0,648,71,0,Transferred to RB Leipzig,2022-08-10T10:27:43.622232Z,79,20,11,0,0,None,0,,165153.jpg,0.0,647,71,0,0,Werner,0.2,360,55,False,None,u,6,8,0.0,648,71,0,2202,0,52622,54,0.0,0.0,Werner,0
0,0,0,0,0,0,167767,None,,0,0,-1,1,0.0,429,163,None,,0,2,0.0,0.0,0,Robert Kenedy,0.0,393,141,0,0,0.0,447,168,138,False,0.0,446,170,0,Transferred to Real Valladolid,2022-09-02T10:47:42.073387Z,39,628,217,0,0,None,0,,167767.jpg,0.0,457,167,0,0,Nunes do Nascimento,0.3,310,110,False,None,u,6,8,0.0,378,143,0,27068,0,45972,449,0.0,0.0,Kenedy,0
2,0,105,None,None,2,172850,2,,0,0,-1,1,41.6,220,60,None,,1,2,2.3,2.3,2,Ben,1.8,213,74,2,1,17.7,256,82,139,False,88.8,239,88,389,,None,59,73,7,0,0,None,0,,172850.jpg,3.9,72,19,0,0,Chilwell,4.3,78,25,False,None,a,6,8,46.0,219,52,31,525934,16279,510787,11044,0.3,5.3,Chilwell,1
1,0,58,100,100,1,176413,None,,0,0,-3,3,87.6,144,98,None,,0,3,3.3,3.3,1,Christian,2.8,130,51,3,1,26.7,197,106,140,False,79.2,251,112,277,,2022-08-19T13:30:06.111243Z,57,86,43,0,0,None,0,,176413.jpg,1.9,276,116,0,0,Pulisic,0.6,235,77,False,None,a,6,8,99.0,129,80,19,57859,1011,88214,3876,0.5,3.3,Pulisic,1
0,0,103,100,100,3,180736,None,,0,0,-3,3,7.7,337,122,None,,0,2,4.5,4.5,2,Trevoh,4.0,55,17,2,0,12.8,296,99,141,False,74.6,260,97,450,,2022-08-31T08:30:06.535126Z,47,301,50,0,0,None,0,,180736.jpg,4.4,45,8,0,0,Chalobah,0.8,200,73,False,None,a,6,8,46.0,216,50,22,74779,11644,57229,1531,0.9,4.7,Chalobah,0
3,6,164,None,None,4,184341,3,,0,0,-3,3,261.1,26,21,3,,2,3,7.1,7.1,2,Mason,6.6,8,5,10,2,72.8,25,17,142,False,213.6,66,27,790,,None,77,24,12,0,0,2,0,,184341.jpg,4.3,51,25,0,0,Mount,10.5,34,13,False,None,a,6,8,250.0,42,26,47,1248063,42993,1072588,53810,0.9,6.1,Mount,2
0,0,0,0,0,0,204727,None,,0,0,0,0,0.0,625,231,None,,0,2,0.0,0.0,0,Malang,0.0,615,228,0,0,0.0,629,231,143,False,0.0,628,231,0,Season-long loan to Monaco,2022-08-12T14:18:58.649483Z,50,198,24,0,0,None,0,,204727.jpg,0.0,630,230,0,0,Sarr,0.0,531,196,False,None,u,6,8,0.0,623,231,0,289,0,11593,14,0.0,0.0,Sarr,0
0,0,0,0,0,0,209046,None,,0,0,-2,2,0.0,638,275,None,,0,3,0.0,0.0,0,Callum,0.0,630,271,0,0,0.0,640,275,144,False,0.0,639,275,0,Season-long loan to Bayer Leverkusen,2022-08-31T07:22:31.364700Z,53,155,88,0,0,None,0,,209046.jpg,0.0,639,275,0,0,Hudson-Odoi,0.0,532,210,False,None,u,6,8,0.0,637,275,0,1884,0,10095,30,0.0,0.0,Hudson-Odoi,0
0,2,62,None,None,3,219847,None,,0,0,-3,3,80.7,153,20,None,,0,4,2.7,2.7,0,Kai,2.2,180,23,8,2,46.3,83,16,145,False,116.4,186,18,711,,None,77,25,13,0,0,3,0,,219847.jpg,2.5,206,29,0,0,Havertz,2.1,121,16,False,None,a,6,8,264.0,37,15,25,250307,2075,516844,11037,0.3,3.2,Havertz,3
1,5,136,0,0,1,225796,4,,0,0,-1,1,159.8,67,9,1,,0,2,0.0,0.0,0,Reece,0.6,317,105,8,1,38.8,111,18,146,False,147.2,152,58,558,Knee injury - Expected back 26 Dec,2022-10-11T22:00:06.628468Z,59,77,8,0,0,None,0,,225796.jpg,3.7,83,26,0,0,James,15.7,22,7,False,None,i,6,8,81.0,156,23,26,2393680,445,4912562,148210,0.1,4.4,James,3
0,0,92,100,100,1,228286,None,,-1,1,-2,2,0.0,611,61,None,,1,1,0.5,0.5,0,Edouard,0.0,602,66,9,0,14.4,283,21,147,False,142.4,158,21,540,,2022-09-22T11:30:06.585791Z,48,283,11,0,0,None,0,,228286.jpg,2.8,162,22,0,18,Mendy,8.6,45,8,False,None,a,6,8,0.0,604,57,17,589163,972,1849274,40150,0.0,3.5,Mendy,1
0,2,79,100,100,1,232787,1,,0,0,-3,3,109.9,118,82,None,,0,3,3.1,3.1,0,Conor,2.6,145,59,4,1,25.4,208,110,148,False,88.2,240,104,301,,2022-10-19T22:30:07.006380Z,57,93,49,0,0,None,0,,232787.jpg,1.8,292,125,1,0,Gallagher,0.6,229,74,False,None,a,6,8,58.0,191,116,16,57800,488,161798,3672,0.5,2.8,Gallagher,0
1,0,53,100,100,1,440323,None,,0,0,-2,2,5.0,348,49,None,,0,4,3.1,3.1,4,Armando,2.6,140,17,3,1,15.1,276,38,150,False,51.4,294,33,176,,2022-08-19T13:30:06.120257Z,53,159,49,0,0,None,0,,440323.jpg,1.9,274,35,0,0,Broja,0.5,244,39,False,None,a,6,8,94.0,138,35,17,47219,3055,132440,1643,0.5,3.2,Broja,0
0,0,0,0,0,0,199598,None,,0,0,-1,1,0.0,531,218,None,,0,2,0.0,0.0,0,Ethan,0.0,510,208,0,0,0.0,540,218,151,False,0.0,537,218,0,Season-long loan to Spezia,2022-09-02T10:48:44.805594Z,44,446,118,0,0,None,0,,199598.jpg,0.0,549,217,0,0,Ampadu,0.0,515,189,False,None,u,6,8,0.0,502,212,0,1467,0,7598,42,0.0,0.0,Ampadu,0
0,0,47,0,0,0,444463,None,,0,0,-2,2,13.8,314,112,None,,0,2,0.0,0.0,0,Wesley,0.4,329,114,8,0,10.9,310,105,272,False,67.4,269,104,360,Knee injury - Expected back 26 Dec,2022-10-05T22:00:06.548148Z,43,535,164,0,0,None,0,,444463.jpg,1.0,373,140,0,0,Fofana,1.2,164,57,False,None,i,6,8,26.0,273,83,4,290244,108,357744,6408,0.1,0.9,Fofana,1
1,4,96,None,None,3,103955,5,,0,0,-2,2,218.3,35,29,None,,1,3,2.3,2.3,3,Raheem,1.8,216,93,9,3,70.7,28,20,304,False,168.0,116,54,797,,None,98,7,4,0,0,None,0,,103955.jpg,4.3,52,26,0,0,Sterling,5.9,59,19,False,None,a,6,8,321.0,27,17,43,1175459,3901,1294937,41171,0.2,4.4,Sterling,1
0,2,152,75,100,3,86129,None,,0,0,0,0,37.3,234,66,None,,0,2,2.5,3.3,0,Kalidou,2.8,128,46,8,1,29.7,167,37,520,False,176.8,102,32,652,Knee injury - 75% chance of playing,2022-10-23T00:00:07.587931Z,55,108,12,0,0,None,0,,86129.jpg,3.5,97,31,1,0,Koulibaly,7.7,50,16,False,None,d,6,8,82.0,154,21,28,772447,3623,1166579,68309,0.5,5.1,Koulibaly,1
0,0,0,0,0,0,491785,None,,0,0,0,0,0.0,588,241,None,,0,3,0.0,0.0,0,Harvey,0.0,571,225,0,0,0.0,595,239,606,False,0.0,593,238,0,Season-long loan to Hull City,2022-09-02T11:12:46.298693Z,45,402,218,0,0,None,0,,491785.jpg,0.0,601,246,0,0,Vale,0.0,640,272,False,None,u,6,8,0.0,574,233,0,241,0,254,0,0.0,0.0,Vale,0
0,0,0,100,100,0,212701,None,,0,0,0,0,0.0,627,268,None,,0,3,0.5,0.5,0,Denis,0.0,617,260,0,0,0.0,631,268,616,False,0.0,630,268,0,,2022-09-02T14:30:07.213170Z,50,203,117,0,0,None,0,,212701.jpg,0.0,632,270,0,0,Zakaria,0.0,545,219,False,None,a,6,8,0.0,625,267,0,3719,83,2612,151,0.0,0.0,Zakaria,0
0,3,43,100,100,1,54694,None,,-1,1,-1,1,34.9,242,37,None,,0,4,3.1,3.1,2,Pierre-Emerick,2.6,151,21,1,1,11.6,305,41,617,False,40.2,310,35,213,,2022-09-02T14:30:07.224831Z,89,10,5,0,0,None,0,,54694.jpg,3.2,130,15,0,0,Aubameyang,1.6,136,19,False,None,a,6,8,42.0,229,45,13,455073,5582,313968,27086,0.3,1.5,Aubameyang,0
0,0,0,None,None,0,122074,None,,0,0,0,0,0.0,454,31,None,,0,1,0.5,0.5,0,Marcus,0.0,418,43,0,0,0.0,471,45,635,False,0.0,470,45,0,,None,40,569,41,0,0,None,0,,122074.jpg,0.0,481,46,0,0,Bettinelli,0.0,596,64,False,None,a,6,8,0.0,403,22,0,1141,106,464,91,0.0,0.0,Bettinelli,0
0,3,188,None,None,2,40836,None,,0,0,0,0,0.0,548,55,None,,0,1,4.0,4.0,2,Vicente,4.0,52,8,16,0,26.6,198,11,152,False,266.4,37,11,990,,None,45,316,15,0,0,None,0,,40836.jpg,3.2,117,18,0,32,Guaita,3.0,100,18,False,None,a,7,31,0.0,526,46,35,304437,3241,142278,5235,0.9,7.8,Guaita,1
0,0,7,100,100,0,49413,None,,0,0,-1,1,0.2,406,152,None,,1,2,0.2,0.2,0,James,0.2,348,121,1,0,0.7,404,149,153,False,6.6,389,147,46,,2022-08-04T15:00:05.354954Z,39,621,212,0,0,None,0,,49413.jpg,1.0,350,123,0,0,Tomkins,1.2,166,59,False,None,a,7,31,0.0,371,138,1,100363,3401,85916,3174,0.1,0.3,Tomkins,0
0,0,0,0,0,0,50471,None,,0,0,-2,2,0.0,604,253,None,,0,3,0.0,0.0,0,James,0.0,591,240,0,0,0.0,610,252,154,False,0.0,608,251,0,Hip injury - Unknown return date,2022-08-01T09:00:04.716469Z,48,253,153,0,0,None,0,,50471.jpg,0.0,613,256,0,0,McArthur,0.0,620,258,False,None,i,7,31,0.0,594,248,0,524,4,1465,10,0.0,0.0,McArthur,0
0,0,0,0,0,0,54861,None,,0,0,0,0,0.0,644,69,None,,0,4,0.0,0.0,0,Christian,0.0,637,67,0,0,0.0,644,69,155,False,0.0,644,69,0,Transferred to D.C. United,2022-08-10T10:33:52.348630Z,55,107,39,0,0,None,0,,54861.jpg,0.0,643,69,0,0,Benteke,0.2,379,56,False,None,u,7,31,0.0,644,69,0,3358,0,79504,100,0.0,0.0,Benteke,0
0,2,129,None,None,2,55494,None,,0,0,0,0,33.5,246,72,None,,1,2,2.6,2.6,1,Joel,2.6,133,47,14,0,17.9,251,80,156,False,131.8,170,65,900,,None,45,319,58,0,0,None,0,,55494.jpg,2.3,221,82,0,0,Ward,0.4,267,93,False,None,a,7,31,12.0,312,107,23,48074,636,28430,2003,0.6,5.1,Ward,3
0,0,44,50,0,0,57328,None,,0,0,0,0,37.9,228,63,None,,0,2,0.1,0.0,0,Nathaniel,0.2,363,131,8,0,8.5,329,118,157,False,47.2,299,115,413,Ankle injury - 50% chance of playing,2022-10-01T18:00:06.866431Z,45,320,59,0,0,None,0,,57328.jpg,1.2,340,121,0,0,Clyne,0.1,405,149,False,None,d,7,31,0.0,527,217,7,10498,12,19187,297,0.0,1.6,Clyne,1
0,0,24,None,None,0,66975,None,,0,0,-2,2,6.1,341,161,2,,0,3,0.8,0.8,2,Luka,0.8,284,130,3,0,2.5,376,167,158,False,18.0,353,155,169,,None,43,493,261,0,0,2,0,,66975.jpg,1.1,345,155,0,0,Milivojevic,0.5,263,93,False,None,a,7,31,2.0,350,167,8,42005,1275,60406,1543,0.2,1.9,Milivojevic,0
1,0,74,None,None,2,80146,None,,0,0,-1,1,149.7,72,56,None,,0,3,2.6,2.6,2,Jordan,2.6,141,56,13,0,36.1,123,78,159,False,119.4,181,75,726,,None,54,123,67,0,0,None,0,,80146.jpg,2.3,225,89,0,0,Ayew,0.3,313,112,False,None,a,7,31,91.0,142,88,25,31571,284,40980,1089,0.5,4.6,Ayew,0
1,4,132,100,100,2,82403,None,,1,-1,6,-6,157.1,70,54,None,,0,3,3.8,3.8,1,Wilfried,3.8,70,28,12,5,82.6,20,13,160,False,281.2,26,9,877,,2022-08-26T23:30:05.969506Z,76,26,13,0,1,1,0,,82403.jpg,5.0,28,13,0,0,Zaha,23.2,16,6,False,None,a,7,31,388.0,16,9,50,3160792,43672,1623951,91486,0.5,6.6,Zaha,2
0,0,82,None,None,3,86417,None,,0,0,-2,2,57.9,187,115,None,,0,3,1.6,1.6,0,Jeffrey,1.6,225,96,13,0,25.4,206,109,161,False,104.0,208,87,822,,None,48,258,156,0,0,None,0,,86417.jpg,1.9,271,112,0,0,Schlupp,0.1,398,145,False,None,a,7,31,91.0,141,87,21,11411,121,18569,548,0.3,4.4,Schlupp,2
0,0,0,25,25,0,105666,None,,0,0,-1,1,0.0,526,53,None,,0,1,0.0,0.0,0,Jack,0.0,502,63,0,0,0.0,536,65,162,False,0.0,533,65,0,Lack of match fitness - 25% chance of playing,2022-08-01T17:30:04.731748Z,44,429,24,0,0,None,0,,105666.jpg,0.0,545,65,0,0,Butland,0.1,472,54,False,None,d,7,31,0.0,495,44,0,900,12,6457,87,0.0,0.0,Butland,0
0,0,18,100,100,0,108413,None,,0,0,-2,2,2.5,368,174,None,,0,3,0.4,0.4,0,Will,0.4,338,153,3,0,5.6,351,153,163,False,20.2,344,149,57,,2022-10-14T14:30:07.128356Z,48,262,159,0,0,None,0,,108413.jpg,1.0,403,185,0,0,Hughes,0.0,550,223,False,None,a,7,31,34.0,256,135,6,1041,13,2896,28,0.1,1.2,Hughes,0
0,0,7,None,None,0,173954,None,,0,0,-1,1,2.0,375,179,None,,0,3,0.4,0.4,0,Jairo,0.4,330,149,0,0,1.0,396,176,164,False,7.8,381,165,35,,None,44,442,234,0,0,None,0,,173954.jpg,1.0,379,166,0,0,Riedewald,0.1,495,194,False,None,a,7,31,0.0,500,190,2,3753,43,6108,120,0.1,0.5,Riedewald,0
0,1,170,100,100,2,174874,None,,0,0,0,0,50.3,200,51,None,,0,2,2.0,2.0,1,Joachim,2.0,187,68,14,1,43.3,97,15,165,False,283.4,25,3,900,,2022-10-01T18:30:06.770218Z,45,345,74,0,0,None,0,,174874.jpg,2.9,150,56,0,0,Andersen,3.2,95,33,False,None,a,7,31,97.0,133,18,29,304368,2657,237006,7088,0.4,6.4,Andersen,2
2,2,97,None,None,1,199670,None,,0,0,-1,1,96.7,136,15,None,,0,4,4.4,4.4,2,Odsonne,4.4,43,6,11,2,49.9,72,15,166,False,162.6,124,11,684,,None,54,131,44,0,0,3,0,,199670.jpg,2.9,156,19,0,0,Edouard,3.4,94,11,False,None,a,7,31,239.0,44,18,32,425174,13944,391295,16506,0.8,5.9,Edouard,2
0,1,159,None,None,2,209036,None,,0,0,-1,1,27.2,266,86,None,,0,2,2.0,2.0,0,Marc,2.0,184,65,16,0,29.2,174,41,167,False,214.4,65,19,990,,None,44,449,121,1,0,None,0,,209036.jpg,1.8,284,104,0,0,Guéhi,3.6,89,31,False,None,a,7,31,49.0,209,47,20,351313,1766,154066,7144,0.5,4.5,Guéhi,4
0,0,44,None,None,1,231747,None,,0,0,-3,3,47.4,207,31,None,,0,4,0.8,0.8,0,Jean-Philippe,0.8,289,40,5,1,21.6,226,32,168,False,59.2,280,30,243,,None,52,167,50,0,0,None,0,,231747.jpg,1.3,332,43,0,0,Mateta,0.4,279,44,False,None,a,7,31,113.0,122,31,13,50303,1115,91197,1625,0.2,2.5,Mateta,2
2,8,200,None,None,3,232413,1,,0,0,2,-2,287.8,18,14,1,,1,3,5.4,5.4,2,Eberechi,5.4,24,12,14,2,64.3,35,26,169,False,190.6,86,37,911,,None,57,92,48,0,0,None,0,,232413.jpg,4.5,42,21,0,0,Eze,4.8,70,25,False,None,a,7,31,164.0,75,48,49,680161,29466,310346,26008,0.9,8.6,Eze,0
1,1,120,100,100,1,244723,None,,0,0,0,0,51.1,198,49,None,,0,2,1.2,1.2,1,Tyrick,1.2,255,88,12,0,17.3,260,84,170,False,115.8,187,70,736,,2022-08-27T20:00:06.476742Z,45,371,90,0,0,None,0,,244723.jpg,2.1,246,93,0,0,Mitchell,0.9,189,67,False,None,a,7,31,4.0,346,127,23,71855,604,77440,2340,0.3,5.1,Mitchell,0
2,1,99,100,100,1,443661,2,,0,0,-1,1,201.2,43,35,3,,0,3,3.0,3.0,2,Michael,3.0,112,44,6,0,39.5,107,71,171,False,104.8,206,86,484,,2022-08-01T17:30:04.743028Z,54,139,76,0,0,None,0,,443661.jpg,2.2,240,99,0,0,Olise,0.2,345,126,False,None,a,7,31,87.0,145,91,22,19305,685,22323,988,0.6,4.1,Olise,1
0,0,0,0,0,0,450542,None,,0,0,0,0,0.0,578,235,None,,0,3,0.0,0.0,0,Jesurun,0.0,560,219,0,0,0.0,585,233,172,False,0.0,583,232,0,Season-long loan to Charlton,2022-08-12T14:22:11.539147Z,45,388,211,0,0,None,0,,450542.jpg,0.0,591,240,0,0,Rak-Sakyi,0.0,595,243,False,None,u,7,31,0.0,562,226,0,241,0,3554,16,0.0,0.0,Rak-Sakyi,0
0,0,7,None,None,0,450535,None,,0,0,-2,2,0.6,391,185,None,,0,3,0.2,0.2,1,Malcolm,0.2,358,161,1,0,0.4,415,183,173,False,3.2,404,179,19,,None,43,537,272,0,0,None,0,,450535.jpg,1.0,374,162,0,0,Ebiowei,0.2,374,134,False,None,a,7,31,0.0,485,183,2,15027,162,21646,608,0.0,0.5,Ebiowei,0
0,0,0,25,25,0,232423,None,,0,0,-1,1,0.0,437,167,None,,0,2,0.0,0.0,0,Nathan,0.0,401,145,0,0,0.0,455,172,174,False,0.0,454,174,0,Lack of match fitness - 25% chance of playing,2022-08-11T16:30:05.407855Z,39,636,221,0,0,None,0,,232423.jpg,0.0,465,171,0,0,Ferguson,0.2,323,115,False,None,d,7,31,0.0,386,147,0,28114,40,34695,465,0.0,0.0,Ferguson,0
0,0,0,100,100,0,101982,None,,0,0,-1,1,0.0,525,52,None,,0,1,0.0,0.0,0,Sam,0.0,501,62,0,0,0.0,535,64,175,False,0.0,532,64,0,,2022-08-01T17:30:04.756681Z,44,428,23,0,0,None,0,,101982.jpg,0.0,544,64,0,0,Johnstone,0.1,402,52,False,None,a,7,31,0.0,494,43,0,2959,85,7950,203,0.0,0.0,Johnstone,0
0,0,0,0,0,0,169593,None,,0,0,0,0,0.0,457,33,None,,0,1,0.0,0.0,0,Remi,0.0,421,45,0,0,0.0,474,47,495,False,0.0,473,47,0,Joined St Johnstone on loan - Expected back 01 Jul,2022-07-28T16:30:04.783610Z,40,572,43,0,0,None,0,,169593.jpg,0.0,484,48,0,0,Matthews,0.0,558,59,False,None,u,7,31,0.0,406,24,0,0,0,2074,30,0.0,0.0,Matthews,0
0,0,0,0,0,0,450541,None,,0,0,0,0,0.0,577,59,None,,0,4,0.0,0.0,0,Luke,0.0,559,56,0,0,0.0,584,60,496,False,0.0,582,59,0,Joined RWD Molenbeek on loan - Expected back 01 Jul,2022-08-26T23:30:06.261539Z,45,387,62,0,0,None,0,,450541.jpg,0.0,590,60,0,0,Plange,0.3,296,47,False,None,u,7,31,0.0,561,60,0,18888,0,128372,545,0.0,0.0,Plange,0
1,2,125,100,0,1,438464,None,,0,0,0,0,119.3,108,76,None,,0,3,0.8,0.0,0,Cheick,0.8,288,132,11,0,31.2,158,93,514,False,141.4,159,67,803,,2022-10-21T17:00:07.748941Z,50,208,122,0,0,None,0,,438464.jpg,2.1,248,101,0,0,Doucouré,0.1,395,144,False,None,a,7,31,49.0,211,121,21,16873,99,20184,725,0.2,4.2,C.Doucouré,4
0,0,15,50,0,0,427623,None,,0,0,-1,1,12.2,322,115,None,,0,2,0.0,0.0,0,Chris,0.0,518,211,3,0,3.4,369,132,530,False,18.0,354,134,45,Hamstring injury - 50% chance of playing,2022-10-05T00:00:06.842001Z,44,466,129,0,0,None,0,,427623.jpg,0.7,440,158,0,0,Richards,0.1,491,179,False,None,d,7,31,4.0,345,126,2,1363,3,5448,96,0.0,0.5,Richards,0
0,0,0,None,None,0,487818,None,,0,0,0,0,0.0,485,43,None,,0,1,0.0,0.0,0,Joseph,0.0,453,55,0,0,0.0,502,57,590,False,0.0,500,57,0,,None,40,604,53,0,0,None,0,,487818.jpg,0.0,512,58,0,0,Whitworth,0.1,391,50,False,None,a,7,31,0.0,436,34,0,13153,83,7618,265,0.0,0.0,Whitworth,0
0,0,0,None,None,0,530318,None,,0,0,0,0,0.0,593,245,None,,0,3,0.0,0.0,0,Kaden,0.0,578,231,0,0,0.0,600,243,601,False,0.0,599,243,0,,None,45,409,224,0,0,None,0,,530318.jpg,0.0,605,249,0,0,Rodney,0.0,586,241,False,None,a,7,31,0.0,579,237,0,1906,50,1257,92,0.0,0.0,Rodney,0
0,0,0,None,None,0,532135,None,,0,0,0,0,0.0,594,246,None,,0,3,0.0,0.0,0,Killian,0.0,579,232,0,0,0.0,601,244,604,False,0.0,600,244,0,,None,45,410,225,0,0,None,0,,532135.jpg,0.0,606,250,0,0,Phillips,0.0,539,214,False,None,a,7,31,0.0,580,238,0,3734,107,2249,151,0.0,0.0,Phillips,0
0,0,0,None,None,0,461382,None,,0,0,0,0,0.0,580,61,None,,0,4,0.0,0.0,0,John-Kymani,0.0,562,58,0,0,0.0,587,62,634,False,0.0,585,61,0,,None,45,391,64,0,0,None,0,,461382.jpg,0.0,593,62,0,0,Gordon,0.1,426,59,False,None,a,7,31,0.0,565,62,0,13986,965,6383,1165,0.0,0.0,Gordon,0
0,0,0,None,None,0,422287,None,,0,0,0,0,0.0,472,184,None,,0,2,0.0,0.0,0,Kofi,0.0,439,165,0,0,0.0,489,189,642,False,0.0,488,191,0,,None,40,590,192,0,0,None,0,,422287.jpg,0.0,500,189,0,0,Balmer,0.0,588,216,False,None,a,7,31,0.0,422,165,0,1281,300,337,149,0.0,0.0,Balmer,0
0,0,0,None,None,0,515496,None,,0,0,0,0,0.0,490,45,None,,0,1,0.0,0.0,0,Owen,0.0,458,57,0,0,0.0,507,59,644,False,0.0,505,59,0,,None,40,609,55,0,0,None,0,,515496.jpg,0.0,517,60,0,0,Goodman,0.0,632,66,False,None,a,7,31,0.0,441,36,0,286,38,58,35,0.0,0.0,Goodman,0
