name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Gabriel Fernando de Jesus,FWD,Arsenal,9.3,1,0,15,1,23.1,28,0.00000,0.00000,0.00000,0.00000,21,0,0,10.3,25.6,2022-08-20T16:30:00Z,90,3,0,0,0,0,3,0,7496318,0,3,0,54.0,4,853585,882488,28903,81,False,1,3
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,0,0.0,38,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,2071,0,1,3,0.0,0,-451,47,498,44,False,0,3
Ben Godfrey,DEF,Everton,0.0,0,0,0,0,0.0,193,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,6888,0,1,1,0.0,0,-2149,180,2329,44,True,0,3
Jay Stansfield,FWD,Fulham,1.5,1,0,17,0,12.8,219,0.00000,0.00000,0.00000,0.00000,24,2,0,6.3,8.4,2022-08-20T14:00:00Z,76,4,0,0,0,0,3,0,120797,0,2,3,42.0,5,6206,23590,17384,45,True,0,3
Diogo Dalot Teixeira,DEF,Man Utd,0.2,0,0,12,0,20.7,342,0.00000,0.00000,0.00000,0.00000,27,1,0,5.1,20.4,2022-08-22T19:00:00Z,85,12,0,0,0,0,3,0,254053,0,1,2,10.0,1,-119847,6410,126257,44,True,1,3
Brandon Williams,DEF,Man Utd,-0.5,0,0,0,0,0.0,343,0.00000,0.00000,0.00000,0.00000,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,12,0,0,0,0,3,0,191895,0,1,2,0.0,0,-23847,4100,27947,40,True,0,3
Tino Livramento,DEF,Southampton,0.0,0,0,0,0,0.0,419,0.00000,0.00000,0.00000,0.00000,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,1652,0,2,1,0.0,0,-175,119,294,45,False,0,3
Alejandro Garnacho,MID,Man Utd,-0.2,0,0,0,0,0.0,569,0.00000,0.00000,0.00000,0.00000,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,12,0,0,0,0,3,0,12952,0,1,2,0.0,0,1818,4919,3101,45,True,0,3
Mohamed Dräger,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,386,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,0,3,0,15263,0,1,1,0.0,0,-3056,0,3056,40,False,0,3
Anwar El Ghazi,MID,Aston Villa,0.0,0,0,0,0,0.0,51,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,9942,0,1,3,0.0,0,-1709,1007,2716,49,False,0,3
Stuart Dallas,DEF,Leeds,0.0,0,0,0,0,0.0,226,0.00000,0.00000,0.00000,0.00000,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,6,0,0,0,0,3,0,1209,0,0,3,0.0,0,-176,101,277,50,True,0,3
Marc Guéhi,DEF,Crystal Palace,1.0,0,0,14,0,10.2,167,0.00000,0.00000,0.00000,0.00000,22,1,0,3.8,11.6,2022-08-20T14:00:00Z,90,2,0,0,0,0,3,0,154189,0,1,3,16.0,2,-9232,4202,13434,45,True,0,3
Raphael Dias Belloli,MID,Leeds,0.0,0,0,0,0,0.0,232,0.00000,0.00000,0.00000,0.00000,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,6,0,0,0,0,3,0,13179,0,0,3,0.0,0,-2330,0,2330,70,True,0,3
Mikkel Damsgaard,MID,Brentford,0.5,0,0,0,0,0.0,580,0.00000,0.00000,0.00000,0.00000,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,14127,0,2,3,0.0,0,7164,10284,3120,55,False,0,3
Philippe Coutinho Correia,MID,Aston Villa,0.8,0,0,3,0,0.9,29,0.00000,0.00000,0.00000,0.00000,22,0,0,4.6,6.6,2022-08-20T14:00:00Z,17,7,0,0,0,0,3,0,645415,0,1,3,38.0,1,-716273,5216,721489,69,False,0,3
Djed Spence,DEF,Spurs,0.5,0,0,0,0,0.0,522,0.00000,0.00000,0.00000,0.00000,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,43077,0,0,1,0.0,0,-8132,1322,9454,44,True,0,3
Dan Burn,DEF,Newcastle,3.7,0,0,10,0,10.7,358,0.00000,0.00000,0.00000,0.00000,28,3,0,2.3,10.0,2022-08-21T15:30:00Z,90,13,0,0,0,0,3,0,139000,0,3,3,2.0,1,17312,33015,15703,45,True,0,3
Jack Butland,GK,Crystal Palace,0.0,0,0,0,0,0.0,162,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,2,0,0,0,0,3,0,9313,0,1,3,0.0,0,-995,148,1143,45,True,0,3
Mateo Kovacic,MID,Chelsea,0.0,0,0,0,0,0.0,132,0.00000,0.00000,0.00000,0.00000,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,32245,0,0,3,0.0,0,-25100,404,25504,49,False,0,3
Dele Alli,MID,Everton,1.2,0,0,0,0,0.0,181,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,40844,0,1,1,0.0,0,-10687,2614,13301,54,True,0,3
Diego Llorente,DEF,Leeds,2.7,0,2,27,1,0.2,228,0.00000,0.00000,0.00000,0.00000,25,0,0,1.6,11.6,2022-08-21T13:00:00Z,90,6,0,0,0,0,3,0,25037,0,0,3,4.0,8,-2022,813,2835,45,True,0,3
Malcolm Ebiowei,MID,Crystal Palace,0.3,0,0,0,0,0.0,173,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,2,0,0,0,0,3,0,20382,0,1,3,0.0,0,-1021,1814,2835,45,True,0,3
Kacper Kozłowski,MID,Brighton,0.0,0,0,0,0,0.0,126,0.00000,0.00000,0.00000,0.00000,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,7438,0,2,0,0.0,0,-510,713,1223,45,False,0,3
Nikola Vlasic,MID,West Ham,0.0,0,0,0,0,0.0,466,0.00000,0.00000,0.00000,0.00000,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,5,0,0,0,0,3,0,2065,0,2,0,0.0,0,-1434,0,1434,50,True,0,3
Troy Parrott,FWD,Spurs,0.0,0,0,0,0,0.0,453,0.00000,0.00000,0.00000,0.00000,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,12065,0,0,1,0.0,0,-1707,0,1707,45,True,0,3
David Brooks,MID,Bournemouth,0.0,0,0,0,0,0.0,60,0.00000,0.00000,0.00000,0.00000,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,1,0,0,0,0,3,0,2207,0,3,0,0.0,0,-874,37,911,54,True,0,3
Yves Bissouma,MID,Spurs,1.2,0,0,4,0,10.0,444,0.00000,0.00000,0.00000,0.00000,29,0,0,1.2,2.0,2022-08-20T11:30:00Z,4,20,0,0,0,0,3,0,55908,0,0,1,0.0,1,-1962,8044,10006,50,True,0,3
Caoimhin Kelleher,GK,Liverpool,0.0,0,0,0,0,0.0,289,0.00000,0.00000,0.00000,0.00000,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,18836,0,1,2,0.0,0,-1126,384,1510,40,False,0,3
Adrián San Miguel del Castillo,GK,Liverpool,0.5,0,0,0,0,0.0,497,0.00000,0.00000,0.00000,0.00000,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,73067,0,1,2,0.0,0,-1784,4253,6037,40,False,0,3
Conor Gallagher,MID,Chelsea,2.3,0,0,9,0,11.8,148,0.00000,0.00000,0.00000,0.00000,25,2,0,4.5,11.4,2022-08-21T13:00:00Z,63,11,0,0,0,0,3,0,100118,0,0,3,22.0,2,-25882,5242,31124,58,False,0,3
Kalidou Koulibaly,DEF,Chelsea,4.7,0,0,2,0,1.3,520,0.00000,0.00000,0.00000,0.00000,25,3,0,4.0,20.0,2022-08-21T13:00:00Z,83,11,0,0,0,1,3,0,1290657,0,0,3,19.0,-2,194788,263469,68681,56,False,0,3
Joël Veltman,DEF,Brighton,6.0,0,2,29,1,6.6,109,0.00000,0.00000,0.00000,0.00000,30,0,0,4.3,32.2,2022-08-21T13:00:00Z,90,19,0,0,0,0,3,0,62201,0,2,0,4.0,8,20384,30208,9824,45,False,0,3
Boubacar Kamara,MID,Aston Villa,2.0,0,0,9,0,10.8,53,0.00000,0.00000,0.00000,0.00000,22,3,0,2.9,17.8,2022-08-20T14:00:00Z,90,7,0,0,0,0,3,0,18770,0,1,3,0.0,2,1157,4204,3047,50,False,0,3
Ethan Ampadu,DEF,Chelsea,1.0,0,0,0,0,0.0,151,0.00000,0.00000,0.00000,0.00000,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,8175,0,0,3,0.0,0,-671,472,1143,45,False,0,3
Kaine Kesler Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,537,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,9711,0,1,3,0.0,0,-3712,0,3712,40,False,0,3
James Ward-Prowse,MID,Southampton,6.0,1,2,31,0,59.8,407,0.00000,0.00000,0.00000,0.00000,26,1,0,9.2,32.4,2022-08-20T14:00:00Z,90,10,0,0,0,0,3,0,971090,0,2,1,0.0,7,-32738,90397,123135,65,False,0,3
Morgan Sanson,MID,Aston Villa,0.0,0,0,0,0,0.0,36,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,33336,0,1,3,0.0,0,-646,5533,6179,45,False,0,3
Crysencio Summerville,MID,Leeds,-0.7,0,0,0,0,0.0,240,0.00000,0.00000,0.00000,0.00000,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,6,0,0,0,0,3,0,23657,0,0,3,0.0,0,-1038,2638,3676,45,True,0,3
Harry Maguire,DEF,Man Utd,-0.8,0,0,0,0,0.0,330,0.00000,0.00000,0.00000,0.00000,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,12,0,0,0,0,3,0,61844,0,1,2,0.0,0,-23056,2107,25163,49,True,0,3
Donny van de Beek,MID,Man Utd,0.5,0,0,2,0,0.3,336,0.00000,0.00000,0.00000,0.00000,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,4,12,0,0,0,0,3,0,36990,0,1,2,0.0,1,-12912,1306,14218,54,True,0,3
César Azpilicueta,DEF,Chelsea,4.0,0,0,2,0,0.3,127,0.00000,0.00000,0.00000,0.00000,25,0,0,0.1,0.4,2022-08-21T13:00:00Z,3,11,0,0,0,0,3,0,189481,0,0,3,0.0,1,-10577,23183,33760,50,False,0,3
Jadon Sancho,MID,Man Utd,3.8,0,2,27,1,14.9,340,0.00000,0.00000,0.00000,0.00000,27,0,1,7.7,39.0,2022-08-22T19:00:00Z,70,12,0,0,0,0,3,0,434332,0,1,2,23.0,10,-340703,7323,348026,73,True,0,3
Tyrell Malacia,DEF,Man Utd,0.8,0,0,9,0,4.8,504,0.00000,0.00000,0.00000,0.00000,27,1,0,1.9,14.6,2022-08-22T19:00:00Z,90,12,0,0,0,0,3,0,159453,0,1,2,0.0,2,-30067,5897,35964,44,True,0,3
Lewis Bate,MID,Leeds,0.0,0,0,0,0,0.0,241,0.00000,0.00000,0.00000,0.00000,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,6,0,0,0,0,3,0,1136,0,0,3,0.0,0,-243,0,243,45,True,0,3
Joseph Gomez,DEF,Liverpool,1.2,0,0,17,0,2.3,286,0.00000,0.00000,0.00000,0.00000,27,2,0,2.3,21.0,2022-08-22T19:00:00Z,90,14,0,0,0,0,3,0,31060,0,1,2,0.0,1,2493,8064,5571,45,False,0,3
Mathias Jensen,MID,Brentford,6.8,1,0,15,0,26.4,88,0.00000,0.00000,0.00000,0.00000,24,2,0,5.0,21.6,2022-08-20T14:00:00Z,59,9,0,0,0,0,3,0,256597,0,2,3,2.0,4,207883,239860,31977,50,False,0,3
Nathan Tella,MID,Southampton,0.0,0,0,0,0,0.0,412,0.00000,0.00000,0.00000,0.00000,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,317,0,2,1,0.0,0,-79,0,79,50,False,0,3
Jan Paul van Hecke,DEF,Brighton,0.0,0,0,0,0,0.0,544,0.00000,0.00000,0.00000,0.00000,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,29179,0,2,0,0.0,0,1400,4900,3500,40,False,0,3
Ivan Perišić,DEF,Spurs,6.2,1,3,33,1,40.9,448,0.00000,0.00000,0.00000,0.00000,29,0,0,8.1,34.0,2022-08-20T11:30:00Z,75,20,0,0,0,0,3,0,1550856,0,0,1,6.0,12,-193692,85043,278735,54,True,0,3
Eddie Nketiah,FWD,Arsenal,2.0,0,0,-1,0,10.9,11,0.00000,0.00000,0.00000,0.00000,21,0,0,3.3,5.4,2022-08-20T16:30:00Z,16,3,0,0,0,0,3,0,47543,0,3,0,17.0,1,-14362,2722,17084,68,False,0,3
Callum Hudson-Odoi,MID,Chelsea,1.0,0,0,0,0,0.0,144,0.00000,0.00000,0.00000,0.00000,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,8332,0,0,3,0.0,0,-1087,761,1848,54,False,0,3
Fabio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,488,0.00000,0.00000,0.00000,0.00000,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,18,0,0,0,0,3,0,2993,0,0,1,0.0,0,-681,0,681,55,False,0,3
Virgil van Dijk,DEF,Liverpool,1.8,0,0,14,0,1.2,280,0.00000,0.00000,0.00000,0.00000,27,2,0,2.2,18.6,2022-08-22T19:00:00Z,90,14,0,0,0,0,3,0,1302665,0,1,2,2.0,1,-87790,41283,129073,65,False,0,3
Yerry Mina,DEF,Everton,0.0,0,0,0,0,0.0,188,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,10655,0,1,1,0.0,0,-3939,146,4085,44,True,0,3
Jaden Philogene-Bidace,MID,Aston Villa,0.0,0,0,0,0,0.0,55,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,386,0,1,3,0.0,0,-74,0,74,45,False,0,3
Remo Freuler,MID,Nott'm Forest,1.1,0,0,0,0,0.0,582,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,0,3,0,961,0,1,1,0.0,0,619,753,134,50,False,0,3
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,0,0.0,375,0.00000,0.00000,0.00000,0.00000,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,13,0,0,0,0,3,0,385,0,3,3,0.0,0,-57,0,57,45,True,0,3
Dejan Kulusevski,MID,Spurs,6.5,0,0,9,1,39.8,446,0.00000,0.00000,0.00000,0.00000,29,0,0,6.0,8.0,2022-08-20T11:30:00Z,85,20,0,0,0,0,3,0,1468011,0,0,1,12.0,3,306498,458077,151579,82,True,0,3
Leon Bailey,MID,Aston Villa,2.7,1,0,15,0,22.1,45,0.00000,0.00000,0.00000,0.00000,22,2,0,4.2,17.4,2022-08-20T14:00:00Z,65,7,0,0,0,0,3,0,1027220,0,1,3,2.0,5,-488178,45236,533414,49,False,0,3
James Maddison,MID,Leicester,6.3,0,1,23,0,15.5,261,0.00000,0.00000,0.00000,0.00000,26,2,1,8.0,35.2,2022-08-20T14:00:00Z,90,17,0,0,0,0,3,0,564990,0,2,1,29.0,7,98076,156206,58130,80,True,1,3
Joseph Whitworth,GK,Crystal Palace,1.0,0,0,0,0,0.0,590,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,2,0,0,0,0,3,0,0,0,1,3,0.0,0,0,0,0,40,True,0,3
Cole Palmer,MID,Man City,1.3,0,0,0,0,0.0,316,0.00000,0.00000,0.00000,0.00000,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,15,0,0,0,0,3,0,12151,0,3,3,0.0,0,-3338,359,3697,45,False,0,3
Davinson Sánchez,DEF,Spurs,2.5,0,0,25,1,0.9,435,0.00000,0.00000,0.00000,0.00000,29,0,0,3.7,25.2,2022-08-20T11:30:00Z,90,20,0,0,0,0,3,0,59754,0,0,1,11.0,6,-5217,5870,11087,44,True,0,3
Raheem Sterling,MID,Chelsea,4.0,0,0,-1,0,12.8,304,0.00000,0.00000,0.00000,0.00000,25,3,0,2.1,0.6,2022-08-21T13:00:00Z,86,11,0,0,0,0,3,0,544730,0,0,3,8.0,1,-14807,58071,72878,100,False,1,3
Jordan Henderson,MID,Liverpool,1.8,0,0,13,0,13.0,275,0.00000,0.00000,0.00000,0.00000,27,2,0,3.0,11.0,2022-08-22T19:00:00Z,58,14,0,0,0,0,3,0,111764,0,1,2,6.0,1,-7669,11660,19329,55,False,0,3
Nathan Collins,DEF,Wolves,2.8,0,0,8,0,1.7,516,0.00000,0.00000,0.00000,0.00000,29,1,0,1.8,14.0,2022-08-20T11:30:00Z,90,18,0,0,0,0,3,0,40486,0,0,1,2.0,1,7068,10723,3655,45,False,1,3
Christian Pulisic,MID,Chelsea,1.5,0,0,3,0,0.8,140,0.00000,0.00000,0.00000,0.00000,25,1,0,0.1,0.0,2022-08-21T13:00:00Z,26,11,0,0,0,0,3,0,53442,0,0,3,0.0,1,-12446,4542,16988,59,False,0,3
Jaidon Anthony,MID,Bournemouth,-0.7,0,0,2,0,2.2,75,0.00000,0.00000,0.00000,0.00000,21,1,0,0.7,5.0,2022-08-20T16:30:00Z,45,1,0,0,0,0,3,0,6891,0,3,0,0.0,1,-1252,406,1658,54,True,0,3
Pascal Struijk,DEF,Leeds,3.7,0,0,24,1,12.9,235,0.00000,0.00000,0.00000,0.00000,25,0,0,3.2,18.8,2022-08-21T13:00:00Z,90,6,0,0,0,0,3,0,13159,0,0,3,0.0,6,1586,2960,1374,45,True,0,3
Matt Targett,DEF,Newcastle,0.9,0,0,0,0,0.0,367,0.00000,0.00000,0.00000,0.00000,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,13,0,0,0,0,3,0,84010,0,3,3,0.0,0,-51318,1094,52412,49,True,0,3
Alex McCarthy,GK,Southampton,0.0,0,0,0,0,0.0,401,0.00000,0.00000,0.00000,0.00000,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,24294,0,2,1,0.0,0,-2598,214,2812,45,False,0,3
Jamal Lowe,MID,Bournemouth,-0.7,0,0,0,0,0.0,61,0.00000,0.00000,0.00000,0.00000,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,1,0,0,0,0,3,0,4190,0,3,0,0.0,0,-662,124,786,54,True,0,3
Ryan Yates,MID,Nott'm Forest,0.6,1,0,12,0,0.8,387,0.00000,0.00000,0.00000,0.00000,23,1,0,5.3,5.4,2022-08-20T14:00:00Z,35,8,0,0,0,0,3,0,2689,0,1,1,47.0,4,-728,53,781,50,False,0,3
Darwin Núñez Ribeiro,FWD,Liverpool,0.0,0,0,0,0,0.0,297,0.00000,0.00000,0.00000,0.00000,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,994216,0,1,2,0.0,0,-1211928,77679,1289607,90,False,0,3
Calum Chambers,DEF,Aston Villa,0.3,0,0,0,0,0.0,32,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,25615,0,1,3,0.0,0,-1712,1509,3221,45,False,0,3
Seamus Coleman,DEF,Everton,0.5,0,0,0,0,0.0,178,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,5412,0,1,1,0.0,0,539,1044,505,45,True,0,3
Rodrigo Muniz Carvalho,FWD,Fulham,-0.5,0,0,0,0,0.0,218,0.00000,0.00000,0.00000,0.00000,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,4,0,0,0,0,3,0,11672,0,2,3,0.0,0,-1427,1406,2833,54,True,0,3
Theo Walcott,MID,Southampton,0.0,0,0,0,0,0.0,400,0.00000,0.00000,0.00000,0.00000,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,1714,0,2,1,0.0,0,-276,167,443,49,False,0,3
Marc Roca Junqué,MID,Leeds,1.3,0,0,9,1,0.8,245,0.00000,0.00000,0.00000,0.00000,25,0,0,1.8,16.8,2022-08-21T13:00:00Z,60,6,0,0,0,0,3,0,6892,0,0,3,0.0,3,-795,564,1359,50,True,0,3
Vladimir Coufal,DEF,West Ham,1.3,0,0,8,0,11.3,463,0.00000,0.00000,0.00000,0.00000,30,2,0,2.4,12.4,2022-08-21T13:00:00Z,74,5,0,0,0,0,3,0,106619,0,2,0,0.0,1,-6119,7632,13751,45,True,0,3
Shane Duffy,DEF,Fulham,0.2,0,0,3,0,0.0,105,0.00000,0.00000,0.00000,0.00000,24,0,0,0.0,0.2,2022-08-20T14:00:00Z,1,4,0,0,0,0,3,0,23206,0,2,3,0.0,1,-3089,575,3664,45,True,0,3
Frédéric Guilbert,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,88080,0,1,3,0.0,0,-1418,9694,11112,40,False,0,3
Rasmus Kristensen,DEF,Leeds,1.7,0,0,21,1,11.9,244,0.00000,0.00000,0.00000,0.00000,25,0,0,3.0,18.4,2022-08-21T13:00:00Z,90,6,0,0,0,0,3,0,43249,0,0,3,0.0,6,-9098,1465,10563,49,True,0,3
Riyad Mahrez,MID,Man City,2.3,0,0,0,0,0.0,303,0.00000,0.00000,0.00000,0.00000,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,15,0,0,0,0,3,0,340895,0,3,3,0.0,0,-109456,17863,127319,79,False,0,3
Danny Ings,FWD,Aston Villa,2.7,0,0,1,0,0.0,30,0.00000,0.00000,0.00000,0.00000,22,1,0,1.8,1.0,2022-08-20T14:00:00Z,24,7,0,0,0,0,3,0,208449,0,1,3,17.0,1,19882,45537,25655,70,False,0,3
Andros Townsend,MID,Everton,0.0,0,0,0,0,0.0,179,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,570,0,1,1,0.0,0,-53,68,121,55,True,0,3
Marcus Tavernier,MID,Bournemouth,1.3,0,0,7,0,17.3,535,0.00000,0.00000,0.00000,0.00000,21,3,0,2.4,0.0,2022-08-20T16:30:00Z,90,1,0,0,0,0,3,0,11197,0,3,0,7.0,2,-343,1832,2175,50,True,0,3
Ivan Neves Abreu Cavaleiro,MID,Fulham,-0.5,0,0,0,0,0.0,214,0.00000,0.00000,0.00000,0.00000,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,4,0,0,0,0,3,0,6766,0,2,3,0.0,0,-993,596,1589,49,True,0,3
Jonjo Shelvey,MID,Newcastle,0.0,0,0,0,0,0.0,349,0.00000,0.00000,0.00000,0.00000,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,13,0,0,0,0,3,0,2892,0,3,3,0.0,0,-946,72,1018,49,True,0,3
Victor Lindelöf,DEF,Man Utd,0.0,0,0,0,0,0.0,337,0.00000,0.00000,0.00000,0.00000,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,12,0,0,0,0,3,0,11989,0,1,2,0.0,0,-6023,117,6140,44,True,0,3
Miguel Almirón Rejala,MID,Newcastle,3.3,0,0,19,0,11.5,369,0.00000,0.00000,0.00000,0.00000,28,3,1,10.2,31.2,2022-08-21T15:30:00Z,82,13,0,0,0,0,3,0,116140,0,3,3,59.0,7,-14210,18169,32379,50,True,0,3
Odsonne Edouard,FWD,Crystal Palace,2.0,1,0,11,0,13.4,166,0.00000,0.00000,0.00000,0.00000,22,1,0,6.8,21.6,2022-08-20T14:00:00Z,69,2,0,0,0,0,3,0,246954,0,1,3,33.0,5,-30702,19371,50073,55,True,0,3
Christian Benteke,FWD,Crystal Palace,0.0,0,0,0,0,0.0,155,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,2,0,0,0,0,3,0,38799,0,1,3,0.0,0,-24335,0,24335,55,True,0,3
Tim Iroegbunam,MID,Aston Villa,0.0,0,0,0,0,0.0,49,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,3718,0,1,3,0.0,0,-179,452,631,45,False,0,3
Lyle Taylor,FWD,Nott'm Forest,-0.5,0,0,0,0,0.0,380,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,0,3,0,935830,0,1,1,0.0,0,-54686,68048,122734,45,False,0,3
Jack Colback,MID,Nott'm Forest,0.1,0,0,0,0,0.0,381,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,0,3,0,124965,0,1,1,0.0,0,-30076,4130,34206,45,False,0,3
Elliot Anderson,MID,Newcastle,-1.0,0,0,0,0,0.0,552,0.00000,0.00000,0.00000,0.00000,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,13,0,0,0,0,3,0,17278,0,3,3,0.0,0,-358,3053,3411,45,True,0,3
Deniz Undav,FWD,Brighton,0.3,0,0,0,0,0.0,123,0.00000,0.00000,0.00000,0.00000,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,57152,0,2,0,0.0,0,-13492,2788,16280,54,False,0,3
Tom Cairney,MID,Fulham,0.5,0,0,7,0,10.8,200,0.00000,0.00000,0.00000,0.00000,24,0,0,1.4,3.2,2022-08-20T14:00:00Z,13,4,0,0,0,0,3,0,6339,0,2,3,0.0,1,-744,405,1149,49,True,0,3
Jonathan Castro Otto,DEF,Wolves,2.5,0,0,13,0,8.8,477,0.00000,0.00000,0.00000,0.00000,29,1,0,4.5,20.4,2022-08-20T11:30:00Z,90,18,0,0,0,0,3,0,53189,0,0,1,16.0,2,-5440,2587,8027,45,False,0,3
Marcos Senesi,DEF,Bournemouth,-0.5,0,0,3,0,0.1,576,0.00000,0.00000,0.00000,0.00000,21,2,0,0.7,7.2,2022-08-20T16:30:00Z,45,1,0,0,0,0,3,0,1635,0,3,0,0.0,0,149,352,203,45,True,0,3
Youri Tielemans,MID,Leicester,1.7,0,0,5,0,4.7,259,0.00000,0.00000,0.00000,0.00000,26,2,0,1.1,6.4,2022-08-20T14:00:00Z,25,17,0,0,0,0,3,0,192766,0,2,1,0.0,1,-13044,16957,30001,65,True,0,3
