first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Wes,Morgan,0,0,61,2817,52,62.0,530.0,158.0,1,390,75.1,5,0,4,2.9,44
Christian,Fuchs,0,1,57,1917,35,282.2,396.6,55.0,8,370,73.5,4,0,1,1.9,47
Danny,Simpson,0,0,55,2306,41,121.2,444.2,42.0,0,342,60.7,5,0,4,2.2,43
Robert,Huth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
Yohan,Benalouane,0,0,1,90,2,1.3,24.8,18.0,0,7,4.4,0,0,0,0.1,42
Benjamin,Chilwell,0,2,65,1848,30,332.1,382.8,63.0,4,381,78.0,6,1,1,3.1,44
Harry,Maguire,2,4,117,3420,60,254.3,955.8,478.0,10,716,168.8,9,0,7,10.9,55
Riyad,Mahrez,12,13,195,2948,51,924.0,966.0,932.0,19,682,282.6,9,0,2,8.2,87
Marc,Albrighton,2,8,107,2533,42,718.3,580.0,300.0,12,458,160.2,8,1,5,2.2,55
Demarai,Gray,3,3,80,1683,35,412.8,290.6,461.0,2,308,116.7,4,0,2,0.6,53
Daniel,Amartey,0,0,13,486,7,10.3,81.2,0.0,0,53,9.2,3,1,0,0.2,43
Nampalys,Mendy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Wilfred,Ndidi,0,4,78,2896,45,230.7,640.4,299.0,4,449,117.2,9,2,6,0.4,49
Ahmed,Musa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,61
Vicente,Iborra,3,0,58,1411,23,131.6,341.6,150.0,6,293,62.3,3,0,0,0.1,57
Jamie,Vardy,20,2,183,3248,57,439.9,822.8,1222.0,28,674,248.6,8,0,3,21.7,88
Shinji,Okazaki,6,3,76,1314,19,228.1,347.6,508.0,7,275,107.9,5,0,2,2.9,53
Kelechi,Iheanacho,3,4,54,818,17,185.6,214.2,350.0,5,171,74.5,1,0,2,0.8,65
Eldin,Jakupovic,0,0,4,180,6,0.0,67.8,0.0,0,36,6.8,0,0,0,0.1,42
Matty,James,0,0,26,991,15,52.7,114.6,145.0,0,121,31.4,4,0,2,0.2,44
Aleksandar,Dragovic,0,0,28,766,14,3.6,177.8,35.0,0,166,21.8,4,0,2,0.1,49
Hamza,Choudhury,0,1,13,375,9,20.2,68.0,16.0,0,60,10.4,0,0,1,0.0,44
George,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Adrien Sebastian,Perruchet Silva,0,2,23,760,18,120.0,133.2,65.0,0,128,31.8,1,0,3,0.0,59
Fousseni,Diabaté,0,1,21,579,12,130.8,98.6,67.0,0,72,29.7,0,0,1,0.1,49
Harvey,Barnes,0,0,3,8,0,1.0,0.2,6.0,0,8,0.6,0,0,0,0.0,45
Sam,Hughes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Layton,Ndukwu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Alex,Oxlade-Chamberlain,3,7,94,1718,28,625.1,548.0,494.0,5,423,166.5,5,0,3,2.2,55
Simon,Mignolet,0,0,67,1710,24,0.0,281.0,0.0,0,329,28.0,7,0,3,1.1,47
Loris,Karius,0,0,88,1710,14,0.0,280.6,0.0,5,382,27.9,10,0,1,1.9,49
Dejan,Lovren,2,1,110,2124,24,104.5,656.4,242.0,10,539,100.2,11,0,4,1.5,53
Alberto,Moreno,0,1,52,1264,19,250.1,261.8,106.0,3,328,61.7,6,0,1,1.2,43
Nathaniel,Clyne,0,0,7,173,1,23.8,21.8,41.0,0,25,8.7,1,0,1,0.3,53
Joseph,Gomez,0,2,86,1901,22,285.6,437.4,46.0,9,480,76.9,9,0,3,2.2,45
Joel,Matip,1,0,81,1995,27,96.1,544.8,140.0,3,470,78.1,9,0,3,1.7,54
Ragnar,Klavan,1,0,78,1449,15,65.0,357.2,43.0,9,384,46.6,8,0,0,1.8,41
James,Milner,0,3,77,1759,25,615.5,437.2,272.0,4,459,132.5,6,0,3,2.5,60
Trent,Alexander-Arnold,1,2,83,1573,17,399.2,358.2,142.0,10,385,90.1,8,0,3,5.5,44
Leiva,Lucas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jordan,Henderson,1,1,75,2169,21,448.8,417.0,110.0,3,382,97.8,14,0,1,1.2,53
Philippe,Coutinho,7,7,103,1109,14,624.4,550.4,519.0,15,381,169.4,5,0,0,3.0,91
Emre,Can,3,6,92,2089,29,426.4,546.4,231.0,10,499,120.6,8,0,8,4.0,49
Adam,Lallana,0,0,13,234,1,113.4,32.6,128.0,0,37,27.3,1,0,1,0.3,73
Oluwaseyi,Ojo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Sadio,Mané,10,8,147,2189,24,739.1,677.4,964.0,8,499,238.0,15,1,3,8.5,94
Marko,Grujic,0,0,3,14,0,11.7,7.4,0.0,0,9,1.9,0,0,0,0.4,42
Georginio,Wijnaldum,1,2,85,2381,23,356.2,341.8,399.0,1,406,109.9,15,0,1,2.2,66
Ben,Woodburn,0,0,1,6,0,2.3,0.4,2.0,0,3,0.5,0,0,0,0.3,42
Mohamed,Salah,32,12,303,2905,29,942.5,1496.2,2109.0,26,881,454.4,15,0,1,56.7,106
Roberto,Firmino,15,8,181,2760,32,834.5,951.0,1341.0,29,758,312.7,16,0,1,36.1,95
Danny,Ings,1,1,18,262,0,42.0,57.8,143.0,0,53,24.0,3,0,0,0.2,54
Divock,Origi,0,0,1,9,1,0.0,0.0,0.0,0,3,0.0,0,0,0,0.2,74
Dominic,Solanke,1,2,38,581,4,199.4,123.8,350.0,2,107,66.4,3,0,0,1.6,46
Virgil,van Dijk,0,0,78,2253,28,122.6,601.0,277.0,5,481,100.2,8,0,1,7.3,57
Andrew,Robertson,1,5,111,1940,18,414.5,424.0,174.0,12,514,101.3,10,0,2,7.4,50
Jon,Flanagan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Danny,Ward,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Conor,Masterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Curtis,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Rafael,Camacho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Ederson,Santana de Moraes,0,0,158,3195,26,10.0,546.2,0.0,10,666,55.6,16,0,1,9.0,57
Claudio,Bravo,0,0,10,224,1,0.0,45.2,0.0,1,42,4.5,1,0,0,0.5,45
John,Stones,0,0,70,1301,11,26.3,283.4,120.0,5,334,43.2,9,0,0,3.1,53
Aleksandar,Kolarov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
Vincent,Kompany,1,1,60,1394,11,76.5,399.6,116.0,2,326,59.2,6,0,6,2.9,59
Nicolás,Otamendi,4,0,156,2966,25,224.6,846.6,363.0,21,742,143.7,15,0,9,25.8,64
Fabian,Delph,1,2,55,1740,17,263.7,369.2,62.0,0,398,69.4,6,0,2,0.5,45
Raheem,Sterling,18,17,229,2584,23,838.2,969.8,1488.0,19,701,329.7,13,1,3,27.6,91
David,Silva,9,11,169,2431,18,1118.5,875.8,867.0,26,671,286.5,14,0,5,11.5,82
Gnegneri Yaya,Touré,0,2,16,227,2,122.6,105.0,72.0,0,99,29.8,0,0,1,0.8,60
Fernando,Luiz Rosa,5,4,120,2880,24,511.9,800.2,411.0,9,596,172.4,15,0,7,4.6,50
Fernando Francisco,Reges,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Kevin,De Bruyne,8,18,209,3073,22,1744.2,1146.6,797.0,25,872,368.9,19,0,2,21.4,103
Ilkay,Gündogan,4,2,82,1504,15,406.4,381.4,408.0,9,376,119.3,6,0,3,2.3,54
Manuel,Agudo Durán,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,70
Leroy,Sané,10,15,179,2415,22,891.3,842.4,1013.0,17,647,274.4,12,0,4,13.4,87
Bernardo Mota,Veiga de Carvalho e Silva,6,5,112,1514,10,508.7,475.6,464.0,8,440,144.4,9,0,0,1.4,72
Sergio,Agüero,21,6,169,1960,12,570.8,966.4,1484.0,22,740,302.5,13,0,2,10.7,115
Gabriel Fernando,de Jesus,13,7,126,1660,12,360.3,603.6,1089.0,18,473,204.9,9,0,6,17.1,104
Kyle,Walker,0,6,138,2784,22,511.4,542.4,117.0,8,691,117.1,15,1,2,12.3,66
Danilo Luiz,da Silva,3,2,100,1340,11,158.1,376.0,176.0,8,398,71.1,9,0,2,2.8,50
Benjamin,Mendy,0,1,20,360,1,139.3,84.2,48.0,1,96,27.2,2,0,2,0.4,63
Phil,Foden,0,1,8,45,1,32.1,29.2,10.0,0,31,7.1,0,0,0,0.0,47
Brahim,Diaz,0,0,5,50,1,5.6,6.8,53.0,0,14,6.6,0,0,0,0.0,47
Oleksandr,Zinchenko,0,0,16,530,3,145.9,116.4,21.0,0,104,28.3,3,0,1,0.0,50
Oluwatosin,Adarabioyo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Aymeric,Laporte,0,0,35,806,5,52.8,165.8,34.0,2,204,25.4,4,0,1,1.5,51
Lukas,Nmecha,0,0,2,14,0,3.1,0.0,0.0,0,4,0.3,0,0,0,0.1,45
Alexis,Sánchez,9,10,152,2546,32,1155.2,823.2,1281.0,13,515,326.1,11,0,5,3.0,114
Nemanja,Matic,1,1,91,3117,26,427.9,681.4,168.0,3,576,127.9,16,0,6,9.1,47
David,De Gea,0,0,172,3330,28,10.0,821.2,0.0,10,757,83.4,18,0,0,44.3,59
Sergio,Romero,0,0,7,90,0,0.0,26.4,0.0,0,26,2.6,1,0,0,0.7,47
Joel Dinis,Castro Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.1,39
Chris,Smalling,4,0,123,2535,24,35.3,743.8,230.0,9,590,101.2,11,0,4,11.5,57
Phil,Jones,0,0,116,1973,11,36.6,486.4,12.0,19,554,53.6,15,0,2,5.2,55
Luke,Shaw,0,0,48,787,2,127.0,142.6,144.0,4,216,41.5,7,0,2,0.5,48
Marcos,Rojo,0,0,23,639,8,26.0,151.4,47.0,4,126,22.5,3,0,6,0.1,54
Antonio,Valencia,3,1,146,2741,22,438.5,559.2,259.0,13,660,125.5,16,0,7,11.7,69
Matteo,Darmian,0,0,27,443,3,25.3,95.0,6.0,3,119,12.6,3,0,0,0.2,49
Daley,Blind,0,0,28,360,0,93.0,65.8,15.0,1,119,17.3,4,0,0,0.9,51
Eric,Bailly,1,0,55,1000,6,28.4,222.0,79.0,3,248,33.0,7,0,2,5.7,60
Axel,Tuanzebe,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,1.1,39
Victor,Lindelöf,0,0,47,1284,14,37.7,272.8,8.0,1,297,32.0,5,0,1,1.3,49
Juan,Mata,3,5,100,1919,10,849.9,422.8,453.0,6,418,172.1,15,0,1,2.0,68
Marouane,Fellaini,4,0,47,611,1,88.2,246.0,264.0,3,171,59.8,4,0,1,0.6,47
Michael,Carrick,0,0,4,108,0,13.7,23.2,41.0,0,19,7.8,1,0,0,1.0,42
Ashley,Young,2,6,98,2444,26,502.3,601.2,213.0,11,479,131.6,9,0,7,2.4,48
Ander,Herrera,0,2,44,1257,14,229.4,294.4,101.0,0,229,62.7,5,0,5,1.3,50
Jesse,Lingard,8,6,128,1807,18,519.1,526.6,711.0,10,450,175.3,9,0,2,10.3,60
Anthony,Martial,9,6,125,1572,13,509.3,535.4,748.0,7,403,179.5,9,0,1,2.6,78
Paul,Pogba,6,13,138,2145,20,663.5,710.8,780.0,15,528,215.6,11,1,5,14.7,79
Scott,McTominay,0,0,21,629,3,53.6,78.2,11.0,0,96,14.2,4,0,2,0.8,42
Marcus,Rashford,7,5,104,1799,16,412.1,470.8,838.0,11,387,171.7,10,0,3,7.6,73
Romelu,Lukaku,16,7,162,2866,26,572.4,831.0,1334.0,18,593,273.2,14,0,4,21.9,115
Andreas,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49
Zlatan,Ibrahimovic,0,0,5,102,2,43.5,14.8,68.0,0,18,12.6,0,0,0,0.2,95
Robert Kenedy,Nunes do Nascimento,2,2,51,1023,9,224.1,236.4,253.0,5,171,71.4,6,0,1,2.0,48
Islam,Slimani,1,1,25,369,4,100.8,83.2,115.0,1,76,29.6,1,0,1,0.3,66
Robert,Elliot,0,0,57,1440,21,0.0,364.2,0.0,4,280,36.5,3,0,0,13.6,40
Karl,Darlow,0,0,33,900,15,0.0,258.8,0.0,2,172,25.9,2,0,0,0.2,43
DeAndre,Yedlin,0,2,88,2842,37,340.7,494.4,63.0,5,467,90.0,7,0,5,1.7,45
Ciaran,Clark,2,1,64,1745,30,50.8,433.6,190.0,6,317,67.5,4,0,3,1.5,43
Jamaal,Lascelles,3,0,116,2927,31,77.2,800.0,234.0,9,567,111.5,9,0,5,9.5,49
Paul,Dummett,0,0,52,1602,18,97.8,333.6,58.0,0,280,49.0,5,0,1,1.1,42
Grant,Hanley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40
Jesús,Gámez Duarte,0,0,9,97,0,47.6,32.2,4.0,2,38,8.4,1,0,0,1.5,39
Florian,Lejeune,0,2,66,2103,32,92.3,557.0,139.0,6,406,78.9,5,0,3,0.9,43
Matt,Ritchie,3,7,116,2802,35,844.4,561.2,520.0,10,489,192.6,9,0,6,2.3,54
Jonjo,Shelvey,1,4,73,2264,30,639.9,442.6,243.0,4,360,132.3,6,2,2,0.6,52
Yoan,Gouffran,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Mohamed,Diamé,2,0,70,2034,27,214.2,431.8,203.0,3,340,85.3,6,0,3,0.3,46
Jack,Colback,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,42
Christian,Atsu,2,4,78,1776,22,340.6,308.8,480.0,5,236,112.9,6,0,1,1.2,48
Dwight,Gayle,6,3,94,1946,31,333.6,352.0,808.0,8,276,148.7,6,0,3,1.1,61
Ayoze,Pérez,8,6,124,2486,28,539.0,571.8,809.0,15,420,191.7,8,0,3,6.5,55
Aleksandar,Mitrovic,1,0,10,89,0,44.7,48.2,73.0,0,37,16.6,0,0,0,0.6,47
Daryl,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45
Massadio,Haidara,0,0,1,3,0,0.0,0.0,0.0,0,3,0.0,0,0,0,1.8,39
Siem,de Jong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
Rolando,Aarons,0,0,5,136,2,8.1,12.0,25.0,0,19,4.6,0,0,0,0.1,43
Javier,Manquillo,0,1,49,1757,31,164.8,266.0,26.0,1,247,45.9,4,0,2,0.6,42
Jacob,Murphy,1,2,51,1137,25,159.7,161.8,227.0,2,171,54.7,2,0,0,0.1,50
Jose Luis,Mato Sanmartín,4,1,69,1703,25,254.8,291.2,526.0,5,227,106.5,5,0,2,0.4,55
Chancel,Mbemba,0,0,20,670,11,67.1,158.2,6.0,3,133,23.2,1,0,0,10.1,39
Mikel,Merino,1,1,49,1337,18,236.7,374.8,156.0,4,271,76.9,3,0,4,0.1,49
Isaac,Hayden,1,0,41,1365,25,164.7,273.6,144.0,0,171,58.2,3,0,7,0.2,43
Henri,Saivet,1,0,8,83,2,0.8,49.8,7.0,1,27,5.8,0,0,0,0.0,44
Freddie,Woodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Martin,Dubravka,0,0,53,1080,11,0.0,234.6,0.0,5,215,23.3,4,0,0,1.0,45
Alex,McCarthy,0,0,52,1620,26,0.0,280.8,0.0,3,278,28.1,4,0,2,0.8,44
Fraser,Forster,0,0,73,1800,30,0.0,488.2,0.0,6,351,48.9,4,0,0,3.9,46
Ryan,Bertrand,0,5,103,3135,49,589.1,515.2,286.0,4,553,139.3,8,0,2,5.2,53
Maya,Yoshida,2,1,76,2049,32,67.0,525.2,236.0,6,413,83.0,6,1,2,1.7,46
Matt,Targett,0,0,2,166,6,38.6,42.2,0.0,0,35,8.1,0,0,0,0.1,43
Cédric,Soares,0,3,85,2794,44,455.6,507.0,159.0,2,481,112.3,7,0,3,4.0,47
Jérémy,Pied,0,1,7,180,3,29.9,65.8,4.0,1,47,10.0,0,0,0,0.1,42
Jack,Stephens,2,0,58,1980,33,68.3,506.6,224.0,2,360,79.9,5,1,6,0.5,45
Sam,McQueen,0,0,14,142,2,34.2,29.4,8.0,2,49,7.2,1,0,0,0.1,42
Jan,Bednarek,1,0,22,427,5,1.9,110.0,19.0,0,88,13.1,2,0,1,0.6,41
Steven,Davis,3,2,71,1515,21,350.8,345.2,126.0,6,337,82.5,4,0,0,1.3,47
James,Ward-Prowse,3,5,84,1708,29,613.9,363.4,296.0,8,367,127.1,2,0,3,1.7,49
Dusan,Tadic,6,3,122,2791,43,950.9,588.6,656.0,10,464,219.5,10,0,4,3.2,62
Jordy,Clasie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Oriol,Romeu Vidal,1,0,68,2897,47,338.7,616.2,231.0,0,474,118.7,8,0,11,2.5,42
Pierre-Emile,Højbjerg,0,0,39,1666,30,258.4,266.6,148.0,0,261,67.6,3,0,6,0.4,43
Sofiane,Boufal,2,2,55,1206,24,351.6,289.4,397.0,2,215,103.7,1,0,1,0.2,57
Joshua,Sims,0,0,8,160,2,43.5,32.6,149.0,0,18,22.5,1,0,0,0.1,43
Nathan,Redmond,1,3,72,1938,31,630.9,347.0,493.0,3,296,147.2,7,0,3,1.8,59
Shane,Long,2,2,53,1570,28,301.9,235.6,512.0,0,167,104.6,4,0,6,0.5,56
Charlie,Austin,7,1,72,1024,15,89.4,302.8,689.0,9,215,107.7,4,0,2,1.4,58
Manolo,Gabbiadini,5,0,66,1067,17,133.9,203.0,269.0,10,204,58.6,4,0,2,1.4,62
Mario,Lemina,1,1,58,1715,31,170.6,363.6,145.0,5,337,67.8,4,0,2,0.2,48
Stuart,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40
Wesley,Hoedt,0,2,74,2520,42,130.9,661.6,146.0,11,532,93.8,5,0,7,0.1,50
Michael,Obafemi,0,0,1,8,0,1.3,0.0,4.0,0,-1,0.3,0,0,0,0.7,45
Guido,Carrillo,0,1,15,449,8,64.2,50.2,179.0,0,40,29.4,1,0,0,0.0,59
Kurt,Zouma,1,0,87,2887,50,91.8,814.2,235.0,5,554,114.4,7,0,1,2.0,54
Jack,Butland,0,0,125,3150,61,10.0,1013.4,0.0,16,687,102.5,6,0,0,2.5,50
Lee,Grant,0,0,5,270,7,0.0,64.2,0.0,0,44,6.3,0,0,0,0.2,42
Ryan,Shawcross,1,1,67,2371,40,26.5,656.0,276.0,2,356,96.0,5,0,2,0.8,48
Geoff,Cameron,0,0,33,1522,30,77.2,265.4,46.0,0,220,39.0,2,0,2,0.2,43
Erik,Pieters,0,1,71,2717,50,247.2,567.4,58.0,1,456,87.3,7,0,5,0.4,47
Marc,Muniesa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Glen,Johnson,0,0,5,546,14,56.8,86.6,41.0,0,70,18.4,0,0,3,0.3,41
Josh,Tymon,0,0,0,162,9,4.9,20.4,0.0,0,18,2.5,0,0,0,0.0,44
Joe,Allen,2,6,109,3139,55,512.3,691.8,339.0,12,527,154.3,6,0,8,1.7,51
Charlie,Adam,0,0,10,405,9,114.4,73.2,84.0,0,57,27.1,2,1,2,0.1,47
Glenn,Whelan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Ibrahim,Afellay,0,0,6,162,9,5.5,12.6,0.0,0,29,1.8,0,0,1,0.0,48
Xherdan,Shaqiri,8,9,155,3039,58,1151.6,718.0,676.0,19,554,255.2,6,0,5,8.6,61
Giannelli,Imbula,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Bojan,Krkic Perez,0,0,2,71,1,13.3,0.0,6.0,0,5,1.9,0,0,0,0.0,55
Ramadan,Sobhi,2,1,51,1227,30,237.9,237.6,206.0,2,226,68.1,2,0,2,0.5,45
Darren,Fletcher,1,1,67,2217,49,359.8,346.2,72.0,3,337,77.8,4,0,0,0.4,47
Peter,Crouch,5,2,73,1551,27,321.2,289.2,390.0,6,225,99.9,2,0,4,2.4,48
Mame Biram,Diouf,6,3,99,2592,49,285.4,482.0,832.0,8,350,159.6,8,0,6,1.9,52
Saido,Berahino,0,1,20,483,13,51.8,40.4,149.0,0,42,23.7,2,0,0,0.3,55
Kevin,Wimmer,0,0,19,1321,32,38.8,297.0,28.0,1,196,36.5,1,0,5,0.3,40
Eric Maxim,Choupo-Moting,5,5,107,2241,45,327.5,505.6,851.0,9,341,168.1,5,0,3,1.9,52
Jesé,Rodríguez Ruiz,1,1,31,609,17,127.7,110.4,171.0,2,93,40.8,1,0,0,2.0,54
Bruno,Martins Indi,0,0,20,1242,28,48.3,241.8,60.0,0,171,35.1,1,0,3,0.0,49
Harry,Souttar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Thomas,Edwards,0,0,6,481,15,23.0,93.4,10.0,0,81,12.7,0,0,0,0.3,40
Julien,Ngoy,0,0,1,19,2,1.8,1.0,0.0,0,4,0.3,0,0,0,0.3,45
Jakob,Haugaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Stephen,Ireland,0,0,4,128,4,17.8,14.4,11.0,0,13,4.3,0,0,1,0.0,45
Moritz,Bauer,0,0,41,1307,18,189.9,181.8,67.0,1,201,44.0,5,0,4,0.4,45
Konstantinos,Stafylidis,0,0,6,334,6,23.8,68.2,18.0,0,38,11.0,0,0,0,0.0,43
Papa Alioune,Ndiaye,2,1,41,1138,17,116.7,298.4,133.0,5,159,55.0,2,0,5,0.0,50
Tyrese,Campbell,0,0,4,75,2,2.6,13.0,28.0,0,11,4.4,0,0,0,0.5,45
Lasse,Sorenson,0,1,5,75,1,25.4,29.6,0.0,0,27,5.5,0,0,0,0.0,45
Andy,King,3,1,51,1247,26,116.9,239.8,204.0,1,225,56.2,1,0,2,3.5,42
Lukasz,Fabianski,0,0,157,3420,56,10.0,1087.8,0.0,14,772,109.9,9,0,0,10.1,47
Kristoffer,Nordfeldt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,39
Kyle,Naughton,0,2,101,3030,50,253.3,670.6,141.0,11,561,106.9,9,0,1,6.3,46
Angel,Rangel,0,0,4,154,3,22.1,24.2,2.0,0,28,4.8,0,0,0,7.3,39
Federico,Fernández,1,1,85,2676,44,75.4,736.0,187.0,10,500,100.0,7,0,5,3.3,45
Stephen,Kingsley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Mike,van der Hoorn,1,0,74,1944,27,72.6,460.6,160.0,4,396,69.4,8,0,4,1.2,44
Alfie,Mawson,2,1,112,3420,56,86.4,848.4,254.0,7,662,119.4,9,0,3,4.1,51
Martin,Olsson,0,1,89,3149,50,295.9,324.4,133.0,0,454,75.4,10,0,7,0.3,50
Wayne,Routledge,0,0,17,420,11,95.7,56.6,76.0,0,57,22.6,1,0,1,0.1,51
Leon,Britton,0,0,10,301,1,8.5,18.4,4.0,0,38,3.0,3,0,1,0.1,44
Jay,Fulton,0,0,1,17,0,0.1,0.2,0.0,0,1,0.0,0,0,1,0.0,43
Sung-yueng,Ki,2,2,73,1865,29,338.1,307.2,152.0,9,340,79.7,5,0,2,0.9,46
Jefferson,Montero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49
Leroy,Fer,1,1,41,1394,26,180.0,240.6,139.0,0,201,56.0,4,0,5,0.2,52
Nathan,Dyer,0,1,41,1300,21,211.1,103.8,174.0,0,139,48.7,3,0,2,0.2,44
Tom,Carroll,0,4,85,2562,39,748.6,452.8,172.0,6,431,137.5,7,0,3,4.5,43
Modou,Barrow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Luciano,Narsingh,1,0,30,614,15,149.5,109.4,155.0,3,97,41.4,1,0,0,0.0,47
Roque,Mesa,0,0,18,753,16,85.7,89.0,34.0,0,125,20.9,2,0,3,0.4,42
Oliver,McBurnie,0,1,16,267,5,30.4,38.4,105.0,0,45,17.4,0,0,0,1.7,46
Jordan,Ayew,7,2,108,2850,49,350.4,562.2,944.0,12,382,185.8,7,1,2,9.5,54
Tammy,Abraham,5,3,86,1715,31,182.6,269.2,693.0,11,238,114.2,4,0,0,3.4,54
André,Ayew,3,5,77,1834,42,283.1,319.4,429.0,2,249,102.7,3,0,5,1.0,68
Kyle,Bartley,0,0,5,233,4,21.2,75.0,16.0,0,29,11.2,0,0,2,0.1,43
Sam,Clucas,3,1,75,2039,30,270.1,362.4,233.0,4,305,86.2,5,0,2,0.4,47
Renato,Sanches,0,0,20,699,10,135.0,71.8,64.0,0,83,27.0,2,0,1,0.3,43
Wilfried,Bony,2,1,33,701,8,70.6,119.0,211.0,3,103,39.3,2,0,2,0.1,56
Joe,Rodon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Erwin,Mulder,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Connor,Roberts,0,0,7,267,4,12.8,26.2,2.0,0,41,4.1,0,0,0,0.3,40
Fernando,Llorente,1,0,22,224,2,66.7,60.2,99.0,2,70,22.6,1,0,1,0.2,73
Hugo,Lloris,0,0,144,3240,35,0.1,726.4,0.0,6,694,72.3,15,0,1,9.3,55
Michel,Vorm,0,0,3,90,1,0.0,19.0,0.0,0,17,1.9,0,0,0,0.1,48
Toby,Alderweireld,0,0,43,1177,13,67.8,249.2,50.0,3,247,36.8,5,0,3,5.0,58
Danny,Rose,0,2,24,800,14,181.6,159.4,117.0,0,136,45.9,2,0,4,0.3,64
Jan,Vertonghen,0,1,138,3203,31,205.7,774.4,243.0,13,778,122.7,16,0,4,10.1,61
Ben,Davies,2,7,143,2323,20,698.8,610.0,201.0,14,615,151.0,12,0,3,21.9,58
Kieran,Trippier,0,7,113,1912,21,617.5,459.0,78.0,18,539,115.6,9,0,1,4.8,52
Eric,Dier,0,2,85,2822,30,293.4,604.2,289.0,2,477,118.6,15,0,4,2.4,47
Mousa,Dembélé,0,0,52,1875,22,303.1,309.2,73.0,3,358,68.5,7,0,6,1.7,49
Erik,Lamela,2,4,55,826,12,283.1,204.8,364.0,1,186,84.7,4,0,4,0.1,63
Christian,Eriksen,11,10,199,3218,33,1487.0,1072.6,1021.0,23,826,358.2,17,0,0,19.4,97
Bamidele,Alli,9,13,175,2957,28,878.5,775.2,934.0,12,565,258.8,16,0,7,13.8,90
Victor,Wanyama,1,0,32,837,11,96.8,206.0,77.0,1,174,37.8,2,0,2,0.3,48
Heung-Min,Son,12,8,178,2292,18,588.2,725.8,1177.0,16,544,249.1,14,0,0,14.0,83
Harry,Winks,0,1,31,768,9,172.2,144.4,14.0,0,167,33.1,4,0,0,0.1,48
Moussa,Sissoko,1,1,58,1385,18,384.7,245.8,281.0,0,246,91.1,7,0,3,0.4,53
Harry,Kane,29,2,217,3074,34,502.1,1214.4,2355.0,31,781,407.4,15,0,5,37.7,131
