season,code,web_name,position,team_name,total_points,now_cost_m,selected_by_percent,minutes,archetype_id,archetype_name,local_cluster,viz_x,viz_y,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,clean_sheets,goals_conceded,expected_goals_conceded,saves,bonus,bps,yellow_cards,red_cards,influence,creativity,threat,ict_index,points_per_90,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90
2023-24,151086,Mario Jr.,MID,Wolves,95,4.9,0.1,2969,6,Balanced defender,0,8.867975,8.966208,4,1,4.6,1.26,5.86,4,55,60.17,0,13,490,10,1,621.6,333.6,470.0,142.7,2.8797574941057595,0.1212529471202425,0.0303132367800606,0.1394408891882788,0.0381946783428763,0.1776355675311552
2023-24,155408,L.Cook,MID,Bournemouth,77,4.8,0.1,2787,6,Balanced defender,0,9.0982685,9.437637,0,3,0.42,2.92,3.34,8,51,50.3,0,5,446,5,1,520.2,681.9,67.0,127.2,2.4865446716899893,0.0,0.0968783638320775,0.0135629709364908,0.0942949407965554,0.1078579117330462
2023-24,164555,Coufal,DEF,West Ham,85,4.5,2.0,3135,6,Balanced defender,0,8.8220005,9.136783,0,7,0.35,3.01,3.36,4,70,66.02,0,9,514,5,1,661.6,500.0,92.0,125.6,2.4401913875598087,0.0,0.200956937799043,0.0100478468899521,0.0864114832535885,0.0964593301435406
2023-24,168991,Billing,MID,Bournemouth,60,5.1,0.3,1385,6,Balanced defender,0,9.984458,10.478928,2,3,2.53,2.11,4.64,2,36,29.25,0,3,228,3,1,304.2,313.5,267.0,88.3,3.898916967509025,0.1299638989169675,0.1949458483754512,0.1644043321299639,0.1371119133574007,0.3015162454873646
2023-24,169432,McBurnie,FWD,Sheffield Utd,66,5.4,0.1,1279,6,Balanced defender,0,10.360779,10.30527,6,3,6.91,1.98,8.88,1,43,27.74,0,9,225,3,2,377.4,195.9,501.0,107.5,4.644253322908522,0.4222048475371384,0.2111024237685692,0.4862392494136044,0.1393275996872556,0.6248631743549649
2023-24,172782,Brownhill,MID,Burnley,78,4.7,0.2,2248,6,Balanced defender,0,9.054123,9.505464,4,2,1.81,2.04,3.85,2,56,47.82,0,2,365,4,1,499.0,501.5,234.0,123.5,3.122775800711744,0.1601423487544483,0.0800711743772241,0.0724644128113879,0.0816725978647686,0.1541370106761566
2023-24,199170,Niakhaté,DEF,Nott'm Forest,29,4.5,0.1,1456,6,Balanced defender,0,9.6054325,10.719185,1,0,1.3,0.25,1.55,1,36,27.6,0,1,238,3,1,316.6,51.7,55.0,42.3,1.7925824175824174,0.0618131868131868,0.0,0.0803571428571428,0.0154532967032967,0.0958104395604395
2023-24,199249,Reguilón,DEF,Brentford,74,4.5,3.0,1524,6,Balanced defender,0,9.359783,9.405215,0,6,0.94,2.83,3.77,5,30,30.44,0,14,350,7,1,390.2,436.3,111.0,93.8,4.3700787401574805,0.0,0.3543307086614173,0.055511811023622,0.1671259842519685,0.2226377952755905
2023-24,200402,N.Semedo,DEF,Wolves,63,4.5,0.6,3084,6,Balanced defender,0,8.658856,9.264319,0,2,0.97,1.69,2.65,5,62,69.09,0,0,455,10,1,508.8,395.7,165.0,107.2,1.8385214007782105,0.0,0.0583657587548638,0.0283073929961089,0.0493190661478599,0.0773346303501945
2023-24,204716,Konaté,DEF,Liverpool,56,4.9,2.0,1570,6,Balanced defender,0,9.362615,10.500107,0,0,0.7,0.47,1.17,6,19,21.42,0,2,315,3,1,357.4,139.9,87.0,58.5,3.2101910828025475,0.0,0.0,0.0401273885350318,0.0269426751592356,0.0670700636942675
2023-24,206915,Jones,MID,Liverpool,40,4.9,0.1,1156,6,Balanced defender,0,9.895297,10.625436,1,1,2.74,1.04,3.78,2,19,19.42,0,2,171,3,1,174.0,203.2,195.0,57.0,3.114186851211073,0.0778546712802768,0.0778546712802768,0.2133217993079585,0.0809688581314879,0.2942906574394463
2023-24,207189,Berge,MID,Burnley,74,4.6,0.1,3002,6,Balanced defender,0,8.691736,9.141354,1,2,2.04,1.66,3.7,2,70,66.96,0,3,430,8,1,533.6,446.3,161.0,114.3,2.218520986009327,0.0299800133244503,0.0599600266489007,0.0611592271818787,0.0497668221185876,0.1109260493004663
2023-24,210494,N.Aguerd,DEF,West Ham,36,4.4,0.5,1857,6,Balanced defender,0,9.508194,10.672336,1,0,1.37,0.41,1.78,2,44,38.79,0,0,282,1,1,439.4,58.1,145.0,64.4,1.7447495961227786,0.048465266558966,0.0,0.0663974151857835,0.019870759289176,0.0862681744749596
2023-24,211975,Akanji,DEF,Man City,112,5.0,5.6,2512,6,Balanced defender,0,9.054379,10.205384,2,0,1.77,1.79,3.56,11,23,25.72,0,8,560,2,1,536.4,298.7,137.0,97.4,4.012738853503184,0.071656050955414,0.0,0.0634156050955414,0.0641321656050955,0.1275477707006369
2023-24,216051,Dalot,DEF,Man Utd,111,5.2,7.4,3174,6,Balanced defender,0,9.007149,9.046567,2,3,1.67,2.38,4.05,8,55,64.76,0,13,662,4,1,738.6,590.8,212.0,154.4,3.1474480151228734,0.0567107750472589,0.0850661625708884,0.0473534971644612,0.0674858223062381,0.1148393194706994
2023-24,216616,O'Shea,DEF,Burnley,69,4.4,0.3,2892,6,Balanced defender,0,8.710886,9.224306,3,4,0.74,0.9,1.64,2,71,62.7,0,2,478,5,1,772.0,189.7,213.0,117.7,2.1473029045643157,0.0933609958506224,0.1244813278008298,0.0230290456431535,0.0280082987551867,0.0510373443983402
2023-24,219924,Diop,DEF,Fulham,43,4.4,0.4,1423,6,Balanced defender,0,9.414873,10.547967,0,0,0.26,0.42,0.68,5,26,33.2,0,3,259,2,1,348.8,20.5,37.0,40.8,2.719606465214336,0.0,0.0,0.0164441321152494,0.026563598032326,0.0430077301475755
2023-24,221632,Romero,DEF,Spurs,107,5.1,12.2,2790,6,Balanced defender,0,8.995917,8.910732,5,0,3.25,1.41,4.66,7,46,52.55,0,15,591,7,1,841.8,161.9,252.0,125.9,3.451612903225806,0.1612903225806451,0.0,0.1048387096774193,0.0454838709677419,0.1503225806451613
2023-24,223723,Tomiyasu,DEF,Arsenal,70,4.5,0.5,1140,6,Balanced defender,0,9.81446,10.788291,2,1,1.74,0.68,2.42,6,10,14.03,0,4,244,0,1,247.0,141.8,143.0,52.8,5.526315789473684,0.1578947368421052,0.0789473684210526,0.1373684210526315,0.0536842105263157,0.1910526315789473
2023-24,226944,Kamara,MID,Aston Villa,40,5.0,0.1,1653,6,Balanced defender,0,9.222727,10.278869,0,1,0.13,1.39,1.52,7,22,24.68,0,1,247,7,1,256.2,292.7,44.0,59.1,2.177858439201452,0.0,0.0544464609800363,0.0070780399274047,0.0756805807622504,0.0827586206896551
2023-24,227127,Bissouma,MID,Spurs,44,5.0,0.3,2070,6,Balanced defender,0,9.201504,10.243179,0,0,1.18,1.67,2.85,7,35,41.3,0,0,315,8,2,403.0,279.4,140.0,82.3,1.9130434782608696,0.0,0.0,0.0513043478260869,0.0726086956521739,0.1239130434782608
2023-24,231057,Bellegarde,MID,Wolves,45,4.9,0.0,948,6,Balanced defender,0,9.903746,10.674416,2,2,1.35,0.76,2.11,0,24,26.15,0,1,150,0,1,189.8,170.1,163.0,52.2,4.272151898734178,0.1898734177215189,0.1898734177215189,0.1281645569620253,0.0721518987341772,0.2003164556962025
2023-24,232787,Gallagher,MID,Chelsea,129,5.4,1.7,3129,6,Balanced defender,0,9.454758,8.786523,5,8,4.01,3.53,7.54,8,56,52.43,0,10,618,7,1,754.8,821.5,401.0,197.4,3.7104506232023007,0.1438159156279961,0.2301054650047938,0.1153403643336529,0.1015340364333653,0.2168744007670182
2023-24,232892,Bassey,DEF,Fulham,66,4.4,0.4,2299,6,Balanced defender,0,9.335563,10.59717,1,0,0.37,0.16,0.53,6,42,40.83,0,4,442,4,1,462.8,34.8,50.0,55.0,2.583732057416268,0.039147455415398,0.0,0.0144845585036972,0.0062635928664636,0.0207481513701609
2023-24,233821,Ahmedhodžić,DEF,Sheffield Utd,31,4.3,0.2,2649,6,Balanced defender,0,8.589516,8.975122,2,0,3.03,0.58,3.61,1,89,61.13,0,4,325,9,1,568.4,96.7,228.0,89.6,1.0532276330690826,0.0679501698754246,0.0,0.1029445073612684,0.0197055492638731,0.1226500566251415
2023-24,243016,Mac Allister,MID,Liverpool,109,5.9,3.9,2600,6,Balanced defender,0,9.514503,8.868656,5,5,3.59,4.89,8.48,6,34,37.16,0,12,512,7,1,712.4,726.7,224.0,166.2,3.773076923076923,0.173076923076923,0.173076923076923,0.1242692307692307,0.1692692307692307,0.2935384615384615
2023-24,243568,Gilmour,MID,Brighton,61,4.8,0.2,2116,6,Balanced defender,0,9.200308,9.9139385,0,3,0.98,2.56,3.54,6,37,36.04,0,4,354,8,1,291.4,481.5,104.0,87.7,2.5945179584120983,0.0,0.1275992438563327,0.0416824196597353,0.1088846880907372,0.1505671077504725
2023-24,435973,Foster,FWD,Burnley,75,4.7,0.4,1898,6,Balanced defender,0,10.125893,10.373393,5,3,4.36,1.27,5.63,2,43,40.47,0,4,229,0,1,364.2,263.4,467.0,109.6,3.556375131717598,0.2370916754478398,0.1422550052687039,0.2067439409905163,0.0602212855637513,0.2669652265542676
2023-24,482609,Gusto,DEF,Chelsea,74,4.3,8.2,1746,6,Balanced defender,0,9.410356,9.402887,0,6,1.01,3.39,4.4,5,28,26.12,0,10,409,7,1,434.8,494.8,174.0,110.4,3.814432989690722,0.0,0.3092783505154639,0.052061855670103,0.1747422680412371,0.2268041237113402
2023-24,487053,Udogie,DEF,Spurs,79,4.9,5.2,2391,6,Balanced defender,0,9.180887,9.413064,2,3,2.42,2.36,4.78,5,43,48.7,0,8,402,5,1,534.8,357.9,279.0,117.3,2.973651191969887,0.0752823086574654,0.1129234629861982,0.0910915934755332,0.0888331242158092,0.1799247176913425
2023-24,503724,Assignon,DEF,Burnley,25,4.0,0.2,1235,6,Balanced defender,0,9.699133,10.623284,1,2,0.42,1.55,1.97,0,32,33.62,0,3,140,3,1,270.2,176.0,119.0,56.6,1.8218623481781375,0.0728744939271255,0.145748987854251,0.0306072874493927,0.1129554655870445,0.1435627530364372
2023-24,544877,Kerkez,DEF,Bournemouth,59,4.4,0.3,1966,6,Balanced defender,0,9.3078575,10.346393,0,2,1.32,1.06,2.38,6,37,36.85,0,1,290,4,1,310.0,216.5,150.0,67.7,2.700915564598169,0.0,0.091556459816887,0.0604272634791454,0.0485249237029501,0.1089521871820956
2023-24,60307,Gross,MID,Brighton,153,6.1,4.1,3112,7,Elite playmaker,3,11.3122,6.8695307,4,11,6.4,8.89,15.29,7,50,51.16,0,29,724,6,0,988.6,1674.9,434.0,309.9,4.424807197943445,0.1156812339331619,0.3181233933161954,0.1850899742930591,0.2571015424164524,0.4421915167095115
2023-24,77794,Trippier,DEF,Newcastle,111,6.6,21.2,2235,7,Elite playmaker,3,10.93114,7.0064907,1,10,0.65,6.97,7.62,6,43,40.26,0,20,589,5,0,719.0,1028.5,102.0,185.2,4.469798657718121,0.0402684563758389,0.4026845637583892,0.0261744966442953,0.2806711409395973,0.3068456375838926
2023-24,101178,Ward-Prowse,MID,West Ham,146,5.7,5.3,3000,7,Elite playmaker,3,10.832639,6.7926617,7,7,6.23,6.3,12.53,5,65,63.29,0,19,708,4,0,831.0,1023.5,324.0,217.5,4.38,0.21,0.21,0.1869,0.189,0.3758999999999999
2023-24,141746,B.Fernandes,MID,Man Utd,166,8.5,14.6,3118,7,Elite playmaker,3,11.525283,6.78772,10,9,9.73,10.23,19.96,7,52,63.99,0,24,729,9,0,1101.6,1663.0,748.0,351.3,4.791533033996151,0.2886465683130211,0.259781911481719,0.2808531109685696,0.2952854393842207,0.5761385503527903
2023-24,156689,Andreas,MID,Fulham,127,5.3,0.9,2611,7,Elite playmaker,3,11.085093,7.2207828,3,9,4.52,5.72,10.24,14,40,42.91,0,7,459,6,0,503.6,1254.3,417.0,217.8,4.37763309076982,0.103408655687476,0.3102259670624281,0.1558023745691306,0.197165836844121,0.3529682114132516
2023-24,165809,Bernardo,MID,Man City,141,6.2,2.9,2576,7,Elite playmaker,3,11.311366,7.0906453,6,9,3.54,8.05,11.59,10,26,26.4,0,20,604,8,0,747.4,959.5,570.0,228.0,4.926242236024844,0.2096273291925466,0.3144409937888199,0.1236801242236024,0.28125,0.4049301242236025
2023-24,169187,Alexander-Arnold,DEF,Liverpool,122,8.4,10.3,2153,7,Elite playmaker,3,11.090681,7.2798676,3,5,2.78,5.84,8.62,8,28,27.96,0,19,590,6,0,601.8,1027.5,237.0,186.8,5.099860659544821,0.1254064096609382,0.2090106827682304,0.116209939619136,0.244124477473293,0.3603344170924291
2023-24,204480,Rice,MID,Arsenal,165,5.5,6.2,3225,7,Elite playmaker,3,11.173636,6.8516192,7,9,3.53,5.09,8.62,17,28,27.08,0,17,744,5,0,959.4,745.3,451.0,215.9,4.604651162790698,0.1953488372093023,0.2511627906976744,0.0985116279069767,0.1420465116279069,0.2405581395348836
2023-24,208706,Bruno G.,MID,Newcastle,153,5.8,3.3,3264,7,Elite playmaker,3,10.9934225,6.7923827,7,9,4.91,6.2,11.11,10,60,58.64,0,15,691,8,0,968.4,948.7,489.0,241.0,4.21875,0.1930147058823529,0.2481617647058823,0.1353860294117647,0.1709558823529411,0.3063419117647059
2023-24,220566,Rodrigo,MID,Man City,159,5.6,6.1,2931,7,Elite playmaker,3,11.375028,6.9668508,8,10,3.99,6.15,10.14,14,26,29.89,0,19,737,8,1,1043.8,894.8,484.0,242.3,4.882292732855681,0.2456499488229273,0.3070624360286592,0.122517911975435,0.1888433981576254,0.3113613101330604
2023-24,222531,Gibbs-White,MID,Nott'm Forest,142,5.7,2.1,3156,7,Elite playmaker,3,11.041426,6.9453263,5,12,6.65,6.79,13.44,5,59,49.08,0,13,563,9,0,703.2,1155.2,495.0,235.6,4.0494296577946765,0.1425855513307984,0.3422053231939163,0.189638783269962,0.1936311787072243,0.3832699619771863
2023-24,230046,Douglas Luiz,MID,Aston Villa,148,5.4,4.8,2994,7,Elite playmaker,3,10.936763,6.7846384,9,5,6.69,4.86,11.55,6,57,52.79,0,25,666,12,0,761.8,867.0,381.0,201.1,4.448897795591182,0.2705410821643286,0.1503006012024048,0.2011022044088176,0.1460921843687374,0.3471943887775551
2023-24,232826,Gordon,MID,Newcastle,183,6.4,20.6,2896,7,Elite playmaker,3,11.872145,7.0990973,11,16,10.03,5.4,15.42,12,48,51.73,0,14,594,10,1,822.6,843.7,905.0,256.7,5.6871546961325965,0.3418508287292817,0.4972375690607734,0.3117058011049723,0.167817679558011,0.4792127071823204
2023-24,244262,Doughty,DEF,Luton,101,4.3,6.2,2923,7,Elite playmaker,3,10.495086,6.9545517,2,10,1.39,5.55,6.94,2,74,67.6,0,11,577,5,0,690.4,1126.0,318.0,213.3,3.1098186794389324,0.0615805679096818,0.3079028395484091,0.0427984946972288,0.170886075949367,0.213684570646596
2023-24,433154,McNeil,MID,Everton,124,5.4,0.3,2891,7,Elite playmaker,3,10.982354,7.2760897,3,8,3.26,7.9,11.16,12,39,45.06,0,8,515,2,0,615.4,1110.8,400.0,212.7,3.860255966793497,0.0933932895191975,0.2490487720511933,0.1014873746108612,0.2459356624005534,0.3474230370114147
2023-24,441164,Pedro Porro,DEF,Spurs,136,5.9,22.4,3090,7,Elite playmaker,3,10.768586,6.9323163,3,8,2.92,6.18,9.1,7,54,58.42,0,20,720,3,0,839.0,877.4,365.0,208.5,3.961165048543689,0.087378640776699,0.233009708737864,0.0850485436893203,0.18,0.2650485436893204
2023-24,445044,Kulusevski,MID,Spurs,130,6.7,2.1,2759,7,Elite playmaker,3,10.964285,6.9516735,8,3,4.95,6.37,11.31,8,46,49.32,0,14,463,7,0,698.8,950.4,953.0,260.1,4.240666908300109,0.2609641174338528,0.0978615440376948,0.1614715476621964,0.2077926785067053,0.3689380210221094
2023-24,37642,Evans,DEF,Man Utd,49,4.0,0.6,1389,8,Defensive / rotation defender,9,4.9408674,6.072458,0,1,0.06,0.27,0.33,4,24,27.68,0,3,293,2,0,330.8,81.2,21.0,43.6,3.1749460043196542,0.0,0.0647948164146868,0.0038876889848812,0.0174946004319654,0.0213822894168466
2023-24,48760,Zanka,DEF,Brentford,29,4.3,0.3,1086,8,Defensive / rotation defender,10,4.4010453,6.943813,1,0,0.74,0.55,1.29,2,24,19.72,0,3,179,4,0,216.0,94.0,90.0,40.0,2.403314917127072,0.0828729281767955,0.0,0.0613259668508287,0.0455801104972375,0.1069060773480663
2023-24,55494,Ward,DEF,Crystal Palace,54,4.5,0.2,1978,8,Defensive / rotation defender,9,5.4030814,6.218345,0,1,0.88,0.25,1.13,5,34,30.96,0,0,304,4,0,348.2,79.0,41.0,46.8,2.457027300303337,0.0,0.0455005055611729,0.0400404448938321,0.0113751263902932,0.0514155712841253
2023-24,57328,Clyne,DEF,Crystal Palace,52,4.3,0.2,1335,8,Defensive / rotation defender,10,4.3637576,6.1917477,0,1,0.21,0.21,0.42,5,16,21.65,0,0,259,0,0,179.6,67.8,21.0,27.0,3.50561797752809,0.0,0.0674157303370786,0.0141573033707865,0.0141573033707865,0.028314606741573
2023-24,87835,Doherty,DEF,Wolves,41,4.3,0.2,1136,8,Defensive / rotation defender,10,4.3309608,6.885106,1,0,0.89,0.86,1.75,1,21,23.16,0,1,186,2,0,237.8,168.1,122.0,52.9,3.2482394366197185,0.079225352112676,0.0,0.0705105633802817,0.0681338028169014,0.1386443661971831
2023-24,90152,R.Varane,DEF,Man Utd,44,4.9,2.1,1370,8,Defensive / rotation defender,9,4.7358646,6.2643957,1,0,0.81,0.36,1.17,3,23,27.29,0,2,273,2,0,356.2,35.3,85.0,47.7,2.890510948905109,0.0656934306569343,0.0,0.0532116788321168,0.0236496350364963,0.0768613138686131
2023-24,97299,Stones,DEF,Man City,53,5.3,3.1,1061,8,Defensive / rotation defender,10,4.214941,6.402867,1,0,1.06,0.4,1.46,5,9,12.27,0,3,239,2,0,188.4,128.4,70.0,38.7,4.495758718190387,0.0848256361922714,0.0,0.0899151743638077,0.0339302544769085,0.1238454288407163
2023-24,101148,Lascelles,DEF,Newcastle,46,3.7,1.9,1077,8,Defensive / rotation defender,10,4.2241826,6.330602,1,0,0.74,0.12,0.86,5,15,18.08,0,3,212,4,0,233.0,35.4,69.0,33.8,3.8440111420612815,0.0835654596100278,0.0,0.0618384401114206,0.0100278551532033,0.0718662952646239
2023-24,104047,Mpanzu,MID,Luton,35,4.6,0.0,1085,8,Defensive / rotation defender,10,4.090142,6.809509,0,0,0.6,1.41,2.01,1,29,29.41,0,0,107,1,0,108.8,102.3,70.0,28.0,2.903225806451613,0.0,0.0,0.0497695852534562,0.1169585253456221,0.1667281105990783
2023-24,106760,Shaw,DEF,Man Utd,31,5.2,2.7,960,8,Defensive / rotation defender,10,4.842257,7.7383513,0,1,0.05,0.89,0.94,4,13,20.17,0,0,195,6,0,197.2,199.3,29.0,42.6,2.9062500000000004,0.0,0.09375,0.0046875,0.0834375,0.088125
2023-24,108796,Lockyer,DEF,Luton,23,4.2,0.1,1169,8,Defensive / rotation defender,10,4.2618136,7.176257,1,1,0.99,0.29,1.28,0,23,27.64,0,1,162,4,0,286.2,39.2,80.0,40.6,1.7707442258340462,0.0769888793840889,0.0769888793840889,0.076218990590248,0.0223267750213858,0.0985457656116338
2023-24,109646,Tosin,DEF,Fulham,66,4.3,0.2,1616,8,Defensive / rotation defender,9,5.175459,5.9215407,2,0,0.78,0.32,1.1,6,25,28.19,0,2,327,2,0,431.8,39.3,152.0,62.4,3.6757425742574257,0.1113861386138613,0.0,0.0434405940594059,0.0178217821782178,0.0612623762376237
2023-24,110735,Webster,DEF,Brighton,26,4.2,0.3,1142,8,Defensive / rotation defender,10,4.120984,6.8227835,0,0,0.5,0.33,0.83,2,22,18.16,0,2,212,2,0,252.2,89.3,54.0,39.7,2.0490367775831877,0.0,0.0,0.0394045534150613,0.0260070052539404,0.0654115586690017
2023-24,111478,Veltman,DEF,Brighton,49,4.3,0.6,1579,8,Defensive / rotation defender,9,5.2168617,6.555776,1,1,0.46,0.53,0.99,3,32,25.63,0,0,294,4,0,320.8,97.8,98.0,51.8,2.79290690310323,0.0569981000633312,0.0569981000633312,0.0262191260291323,0.0302089930335655,0.0564281190626979
2023-24,111773,Krafth,DEF,Newcastle,33,4.4,0.1,909,8,Defensive / rotation defender,10,4.0918136,6.5999656,0,0,0.2,0.76,0.96,3,15,12.94,0,1,187,2,0,164.2,145.4,28.0,33.8,3.267326732673268,0.0,0.0,0.0198019801980198,0.0752475247524752,0.095049504950495
2023-24,132015,Højbjerg,MID,Spurs,39,5.1,0.3,1289,8,Defensive / rotation defender,9,5.120779,6.920721,0,0,0.68,1.57,2.24,1,28,26.52,0,0,239,4,0,282.2,205.8,108.0,59.7,2.723041117145074,0.0,0.0,0.047478665632273,0.1096198603568657,0.156400310318076
2023-24,158983,Endo,MID,Liverpool,47,5.4,0.1,1714,8,Defensive / rotation defender,10,4.8259573,7.7844896,1,0,0.51,1.53,2.04,6,16,22.42,0,0,250,10,0,281.6,269.5,53.0,60.1,2.4679113185530923,0.0525087514585764,0.0,0.0267794632438739,0.0803383897316219,0.1071178529754959
2023-24,159506,Aina,DEF,Nott'm Forest,45,4.5,0.3,1690,8,Defensive / rotation defender,9,5.392429,6.67958,1,1,0.34,1.01,1.35,2,39,29.01,0,2,289,3,0,312.0,181.7,49.0,54.4,2.396449704142012,0.0532544378698224,0.0532544378698224,0.0181065088757396,0.0537869822485207,0.0718934911242603
2023-24,165183,Bell,DEF,Luton,35,3.8,2.2,1720,8,Defensive / rotation defender,9,5.3056097,6.3503947,0,0,0.38,0.43,0.81,2,41,38.68,0,3,263,0,0,358.2,119.6,50.0,52.7,1.8313953488372092,0.0,0.0,0.0198837209302325,0.0225,0.0423837209302325
2023-24,165659,Diego Carlos,DEF,Aston Villa,55,4.4,0.5,1809,8,Defensive / rotation defender,9,5.6441503,6.0626707,0,0,1.95,0.35,2.3,6,36,33.17,0,1,338,4,0,370.4,59.8,100.0,53.2,2.736318407960199,0.0,0.0,0.0970149253731343,0.017412935323383,0.1144278606965174
2023-24,167878,Osborn,MID,Sheffield Utd,38,4.8,0.0,1359,8,Defensive / rotation defender,9,5.3642373,7.1596394,0,2,0.22,0.93,1.15,0,40,28.43,0,0,182,3,0,191.4,212.2,26.0,42.8,2.5165562913907285,0.0,0.1324503311258278,0.014569536423841,0.0615894039735099,0.0761589403973509
2023-24,171101,Lenglet,DEF,Aston Villa,24,4.5,0.2,1153,8,Defensive / rotation defender,10,4.5524683,6.997533,0,1,0.81,0.52,1.33,2,27,23.45,0,0,207,3,0,250.6,41.8,103.0,39.5,1.873373807458803,0.0,0.0780572419774501,0.0632263660017346,0.040589765828274,0.1038161318300086
2023-24,172912,Amrabat,MID,Man Utd,26,5.0,0.1,929,8,Defensive / rotation defender,10,4.259551,7.470142,0,0,0.07,0.36,0.43,2,15,19.46,0,0,125,6,0,159.0,102.5,6.0,27.0,2.518837459634015,0.0,0.0,0.0067814854682454,0.0348762109795479,0.0416576964477933
2023-24,179519,Mangala,MID,Nott'm Forest,40,5.0,0.0,1562,8,Defensive / rotation defender,10,4.3866506,7.451904,1,0,0.77,0.28,1.05,3,31,24.5,0,0,186,6,0,208.0,108.7,44.0,36.0,2.3047375160051216,0.057618437900128,0.0,0.0443661971830985,0.0161331626120358,0.0604993597951344
2023-24,180736,Chalobah,DEF,Chelsea,39,4.3,2.0,949,8,Defensive / rotation defender,10,4.1196632,6.2974663,1,0,0.2,0.16,0.36,3,14,15.26,0,4,221,1,0,250.8,45.4,38.0,33.4,3.698630136986301,0.0948366701791359,0.0,0.0189673340358271,0.0151738672286617,0.0341412012644889
2023-24,184704,Nakamba,MID,Luton,21,4.3,0.4,1131,8,Defensive / rotation defender,10,4.0035915,7.414962,0,0,0.18,0.49,0.67,0,24,26.26,0,0,131,5,0,146.4,102.8,14.0,26.5,1.6710875331564987,0.0,0.0,0.0143236074270557,0.0389920424403183,0.053315649867374
2023-24,198826,Godfrey,DEF,Everton,37,4.3,0.2,1120,8,Defensive / rotation defender,10,4.167808,6.56159,0,0,1.76,0.55,2.31,4,13,18.73,0,0,166,2,0,221.4,64.9,156.0,44.3,2.9732142857142856,0.0,0.0,0.1414285714285714,0.0441964285714285,0.185625
2023-24,199056,Osho,DEF,Luton,41,4.4,0.1,1846,8,Defensive / rotation defender,9,5.900267,6.221125,2,0,1.09,0.16,1.25,2,47,45.02,0,1,286,3,0,448.6,37.9,103.0,59.0,1.998916576381365,0.0975081256771397,0.0,0.0531419284940411,0.0078006500541711,0.0609425785482123
2023-24,209036,Guéhi,DEF,Crystal Palace,66,4.2,1.3,2020,8,Defensive / rotation defender,9,5.8466315,5.953498,0,1,0.58,1.0,1.58,6,32,31.51,0,6,397,2,0,417.8,106.6,35.0,56.1,2.9405940594059405,0.0,0.0445544554455445,0.0258415841584158,0.0445544554455445,0.0703960396039604
2023-24,210462,Sangaré,MID,Nott'm Forest,25,4.9,0.0,1031,8,Defensive / rotation defender,10,4.2066245,7.4124813,0,0,0.67,0.4,1.07,4,16,14.75,0,0,89,6,0,168.8,112.9,43.0,32.5,2.182347235693501,0.0,0.0,0.0584869059165858,0.034917555771096,0.0934044616876818
2023-24,212314,Lukić,MID,Fulham,43,4.3,0.3,1113,8,Defensive / rotation defender,10,4.2321553,6.5407076,1,0,1.49,0.46,1.95,5,20,22.86,0,0,157,3,0,192.4,155.6,115.0,46.2,3.477088948787062,0.0808625336927223,0.0,0.1204851752021563,0.0371967654986522,0.1576819407008086
2023-24,214590,Wan-Bissaka,DEF,Man Utd,47,4.4,2.0,1778,8,Defensive / rotation defender,9,5.5962214,6.5055413,0,2,0.11,1.47,1.58,3,34,38.57,0,5,323,4,0,397.8,196.5,60.0,65.5,2.379077615298088,0.0,0.1012373453318335,0.0055680539932508,0.0744094488188976,0.0799775028121484
2023-24,215136,Williams,DEF,Nott'm Forest,39,4.3,0.2,1630,8,Defensive / rotation defender,9,5.3486757,6.8749366,0,1,0.74,1.54,2.28,1,33,23.05,0,2,224,4,0,393.4,195.2,139.0,72.8,2.1533742331288344,0.0,0.0552147239263803,0.0408588957055214,0.0850306748466257,0.1258895705521472
2023-24,220237,Botman,DEF,Newcastle,51,4.5,4.3,1375,8,Defensive / rotation defender,9,5.4541335,6.495149,2,2,0.62,0.54,1.16,3,29,31.58,0,4,298,2,0,386.8,62.9,104.0,55.5,3.3381818181818184,0.1309090909090909,0.1309090909090909,0.0405818181818181,0.0353454545454545,0.0759272727272727
2023-24,220394,Doyle,MID,Wolves,38,4.4,0.1,1209,8,Defensive / rotation defender,10,4.1034727,6.739744,0,0,0.42,0.87,1.29,3,24,22.22,0,0,197,2,0,198.4,173.7,55.0,42.7,2.8287841191067,0.0,0.0,0.0312655086848635,0.0647642679900744,0.0960297766749379
2023-24,223434,Igor,DEF,Brighton,37,4.3,0.2,1631,8,Defensive / rotation defender,10,4.6777544,6.819482,0,0,0.25,0.5,0.75,2,26,24.36,0,1,311,4,0,297.8,135.5,23.0,45.8,2.041692213366033,0.0,0.0,0.0137952176578786,0.0275904353157572,0.0413856529736358
2023-24,226956,Roerslev,DEF,Brentford,75,4.4,0.4,1975,8,Defensive / rotation defender,9,6.1415343,6.107485,1,2,1.05,1.34,2.39,5,40,37.71,0,3,354,1,0,382.0,281.3,94.0,76.3,3.4177215189873418,0.0455696202531645,0.0911392405063291,0.0478481012658227,0.0610632911392405,0.1089113924050633
2023-24,232980,Aarons,DEF,Bournemouth,28,4.4,0.1,1233,8,Defensive / rotation defender,10,4.5918603,6.8537755,0,1,0.04,0.89,0.93,2,35,26.75,0,0,199,1,0,179.6,114.0,27.0,31.8,2.043795620437956,0.0,0.072992700729927,0.002919708029197,0.064963503649635,0.0678832116788321
