code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,pulse_id,started,stats,team_a,team_a_difficulty,team_a_score,team_h,team_h_difficulty,team_h_score
2128312,3.0,True,True,25,2020-09-27T11:00:00Z,90,False,58922,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 202}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 203}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 204}], 'h': [{'value': 1, 'element': 351}, {'value': 1, 'element': 355}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 213}], 'h': [{'value': 7, 'element': 483}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 213}, {'value': 2, 'element': 202}, {'value': 1, 'element': 197}, {'value': 1, 'element': 203}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 36, 'element': 213}, {'value': 29, 'element': 202}, {'value': 28, 'element': 197}, {'value': 28, 'element': 203}, {'value': 25, 'element': 195}, {'value': 25, 'element': 491}, {'value': 22, 'element': 200}, {'value': 22, 'element': 204}, {'value': 14, 'element': 198}, {'value': 3, 'element': 201}, {'value': 2, 'element': 206}, {'value': 2, 'element': 209}, {'value': -1, 'element': 205}], 'h': [{'value': 26, 'element': 483}, {'value': 19, 'element': 347}, {'value': 12, 'element': 509}, {'value': 11, 'element': 356}, {'value': 10, 'element': 360}, {'value': 7, 'element': 345}, {'value': 7, 'element': 351}, {'value': 6, 'element': 424}, {'value': 5, 'element': 344}, {'value': 5, 'element': 352}, {'value': 4, 'element': 355}, {'value': 2, 'element': 349}, {'value': 2, 'element': 357}, {'value': 1, 'element': 343}]}]",10,4,1.0,15,2,0.0
2128313,3.0,True,True,26,2020-09-27T13:00:00Z,90,False,58923,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 506}], 'h': [{'value': 1, 'element': 392}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 320}], 'h': [{'value': 1, 'element': 388}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 321}, {'value': 1, 'element': 336}, {'value': 1, 'element': 340}, {'value': 1, 'element': 513}], 'h': [{'value': 1, 'element': 397}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 11, 'element': 325}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 325}, {'value': 2, 'element': 506}], 'h': [{'value': 1, 'element': 392}]}, {'identifier': 'bps', 'a': [{'value': 34, 'element': 325}, {'value': 29, 'element': 506}, {'value': 18, 'element': 323}, {'value': 13, 'element': 328}, {'value': 11, 'element': 320}, {'value': 10, 'element': 322}, {'value': 9, 'element': 339}, {'value': 8, 'element': 332}, {'value': 8, 'element': 485}, {'value': 7, 'element': 336}, {'value': 6, 'element': 340}, {'value': 5, 'element': 321}, {'value': 5, 'element': 497}, {'value': -1, 'element': 513}], 'h': [{'value': 26, 'element': 392}, {'value': 17, 'element': 397}, {'value': 16, 'element': 395}, {'value': 16, 'element': 457}, {'value': 14, 'element': 396}, {'value': 11, 'element': 398}, {'value': 8, 'element': 390}, {'value': 8, 'element': 391}, {'value': 8, 'element': 403}, {'value': 7, 'element': 383}, {'value': 7, 'element': 388}, {'value': 4, 'element': 400}, {'value': 3, 'element': 387}, {'value': 3, 'element': 405}]}]",14,4,1.0,17,2,1.0
2128311,3.0,True,True,24,2020-09-27T15:30:00Z,90,False,58921,True,"[{'identifier': 'goals_scored', 'a': [{'value': 3, 'element': 224}, {'value': 1, 'element': 228}, {'value': 1, 'element': 231}], 'h': [{'value': 1, 'element': 275}, {'value': 1, 'element': 279}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 231}, {'value': 1, 'element': 498}, {'value': 1, 'element': 518}], 'h': [{'value': 1, 'element': 275}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 227}, {'value': 1, 'element': 228}, {'value': 1, 'element': 238}], 'h': [{'value': 1, 'element': 279}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 217}], 'h': [{'value': 2, 'element': 278}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 224}, {'value': 1, 'element': 231}], 'h': [{'value': 2, 'element': 275}]}, {'identifier': 'bps', 'a': [{'value': 82, 'element': 224}, {'value': 28, 'element': 231}, {'value': 27, 'element': 228}, {'value': 22, 'element': 498}, {'value': 20, 'element': 518}, {'value': 15, 'element': 217}, {'value': 10, 'element': 239}, {'value': 6, 'element': 219}, {'value': 5, 'element': 225}, {'value': 5, 'element': 227}, {'value': 5, 'element': 235}, {'value': 4, 'element': 238}, {'value': 3, 'element': 218}, {'value': 2, 'element': 233}], 'h': [{'value': 39, 'element': 275}, {'value': 21, 'element': 279}, {'value': 17, 'element': 288}, {'value': 14, 'element': 286}, {'value': 13, 'element': 272}, {'value': 13, 'element': 278}, {'value': 10, 'element': 274}, {'value': 9, 'element': 270}, {'value': 6, 'element': 266}, {'value': 5, 'element': 284}, {'value': -1, 'element': 287}, {'value': -4, 'element': 276}]}]",9,5,5.0,12,3,2.0
2128315,3.0,True,True,28,2020-09-27T18:00:00Z,90,False,58925,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 2, 'element': 445}, {'value': 1, 'element': 441}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 2, 'element': 450}, {'value': 1, 'element': 442}, {'value': 1, 'element': 449}]}, {'identifier': 'own_goals', 'a': [{'value': 1, 'element': 460}], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 459}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 455}], 'h': [{'value': 3, 'element': 431}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 442}, {'value': 2, 'element': 445}, {'value': 1, 'element': 435}]}, {'identifier': 'bps', 'a': [{'value': 18, 'element': 466}, {'value': 17, 'element': 455}, {'value': 17, 'element': 458}, {'value': 17, 'element': 471}, {'value': 15, 'element': 461}, {'value': 14, 'element': 546}, {'value': 12, 'element': 454}, {'value': 12, 'element': 474}, {'value': 9, 'element': 465}, {'value': 5, 'element': 459}, {'value': 5, 'element': 545}, {'value': 4, 'element': 515}, {'value': -1, 'element': 460}], 'h': [{'value': 45, 'element': 442}, {'value': 44, 'element': 445}, {'value': 32, 'element': 435}, {'value': 27, 'element': 441}, {'value': 26, 'element': 431}, {'value': 26, 'element': 443}, {'value': 22, 'element': 448}, {'value': 21, 'element': 432}, {'value': 19, 'element': 450}, {'value': 11, 'element': 449}, {'value': 9, 'element': 438}, {'value': 5, 'element': 437}, {'value': 4, 'element': 452}, {'value': 3, 'element': 427}]}]",20,2,0.0,19,3,4.0
2128309,3.0,True,True,22,2020-09-28T16:45:00Z,90,False,58919,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 33}, {'value': 1, 'element': 37}, {'value': 1, 'element': 41}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 2, 'element': 38}, {'value': 1, 'element': 33}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 38}, {'value': 1, 'element': 41}, {'value': 1, 'element': 42}], 'h': [{'value': 1, 'element': 173}, {'value': 1, 'element': 175}, {'value': 1, 'element': 181}, {'value': 1, 'element': 182}, {'value': 1, 'element': 190}, {'value': 1, 'element': 525}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 12}], 'h': [{'value': 2, 'element': 516}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 33}, {'value': 2, 'element': 38}, {'value': 1, 'element': 41}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 44, 'element': 33}, {'value': 35, 'element': 38}, {'value': 31, 'element': 41}, {'value': 29, 'element': 37}, {'value': 28, 'element': 496}, {'value': 26, 'element': 12}, {'value': 25, 'element': 46}, {'value': 24, 'element': 42}, {'value': 16, 'element': 40}, {'value': 5, 'element': 44}, {'value': 5, 'element': 540}, {'value': 4, 'element': 554}, {'value': 3, 'element': 52}, {'value': 3, 'element': 514}], 'h': [{'value': 16, 'element': 175}, {'value': 16, 'element': 176}, {'value': 15, 'element': 182}, {'value': 13, 'element': 191}, {'value': 11, 'element': 516}, {'value': 10, 'element': 525}, {'value': 7, 'element': 517}, {'value': 6, 'element': 178}, {'value': 3, 'element': 180}, {'value': 3, 'element': 187}, {'value': 2, 'element': 173}, {'value': 2, 'element': 181}, {'value': 1, 'element': 190}, {'value': -1, 'element': 184}]}]",2,2,3.0,8,2,0.0
2128310,3.0,True,True,23,2020-09-28T19:00:00Z,90,False,58920,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 6}], 'h': [{'value': 1, 'element': 251}, {'value': 1, 'element': 255}, {'value': 1, 'element': 468}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 254}, {'value': 1, 'element': 259}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 11}, {'value': 1, 'element': 501}], 'h': [{'value': 1, 'element': 251}, {'value': 1, 'element': 259}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 8}], 'h': [{'value': 2, 'element': 252}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 6}, {'value': 1, 'element': 8}], 'h': [{'value': 3, 'element': 259}, {'value': 2, 'element': 255}, {'value': 1, 'element': 251}]}, {'identifier': 'bps', 'a': [{'value': 22, 'element': 6}, {'value': 22, 'element': 8}, {'value': 17, 'element': 526}, {'value': 16, 'element': 17}, {'value': 14, 'element': 16}, {'value': 12, 'element': 11}, {'value': 11, 'element': 3}, {'value': 10, 'element': 15}, {'value': 8, 'element': 9}, {'value': 6, 'element': 478}, {'value': 6, 'element': 501}, {'value': 5, 'element': 4}, {'value': 2, 'element': 18}, {'value': 1, 'element': 22}], 'h': [{'value': 31, 'element': 259}, {'value': 29, 'element': 255}, {'value': 22, 'element': 251}, {'value': 19, 'element': 260}, {'value': 18, 'element': 253}, {'value': 18, 'element': 254}, {'value': 16, 'element': 252}, {'value': 15, 'element': 468}, {'value': 14, 'element': 250}, {'value': 12, 'element': 249}, {'value': 11, 'element': 243}, {'value': 11, 'element': 261}, {'value': 3, 'element': 241}, {'value': 3, 'element': 258}]}]",1,5,1.0,11,3,3.0
2128318,4.0,True,True,31,2020-10-03T11:30:00Z,90,False,58928,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 2, 'element': 105}, {'value': 1, 'element': 110}, {'value': 1, 'element': 232}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 118}, {'value': 1, 'element': 232}, {'value': 1, 'element': 500}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 102}, {'value': 1, 'element': 113}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 128}], 'h': []}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 232}, {'value': 2, 'element': 105}, {'value': 1, 'element': 110}]}, {'identifier': 'bps', 'a': [{'value': 12, 'element': 128}, {'value': 12, 'element': 131}, {'value': 9, 'element': 133}, {'value': 9, 'element': 137}, {'value': 7, 'element': 130}, {'value': 7, 'element': 134}, {'value': 5, 'element': 138}, {'value': 5, 'element': 140}, {'value': 5, 'element': 146}, {'value': 4, 'element': 127}, {'value': 4, 'element': 489}, {'value': 3, 'element': 141}, {'value': 3, 'element': 144}], 'h': [{'value': 51, 'element': 232}, {'value': 49, 'element': 105}, {'value': 36, 'element': 110}, {'value': 30, 'element': 490}, {'value': 20, 'element': 500}, {'value': 20, 'element': 548}, {'value': 17, 'element': 102}, {'value': 16, 'element': 122}, {'value': 13, 'element': 113}, {'value': 12, 'element': 118}, {'value': 11, 'element': 117}, {'value': 7, 'element': 119}, {'value': 1, 'element': 107}]}]",6,4,0.0,5,2,4.0
2128319,4.0,True,True,32,2020-10-03T14:00:00Z,90,False,58929,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 68}, {'value': 1, 'element': 76}], 'h': [{'value': 2, 'element': 508}, {'value': 1, 'element': 162}, {'value': 1, 'element': 164}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 65}, {'value': 1, 'element': 69}], 'h': [{'value': 1, 'element': 150}, {'value': 1, 'element': 159}, {'value': 1, 'element': 508}, {'value': 1, 'element': 512}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 79}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 70}], 'h': [{'value': 1, 'element': 157}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 76}], 'h': [{'value': 3, 'element': 508}, {'value': 1, 'element': 162}]}, {'identifier': 'bps', 'a': [{'value': 33, 'element': 76}, {'value': 26, 'element': 68}, {'value': 25, 'element': 65}, {'value': 14, 'element': 62}, {'value': 14, 'element': 69}, {'value': 13, 'element': 74}, {'value': 11, 'element': 70}, {'value': 10, 'element': 66}, {'value': 10, 'element': 67}, {'value': 9, 'element': 77}, {'value': 7, 'element': 78}, {'value': 6, 'element': 79}, {'value': 5, 'element': 54}, {'value': 3, 'element': 57}], 'h': [{'value': 67, 'element': 508}, {'value': 31, 'element': 162}, {'value': 29, 'element': 512}, {'value': 28, 'element': 164}, {'value': 26, 'element': 150}, {'value': 18, 'element': 163}, {'value': 16, 'element': 155}, {'value': 15, 'element': 159}, {'value': 14, 'element': 152}, {'value': 11, 'element': 156}, {'value': 10, 'element': 157}, {'value': 6, 'element': 149}, {'value': 3, 'element': 148}, {'value': 1, 'element': 166}]}]",3,3,2.0,7,2,4.0
2128320,4.0,True,True,33,2020-10-03T16:30:00Z,90,False,58930,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 276}], 'h': [{'value': 1, 'element': 492}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 287}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 274}], 'h': [{'value': 1, 'element': 200}, {'value': 1, 'element': 202}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 6, 'element': 278}], 'h': [{'value': 1, 'element': 213}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 276}], 'h': [{'value': 3, 'element': 492}, {'value': 1, 'element': 195}]}, {'identifier': 'bps', 'a': [{'value': 21, 'element': 276}, {'value': 18, 'element': 286}, {'value': 17, 'element': 278}, {'value': 14, 'element': 287}, {'value': 13, 'element': 270}, {'value': 13, 'element': 556}, {'value': 11, 'element': 272}, {'value': 9, 'element': 280}, {'value': 8, 'element': 284}, {'value': 6, 'element': 275}, {'value': 5, 'element': 266}, {'value': 5, 'element': 281}, {'value': 4, 'element': 279}, {'value': 2, 'element': 274}], 'h': [{'value': 29, 'element': 492}, {'value': 20, 'element': 195}, {'value': 13, 'element': 198}, {'value': 13, 'element': 204}, {'value': 12, 'element': 197}, {'value': 11, 'element': 200}, {'value': 11, 'element': 213}, {'value': 11, 'element': 491}, {'value': 8, 'element': 205}, {'value': 7, 'element': 209}, {'value': 4, 'element': 206}, {'value': 3, 'element': 201}, {'value': 1, 'element': 214}, {'value': -2, 'element': 202}]}]",12,2,1.0,10,4,1.0
2128323,4.0,True,True,36,2020-10-03T19:00:00Z,90,False,58933,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 89}], 'h': [{'value': 2, 'element': 506}, {'value': 1, 'element': 338}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 338}, {'value': 1, 'element': 506}, {'value': 1, 'element': 507}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 81}, {'value': 1, 'element': 87}, {'value': 1, 'element': 100}], 'h': [{'value': 1, 'element': 340}, {'value': 1, 'element': 513}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 96}], 'h': [{'value': 2, 'element': 325}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 89}], 'h': [{'value': 3, 'element': 506}, {'value': 2, 'element': 338}]}, {'identifier': 'bps', 'a': [{'value': 33, 'element': 89}, {'value': 13, 'element': 55}, {'value': 11, 'element': 97}, {'value': 10, 'element': 82}, {'value': 10, 'element': 85}, {'value': 10, 'element': 98}, {'value': 10, 'element': 100}, {'value': 9, 'element': 96}, {'value': 5, 'element': 81}, {'value': 3, 'element': 90}, {'value': 2, 'element': 91}, {'value': 2, 'element': 93}, {'value': 1, 'element': 87}], 'h': [{'value': 62, 'element': 506}, {'value': 42, 'element': 338}, {'value': 19, 'element': 321}, {'value': 17, 'element': 325}, {'value': 14, 'element': 333}, {'value': 12, 'element': 323}, {'value': 10, 'element': 507}, {'value': 9, 'element': 340}, {'value': 6, 'element': 336}, {'value': 4, 'element': 485}, {'value': 3, 'element': 332}, {'value': 2, 'element': 334}, {'value': 2, 'element': 480}, {'value': 1, 'element': 513}]}]",4,3,1.0,14,3,3.0
2128321,4.0,True,True,34,2020-10-04T11:00:00Z,90,False,58931,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 437}, {'value': 1, 'element': 445}, {'value': 1, 'element': 450}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 2, 'element': 435}, {'value': 1, 'element': 450}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 450}, {'value': 1, 'element': 558}], 'h': [{'value': 1, 'element': 219}, {'value': 1, 'element': 518}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [], 'h': [{'value': 3, 'element': 217}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 435}, {'value': 2, 'element': 437}, {'value': 2, 'element': 450}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 57, 'element': 435}, {'value': 36, 'element': 437}, {'value': 36, 'element': 450}, {'value': 32, 'element': 445}, {'value': 24, 'element': 443}, {'value': 22, 'element': 432}, {'value': 21, 'element': 558}, {'value': 19, 'element': 431}, {'value': 19, 'element': 442}, {'value': 16, 'element': 448}, {'value': 6, 'element': 449}, {'value': 3, 'element': 427}, {'value': 3, 'element': 441}], 'h': [{'value': 17, 'element': 498}, {'value': 16, 'element': 228}, {'value': 15, 'element': 217}, {'value': 14, 'element': 227}, {'value': 14, 'element': 238}, {'value': 11, 'element': 219}, {'value': 11, 'element': 239}, {'value': 9, 'element': 229}, {'value': 8, 'element': 518}, {'value': 7, 'element': 233}, {'value': 6, 'element': 235}, {'value': 3, 'element': 234}, {'value': 2, 'element': 541}, {'value': -2, 'element': 224}]}]",19,4,3.0,9,2,0.0
2128324,4.0,True,True,37,2020-10-04T11:00:00Z,90,False,58934,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 364}, {'value': 1, 'element': 382}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 368}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 409}], 'h': [{'value': 1, 'element': 375}, {'value': 1, 'element': 382}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 6, 'element': 417}], 'h': [{'value': 3, 'element': 363}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 364}, {'value': 2, 'element': 363}, {'value': 1, 'element': 369}]}, {'identifier': 'bps', 'a': [{'value': 20, 'element': 417}, {'value': 12, 'element': 418}, {'value': 11, 'element': 412}, {'value': 9, 'element': 419}, {'value': 9, 'element': 425}, {'value': 9, 'element': 481}, {'value': 8, 'element': 413}, {'value': 7, 'element': 423}, {'value': 6, 'element': 446}, {'value': 3, 'element': 358}, {'value': 3, 'element': 409}, {'value': 3, 'element': 555}, {'value': 1, 'element': 421}], 'h': [{'value': 30, 'element': 364}, {'value': 28, 'element': 363}, {'value': 26, 'element': 369}, {'value': 25, 'element': 376}, {'value': 21, 'element': 375}, {'value': 20, 'element': 362}, {'value': 18, 'element': 382}, {'value': 16, 'element': 368}, {'value': 13, 'element': 370}, {'value': 9, 'element': 366}, {'value': 2, 'element': 365}, {'value': 1, 'element': 377}]}]",18,2,0.0,16,2,2.0
2128316,4.0,True,True,29,2020-10-04T13:00:00Z,90,False,58926,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 344}], 'h': [{'value': 1, 'element': 18}, {'value': 1, 'element': 24}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 351}], 'h': [{'value': 2, 'element': 11}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 360}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 483}], 'h': [{'value': 1, 'element': 8}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 344}], 'h': [{'value': 3, 'element': 11}, {'value': 1, 'element': 24}]}, {'identifier': 'bps', 'a': [{'value': 33, 'element': 344}, {'value': 16, 'element': 351}, {'value': 13, 'element': 345}, {'value': 13, 'element': 347}, {'value': 13, 'element': 483}, {'value': 12, 'element': 352}, {'value': 11, 'element': 355}, {'value': 10, 'element': 356}, {'value': 9, 'element': 353}, {'value': 8, 'element': 360}, {'value': 5, 'element': 346}, {'value': 2, 'element': 343}, {'value': 2, 'element': 357}, {'value': -2, 'element': 424}], 'h': [{'value': 36, 'element': 11}, {'value': 29, 'element': 24}, {'value': 22, 'element': 18}, {'value': 20, 'element': 501}, {'value': 19, 'element': 526}, {'value': 16, 'element': 494}, {'value': 14, 'element': 17}, {'value': 13, 'element': 3}, {'value': 12, 'element': 8}, {'value': 12, 'element': 478}, {'value': 10, 'element': 4}, {'value': 4, 'element': 22}, {'value': 3, 'element': 9}, {'value': 2, 'element': 15}]}]",15,4,1.0,1,3,2.0
2128325,4.0,True,True,38,2020-10-04T13:00:00Z,90,False,58935,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 474}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 464}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 173}], 'h': [{'value': 1, 'element': 466}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 516}], 'h': [{'value': 2, 'element': 455}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 470}, {'value': 2, 'element': 458}, {'value': 2, 'element': 461}]}, {'identifier': 'bps', 'a': [{'value': 18, 'element': 191}, {'value': 17, 'element': 516}, {'value': 16, 'element': 176}, {'value': 16, 'element': 562}, {'value': 15, 'element': 484}, {'value': 14, 'element': 182}, {'value': 13, 'element': 175}, {'value': 11, 'element': 181}, {'value': 10, 'element': 173}, {'value': 9, 'element': 557}, {'value': 8, 'element': 184}, {'value': 5, 'element': 187}, {'value': 2, 'element': 180}], 'h': [{'value': 29, 'element': 470}, {'value': 26, 'element': 458}, {'value': 26, 'element': 461}, {'value': 25, 'element': 459}, {'value': 25, 'element': 474}, {'value': 24, 'element': 455}, {'value': 21, 'element': 464}, {'value': 21, 'element': 546}, {'value': 7, 'element': 466}, {'value': 7, 'element': 469}, {'value': 4, 'element': 545}, {'value': 3, 'element': 465}, {'value': 2, 'element': 454}]}]",8,3,0.0,20,2,1.0
