first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Oumar,Niasse,0,0,3,19,2,1.8,7.0,0.0,0,1,0.9,0,0,0,0.0,45
Rhu-endly,Martina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
João Manuel,Neves Virgínia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Jarrad,Branthwaite,0,0,11,299,6,2.2,66.0,0.0,2,69,6.9,1,0,0,0.4,40
Ellis,Simms,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Ricardo Domingos,Barbosa Pereira,3,2,123,2520,27,446.5,738.0,235.0,11,568,141.9,10,0,1,7.7,62
Benjamin,Chilwell,3,3,114,2374,26,545.4,546.0,208.0,8,501,130.0,9,0,3,6.3,54
Jonny,Evans,1,2,128,3384,41,131.9,755.2,325.0,12,707,121.4,13,1,7,5.7,53
Christian,Fuchs,0,0,26,770,10,53.5,144.4,20.0,2,139,21.8,2,0,0,0.3,42
Çaglar,Söyüncü,1,1,120,3036,35,79.0,755.6,238.0,12,681,107.5,12,1,4,9.3,49
Wes,Morgan,0,0,19,430,6,2.1,85.8,58.0,2,87,14.5,1,0,0,0.6,41
Jamie,Vardy,23,7,210,3032,38,418.4,1026.0,1455.0,34,775,288.8,11,0,3,27.2,97
Kelechi,Iheanacho,5,4,64,953,9,204.2,288.2,603.0,7,204,109.4,3,0,1,0.5,57
Kasper,Schmeichel,0,0,156,3420,41,30.0,863.4,2.0,10,707,89.6,13,0,2,12.8,55
Eldin,Jakupovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42
Danny,Ward,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42
James,Maddison,6,5,125,2624,26,1246.4,642.4,702.0,14,548,259.2,10,0,4,12.1,73
Harvey,Barnes,6,10,133,2075,24,517.4,525.0,893.0,9,394,193.7,9,0,0,2.1,58
Rachid,Ghezzal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,51
Marc,Albrighton,0,3,38,857,11,287.9,190.6,102.0,1,185,58.1,3,0,2,0.2,51
Demarai,Gray,2,4,44,605,6,242.3,205.4,263.0,0,151,70.8,1,0,1,0.3,50
Wilfred,Ndidi,2,1,85,2671,32,254.4,611.6,205.0,5,443,107.2,12,0,6,1.7,50
Matty,James,0,0,1,5,0,0.1,0.4,0.0,0,3,0.1,0,0,0,0.2,43
Daniel,Amartey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,42
Nampalys,Mendy,0,0,11,288,3,51.8,57.4,9.0,0,71,11.8,1,0,0,0.8,43
Hamza,Choudhury,1,1,35,883,12,70.0,177.6,83.0,0,153,33.1,3,1,2,0.7,42
Ayoze,Pérez,8,5,129,1998,25,443.9,547.4,779.0,9,402,177.3,9,0,0,5.0,60
Ryan,Bennett,0,0,32,932,17,41.0,161.4,16.0,2,176,21.8,3,0,2,0.3,48
James,Justin,0,1,35,1010,14,195.0,240.6,61.0,0,196,49.6,4,0,1,0.6,47
Youri,Tielemans,3,6,117,2823,35,805.4,566.6,502.0,5,531,187.6,12,0,2,3.7,61
Andy,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42
Dennis,Praet,1,3,54,1122,17,161.6,196.2,210.0,3,203,56.5,2,0,2,0.1,52
Filip,Benkovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39
Luke,Thomas,0,1,15,267,4,149.8,78.4,10.0,3,70,23.9,1,0,0,0.8,40
George,Hirst,0,0,2,9,1,0.6,3.2,25.0,0,3,2.6,0,0,0,0.0,45
Darnell,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Andrew,Robertson,2,12,181,3111,31,980.2,845.8,389.0,20,847,221.7,13,0,2,18.1,70
Trent,Alexander-Arnold,4,15,210,3173,32,1380.3,1026.8,420.0,24,904,282.8,14,0,5,39.1,77
Virgil,van Dijk,5,2,178,3420,33,152.4,930.2,467.0,14,804,154.8,15,0,1,42.4,65
Joseph,Gomez,0,0,93,1999,16,105.7,390.6,12.0,7,461,50.9,12,0,7,3.9,53
Joel,Matip,1,0,39,703,5,23.0,198.2,39.0,4,167,26.2,3,0,0,1.1,52
Dejan,Lovren,0,1,18,776,11,28.1,196.6,72.0,0,147,29.8,0,0,1,0.2,53
Roberto,Firmino,9,9,155,2985,26,703.0,733.6,1638.0,20,592,307.5,16,0,0,10.1,93
Divock,Origi,4,3,65,699,12,128.8,201.8,222.0,8,230,55.0,2,0,1,2.4,51
Alisson,Ramses Becker,0,1,122,2543,24,10.0,503.0,0.0,11,558,51.5,13,1,0,9.2,62
Simon,Mignolet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Mohamed,Salah,19,10,233,2879,26,834.8,1061.2,2156.0,26,661,405.1,16,0,1,32.4,125
Sadio,Mané,18,10,221,2745,28,826.6,1010.2,1239.0,27,689,307.7,12,0,3,19.7,121
Alex,Oxlade-Chamberlain,4,1,76,1475,12,298.2,300.0,406.0,2,268,99.9,8,0,1,0.6,61
Xherdan,Shaqiri,1,0,15,181,2,51.6,47.8,37.0,0,54,13.7,1,0,0,0.2,63
Adam,Lallana,1,1,27,371,5,68.8,107.2,74.0,1,97,25.1,1,0,1,0.1,57
Naby,Keita,2,3,52,806,8,234.7,281.8,169.0,3,224,68.7,5,0,1,0.3,58
Fabio Henrique,Tavares,2,3,77,2073,26,322.4,431.6,85.0,8,403,84.0,6,0,6,1.2,54
Jordan,Henderson,4,5,116,2234,14,425.9,582.6,275.0,11,530,128.5,16,0,2,1.2,52
Georginio,Wijnaldum,4,0,107,2933,28,344.1,452.8,423.0,5,503,122.0,12,0,0,2.1,54
James,Milner,2,2,49,924,9,177.1,237.2,100.0,3,198,51.4,4,0,4,0.5,53
Rafael,Camacho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Rhian,Brewster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,42
Adrián,San Miguel del Castillo,0,0,27,873,10,0.0,131.4,0.0,0,136,13.2,2,0,1,2.0,40
Andy,Lonergan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42
Caoimhin,Kelleher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Harvey,Elliott,0,0,2,7,0,1.7,1.8,0.0,0,6,0.4,0,0,0,0.0,45
Curtis,Jones,1,0,13,121,1,15.6,49.4,65.0,0,46,12.9,1,0,0,0.0,45
Neco,Williams,0,0,14,228,2,53.3,49.4,98.0,3,53,20.0,1,0,1,0.4,40
Nathaniel,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39
Takumi,Minamino,0,0,11,241,2,29.9,17.4,85.0,0,20,12.7,0,0,0,0.1,58
Ki-Jana,Hoever,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39
Aymeric,Laporte,1,0,63,1096,5,62.2,246.8,79.0,0,298,38.7,8,0,1,4.1,63
Kyle,Walker,1,4,114,2392,24,394.4,435.6,169.0,7,573,100.1,12,0,5,13.2,57
Benjamin,Mendy,0,2,74,1491,13,403.2,243.0,106.0,3,378,75.5,9,0,3,1.6,55
Oleksandr,Zinchenko,0,0,49,1271,15,375.8,232.0,102.0,1,295,71.2,6,1,0,2.4,52
John,Stones,0,0,34,1118,16,53.0,216.4,66.0,0,231,33.7,3,0,0,1.0,53
Nicolás,Otamendi,2,1,82,1710,21,65.5,443.6,319.0,6,389,82.7,7,0,3,2.4,48
Danilo Luiz,da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Sergio,Agüero,16,6,132,1449,18,256.4,641.2,1188.0,14,509,208.2,5,0,1,11.8,116
Gabriel Fernando,de Jesus,14,8,146,2018,14,447.7,757.6,1620.0,17,535,282.1,12,0,3,8.2,99
Ederson,Santana de Moraes,0,0,133,3071,31,16.0,608.6,0.0,2,645,62.3,16,1,3,13.4,61
Claudio,Bravo,0,0,11,346,7,0.0,57.8,0.0,0,69,5.8,1,0,0,0.3,47
Raheem,Sterling,20,6,204,2651,31,751.3,921.6,1829.0,20,642,350.2,13,0,5,23.2,120
Kevin,De Bruyne,13,23,251,2790,22,1990.8,1322.2,1005.0,35,988,432.1,18,0,3,48.9,106
Leroy,Sané,0,0,1,11,0,1.1,0.0,11.0,0,2,1.0,0,0,0,0.2,91
Riyad,Mahrez,11,14,175,1934,15,885.8,814.2,1094.0,17,668,279.5,10,0,0,10.1,86
Bernardo Mota,Veiga de Carvalho e Silva,6,7,116,2021,24,773.2,626.2,927.0,7,526,232.5,9,0,5,8.1,76
David,Silva,6,12,139,1821,15,735.8,639.6,937.0,15,549,231.2,11,0,0,9.1,75
Phil,Foden,5,2,69,888,7,301.6,312.2,466.0,4,261,108.1,4,0,0,6.0,55
Fernando,Luiz Rosa,0,1,55,2394,27,146.2,557.6,175.0,1,401,87.9,10,2,7,0.6,51
Ilkay,Gündogan,2,1,65,2012,28,592.3,408.4,374.0,4,382,137.5,7,0,7,1.2,51
José Ángel,Esmorís Tasende,0,1,11,422,7,164.0,92.6,58.0,1,94,31.6,0,0,1,0.1,46
Rodrigo,Hernandez,3,2,92,2480,27,532.6,599.2,193.0,5,516,132.3,14,0,8,1.2,53
João Pedro Cavaco,Cancelo,0,0,45,1205,11,287.6,265.0,141.0,3,299,69.3,5,0,4,0.8,51
Eric,Garcia,0,0,38,790,7,42.2,153.0,26.0,0,189,22.2,5,0,1,1.0,45
Scott,Carson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Taylor,Harwood-Bellis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Cole,Palmer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Tommy,Doyle,0,0,1,15,0,2.0,3.8,7.0,0,3,1.3,0,0,0,0.0,45
Aaron,Wan-Bissaka,0,4,127,3070,33,443.3,749.2,133.0,16,659,132.8,12,0,8,18.9,55
Harry,Maguire,1,0,123,3420,36,214.6,772.0,371.0,5,681,136.2,13,0,6,11.2,53
Chris,Smalling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,52
Ashley,Young,0,0,24,953,10,316.6,155.6,18.0,0,158,49.1,2,0,5,0.3,54
Victor,Lindelöf,1,0,116,3092,32,73.6,554.0,79.0,9,618,70.7,12,0,6,1.2,53
Luke,Shaw,0,0,67,1730,15,321.2,344.2,187.0,2,381,85.1,8,0,7,0.7,54
Marcos,Rojo,0,0,3,121,2,1.9,20.2,6.0,0,9,2.8,0,0,1,0.1,48
Eric,Bailly,0,0,9,148,1,1.0,32.0,0.0,0,40,3.3,1,0,0,0.1,47
José Diogo,Dalot Teixeira,0,0,4,65,1,4.3,10.4,6.0,0,10,1.9,0,0,0,0.1,49
Matteo,Darmian,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49
Phil,Jones,0,0,2,135,3,3.0,21.4,23.0,0,22,4.7,0,0,0,0.1,47
Romelu,Lukaku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,85
Marcus,Rashford,17,8,177,2645,29,563.7,887.0,1265.0,31,665,271.7,9,0,3,18.1,89
Mason,Greenwood,10,1,103,1303,13,222.7,449.6,502.0,17,430,117.0,6,0,0,26.9,48
David,de Gea,0,0,143,3420,36,0.0,695.0,0.0,8,630,69.2,13,0,2,11.5,53
Sergio,Romero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,46
Lee,Grant,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47
Paul,Pogba,1,4,51,1202,9,420.0,295.8,193.0,2,215,91.0,6,0,1,3.5,83
Anthony,Martial,17,9,200,2625,27,439.3,855.6,1297.0,14,544,259.4,14,0,1,22.5,85
Alexis,Sánchez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,68
Jesse,Lingard,1,0,32,923,14,278.2,109.0,297.0,0,99,68.2,1,0,3,0.7,63
Juan,Mata,0,2,38,747,8,293.9,109.2,130.0,2,139,53.4,4,0,1,0.4,61
Daniel,James,3,6,95,2281,29,428.1,415.2,622.0,2,308,146.0,7,0,4,4.9,57
Frederico,Rodrigues de Paula Santos,0,0,50,2157,26,542.7,430.6,260.0,0,358,123.5,6,0,8,0.3,51
Angel,Gomes,0,0,2,19,1,24.8,4.2,2.0,0,7,3.1,0,0,0,0.1,47
Andreas,Pereira,1,3,60,1478,16,432.1,245.6,343.0,1,198,102.3,6,0,3,0.4,47
Nemanja,Matic,0,2,55,1578,13,250.3,357.4,53.0,2,287,66.2,10,0,2,0.4,48
Scott,McTominay,3,2,74,1765,20,238.4,415.6,310.0,6,310,96.4,3,0,2,1.0,48
Tahith,Chong,0,0,3,34,0,1.1,1.4,6.0,0,6,0.7,0,0,0,0.5,42
James,Garner,0,0,1,8,1,2.8,2.2,0.0,0,3,0.5,0,0,0,0.2,43
Axel,Tuanzebe,0,0,7,187,3,6.2,17.6,0.0,0,30,2.4,0,0,0,0.1,44
Brandon,Williams,1,1,51,1003,11,191.2,200.0,100.0,3,228,49.2,5,0,6,3.4,38
Bruno Miguel,Borges Fernandes,8,8,117,1187,6,479.3,551.8,361.0,18,366,139.2,9,0,2,28.4,90
Odion,Ighalo,0,0,11,92,0,23.8,23.0,135.0,0,24,18.1,0,0,0,0.3,59
Timothy,Fosu-Mensah,0,0,7,136,1,28.6,12.0,6.0,0,27,4.2,1,0,1,0.0,45
Matt,Ritchie,2,1,74,1312,19,482.7,285.4,218.0,7,293,98.6,8,0,4,0.9,53
Fabian,Schär,2,1,55,1669,38,58.3,440.6,179.0,2,297,67.8,4,0,5,1.1,50
DeAndre,Yedlin,1,0,26,934,18,118.1,165.6,43.0,0,122,32.9,1,0,3,0.1,44
Federico,Fernández,2,3,102,2617,42,74.5,741.0,223.0,13,507,103.7,8,0,8,2.9,46
Paul,Dummett,0,0,44,1227,20,63.1,265.2,50.0,4,230,37.7,5,0,2,0.2,43
Javier,Manquillo,0,1,65,1597,21,100.8,232.0,40.0,4,288,37.3,8,0,5,0.2,43
Florian,Lejeune,2,0,24,440,10,12.6,132.0,81.0,1,88,22.5,1,0,0,0.0,43
Jamaal,Lascelles,1,0,73,2076,31,28.1,403.0,125.0,3,358,55.7,8,0,5,3.8,42
Ciaran,Clark,2,0,49,1186,14,14.9,331.4,128.0,2,216,47.6,4,0,3,0.2,43
Yoshinori,Muto,0,0,9,207,7,15.4,12.6,12.0,0,25,3.7,0,0,0,0.1,51
Jose Luis,Mato Sanmartín,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Martin,Dubravka,0,0,143,3420,58,0.0,1019.0,0.0,7,719,102.0,11,0,0,2.0,51
Karl,Darlow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Frederick,Woodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39
Miguel,Almirón,4,2,109,3020,48,450.2,481.6,750.0,5,356,168.0,12,0,5,0.8,58
Christian,Atsu,0,3,37,738,15,186.7,121.4,55.0,0,104,36.3,3,0,2,0.1,53
Sung-yueng,Ki,0,0,4,135,6,39.8,17.8,0.0,0,18,5.8,0,0,0,0.0,47
Jonjo,Shelvey,6,2,105,2118,34,597.4,559.4,344.0,15,437,150.4,8,0,3,1.0,49
Sean,Longstaff,1,2,44,1370,26,217.1,235.8,155.0,0,181,60.8,2,1,2,0.2,50
Isaac,Hayden,1,4,73,2220,36,227.6,368.6,189.0,3,309,78.5,8,1,4,3.1,44
Danny,Rose,0,0,47,1753,28,230.8,288.4,44.0,0,290,56.5,5,0,7,1.3,53
Joelinton Cássio,Apolinário de Lira,2,2,78,2678,46,433.4,330.8,641.0,3,236,140.5,9,0,7,0.9,55
Jack,Colback,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Jacob,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
Jetro,Willems,2,2,64,1492,24,196.0,345.4,198.0,6,283,74.1,3,0,0,0.6,43
Rolando,Aarons,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48
Allan,Saint-Maximin,3,5,92,1860,22,423.4,434.0,542.0,7,321,139.8,8,0,0,1.8,52
Emil,Krafth,0,1,37,1015,23,28.8,184.4,39.0,2,187,25.2,3,0,0,0.1,43
Andy,Carroll,0,4,34,617,10,162.0,136.6,211.0,0,87,51.1,2,0,1,0.1,54
Matthew,Longstaff,2,0,27,572,11,51.6,102.8,49.0,2,104,20.4,1,0,1,0.1,45
Dwight,Gayle,4,2,58,842,15,86.2,217.0,348.0,10,190,64.7,4,0,2,0.5,50
Robert,Elliot,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Thomas,Allan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Kelland,Watts,0,0,1,16,1,0.0,2.0,0.0,0,3,0.2,0,0,0,0.2,39
Liam,Gibson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Nabil,Bentaleb,0,0,19,747,16,101.0,104.6,20.0,0,113,22.5,2,0,2,0.0,47
Valentino,Lazaro,1,0,19,472,13,88.1,84.2,38.0,0,81,21.0,0,1,0,0.0,53
Jack,Young,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Timm,Klose,0,0,9,585,13,2.6,121.2,42.0,0,77,16.6,0,0,0,0.0,43
Ben,Godfrey,0,0,38,2644,62,57.0,602.8,119.0,0,447,78.3,3,1,3,0.2,44
Maximillian,Aarons,0,2,66,3240,71,385.2,566.6,237.0,3,489,119.0,5,0,7,1.3,42
Christoph,Zimmermann,0,1,35,1430,27,25.5,366.4,62.0,1,247,45.6,3,0,3,0.0,44
Jamal,Lewis,1,0,48,2301,56,262.2,439.0,130.0,3,384,83.3,3,0,4,0.3,44
Grant,Hanley,0,0,23,1261,25,3.6,318.8,76.0,1,214,40.0,2,0,4,1.7,40
Teemu,Pukki,11,3,139,2884,59,379.5,545.0,1202.0,21,444,211.8,6,0,3,11.4,64
Dennis,Srbeny,1,0,13,41,2,3.4,44.2,25.0,1,50,7.0,0,0,0,0.0,52
Tim,Krul,0,0,109,3240,68,0.0,1063.0,0.0,10,668,106.3,5,0,4,2.2,46
Michael,McGovern,0,0,11,158,6,0.0,65.0,0.0,2,46,6.5,0,0,0,4.9,41
Mario,Vrancic,1,0,29,624,19,107.9,123.0,123.0,1,116,35.4,0,0,3,0.1,62
Emiliano,Buendía,1,7,94,2458,54,1196.7,711.6,401.0,12,464,231.1,3,1,6,0.7,60
Onel,Hernández,1,2,52,1374,32,235.5,227.2,445.0,0,173,90.5,1,0,0,0.1,53
Marco,Stiepermann,0,0,32,1173,32,188.1,120.2,277.0,0,96,58.5,1,0,6,0.1,50
Kenny,McLean,1,1,77,2965,63,423.9,505.8,274.0,0,424,120.4,5,0,5,0.1,48
Todd,Cantwell,6,2,111,2484,54,493.1,516.4,656.0,10,410,165.9,6,0,6,13.0,45
Moritz,Leitner,0,0,16,683,16,127.7,106.8,53.0,0,102,28.8,1,0,1,0.2,43
Alexander,Tettey,1,1,67,2339,44,116.5,358.0,173.0,3,404,64.9,5,0,5,0.3,44
Tom,Trybull,0,0,28,1128,25,55.4,198.2,92.0,0,172,34.7,2,0,2,0.6,43
Josip,Drmic,1,0,26,636,13,67.3,59.6,231.0,0,67,35.3,0,1,0,0.1,53
Patrick,Roberts,0,0,3,24,2,0.6,4.4,0.0,0,12,0.5,0,0,0,0.0,50
Ralf,Fahrmann,0,0,1,21,1,0.0,4.0,0.0,0,6,0.4,0,0,0,0.3,44
Sam,Byram,0,0,32,1292,23,109.2,273.2,218.0,2,201,60.2,3,0,4,0.1,43
Philip,Heise,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39
Ibrahim,Amadou,0,0,18,756,20,18.3,177.2,31.0,0,122,22.7,1,0,1,0.1,45
Adam,Idah,0,0,13,219,9,18.2,13.8,47.0,0,25,7.1,0,0,0,0.1,44
Archie,Mair,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Akin,Famewo,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,39
Ondrej,Duda,0,1,24,723,9,261.6,115.8,105.0,0,131,48.3,3,0,0,0.1,44
Lukas,Rupp,0,0,19,692,18,109.1,70.2,88.0,0,79,26.4,1,0,1,0.0,44
Josh,Martin,0,0,5,32,2,0.8,6.6,17.0,0,14,2.5,0,0,0,0.0,45
Jordan,Thomas,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,40
Daniel,Adshead,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Lys,Mousset,6,4,84,1223,15,163.1,303.0,530.0,11,248,98.1,3,0,1,2.7,43
Enda,Stevens,2,4,142,3345,39,554.5,641.0,338.0,8,639,153.5,13,0,7,4.6,52
Kieron,Freeman,0,0,2,6,0,0.3,0.0,0.0,0,5,0.0,0,0,0,0.1,42
Jack,O'Connell,0,1,111,2915,28,262.3,576.6,246.0,6,552,108.6,12,0,4,2.3,45
George,Baldock,2,4,142,3420,39,485.7,559.8,241.0,7,602,128.6,13,0,7,11.6,50
John,Egan,2,1,133,3187,33,25.4,641.4,587.0,9,592,125.4,13,1,3,7.1,47
Richard,Stearman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,39
John,Lundstram,5,4,144,2452,29,382.9,502.8,449.0,15,539,133.9,10,0,5,28.8,46
Billy,Sharp,3,2,57,1037,10,186.2,175.4,348.0,9,159,69.9,4,1,1,0.4,52
Jake,Eastwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Mark,Duffy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,52
John,Fleck,5,2,101,2515,30,648.8,527.4,419.0,13,464,159.6,8,0,8,2.4,47
Oliver,Norwood,1,3,98,3089,36,808.8,608.4,100.0,6,563,151.8,13,0,8,0.6,47
David,McGoldrick,2,2,65,1810,18,268.4,303.4,584.0,6,201,115.2,7,0,2,0.2,54
Chris,Basham,0,1,123,3242,37,212.1,707.6,103.0,6,639,102.7,13,0,4,2.1,46
Simon,Moore,0,0,3,180,6,0.0,28.0,0.0,0,23,2.8,0,0,0,0.1,43
Luke,Freeman,0,0,13,360,5,77.4,46.2,25.0,0,38,14.9,1,0,2,0.1,50
Phil,Jagielka,0,0,6,240,6,4.8,75.4,2.0,0,50,8.2,0,0,0,0.4,41
Callum,Robinson,1,2,33,669,6,72.8,79.8,156.0,1,73,30.4,2,0,1,0.2,49
Ravel,Morrison,0,0,1,12,0,0.6,0.0,4.0,0,0,0.2,0,0,0,0.1,45
Dean,Henderson,0,1,160,3240,33,10.0,718.8,18.0,16,688,74.8,13,0,2,15.7,52
Ben,Osborn,0,0,19,590,4,108.5,78.4,65.0,0,84,25.3,2,0,0,0.0,47
Oliver,McBurnie,6,1,86,2105,25,186.9,424.4,830.0,6,300,143.7,9,0,4,0.4,55
Michael,Verrips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Muhamed,Bešić,0,0,9,243,2,21.5,34.2,29.0,0,40,8.5,0,0,2,0.1,43
Leon,Clarke,0,0,2,33,2,1.6,4.0,6.0,0,3,1.0,0,0,0,0.1,44
Jack,Rodwell,0,0,1,15,0,0.0,1.2,0.0,0,3,0.1,0,0,0,0.0,45
Jack,Robinson,0,0,14,504,11,30.4,106.8,2.0,2,87,14.0,1,0,0,0.9,40
Sander,Berge,1,1,40,943,11,66.0,152.4,82.0,3,147,30.3,4,0,0,0.2,47
Richairo,Zivkovic,0,0,5,107,4,28.6,9.4,22.0,0,15,6.1,0,0,0,0.0,47
Panagiotis,Retsos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jannik,Vestergaard,1,0,51,1496,26,81.3,363.8,183.0,6,286,62.8,4,0,3,1.9,45
Ryan,Bertrand,1,1,75,2742,52,538.5,436.8,234.0,0,432,121.1,7,1,3,1.0,48
Yan,Valery,0,1,18,778,20,44.2,112.0,77.0,0,93,23.3,1,0,1,0.1,46
Jan,Bednarek,1,1,84,3057,57,45.5,729.8,95.0,5,539,87.5,7,0,4,1.3,44
Jack,Stephens,1,3,85,2451,39,101.5,566.2,97.0,8,432,76.6,7,1,4,2.2,44
Maya,Yoshida,0,0,10,558,18,3.7,96.8,77.0,1,85,17.7,1,0,1,0.2,41
Kayne,Ramsay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3,39
Charlie,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60
Danny,Ings,22,2,198,2800,44,458.3,1010.0,1558.0,40,736,302.4,6,0,3,31.4,76
Michael,Obafemi,3,2,45,655,12,130.7,170.8,235.0,2,165,53.4,3,0,1,0.2,49
Shane,Long,2,3,62,1386,20,264.8,190.8,536.0,4,159,99.4,5,0,0,2.1,46
Sam,Gallagher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Fraser,Forster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,42
Alex,McCarthy,0,0,104,2520,35,10.0,652.0,0.0,8,491,66.0,7,0,0,3.9,45
Angus,Gunn,0,0,29,900,25,0.0,219.4,0.0,3,166,22.1,2,0,0,1.3,42
Nathan,Redmond,4,4,107,2763,51,539.1,517.2,752.0,8,412,181.2,7,0,2,1.0,62
James,Ward-Prowse,5,4,117,3420,60,989.9,864.6,548.0,8,587,240.7,9,0,9,1.7,57
Mohamed,Elyounoussi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,52
Stuart,Armstrong,5,4,98,1706,25,274.9,418.2,431.0,10,301,112.4,7,0,4,1.0,52
Mario,Lemina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,46
Pierre-Emile,Højbjerg,0,3,75,2750,51,469.0,493.0,368.0,1,412,133.1,7,0,5,0.3,48
Tyreke,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Callum,Slattery,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44
Oriol,Romeu Vidal,0,0,51,1855,38,272.9,333.2,69.0,1,301,67.6,5,0,5,1.3,43
Kyle,Walker-Peters,0,1,32,944,12,108.6,168.2,48.0,2,194,32.2,2,0,1,0.7,44
Che,Adams,4,4,78,1095,17,184.9,226.2,524.0,8,242,92.3,4,0,0,0.4,53
Moussa,Djenepo,2,2,40,920,14,153.4,224.4,252.0,3,151,62.9,2,1,4,0.1,52
Wesley,Hoedt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42
Sofiane,Boufal,0,3,34,753,17,203.7,149.4,267.0,0,99,62.0,1,0,2,0.1,55
Kevin,Danso,0,1,9,275,8,26.0,58.4,6.0,0,46,8.9,1,1,0,0.0,42
Daniel,N'Lundulu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
